marker,term,estimate,std.error,statistic,p.value,conf.low,conf.high
Meta.Cluster_11_t8,cga_term,-3.3387539237045695e-4,1.412370863271689e-4,-2.363935713011317,0.019282303770391498,-6.128047344879497e-4,-5.494605025296417e-5
Meta.Cluster_11_t8,preterm_weeks,2.2917348395659523e-4,9.426945173196056e-5,2.4310471711261434,0.01615978971118736,4.3000596670726704e-5,4.153463712424638e-4
Meta.Cluster_12_i4,(Intercept),0.10301999658347531,0.004170421389868268,24.70253889301326,4.366227774879451e-55,0.09478052036708168,0.11125947279986895
Meta.Cluster_12_i4,cga_term,-4.946085450376097e-4,9.634264665098159e-4,-0.5133848427783153,0.6084275549191385,-0.00239804436481757,0.0014088272747423505
Meta.Cluster_12_i4,preterm_weeks,-1.3968316286333568e-4,5.610431956300201e-4,-0.24897042500707864,0.8037197567224078,-0.0012481327977116384,9.68766471984967e-4
Meta.Cluster_12_i8,(Intercept),1.0826649202225664,0.009777475517336551,110.73051712611105,3.146051124906893e-147,1.0633476212136022,1.1019822192315307
Meta.Cluster_12_i8,cga_term,0.004223730555860108,0.0022587354630250766,1.8699536200681752,0.06341346547735742,-2.388393829795372e-4,0.008686300494699754
Meta.Cluster_12_i8,preterm_weeks,0.004749705173713967,0.001315355355400682,3.61096729808586,4.1374531972498686e-4,0.0021509655851295493,0.007348444762298384
Meta.Cluster_12_t4,(Intercept),0.0418314420192426,0.0018374037121628708,22.76660362789916,4.695861010314099e-52,0.03820275056174089,0.045460133476744304
Meta.Cluster_12_t4,cga_term,4.8019159715598733e-5,3.807908849760926e-4,0.12610375303130889,0.8998081186367354,-7.040053530577696e-4,8.000436724889671e-4
Meta.Cluster_12_t4,preterm_weeks,0.0018012440361708556,2.5416092107756146e-4,7.0870219880151275,4.136414519543913e-11,0.0012993012366435408,0.0023031868356981704
Meta.Cluster_12_t8,(Intercept),0.05898301725056385,0.0020408575385998345,28.901094826555198,2.142679853066206e-65,0.05495252451384366,0.06301350998728406
Meta.Cluster_12_t8,cga_term,-7.233664423807956e-5,4.229554686807305e-4,-0.17102662004515454,0.8644189288609827,-9.076320591465216e-4,7.629587706703625e-4
Meta.Cluster_12_t8,preterm_weeks,0.001097963986812882,2.823038989009291e-4,3.889297990879674,1.4710302622177195e-4,5.404415764791306e-4,0.0016554863971466336
Meta.Cluster_13_i4,(Intercept),0.3024159323779683,0.007463805514280241,40.517659764762946,2.3160765615754586e-83,0.28766973714501076,0.3171621276109259
Meta.Cluster_13_i4,cga_term,0.004818465698088697,0.0017242448906503978,2.7945367413970623,0.005867563785619827,0.00141188553756421,0.008225045858613184
Meta.Cluster_13_i4,preterm_weeks,-0.008018736206988935,0.001004099323743643,-7.985999011623875,3.1940425683453615e-13,-0.010002529143832664,-0.006034943270145206
Meta.Cluster_13_t4,(Intercept),0.24755855430439969,0.00629794581902788,39.30782534782295,4.072175987205385e-84,0.23512073128160105,0.2599963773271983
Meta.Cluster_13_t4,cga_term,-0.0019377464926132995,0.0013052114492226126,-1.4846226592384142,0.13961125711558456,-0.0045154106198139355,6.399176345873363e-4
Meta.Cluster_13_t4,preterm_weeks,-6.085280940317019e-4,8.711703909515204e-4,-0.6985178793405132,0.4858674123780483,-0.002329003858148362,0.0011119476700849583
Meta.Cluster_13_t8,(Intercept),0.017761703315085087,0.003952601515799054,4.493674164746759,1.3362087058906084e-5,0.009955704415472031,0.025567702214698142
Meta.Cluster_13_t8,cga_term,-7.051314573114355e-4,8.191529271415507e-4,-0.8608056370768334,0.39063320072608665,-0.002322877851002501,9.126149363796302e-4
Meta.Cluster_13_t8,preterm_weeks,0.0016207478392086768,5.467480201863246e-4,2.964341487064456,0.0034973688340162066,5.409743212153584e-4,0.0027005213572019954
Meta.Cluster_14_i4,(Intercept),0.816385259235681,0.010515958369676672,77.63298698383701,3.362085662427662e-124,0.7956089441395526,0.8371615743318093
Meta.Cluster_14_i4,cga_term,0.004941943292998597,0.0024293354716325055,2.0342778305861673,0.043662227786168316,1.423199530680222e-4,0.009741566632929171
Meta.Cluster_14_i4,preterm_weeks,-0.00081515279432758925,0.00141470281712276,-0.5762007288466825,0.5653317180980684,-0.003610172559780176,0.001979866971124997
Meta.Cluster_14_t4,(Intercept),0.08927287622958748,0.0027782900500886746,32.13230966534187,1.1051641187931591e-71,0.08378602687553266,0.09475972558364229
Meta.Cluster_14_t4,cga_term,4.805982792863348e-4,5.757839280993903e-4,0.8346851237629113,0.40513955910675836,-6.565182985405365e-4,0.001617714857113206
Meta.Cluster_14_t4,preterm_weeks,0.003015339158756962,3.8431007485009857e-4,7.846110097251823,5.762972561408335e-13,0.0022563645924114804,0.003774313725102444
Meta.Cluster_14_t8,(Intercept),0.05813992658002299,0.001549962316192309,37.51054201295135,3.5112285810730734e-81,0.055078903583832356,0.06120094957621362
Meta.Cluster_14_t8,cga_term,-4.4894831353970895e-5,3.212203818657281e-4,-0.1397633334883998,0.889022763357224,-6.792734646046481e-4,5.894838018967064e-4
Meta.Cluster_14_t8,preterm_weeks,-0.0013760165087143453,2.1440026887462187e-4,-6.417979398705976,1.495393326151634e-9,-0.0017994359341794257,-9.525970832492648e-4
Meta.Cluster_15_i4,(Intercept),0.06213140979648926,0.003147875651557924,19.737568021703662,8.770228575158508e-44,0.05591217098618875,0.06835064860678977
Meta.Cluster_15_i4,cga_term,-4.18493295629373e-4,7.272039039893115e-4,-0.5754827405815522,0.5658158276771619,-0.0018552256330246107,0.0010182390417658646
Meta.Cluster_15_i4,preterm_weeks,-7.375243367930606e-4,4.23480998655576e-4,-1.7415759836556473,0.08360574084050716,-0.0015741931743820264,9.91445007959053e-5
Meta.Cluster_15_t4,(Intercept),0.07473077122870334,0.0027861546888731294,26.822190285108853,4.322295096206276e-61,0.06922838998724426,0.08023315247016241
Meta.Cluster_15_t4,cga_term,-8.194379650727797e-4,5.774138272570579e-4,-1.4191519606751215,0.15779989787547996,-0.001959773433288773,3.208975031432135e-4
Meta.Cluster_15_t4,preterm_weeks,0.0024947545171809652,3.853979597956702e-4,6.473190772736916,1.1201288967012124e-9,0.0017336314851593725,0.003255877549202558
Meta.Cluster_15_t8,(Intercept),0.26235645285852754,0.005135863471764519,51.083221799194405,5.616997250238035e-101,0.2522136280761887,0.2724992776408664
Meta.Cluster_15_t8,cga_term,3.661147901038105e-4,0.0010643768615376799,0.3439710156559522,0.7313197100978357,-0.0017359247341757033,0.0024681543143833242
Meta.Cluster_15_t8,preterm_weeks,-1.5177266205423175e-4,7.104240520858191e-4,-0.2136367168434461,0.8311023552999939,-0.0015547902307806016,0.0012512449066721383
Meta.Cluster_16_i4,(Intercept),0.1592438174254786,0.006554110420852704,24.296785864154028,3.2651433912914996e-54,0.14629490126476916,0.17219273358618806
Meta.Cluster_16_i4,cga_term,4.501669626845689e-4,0.0015140924270189244,0.29731802012304914,0.7666296681543012,-0.0025412162515277975,0.0034415501768969353
Meta.Cluster_16_i4,preterm_weeks,2.6740015077894596e-4,8.817188267738496e-4,0.30327145418607576,0.7620976872118838,-0.0014746063813185482,0.0020094066828764403
Meta.Cluster_16_t4,(Intercept),0.003406164837353105,6.416552238779215e-4,5.3084035017552464,3.641789047572765e-7,0.0021389589347339385,0.0046733707399722714
Meta.Cluster_16_t4,cga_term,-1.439733041249017e-4,1.3297919174354436e-4,-1.0826754339322495,0.2805814580354357,-4.0659411734687216e-4,1.1864750909706877e-4
Meta.Cluster_16_t4,preterm_weeks,5.6730887407425924e-5,8.875767564607238e-5,0.6391659875551994,0.5236289526364726,-1.1855678468804693e-4,2.3201855950289878e-4
Meta.Cluster_16_t8,(Intercept),0.004344517413740625,0.0016352178966220457,2.6568431171865963,0.008687028882793518,0.0011151230387605286,0.0075739117887207216
Meta.Cluster_16_t8,cga_term,-3.2074363764986457e-4,3.388890889147493e-4,-0.9464560770516592,0.3453431936261302,-9.90016228014851e-4,3.485289527151219e-4
Meta.Cluster_16_t8,preterm_weeks,4.134520477903706e-4,2.2619334227791716e-4,1.8278701027476492,0.06943175163973254,-3.325753673608171e-5,8.601616323168229e-4
Meta.Cluster_17_i4,(Intercept),0.17315762027498668,0.006522796418944362,26.54653144962176,5.977631806876151e-59,0.16027057099770314,0.18604466955227023
Meta.Cluster_17_i4,cga_term,-0.0042504528827102435,0.001506858448629084,-2.8207379973727713,0.005431226773658592,-0.007227543969743856,-0.0012733617956766316
Meta.Cluster_17_i4,preterm_weeks,5.792319784648932e-4,8.775061810826248e-4,0.66008877310729,0.5101958770170756,-0.0011544516551204112,0.0023129156120501974
Meta.Cluster_17_t4,(Intercept),0.01993548754035106,0.001067789113831826,18.669873369294198,5.03441075498161e-42,0.01782670915369272,0.0220442659270094
Meta.Cluster_17_t4,cga_term,1.2909781414227782e-4,2.2129288132613533e-4,0.5833798781444625,0.5604590188330306,-3.0793384240577755e-4,5.661294706903332e-4
Meta.Cluster_17_t4,preterm_weeks,0.0025359395398634726,1.4770312201482777e-4,17.16916680751604,3.957106794426289e-38,0.0022442404137794016,0.0028276386659475436
Meta.Cluster_17_t8,(Intercept),0.010241821564398883,0.002063611474132495,4.963057093246857,1.760767608815983e-6,0.00616639204489908,0.014317251083898686
Meta.Cluster_17_t8,cga_term,6.69931044414851e-5,4.276710851730753e-4,0.1566463264973209,0.8757210740423882,-7.776151888340539e-4,9.116013977170241e-4
Meta.Cluster_17_t8,preterm_weeks,3.768157050465513e-4,2.8545136245226415e-4,1.3200697373079309,0.1886971777836442,-1.8692263596477738e-4,9.405540460578801e-4
Meta.Cluster_18_i4,(Intercept),0.21086548007469183,0.008693200303649439,24.256369657808264,3.99406269893552e-54,0.1936903770214898,0.22804058312789385
Meta.Cluster_18_i4,cga_term,-0.0018166059525918108,0.0020082525165332483,-0.9045704848550281,0.36712446172385116,-0.005784298255026275,0.002151086349842653
Meta.Cluster_18_i4,preterm_weeks,0.0046252574512846345,0.001169488745300484,3.9549396861414325,1.1705592936559632e-4,0.002314705638546175,0.006935809264023094
Meta.Cluster_18_t4,(Intercept),0.03288317070923232,8.220822210059931e-4,39.999856302685565,3.2243517780653666e-85,0.03125963924851867,0.034506702169945974
Meta.Cluster_18_t4,cga_term,-4.227002461753435e-4,1.7037160335955353e-4,-2.481048706710083,0.014133771473093052,-7.591673914299623e-4,-8.623310092072464e-5
Meta.Cluster_18_t4,preterm_weeks,-3.9965208792254746e-4,1.1371544158165373e-4,-3.514492687746158,5.731549184894091e-4,-6.242288908983346e-4,-1.750752849467603e-4
Meta.Cluster_18_t8,(Intercept),0.030884009936281338,0.0014198595273214494,21.751454522084806,1.1801992556390728e-49,0.028079927140792216,0.03368809273177046
Meta.Cluster_18_t8,cga_term,-2.5513595297977584e-5,2.9425736019332983e-4,-0.08670503698264306,0.9310143854439368,-6.066429149855004e-4,5.556157243895452e-4
Meta.Cluster_18_t8,preterm_weeks,-3.434445615472766e-4,1.9640365526418517e-4,-1.7486668518735293,0.08226643685017117,-7.313224467183742e-4,4.4433323623820965e-5
Meta.Cluster_19_t8,(Intercept),0.016673585036966764,0.0015880331409472686,10.499519567344104,6.021958401154273e-20,0.013537375909577043,0.019809794164356485
Meta.Cluster_19_t8,cga_term,-1.0395948703644068e-4,3.291103316651359e-4,-0.31588035085515836,0.7525049996303166,-7.539199944542965e-4,5.460010203814153e-4
Meta.Cluster_19_t8,preterm_weeks,0.0016198906063091161,2.196664582383697e-4,7.374319317113502,8.399869283240891e-12,0.0011860709752543105,0.0020537102373639217
Meta.Cluster_2_i4,(Intercept),0.11014043377754264,0.0035181734494454473,31.30614091664626,3.6879829984393144e-68,0.10318959985647239,0.11709126769861289
Meta.Cluster_2_i4,cga_term,-0.002015950617283835,8.127479451362929e-4,-2.480413059605795,0.014213312870773497,-0.0036216917973339435,-4.102094372337268e-4
Meta.Cluster_2_i4,preterm_weeks,5.608747022339197e-4,4.732968422934146e-4,1.1850379130275548,0.23785192774244057,-3.742149951393187e-4,0.0014959643996071581
Meta.Cluster_2_i8,(Intercept),0.012507022151582513,0.0018199071695565114,6.872340721988759,1.5259235470133327e-10,0.008911442607502247,0.01610260169566278
Meta.Cluster_2_i8,cga_term,-4.0975881047415033e-4,4.204243575964138e-4,-0.9746314719174718,0.33129162041847127,-0.001240388660883019,4.2087103993471825e-4
Meta.Cluster_2_i8,preterm_weeks,6.590050171842025e-4,2.448305431768903e-4,2.6916781241140764,0.007906174297351931,1.7529479968590717e-4,0.0011427152346824977
Meta.Cluster_2_t4,(Intercept),0.1631472799757993,0.0027436942441479025,59.46263156828806,5.2670756285457744e-111,0.15772875393286642,0.1685658060187322
Meta.Cluster_2_t4,cga_term,-0.0014190138796284569,5.686141550802966e-4,-2.495565520045964,0.013589563555607352,-0.0025419708615350683,-2.9605689772184527e-4
Meta.Cluster_2_t4,preterm_weeks,7.438006734473776e-4,3.7952457134582146e-4,1.9598221817623214,0.05175387900278816,-5.722994562118206e-6,0.0014933243414568735
Meta.Cluster_2_t8,(Intercept),0.0814456134890606,0.0031115295254101937,26.175426851629698,1.044538289721614e-59,0.07530064897533947,0.08759057800278172
Meta.Cluster_2_t8,cga_term,4.3119360591372877e-4,6.448458081188215e-4,0.6686770705257892,0.5046650851572063,-8.423133865001053e-4,0.0017047005983275628
Meta.Cluster_2_t8,preterm_weeks,-0.0013127427027182655,4.3040579754101524e-4,-3.050011663918557,0.0026790385920815872,-0.0021627517837154026,-4.6273362172112836e-4
Meta.Cluster_20_t4,(Intercept),0.016318176248404006,7.190147818289334e-4,22.695188834499362,6.898037093137352e-52,0.014898192834106413,0.0177381596627016
Meta.Cluster_20_t4,cga_term,3.4350131403874017e-5,1.4901149555273245e-4,0.23052000972447212,0.8179821994953371,-2.599329036212688e-4,3.286331664290168e-4
Meta.Cluster_20_t4,preterm_weeks,5.61633923599547e-4,9.945852291922697e-5,5.646915991861909,7.281093827036276e-8,3.652131315309908e-4,7.580547156681031e-4
Meta.Cluster_20_t8,(Intercept),0.024247115690065765,0.0011949300955052962,20.29166039190976,4.192437897157972e-46,0.021887246380360457,0.02660698499977107
Meta.Cluster_20_t8,cga_term,-4.4039177318913944e-4,2.4764208624375244e-4,-1.7783397800794845,0.07724719247719065,-9.294605156337774e-4,4.867696925549861e-5
Meta.Cluster_20_t8,preterm_weeks,6.178611675967749e-4,1.6529004033600405e-4,3.738042330564973,2.5778042151602563e-4,2.9142960908460627e-4,9.442927261089436e-4
Meta.Cluster_21_t4,(Intercept),0.03359432257261372,0.0011726165459450264,28.64902656267709,6.9453521975320805e-65,0.03127852032674415,0.0359101248184833
Meta.Cluster_21_t4,cga_term,-1.169776832091155e-5,2.4301773709948564e-4,-0.04813545077214987,0.9616683255435723,-4.916338764265487e-4,4.6823833978472564e-4
Meta.Cluster_21_t4,preterm_weeks,0.0013230434939209888,1.62203493666262e-4,8.156689255061213,9.513136280520691e-14,0.001002707561241909,0.0016433794266000686
Meta.Cluster_21_t8,(Intercept),0.06364374080694543,0.0015699127327709521,40.5396678926299,4.571955159677937e-86,0.06054331770193097,0.06674416391195989
Meta.Cluster_21_t8,cga_term,-7.243580860255491e-4,3.253549858911442e-4,-2.2263623347942225,0.02738663913319316,-0.0013669021552160064,-8.181401683509195e-5
Meta.Cluster_21_t8,preterm_weeks,-2.1878001315758121e-4,2.171599325347873e-4,-1.0074603109509366,0.3152347834412977,-6.476495026901999e-4,2.100894763750375e-4
Meta.Cluster_22_t4,(Intercept),0.30143043765510813,0.00472175620907101,63.83862789782058,9.677099437274969e-116,0.29210543395187033,0.31075544135834593
Meta.Cluster_22_t4,cga_term,0.0010372420335797879,9.78555618229932e-4,1.059972488284326,0.29075460288793714,-8.953089834100468e-4,0.0029697930505696224
Meta.Cluster_22_t4,preterm_weeks,-0.0025675640771087097,6.531422023679927e-4,-3.9310950476020463,1.2562115751960695e-4,-0.003857455631467613,-0.0012776725227498062
Meta.Cluster_22_t8,(Intercept),0.013757353037163652,0.004998450791559791,2.752323391958532,0.006601118582239685,0.003885904771325015,0.023628801303002288
Meta.Cluster_22_t8,cga_term,-6.861028342269682e-4,0.0010358989087852597,-0.6623260517105114,0.5087151711288269,-0.0027319012051900985,0.001359695536736162
Meta.Cluster_22_t8,preterm_weeks,0.0012956032270934734,6.914162895906302e-4,1.8738396051683521,0.06277595263924889,-6.987588182902327e-5,0.0026610823360159698
Meta.Cluster_23_t4,(Intercept),0.01668884296115136,6.685182811872629e-4,24.963929081359765,4.656102662338446e-57,0.015368585164745584,0.018009100757557135
Meta.Cluster_23_t4,cga_term,2.612350962241187e-4,1.385463990471295e-4,1.8855423022236326,0.06116928411179517,-1.2380403386550007e-5,5.348505958347875e-4
Meta.Cluster_23_t4,preterm_weeks,9.481956295437667e-4,9.247353805753155e-5,10.253696889523743,2.8045887456808755e-19,7.655694949751548e-4,0.0011308217641123786
Meta.Cluster_23_t8,(Intercept),0.1247027358961567,0.0067525419825133675,18.467524706857287,1.6620129291566447e-41,0.11136713020092019,0.13803834159139322
Meta.Cluster_23_t8,cga_term,6.565267310983836e-4,0.0013994237740668932,0.4691407586927284,0.6396076618723642,-0.002107197463408524,0.003420250925605291
Meta.Cluster_23_t8,preterm_weeks,-0.0033975769841906663,9.340529131021862e-4,-3.637456654255912,3.7096852401397344e-4,-0.005242239539399461,-0.0015529144289818718
Meta.Cluster_24_t4,(Intercept),0.11316815844326265,0.0021721838537519184,52.09879368534677,2.8754217492870266e-102,0.10887830916187945,0.11745800772464586
Meta.Cluster_24_t4,cga_term,-4.4441039185576855e-4,4.5017205882713076e-4,-0.987201189282219,0.32503454348071403,-0.0013334558931022385,4.4463510939070144e-4
Meta.Cluster_24_t4,preterm_weeks,0.002096189621966129,3.0046975815103657e-4,6.976374710270979,7.580905240870909e-11,0.0015027914278605854,0.0026895878160716723
Meta.Cluster_24_t8,(Intercept),1.1919569694211019,0.0076106692226540085,156.61657793155806,5.373568683645247e-177,1.1769266469006323,1.2069872919415714
Meta.Cluster_24_t8,cga_term,4.750088140464206e-4,0.0015772654911768462,0.3011597075467631,0.7636837339941631,-0.0026399352650141516,0.0035899528931069933
Meta.Cluster_24_t8,preterm_weeks,5.991536719205341e-4,0.0010527543222220988,0.5691296243323627,0.5700662484042032,-0.0014799324813334677,0.002678239825174536
Meta.Cluster_25_t4,(Intercept),0.6894261360772771,0.00923981380547514,74.61472174566453,3.1516438163071496e-126,0.6711784133787274,0.7076738587758268
Meta.Cluster_25_t4,cga_term,-0.0017099690362886552,0.0019148959222791185,-0.8929827550384262,0.3732075339476213,-0.005491699980436847,0.0020717619078595363
Meta.Cluster_25_t4,preterm_weeks,-0.0037962144230070435,0.00127810756658391,-2.97018382666606,0.0034349857105054095,-0.006320351050102427,-0.0012720777959116603
Meta.Cluster_26_t4,(Intercept),0.5575968604129247,0.008338153072468268,66.8729460309445,7.497591073876901e-119,0.5411298289025817,0.5740638919232677
Meta.Cluster_26_t4,cga_term,5.715713839109183e-4,0.0017280321502092795,0.3307643227828233,0.741255264143357,-0.0028411220052689144,0.0039842647730907515
Meta.Cluster_26_t4,preterm_weeks,0.006372865744716752,0.0011533843384313254,5.525361783032572,1.3072133184472214e-7,0.004095045215468243,0.008650686273965261
Meta.Cluster_27_t4,(Intercept),0.11726199662714631,0.00302666576426008,38.74296197876114,3.31574172361922e-83,0.11128462968770808,0.12323936356658455
Meta.Cluster_27_t4,cga_term,-5.839496999294299e-4,6.272583032624653e-4,-0.9309557113747546,0.3532790161294861,-0.0018227231015659241,6.548237017070644e-4
Meta.Cluster_27_t4,preterm_weeks,0.0012756551666357613,4.186669229772813e-4,3.046945188705495,0.0027049849056265426,4.4882920732719587e-4,0.002102481125944327
Meta.Cluster_3_i4,(Intercept),0.39615580825077934,0.008432525158975626,46.9794991158857,2.071740653628144e-92,0.37949571949804173,0.41281589700351695
Meta.Cluster_3_i4,cga_term,-0.003739693948228974,0.001948032862435426,-1.919728368213264,0.05676541791404427,-0.007588410645727234,1.0902274926928622e-4
Meta.Cluster_3_i4,preterm_weeks,0.0049425679244929676,0.0011344203427298427,4.356910519251874,2.4161470138901027e-5,0.0027013005417715055,0.00718383530721443
Meta.Cluster_3_i8,(Intercept),0.020501737952112114,0.001797728876372238,11.404243555059312,3.71283547404467e-22,0.016949975927205325,0.024053499977018902
Meta.Cluster_3_i8,cga_term,-3.752770103933752e-4,4.153008574418124e-4,-0.9036268615119705,0.3676231629557186,-0.001195784392657637,4.4523037187088653e-4
Meta.Cluster_3_i8,preterm_weeks,9.468585762958522e-4,2.4184691650742387e-4,3.91511535466191,1.3605407520475064e-4,4.6904309189128943e-4,0.0014246740607004149
Meta.Cluster_3_t4,(Intercept),0.03495226941023196,0.0012760963059308024,27.389993410205268,2.746723222512618e-62,0.03243210482493797,0.03747243399552595
Meta.Cluster_3_t4,cga_term,2.808692097611582e-4,2.644632959177561e-4,1.0620347477197898,0.28982029633839773,-0.00024141976590977006,8.031581854320865e-4
Meta.Cluster_3_t4,preterm_weeks,9.05078689144677e-4,1.7651744706516451e-4,5.127417737978905,8.389424330802964e-7,5.564741075683259e-4,0.001253683270721028
Meta.Cluster_3_t8,(Intercept),0.06237174734381982,0.002238886769581014,27.85837505998219,2.9078923843188305e-63,0.057950166369909135,0.06679332831773051
Meta.Cluster_3_t8,cga_term,8.186299580253239e-4,4.639958375540977e-4,1.7643045298437166,0.07958898831027275,-9.771614539413897e-5,0.0017349760614447868
Meta.Cluster_3_t8,preterm_weeks,-0.0018009615389541305,3.096965134979743e-4,-5.815246412084359,3.196565982346735e-8,-0.0024125816665880873,-0.0011893414113201737
Meta.Cluster_4_i4,(Intercept),0.014554653592901637,0.0010973548259041546,13.26339780837021,3.673744548758863e-27,0.012386616326704021,0.016722690859099252
Meta.Cluster_4_i4,cga_term,1.0509058093557323e-4,2.535045223479751e-4,0.41455110923551797,0.6790550066462437,-3.9575676454103035e-4,6.059379264121769e-4
Meta.Cluster_4_i4,preterm_weeks,8.640887913550813e-4,1.476261990601238e-4,5.853221154892455,2.8656930938735124e-8,5.724246062855471e-4,0.0011557529764246155
Meta.Cluster_4_i8,(Intercept),0.057401499679015755,0.002685969478401905,21.370868187664005,1.192496376216893e-47,0.052094846090239975,0.06270815326779153
