"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,0.3235,1.382,0.02646,0.602569696969697
"2",ICS_IST_Disch,voiICS_6,0.05803,1.06,0.7036,0.908975135135135
"3",Birth_CD4_C1,voi,-0.07698,0.9259,0.3812,0.6721875
"4",Birth_CD4_C2,voi,0.03983,1.041,0.4488,0.74353724137931
"5",Birth_CD4_C3,voi,-0.05374,0.9477,0.3428,0.639371317829457
"6",Birth_CD4_C4,voi,-0.1683,0.8451,9.19e-05,0.0219641
"7",Birth_CD4_C5,voi,0.06036,1.062,0.256,0.61184
"8",Birth_CD4_C6,voi,0.06004,1.062,0.2294,0.602569696969697
"9",Birth_CD4_C7,voi,-0.06944,0.9329,0.2663,0.617919417475728
"10",Birth_CD4_C8,voi,-0.06609,0.9361,0.3096,0.627071186440678
"11",Birth_CD4_C9,voi,-0.05735,0.9443,0.288,0.627071186440678
"12",Birth_CD4_C10,voi,0.09268,1.097,0.08758,0.602569696969697
"13",Birth_CD4_C11,voi,0.03189,1.032,0.5144,0.789466025641026
"14",Birth_CD4_C12,voi,0.02861,1.029,0.5555,0.828385802469136
"15",Birth_CD4_C13,voi,0.02554,1.026,0.7165,0.913511111111111
"16",Birth_CD4_C14,voi,-0.04385,0.9571,0.4021,0.691380575539568
"17",Birth_CD4_C15,voi,0.0347,1.035,0.4703,0.767222297297297
"18",Birth_CD4_C16,voi,0.01822,1.018,0.6968,0.908975135135135
"19",Birth_CD4_C17,voi,0.05827,1.06,0.2802,0.627071186440678
"20",Birth_CD4_C18,voi,0.02405,1.024,0.6861,0.900977472527473
"21",Birth_CD8_C1,voi,-0.1459,0.8643,0.006381,0.38126475
"22",Birth_CD8_C2,voi,0.04307,1.044,0.329,0.635246825396825
"23",Birth_CD8_C3,voi,0.05327,1.055,0.3034,0.627071186440678
"24",Birth_CD8_C4,voi,0.01794,1.018,0.7187,0.913511111111111
"25",Birth_CD8_C5,voi,0.06395,1.066,0.2076,0.602569696969697
"26",Birth_CD8_C6,voi,-0.004811,0.9952,0.9269,0.984802564102564
"27",Birth_CD8_C7,voi,0.03483,1.035,0.4988,0.786813157894737
"28",Birth_CD8_C8,voi,-0.08429,0.9192,0.1276,0.602569696969697
"29",Birth_CD8_C9,voi,0.05103,1.052,0.3394,0.638713385826772
"30",Birth_CD8_C10,voi,-0.01157,0.9885,0.8128,0.940373076923077
"31",Birth_CD8_C11,voi,-0.04891,0.9523,0.3343,0.635246825396825
"32",Birth_CD8_C12,voi,-0.01432,0.9858,0.7794,0.918325123152709
"33",Discharge_CD4_C1,voi,0.01349,1.014,0.7949,0.929651707317073
"34",Discharge_CD4_C2,voi,-0.01497,0.9851,0.7504,0.913511111111111
"35",Discharge_CD4_C3,voi,-0.01594,0.9842,0.7392,0.913511111111111
"36",Discharge_CD4_C4,voi,0.018,1.018,0.7246,0.913511111111111
"37",Discharge_CD4_C5,voi,-0.009728,0.9903,0.8276,0.94632619047619
"38",Discharge_CD4_C6,voi,0.05687,1.059,0.2121,0.602569696969697
"39",Discharge_CD4_C7,voi,-0.06117,0.9407,0.1564,0.602569696969697
"40",Discharge_CD4_C8,voi,0.003098,1.003,0.9493,0.984802564102564
"41",Discharge_CD4_C9,voi,-0.003428,0.9966,0.9485,0.984802564102564
"42",Discharge_CD4_C10,voi,0.04868,1.05,0.3349,0.635246825396825
"43",Discharge_CD4_C11,voi,0.06135,1.063,0.1517,0.602569696969697
"44",Discharge_CD4_C12,voi,0.05131,1.053,0.2271,0.602569696969697
"45",Discharge_CD4_C13,voi,0.03932,1.04,0.5218,0.794332484076433
"46",Discharge_CD4_C14,voi,-0.0701,0.9323,0.1158,0.602569696969697
"47",Discharge_CD4_C15,voi,0.06014,1.062,0.1822,0.602569696969697
"48",Discharge_CD4_C16,voi,0.04529,1.046,0.2847,0.627071186440678
"49",Discharge_CD4_C17,voi,0.05069,1.052,0.2423,0.602569696969697
"50",Discharge_CD4_C18,voi,0.08931,1.093,0.0345,0.602569696969697
"51",Discharge_CD8_C1,voi,0.02908,1.03,0.5004,0.786813157894737
"52",Discharge_CD8_C2,voi,-0.04222,0.9587,0.3148,0.632245378151261
"53",Discharge_CD8_C3,voi,-0.0791,0.9239,0.06261,0.602569696969697
"54",Discharge_CD8_C4,voi,0.03691,1.038,0.3825,0.6721875
"55",Discharge_CD8_C5,voi,-0.02299,0.9773,0.6114,0.869789285714286
"56",Discharge_CD8_C6,voi,0.0492,1.05,0.3093,0.627071186440678
"57",Discharge_CD8_C7,voi,0.06518,1.067,0.1361,0.602569696969697
"58",Discharge_CD8_C8,voi,-0.01981,0.9804,0.7033,0.908975135135135
"59",Discharge_CD8_C9,voi,0.04257,1.043,0.332,0.635246825396825
"60",Discharge_CD8_C10,voi,0.02448,1.025,0.6011,0.860256886227545
"61",Discharge_CD8_C11,voi,0.04343,1.044,0.3035,0.627071186440678
"62",Discharge_CD8_C12,voi,-0.04014,0.9607,0.3748,0.668486567164179
"63",OneYear_CD4_C1,voi,-0.04894,0.9522,0.2689,0.617952884615385
"64",OneYear_CD4_C2,voi,-0.003949,0.9961,0.9322,0.984802564102564
"65",OneYear_CD4_C3,voi,-0.04337,0.9576,0.3745,0.668486567164179
"66",OneYear_CD4_C4,voi,-0.04543,0.9556,0.2655,0.617919417475728
"67",OneYear_CD4_C5,voi,-0.05977,0.942,0.1615,0.602569696969697
"68",OneYear_CD4_C6,voi,0.01722,1.017,0.7509,0.913511111111111
"69",OneYear_CD4_C7,voi,-0.05263,0.9487,0.1813,0.602569696969697
"70",OneYear_CD4_C8,voi,-0.04283,0.9581,0.3006,0.627071186440678
"71",OneYear_CD4_C9,voi,-0.07182,0.9307,0.1429,0.602569696969697
"72",OneYear_CD4_C10,voi,0.008187,1.008,0.8562,0.965649765258216
"73",OneYear_CD4_C11,voi,-0.003766,0.9962,0.9287,0.984802564102564
"74",OneYear_CD4_C12,voi,-0.06499,0.9371,0.1523,0.602569696969697
"75",OneYear_CD4_C13,voi,0.002988,1.003,0.9471,0.984802564102564
