"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,0.1331,1.142,0.6005,0.9997
"2",TPHE_IST_Disch,voiTPHE_5,-0.007004,0.993,0.9717,0.9997
"3",ICS_IST_Birth,voiICS_4,0.1538,1.166,0.4113,0.9997
"4",ICS_IST_Disch,voiICS_6,0.1125,1.119,0.5898,0.9997
"5",Birth_CD4_C1,voi,0.1125,1.119,0.1361,0.997593939393939
"6",Birth_CD4_C2,voi,0.02954,1.03,0.6294,0.9997
"7",Birth_CD4_C3,voi,-0.006943,0.9931,0.9109,0.9997
"8",Birth_CD4_C4,voi,0.04076,1.042,0.4532,0.9997
"9",Birth_CD4_C5,voi,-0.0237,0.9766,0.6966,0.9997
"10",Birth_CD4_C6,voi,0.02175,1.022,0.7361,0.9997
"11",Birth_CD4_C7,voi,0.0252,1.026,0.6474,0.9997
"12",Birth_CD4_C8,voi,0.04858,1.05,0.434,0.9997
"13",Birth_CD4_C9,voi,-0.03781,0.9629,0.5484,0.9997
"14",Birth_CD4_C10,voi,-0.06545,0.9366,0.4057,0.9997
"15",Birth_CD4_C11,voi,-0.03189,0.9686,0.6334,0.9997
"16",Birth_CD4_C12,voi,-0.006216,0.9938,0.9192,0.9997
"17",Birth_CD4_C13,voi,-0.1022,0.9029,0.2021,0.9997
"18",Birth_CD4_C14,voi,0.04007,1.041,0.5249,0.9997
"19",Birth_CD4_C15,voi,-0.01312,0.987,0.834,0.9997
"20",Birth_CD4_C16,voi,0.001413,1.001,0.9807,0.9997
"21",Birth_CD4_C17,voi,0.0784,1.082,0.2123,0.9997
"22",Birth_CD4_C18,voi,-0.03636,0.9643,0.6453,0.9997
"23",Birth_CD8_C1,voi,0.04998,1.051,0.3579,0.9997
"24",Birth_CD8_C2,voi,0.01548,1.016,0.7779,0.9997
"25",Birth_CD8_C3,voi,-0.06073,0.9411,0.3241,0.9997
"26",Birth_CD8_C4,voi,-0.007001,0.993,0.9177,0.9997
"27",Birth_CD8_C5,voi,0.06633,1.069,0.3508,0.9997
"28",Birth_CD8_C6,voi,-0.008732,0.9913,0.8946,0.9997
