"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",Birth_CD4_C1,voi,0.04946,1.051,0.7777,0.873530331753554
"2",Birth_CD4_C2,voi,-0.07847,0.9245,0.6413,0.802077486910995
"3",Birth_CD4_C3,voi,-0.02693,0.9734,0.8792,0.938605405405405
"4",Birth_CD4_C4,voi,0.1997,1.221,0.1622,0.427653333333333
"5",Birth_CD4_C5,voi,-0.1345,0.8742,0.5007,0.717567469879518
"6",Birth_CD4_C6,voi,-0.3748,0.6874,0.04788,0.233711020408163
"7",Birth_CD4_C7,voi,-0.05023,0.951,0.7732,0.872611428571429
"8",Birth_CD4_C8,voi,0.1315,1.141,0.4725,0.707488888888889
"9",Birth_CD4_C9,voi,0.3581,1.431,0.08014,0.306341612903226
"10",Birth_CD4_C10,voi,-0.2667,0.7659,0.2064,0.481435294117647
"11",Birth_CD4_C11,voi,0.1799,1.197,0.3242,0.58855
"12",Birth_CD4_C12,voi,0.1428,1.154,0.47,0.707488888888889
"13",Birth_CD4_C13,voi,0.3065,1.359,0.1167,0.3841375
"14",Birth_CD4_C14,voi,-0.1848,0.8313,0.2935,0.556476
"15",Birth_CD4_C15,voi,-0.2228,0.8003,0.2251,0.494314285714286
"16",Birth_CD4_C16,voi,0.135,1.145,0.4478,0.702838410596026
"17",Birth_CD4_C17,voi,-0.03203,0.9685,0.8564,0.922576363636364
"18",Birth_CD4_C18,voi,0.2016,1.223,0.3642,0.625989130434783
"19",Birth_CD8_C1,voi,0.2072,1.23,0.1481,0.427653333333333
"20",Birth_CD8_C2,voi,-0.00602,0.994,0.9691,0.981524358974359
"21",Birth_CD8_C3,voi,0.0104,1.01,0.9512,0.9717
"22",Birth_CD8_C4,voi,0.2005,1.222,0.2461,0.50280775862069
"23",Birth_CD8_C5,voi,0.1955,1.216,0.2596,0.51271
"24",Birth_CD8_C6,voi,-0.03573,0.9649,0.8403,0.913537155963303
"25",Birth_CD8_C7,voi,0.2156,1.241,0.1757,0.444248936170213
"26",Birth_CD8_C8,voi,-0.09459,0.9097,0.6561,0.805433505154639
"27",Birth_CD8_C9,voi,0.07716,1.08,0.6881,0.82889847715736
"28",Birth_CD8_C10,voi,-0.1082,0.8974,0.5563,0.746416853932584
"29",Birth_CD8_C11,voi,0.08506,1.089,0.6285,0.802077486910995
"30",Birth_CD8_C12,voi,-0.06455,0.9375,0.73,0.851711594202899
"31",Discharge_CD4_C1,voi,0.05845,1.06,0.6429,0.802077486910995
"32",Discharge_CD4_C2,voi,-0.2227,0.8003,0.1089,0.374047826086957
"33",Discharge_CD4_C3,voi,-0.2947,0.7448,0.03953,0.212922954545455
