"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",ICS_IST_Disch,voiICS_6,0.1965,1.217,0.4214,0.908030508474576
"2",Birth_CD4_C1,voi,-0.3126,0.7316,0.0414,0.506444166666667
"3",Birth_CD4_C2,voi,0.06827,1.071,0.4429,0.908030508474576
"4",Birth_CD4_C3,voi,-0.06265,0.9393,0.4868,0.92268115942029
"5",Birth_CD4_C4,voi,0.04609,1.047,0.6461,0.947765644171779
"6",Birth_CD4_C5,voi,-0.2077,0.8125,0.1033,0.635873913043478
"7",Birth_CD4_C6,voi,0.1301,1.139,0.1538,0.665534545454545
"8",Birth_CD4_C7,voi,0.01776,1.018,0.8305,0.969654460093897
"9",Birth_CD4_C8,voi,-0.1216,0.8855,0.274,0.796148387096774
"10",Birth_CD4_C9,voi,-0.187,0.8295,0.04978,0.506444166666667
"11",Birth_CD4_C10,voi,0.03304,1.034,0.7234,0.965296089385475
"12",Birth_CD4_C11,voi,-0.01454,0.9856,0.8851,0.972864317180617
"13",Birth_CD4_C12,voi,-0.1746,0.8398,0.09445,0.635873913043478
"14",Birth_CD4_C13,voi,0.03949,1.04,0.699,0.961630057803468
"15",Birth_CD4_C14,voi,0.07065,1.073,0.4445,0.908030508474576
"16",Birth_CD4_C15,voi,0.1369,1.147,0.1637,0.666783870967742
"17",Birth_CD4_C16,voi,0.0461,1.047,0.6452,0.947765644171779
"18",Birth_CD4_C17,voi,-0.05506,0.9464,0.5931,0.938977358490566
"19",Birth_CD4_C18,voi,-0.1154,0.891,0.2514,0.777054545454545
"20",Birth_CD8_C1,voi,-0.01004,0.99,0.9162,0.972864317180617
"21",Birth_CD8_C2,voi,-0.01387,0.9862,0.8954,0.972864317180617
"22",Birth_CD8_C3,voi,-0.08169,0.9216,0.6175,0.938977358490566
"23",Birth_CD8_C4,voi,-0.2251,0.7984,0.05107,0.506444166666667
"24",Birth_CD8_C5,voi,-0.07353,0.9291,0.5346,0.92268115942029
"25",Birth_CD8_C6,voi,-0.1329,0.8756,0.1662,0.666783870967742
"26",Birth_CD8_C7,voi,-0.1561,0.8555,0.1182,0.635873913043478
"27",Birth_CD8_C8,voi,-0.04759,0.9535,0.6449,0.947765644171779
"28",Birth_CD8_C9,voi,0.07535,1.078,0.4469,0.908030508474576
"29",Birth_CD8_C10,voi,-0.1098,0.896,0.363,0.835746153846154
"30",Birth_CD8_C11,voi,0.05998,1.062,0.5232,0.92268115942029
"31",Birth_CD8_C12,voi,-0.009387,0.9907,0.9276,0.972864317180617
"32",Discharge_CD4_C1,voi,0.1308,1.14,0.1415,0.655381481481481
"33",Discharge_CD4_C2,voi,0.1785,1.195,0.04314,0.506444166666667
"34",Discharge_CD4_C3,voi,-0.02932,0.9711,0.7554,0.969654460093897
"35",Discharge_CD4_C4,voi,0.05547,1.057,0.6179,0.938977358490566
"36",Discharge_CD4_C5,voi,-0.2541,0.7756,0.03193,0.44702
"37",Discharge_CD4_C6,voi,-0.09861,0.9061,0.3441,0.833
"38",Discharge_CD4_C7,voi,0.04879,1.05,0.5839,0.938977358490566
"39",Discharge_CD4_C8,voi,-0.002494,0.9975,0.9833,0.9996
"40",Discharge_CD4_C9,voi,-0.1077,0.8979,0.2423,0.768898666666667
"41",Discharge_CD4_C10,voi,-0.1109,0.895,0.3394,0.832754639175258
"42",Discharge_CD4_C11,voi,-0.1038,0.9014,0.2867,0.796148387096774
"43",Discharge_CD4_C12,voi,-0.1242,0.8832,0.2198,0.74732
"44",Discharge_CD4_C13,voi,-0.05805,0.9436,0.5681,0.938977358490566
"45",Discharge_CD4_C14,voi,0.1127,1.119,0.2589,0.789976923076923
"46",Discharge_CD4_C15,voi,-0.1565,0.8551,0.1186,0.635873913043478
"47",Discharge_CD4_C16,voi,-0.03413,0.9665,0.7154,0.961950282485876
"48",Discharge_CD4_C17,voi,-0.01102,0.989,0.9082,0.972864317180617
"49",Discharge_CD4_C18,voi,-0.1921,0.8252,0.07757,0.635873913043478
"50",Discharge_CD8_C1,voi,-0.02454,0.9758,0.7935,0.969654460093897
"51",Discharge_CD8_C2,voi,0.07315,1.076,0.438,0.908030508474576
"52",Discharge_CD8_C3,voi,-0.06502,0.9371,0.5897,0.938977358490566
"53",Discharge_CD8_C4,voi,-0.2309,0.7938,0.008646,0.374056666666667
"54",Discharge_CD8_C5,voi,-0.04494,0.9561,0.6863,0.961630057803468
"55",Discharge_CD8_C6,voi,-0.04165,0.9592,0.6656,0.960077575757576
"56",Discharge_CD8_C7,voi,-0.07807,0.9249,0.4242,0.908030508474576
"57",Discharge_CD8_C8,voi,-0.1032,0.9019,0.3083,0.796148387096774
"58",Discharge_CD8_C9,voi,-0.07077,0.9317,0.5193,0.92268115942029
"59",Discharge_CD8_C10,voi,-0.2249,0.7986,0.06138,0.561863076923077
"60",Discharge_CD8_C11,voi,-0.2309,0.7938,0.05107,0.506444166666667
"61",Discharge_CD8_C12,voi,0.1539,1.166,0.1675,0.666783870967742
"62",OneYear_CD4_C1,voi,-0.1002,0.9047,0.3257,0.81515
"63",OneYear_CD4_C2,voi,-0.04619,0.9549,0.6173,0.938977358490566
"64",OneYear_CD4_C3,voi,-0.06229,0.9396,0.572,0.938977358490566
"65",OneYear_CD4_C4,voi,-0.01706,0.9831,0.8643,0.969654460093897
"66",OneYear_CD4_C5,voi,-0.1727,0.8414,0.08183,0.635873913043478
"67",OneYear_CD4_C6,voi,-0.01223,0.9878,0.9009,0.972864317180617
"68",OneYear_CD4_C7,voi,0.1835,1.201,0.02289,0.419063076923077
"69",OneYear_CD4_C8,voi,0.1434,1.154,0.1474,0.655381481481481
"70",OneYear_CD4_C9,voi,-0.1115,0.8945,0.2938,0.796148387096774
"71",OneYear_CD4_C10,voi,0.005735,1.006,0.9606,0.985443103448276
"72",OneYear_CD4_C11,voi,-0.01128,0.9888,0.9053,0.972864317180617
"73",OneYear_CD4_C12,voi,-0.02973,0.9707,0.7544,0.969654460093897
"74",OneYear_CD4_C13,voi,0.02381,1.024,0.8229,0.969654460093897
"75",OneYear_CD4_C14,voi,0.01936,1.02,0.8543,0.969654460093897
"76",OneYear_CD4_C15,voi,-0.08981,0.9141,0.374,0.847733333333333
"77",OneYear_CD4_C16,voi,-0.01815,0.982,0.8453,0.969654460093897
"78",OneYear_CD4_C17,voi,-0.09349,0.9107,0.3809,0.851461682242991
"79",OneYear_CD4_C18,voi,-0.08752,0.9162,0.3915,0.85745504587156
"80",OneYear_CD8_C1,voi,-0.02823,0.9722,0.7721,0.969654460093897
"81",OneYear_CD8_C2,voi,-0.08269,0.9206,0.4992,0.92268115942029
"82",OneYear_CD8_C3,voi,-0.1819,0.8337,0.1107,0.635873913043478
"83",OneYear_CD8_C4,voi,-0.1505,0.8603,0.1084,0.635873913043478
"84",OneYear_CD8_C5,voi,-0.1191,0.8877,0.2281,0.761269444444444
"85",OneYear_CD8_C6,voi,-0.05393,0.9475,0.6491,0.947765644171779
"86",OneYear_CD8_C7,voi,0.01126,1.011,0.9177,0.972864317180617
"87",OneYear_CD8_C8,voi,0.1017,1.107,0.3042,0.796148387096774
"88",OneYear_CD8_C9,voi,0.006122,1.006,0.9527,0.985443103448276
"89",OneYear_CD8_C10,voi,-0.01974,0.9805,0.8581,0.969654460093897
"90",OneYear_CD8_C11,voi,-0.04898,0.9522,0.6236,0.938977358490566
"91",OneYear_CD8_C12,voi,0.03555,1.036,0.7401,0.969654460093897
"92",Birth_TPHE_C1,voi,-0.0326,0.9679,0.7149,0.961950282485876
"93",Birth_TPHE_C2,voi,-0.1504,0.8604,0.201,0.7042
"94",Birth_TPHE_C3,voi,-0.1025,0.9025,0.2103,0.725382608695652
"95",Birth_TPHE_C4,voi,0.04679,1.048,0.6273,0.938977358490566
"96",Birth_TPHE_C5,voi,-0.2901,0.7482,0.01886,0.374056666666667
"97",Birth_TPHE_C6,voi,-0.04986,0.9514,0.6943,0.961630057803468
"98",Birth_TPHE_C8,voi,0.1422,1.153,0.1803,0.670490625
"99",Birth_TPHE_C9,voi,-0.02468,0.9756,0.7808,0.969654460093897
"100",Birth_TPHE_C10,voi,0.07356,1.076,0.4982,0.92268115942029
"101",Birth_TPHE_C11,voi,0.03608,1.037,0.7082,0.961950282485876
"102",Birth_TPHE_C12,voi,-0.1327,0.8758,0.1475,0.655381481481481
"103",Birth_TPHE_C13,voi,0.1152,1.122,0.1733,0.666783870967742
"104",Birth_TPHE_C14,voi,-0.09665,0.9079,0.2954,0.796148387096774
"105",Birth_TPHE_C15,voi,0.04091,1.042,0.6828,0.961630057803468
"106",Birth_TPHE_C16,voi,0.005361,1.005,0.9437,0.98078864628821
"107",Birth_TPHE_C17,voi,-0.02924,0.9712,0.8118,0.969654460093897
"108",Birth_TPHE_C18,voi,-0.009647,0.9904,0.9171,0.972864317180617
"109",Birth_TPHE_C20,voi,0.009347,1.009,0.9279,0.972864317180617
"110",Birth_TPHE_C21,voi,-0.02106,0.9792,0.8283,0.969654460093897
"111",Birth_TPHE_C22,voi,0.1124,1.119,0.3186,0.806668085106383
"112",Birth_TPHE_C23,voi,-0.1056,0.8998,0.4474,0.908030508474576
