"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Disch,voiTPHE_3,0.1966,1.217,0.2752,0.754918269230769
"2",ICS_IST_Disch,voiICS_5,0.1439,1.155,0.4474,0.8353796875
"3",Birth_CD4_C1,voi,-0.04083,0.96,0.6468,0.930553529411765
"4",Birth_CD4_C2,voi,0.1136,1.12,0.2521,0.754918269230769
"5",Birth_CD4_C3,voi,0.1178,1.125,0.2332,0.754918269230769
"6",Birth_CD4_C4,voi,-0.06426,0.9378,0.4457,0.8353796875
"7",Birth_CD4_C5,voi,-0.02586,0.9745,0.7568,0.95701164021164
"8",Birth_CD4_C6,voi,-0.003081,0.9969,0.9747,0.989741176470588
"9",Birth_CD4_C7,voi,-0.03747,0.9632,0.6957,0.937846448087432
"10",Birth_CD4_C8,voi,-0.1067,0.8988,0.2375,0.754918269230769
"11",Birth_CD4_C9,voi,0.1494,1.161,0.08375,0.690215517241379
"12",Birth_CD4_C10,voi,0.1166,1.124,0.3611,0.789130630630631
"13",Birth_CD4_C11,voi,-0.06736,0.9349,0.4995,0.844411724137931
"14",Birth_CD4_C12,voi,0.06467,1.067,0.4246,0.831798360655738
"15",Birth_CD4_C13,voi,-0.05378,0.9476,0.6563,0.930553529411765
"16",Birth_CD4_C14,voi,-0.1152,0.8912,0.1961,0.7323109375
"17",Birth_CD4_C15,voi,-0.0121,0.988,0.8954,0.988649107142857
"18",Birth_CD4_C16,voi,-0.04527,0.9557,0.6115,0.91746125
"19",Birth_CD4_C17,voi,0.1068,1.113,0.2686,0.754918269230769
"20",Birth_CD4_C18,voi,0.006825,1.007,0.9552,0.989741176470588
"21",Birth_CD8_C1,voi,0.008395,1.008,0.9175,0.988649107142857
"22",Birth_CD8_C2,voi,-0.1071,0.8985,0.1708,0.703813793103448
"23",Birth_CD8_C3,voi,-0.1229,0.8843,0.1632,0.690584210526316
"24",Birth_CD8_C4,voi,0.04612,1.047,0.633,0.928141104294478
"25",Birth_CD8_C5,voi,0.1338,1.143,0.143,0.690584210526316
"26",Birth_CD8_C6,voi,0.1318,1.141,0.1808,0.706977419354839
"27",Birth_CD8_C7,voi,0.04751,1.049,0.6619,0.930553529411765
"28",Birth_CD8_C8,voi,-0.1168,0.8897,0.2927,0.754918269230769
"29",Birth_CD8_C9,voi,0.2161,1.241,0.03244,0.408061052631579
"30",Birth_CD8_C10,voi,0.0212,1.021,0.8415,0.966915865384615
"31",Birth_CD8_C11,voi,-0.1069,0.8986,0.2786,0.754918269230769
"32",Birth_CD8_C12,voi,-0.1574,0.8544,0.1329,0.690584210526316
"33",Discharge_CD4_C1,voi,0.07226,1.075,0.3268,0.754918269230769
"34",Discharge_CD4_C2,voi,0.09084,1.095,0.2044,0.738402985074627
"35",Discharge_CD4_C3,voi,0.1056,1.111,0.1647,0.690584210526316
"36",Discharge_CD4_C4,voi,-0.03718,0.9635,0.6435,0.930553529411765
"37",Discharge_CD4_C5,voi,0.03389,1.034,0.6832,0.937846448087432
"38",Discharge_CD4_C6,voi,0.05544,1.057,0.4438,0.8353796875
"39",Discharge_CD4_C7,voi,-0.02439,0.9759,0.7106,0.937846448087432
"40",Discharge_CD4_C8,voi,-0.1204,0.8866,0.1211,0.690584210526316
"41",Discharge_CD4_C9,voi,0.05014,1.051,0.5014,0.844411724137931
"42",Discharge_CD4_C10,voi,0.01527,1.015,0.8539,0.971819523809524
"43",Discharge_CD4_C11,voi,-0.1427,0.867,0.03528,0.40869
"44",Discharge_CD4_C12,voi,-0.02647,0.9739,0.716,0.937846448087432
"45",Discharge_CD4_C13,voi,-0.1169,0.8897,0.1487,0.690584210526316
"46",Discharge_CD4_C14,voi,0.02023,1.02,0.788,0.963609950248756
"47",Discharge_CD4_C15,voi,-0.0455,0.9555,0.5104,0.844411724137931
"48",Discharge_CD4_C16,voi,-0.1373,0.8717,0.04028,0.418150416666667
"49",Discharge_CD4_C17,voi,-0.03297,0.9676,0.6604,0.930553529411765
"50",Discharge_CD4_C18,voi,-0.002188,0.9978,0.9763,0.989741176470588
"51",Discharge_CD8_C1,voi,0.05555,1.057,0.3935,0.797004237288136
"52",Discharge_CD8_C2,voi,-0.03522,0.9654,0.6132,0.91746125
"53",Discharge_CD8_C3,voi,-0.003192,0.9968,0.9613,0.989741176470588
"54",Discharge_CD8_C4,voi,-0.02551,0.9748,0.7326,0.94644
"55",Discharge_CD8_C5,voi,0.002053,1.002,0.9802,0.989741176470588
"56",Discharge_CD8_C6,voi,0.2088,1.232,0.0006708,0.0400803
"57",Discharge_CD8_C7,voi,0.06841,1.071,0.3123,0.754918269230769
"58",Discharge_CD8_C8,voi,-0.1965,0.8216,0.01796,0.286162666666667
"59",Discharge_CD8_C9,voi,0.1469,1.158,0.04199,0.418150416666667
"60",Discharge_CD8_C10,voi,-0.1253,0.8823,0.1042,0.690584210526316
"61",Discharge_CD8_C11,voi,-0.03357,0.967,0.6581,0.930553529411765
"62",Discharge_CD8_C12,voi,-0.09241,0.9117,0.2509,0.754918269230769
"63",OneYear_CD4_C1,voi,0.07648,1.079,0.3259,0.754918269230769
"64",OneYear_CD4_C2,voi,0.1984,1.219,0.01638,0.27963
"65",OneYear_CD4_C3,voi,0.05682,1.058,0.5026,0.844411724137931
"66",OneYear_CD4_C4,voi,-0.06858,0.9337,0.3285,0.754918269230769
"67",OneYear_CD4_C5,voi,0.03238,1.033,0.7152,0.937846448087432
"68",OneYear_CD4_C6,voi,0.1208,1.128,0.1601,0.690584210526316
"69",OneYear_CD4_C7,voi,0.07154,1.074,0.4893,0.844411724137931
"70",OneYear_CD4_C8,voi,0.0182,1.018,0.8305,0.966915865384615
"71",OneYear_CD4_C9,voi,0.01904,1.019,0.8511,0.971819523809524
"72",OneYear_CD4_C10,voi,-0.001564,0.9984,0.9845,0.989741176470588
"73",OneYear_CD4_C11,voi,-0.07276,0.9298,0.3643,0.789130630630631
"74",OneYear_CD4_C12,voi,-0.0223,0.9779,0.8171,0.966766831683168
"75",OneYear_CD4_C13,voi,-0.08331,0.9201,0.2996,0.754918269230769
"76",OneYear_CD4_C14,voi,-0.05353,0.9479,0.5553,0.867429411764706
"77",OneYear_CD4_C15,voi,-0.01663,0.9835,0.8391,0.966915865384615
"78",OneYear_CD4_C16,voi,-0.04812,0.953,0.5743,0.891283766233766
"79",OneYear_CD4_C17,voi,0.03182,1.032,0.708,0.937846448087432
"80",OneYear_CD4_C18,voi,0.01024,1.01,0.9079,0.988649107142857
"81",OneYear_CD8_C1,voi,-0.1003,0.9046,0.1413,0.690584210526316
"82",OneYear_CD8_C2,voi,-0.03607,0.9646,0.6693,0.935415606936416
"83",OneYear_CD8_C3,voi,0.04089,1.042,0.6142,0.91746125
"84",OneYear_CD8_C4,voi,0.05198,1.053,0.5123,0.844411724137931
"85",OneYear_CD8_C5,voi,0.07697,1.08,0.3749,0.791193913043478
"86",OneYear_CD8_C6,voi,0.1418,1.152,0.05736,0.527270769230769
"87",OneYear_CD8_C7,voi,0.00805,1.008,0.9257,0.988649107142857
"88",OneYear_CD8_C8,voi,-0.09669,0.9078,0.2627,0.754918269230769
"89",OneYear_CD8_C9,voi,0.2359,1.266,0.0009464,0.04523792
"90",OneYear_CD8_C10,voi,-0.007808,0.9922,0.9201,0.988649107142857
"91",OneYear_CD8_C11,voi,0.006379,1.006,0.944,0.989741176470588
"92",OneYear_CD8_C12,voi,-0.1646,0.8482,0.03591,0.40869
"93",Birth_TPHE_C1,voi,-0.09388,0.9104,0.4542,0.841502325581395
"94",Birth_TPHE_C2,voi,-0.05114,0.9501,0.5532,0.867429411764706
"95",Birth_TPHE_C3,voi,0.07451,1.077,0.3846,0.792408620689655
"96",Birth_TPHE_C4,voi,-0.0375,0.9632,0.7245,0.9410625
"97",Birth_TPHE_C5,voi,0.1078,1.114,0.3178,0.754918269230769
"98",Birth_TPHE_C6,voi,0.1342,1.144,0.2321,0.754918269230769
"99",Birth_TPHE_C8,voi,0.02786,1.028,0.8097,0.963609950248756
"100",Birth_TPHE_C9,voi,-0.009394,0.9906,0.9172,0.988649107142857
"101",Birth_TPHE_C10,voi,0.03622,1.037,0.6748,0.935415606936416
"102",Birth_TPHE_C11,voi,0.09822,1.103,0.2842,0.754918269230769
"103",Birth_TPHE_C12,voi,0.1153,1.122,0.207,0.738402985074627
"104",Birth_TPHE_C13,voi,0.02045,1.021,0.8312,0.966915865384615
"105",Birth_TPHE_C14,voi,0.08864,1.093,0.2974,0.754918269230769
"106",Birth_TPHE_C15,voi,0.04422,1.045,0.6295,0.928141104294478
"107",Birth_TPHE_C16,voi,-0.06574,0.9364,0.3923,0.797004237288136
"108",Birth_TPHE_C17,voi,0.01496,1.015,0.8705,0.977655868544601
"109",Birth_TPHE_C18,voi,-0.1443,0.8656,0.1177,0.690584210526316
"110",Birth_TPHE_C20,voi,0.05823,1.06,0.511,0.844411724137931
"111",Birth_TPHE_C21,voi,0.04477,1.046,0.607,0.91746125
"112",Birth_TPHE_C22,voi,-0.03136,0.9691,0.7845,0.963609950248756
"113",Birth_TPHE_C23,voi,0.05887,1.061,0.4978,0.844411724137931
"114",Birth_TPHE_C24,voi,-0.05753,0.9441,0.5258,0.844520134228188
"115",Birth_TPHE_C25,voi,0.1369,1.147,0.1627,0.690584210526316
"116",Birth_TPHE_C26,voi,-0.1501,0.8606,0.1538,0.690584210526316
"117",Birth_TPHE_C27,voi,-0.1444,0.8655,0.1276,0.690584210526316
"118",Discharge_TPHE_C1,voi,-0.007609,0.9924,0.9153,0.988649107142857
"119",Discharge_TPHE_C2,voi,-0.007045,0.993,0.9266,0.988649107142857
"120",Discharge_TPHE_C3,voi,0.1362,1.146,0.06097,0.539697407407407
"121",Discharge_TPHE_C4,voi,-0.001435,0.9986,0.9856,0.989741176470588
"122",Discharge_TPHE_C5,voi,0.1035,1.109,0.2019,0.738402985074627
"123",Discharge_TPHE_C6,voi,0.07864,1.082,0.3381,0.758992523364486
"124",Discharge_TPHE_C8,voi,0.04767,1.049,0.5014,0.844411724137931
"125",Discharge_TPHE_C9,voi,-0.02528,0.975,0.7488,0.955745744680851
"126",Discharge_TPHE_C10,voi,0.04131,1.042,0.5305,0.845263333333333
"127",Discharge_TPHE_C11,voi,0.08687,1.091,0.2498,0.754918269230769
"128",Discharge_TPHE_C12,voi,0.06629,1.069,0.3763,0.791193913043478
"129",Discharge_TPHE_C13,voi,-0.04936,0.9518,0.518,0.844520134228188
"130",Discharge_TPHE_C14,voi,0.07782,1.081,0.2483,0.754918269230769
"131",Discharge_TPHE_C15,voi,-0.03096,0.9695,0.7148,0.937846448087432
"132",Discharge_TPHE_C16,voi,-0.1031,0.902,0.1923,0.729519047619048
"133",Discharge_TPHE_C17,voi,-0.07868,0.9243,0.3807,0.791193913043478
"134",Discharge_TPHE_C18,voi,-0.08497,0.9185,0.2925,0.754918269230769
"135",Discharge_TPHE_C20,voi,0.0002803,1,0.9972,0.9972
"136",Discharge_TPHE_C21,voi,0.09689,1.102,0.2497,0.754918269230769
"137",Discharge_TPHE_C22,voi,0.07936,1.083,0.3187,0.754918269230769
"138",Discharge_TPHE_C23,voi,0.1612,1.175,0.05241,0.5010396
"139",Discharge_TPHE_C24,voi,-0.08127,0.9219,0.3279,0.754918269230769
"140",Discharge_TPHE_C25,voi,0.05948,1.061,0.4679,0.844411724137931
"141",Discharge_TPHE_C26,voi,-0.09316,0.911,0.2738,0.754918269230769
"142",Discharge_TPHE_C27,voi,-0.1116,0.8944,0.1179,0.690584210526316
"143",OneYear_TPHE_C1,voi,0.06043,1.062,0.4206,0.830771900826446
"144",OneYear_TPHE_C2,voi,-0.08811,0.9157,0.2903,0.754918269230769
"145",OneYear_TPHE_C3,voi,0.07708,1.08,0.3234,0.754918269230769
"146",OneYear_TPHE_C4,voi,-0.02417,0.9761,0.7998,0.963609950248756
"147",OneYear_TPHE_C5,voi,0.06759,1.07,0.4396,0.8353796875
"148",OneYear_TPHE_C6,voi,0.09555,1.1,0.2257,0.754918269230769
"149",OneYear_TPHE_C8,voi,0.03214,1.033,0.6771,0.935415606936416
"150",OneYear_TPHE_C9,voi,0.05297,1.054,0.5088,0.844411724137931
"151",OneYear_TPHE_C10,voi,0.06569,1.068,0.3774,0.791193913043478
"152",OneYear_TPHE_C11,voi,0.09482,1.099,0.2184,0.754918269230769
"153",OneYear_TPHE_C12,voi,0.00443,1.004,0.9596,0.989741176470588
"154",OneYear_TPHE_C13,voi,0.01736,1.018,0.8315,0.966915865384615
"155",OneYear_TPHE_C14,voi,-0.05285,0.9485,0.5248,0.844520134228188
"156",OneYear_TPHE_C15,voi,0.01026,1.01,0.9081,0.988649107142857
"157",OneYear_TPHE_C16,voi,-0.06532,0.9368,0.3353,0.758992523364486
"158",OneYear_TPHE_C17,voi,0.005647,1.006,0.9439,0.989741176470588
"159",OneYear_TPHE_C18,voi,-0.04177,0.9591,0.6046,0.91746125
"160",OneYear_TPHE_C20,voi,0.02372,1.024,0.7723,0.963609950248756
"161",OneYear_TPHE_C21,voi,0.05715,1.059,0.5102,0.844411724137931
"162",OneYear_TPHE_C22,voi,-0.02695,0.9734,0.7499,0.955745744680851
"163",OneYear_TPHE_C23,voi,-0.05887,0.9428,0.4366,0.8353796875
"164",OneYear_TPHE_C24,voi,-0.0647,0.9373,0.4126,0.821761666666667
"165",OneYear_TPHE_C25,voi,0.09909,1.104,0.2332,0.754918269230769
"166",OneYear_TPHE_C26,voi,-0.1134,0.8928,0.1466,0.690584210526316
"167",OneYear_TPHE_C27,voi,0.02358,1.024,0.7788,0.963609950248756
"168",Birth_TPHE_CD8_C1,voi,0.01888,1.019,0.805,0.963609950248756
"169",Birth_TPHE_CD8_C2,voi,0.1289,1.138,0.1414,0.690584210526316
"170",Birth_TPHE_CD8_C3,voi,0.1626,1.177,0.08773,0.690584210526316
"171",Birth_TPHE_CD8_C4,voi,0.01248,1.013,0.8713,0.977655868544601
"172",Birth_TPHE_CD8_C5,voi,-0.1574,0.8544,0.09748,0.690584210526316
"173",Birth_TPHE_CD8_C6,voi,0.1797,1.197,0.01403,0.27963
"174",Birth_TPHE_CD8_C7,voi,0.02104,1.021,0.8064,0.963609950248756
"175",Birth_TPHE_CD8_C8,voi,0.07756,1.081,0.3561,0.788036111111111
"176",Birth_TPHE_CD8_C9,voi,0.06479,1.067,0.4694,0.844411724137931
"177",Birth_TPHE_CD8_C10,voi,0.04949,1.051,0.6225,0.924083850931677
"178",Birth_TPHE_CD8_C11,voi,0.09652,1.101,0.2609,0.754918269230769
"179",Birth_TPHE_CD8_C12,voi,0.03489,1.036,0.6981,0.937846448087432
"180",Birth_TPHE_CD8_C13,voi,0.02245,1.023,0.7807,0.963609950248756
"181",Birth_TPHE_CD8_C14,voi,0.04406,1.045,0.6436,0.930553529411765
"182",Birth_TPHE_CD8_C15,voi,0.09909,1.104,0.2899,0.754918269230769
"183",Birth_TPHE_CD8_C16,voi,-0.008936,0.9911,0.9094,0.988649107142857
"184",Birth_TPHE_CD8_C17,voi,-0.008802,0.9912,0.9102,0.988649107142857
"185",Birth_TPHE_CD8_C18,voi,0.2672,1.306,0.002184,0.0653797777777778
"186",Birth_TPHE_CD8_C19,voi,-0.1065,0.899,0.1812,0.706977419354839
"187",Birth_TPHE_CD8_C20,voi,0.05196,1.053,0.6055,0.91746125
"188",Birth_TPHE_CD8_C21,voi,-0.1044,0.9009,0.2667,0.754918269230769
"189",Birth_TPHE_CD8_C22,voi,0.004452,1.004,0.9542,0.989741176470588
"190",Birth_TPHE_CD8_C23,voi,0.1902,1.209,0.07078,0.604157857142857
"191",Birth_TPHE_CD8_C24,voi,-0.1301,0.878,0.1745,0.706872881355932
"192",Discharge_TPHE_CD8_C1,voi,0.01686,1.017,0.8104,0.963609950248756
"193",Discharge_TPHE_CD8_C2,voi,0.1666,1.181,0.01529,0.27963
"194",Discharge_TPHE_CD8_C3,voi,0.2658,1.304,0.0001417,0.0112887666666667
"195",Discharge_TPHE_CD8_C4,voi,-0.02301,0.9773,0.7181,0.937846448087432
"196",Discharge_TPHE_CD8_C5,voi,-0.1275,0.8803,0.103,0.690584210526316
"197",Discharge_TPHE_CD8_C6,voi,0.1175,1.125,0.1408,0.690584210526316
"198",Discharge_TPHE_CD8_C7,voi,-0.1103,0.8956,0.1508,0.690584210526316
"199",Discharge_TPHE_CD8_C8,voi,0.1379,1.148,0.03147,0.408061052631579
"200",Discharge_TPHE_CD8_C9,voi,0.173,1.189,0.0112,0.26768
"201",Discharge_TPHE_CD8_C10,voi,0.2058,1.228,0.002462,0.0653797777777778
"202",Discharge_TPHE_CD8_C11,voi,0.1165,1.124,0.1079,0.690584210526316
"203",Discharge_TPHE_CD8_C12,voi,0.216,1.241,0.002424,0.0653797777777778
"204",Discharge_TPHE_CD8_C13,voi,-0.04402,0.9569,0.5072,0.844411724137931
"205",Discharge_TPHE_CD8_C14,voi,0.2608,1.298,3.006e-05,0.00718434
"206",Discharge_TPHE_CD8_C15,voi,0.106,1.112,0.1552,0.690584210526316
"207",Discharge_TPHE_CD8_C16,voi,0.01982,1.02,0.7518,0.955745744680851
"208",Discharge_TPHE_CD8_C17,voi,0.04607,1.047,0.472,0.844411724137931
"209",Discharge_TPHE_CD8_C18,voi,0.241,1.273,0.0001038,0.0112887666666667
"210",Discharge_TPHE_CD8_C19,voi,0.01767,1.018,0.8066,0.963609950248756
"211",Discharge_TPHE_CD8_C20,voi,0.01713,1.017,0.8379,0.966915865384615
"212",Discharge_TPHE_CD8_C21,voi,-0.03041,0.97,0.6883,0.937846448087432
"213",Discharge_TPHE_CD8_C22,voi,-0.001345,0.9987,0.9829,0.989741176470588
"214",Discharge_TPHE_CD8_C23,voi,0.1094,1.116,0.1471,0.690584210526316
"215",Discharge_TPHE_CD8_C24,voi,-0.2144,0.807,0.002366,0.0653797777777778
"216",OneYear_TPHE_CD8_C1,voi,-0.06922,0.9331,0.3665,0.789130630630631
"217",OneYear_TPHE_CD8_C2,voi,0.1886,1.208,0.03154,0.408061052631579
"218",OneYear_TPHE_CD8_C3,voi,0.1872,1.206,0.0142,0.27963
"219",OneYear_TPHE_CD8_C4,voi,-0.09461,0.9097,0.2454,0.754918269230769
"220",OneYear_TPHE_CD8_C5,voi,0.0198,1.02,0.777,0.963609950248756
"221",OneYear_TPHE_CD8_C6,voi,0.01313,1.013,0.8649,0.977655868544601
"222",OneYear_TPHE_CD8_C7,voi,-0.04722,0.9539,0.5512,0.867429411764706
"223",OneYear_TPHE_CD8_C8,voi,0.1061,1.112,0.1531,0.690584210526316
"224",OneYear_TPHE_CD8_C9,voi,0.09877,1.104,0.1834,0.706977419354839
"225",OneYear_TPHE_CD8_C10,voi,0.09305,1.098,0.2559,0.754918269230769
"226",OneYear_TPHE_CD8_C11,voi,0.05268,1.054,0.5265,0.844520134228188
"227",OneYear_TPHE_CD8_C12,voi,0.1149,1.122,0.1572,0.690584210526316
"228",OneYear_TPHE_CD8_C13,voi,-0.07632,0.9265,0.3069,0.754918269230769
"229",OneYear_TPHE_CD8_C14,voi,0.1706,1.186,0.02306,0.34445875
"230",OneYear_TPHE_CD8_C15,voi,0.004459,1.004,0.958,0.989741176470588
"231",OneYear_TPHE_CD8_C16,voi,-0.06487,0.9372,0.4057,0.814809243697479
"232",OneYear_TPHE_CD8_C17,voi,-0.07358,0.9291,0.3398,0.758992523364486
"233",OneYear_TPHE_CD8_C18,voi,0.1289,1.138,0.1632,0.690584210526316
"234",OneYear_TPHE_CD8_C19,voi,-0.006136,0.9939,0.9411,0.989741176470588
"235",OneYear_TPHE_CD8_C20,voi,0.06896,1.071,0.4447,0.8353796875
"236",OneYear_TPHE_CD8_C21,voi,-0.1768,0.8379,0.03974,0.418150416666667
"237",OneYear_TPHE_CD8_C22,voi,-0.05793,0.9437,0.4656,0.844411724137931
"238",OneYear_TPHE_CD8_C23,voi,0.1055,1.111,0.1332,0.690584210526316
"239",OneYear_TPHE_CD8_C24,voi,-0.08406,0.9194,0.3265,0.754918269230769
