"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",Birth_CD4_C1,voi,0.1511,1.163,0.3219,0.986827659574468
"2",Birth_CD4_C2,voi,0.08887,1.093,0.6191,0.986827659574468
"3",Birth_CD4_C3,voi,-0.1266,0.8811,0.4796,0.986827659574468
"4",Birth_CD4_C4,voi,0.119,1.126,0.4228,0.986827659574468
"5",Birth_CD4_C5,voi,0.2555,1.291,0.09745,0.986827659574468
"6",Birth_CD4_C6,voi,0.1274,1.136,0.4648,0.986827659574468
"7",Birth_CD4_C7,voi,0.2256,1.253,0.118,0.986827659574468
"8",Birth_CD4_C8,voi,0.1846,1.203,0.2385,0.986827659574468
"9",Birth_CD4_C9,voi,-0.2063,0.8135,0.2753,0.986827659574468
"10",Birth_CD4_C10,voi,0.01875,1.019,0.9437,0.986827659574468
"11",Birth_CD4_C11,voi,0.01088,1.011,0.9553,0.986827659574468
"12",Birth_CD4_C12,voi,-0.0692,0.9331,0.6419,0.986827659574468
"13",Birth_CD4_C13,voi,0.2308,1.26,0.3163,0.986827659574468
"14",Birth_CD4_C14,voi,-0.01701,0.9831,0.9248,0.986827659574468
"15",Birth_CD4_C15,voi,-0.07219,0.9304,0.7328,0.986827659574468
"16",Birth_CD4_C16,voi,-0.03901,0.9617,0.8167,0.986827659574468
"17",Birth_CD4_C17,voi,0.08249,1.086,0.6374,0.986827659574468
"18",Birth_CD4_C18,voi,-0.1264,0.8813,0.5907,0.986827659574468
"19",Birth_CD8_C1,voi,0.08355,1.087,0.6068,0.986827659574468
"20",Birth_CD8_C2,voi,0.1275,1.136,0.3679,0.986827659574468
"21",Birth_CD8_C3,voi,0.1827,1.2,0.2332,0.986827659574468
"22",Birth_CD8_C4,voi,0.2044,1.227,0.2582,0.986827659574468
"23",Birth_CD8_C5,voi,0.04733,1.048,0.7862,0.986827659574468
"24",Birth_CD8_C6,voi,0.04675,1.048,0.7733,0.986827659574468
"25",Birth_CD8_C7,voi,0.1479,1.159,0.3893,0.986827659574468
"26",Birth_CD8_C8,voi,0.05276,1.054,0.8001,0.986827659574468
"27",Birth_CD8_C9,voi,-0.03425,0.9663,0.8627,0.986827659574468
"28",Birth_CD8_C10,voi,0.004596,1.005,0.9778,0.986827659574468
"29",Birth_CD8_C11,voi,-0.1401,0.8693,0.4014,0.986827659574468
"30",Birth_CD8_C12,voi,-0.02209,0.9782,0.904,0.986827659574468
"31",Discharge_CD4_C1,voi,-0.0717,0.9308,0.6122,0.986827659574468
"32",Discharge_CD4_C2,voi,0.02651,1.027,0.8507,0.986827659574468
"33",Discharge_CD4_C3,voi,-0.1145,0.8918,0.4241,0.986827659574468
"34",Discharge_CD4_C4,voi,-0.01219,0.9879,0.9201,0.986827659574468
"35",Discharge_CD4_C5,voi,-0.06503,0.937,0.6082,0.986827659574468
"36",Discharge_CD4_C6,voi,-0.02971,0.9707,0.852,0.986827659574468
"37",Discharge_CD4_C7,voi,0.009416,1.009,0.9424,0.986827659574468
"38",Discharge_CD4_C8,voi,0.02429,1.025,0.8563,0.986827659574468
"39",Discharge_CD4_C9,voi,-0.02477,0.9755,0.8694,0.986827659574468
"40",Discharge_CD4_C10,voi,0.2234,1.25,0.1223,0.986827659574468
"41",Discharge_CD4_C11,voi,0.1366,1.146,0.3229,0.986827659574468
"42",Discharge_CD4_C12,voi,0.04611,1.047,0.7214,0.986827659574468
"43",Discharge_CD4_C13,voi,0.2423,1.274,0.1625,0.986827659574468
"44",Discharge_CD4_C14,voi,-0.02791,0.9725,0.838,0.986827659574468
"45",Discharge_CD4_C15,voi,0.2979,1.347,0.0393,0.986827659574468
"46",Discharge_CD4_C16,voi,0.1325,1.142,0.3098,0.986827659574468
"47",Discharge_CD4_C17,voi,0.09245,1.097,0.4998,0.986827659574468
"48",Discharge_CD4_C18,voi,-0.1215,0.8856,0.3779,0.986827659574468
"49",Discharge_CD8_C1,voi,-0.02006,0.9801,0.877,0.986827659574468
"50",Discharge_CD8_C2,voi,-0.05613,0.9454,0.6551,0.986827659574468
"51",Discharge_CD8_C3,voi,-0.07539,0.9274,0.5588,0.986827659574468
"52",Discharge_CD8_C4,voi,0.007147,1.007,0.9678,0.986827659574468
"53",Discharge_CD8_C5,voi,-0.04008,0.9607,0.7651,0.986827659574468
"54",Discharge_CD8_C6,voi,-0.07569,0.9271,0.584,0.986827659574468
"55",Discharge_CD8_C7,voi,-0.07167,0.9308,0.5908,0.986827659574468
"56",Discharge_CD8_C8,voi,-0.02956,0.9709,0.8488,0.986827659574468
"57",Discharge_CD8_C9,voi,0.04603,1.047,0.7551,0.986827659574468
"58",Discharge_CD8_C10,voi,0.08966,1.094,0.5443,0.986827659574468
"59",Discharge_CD8_C11,voi,-0.06614,0.936,0.6308,0.986827659574468
"60",Discharge_CD8_C12,voi,-0.004198,0.9958,0.9779,0.986827659574468
"61",OneYear_CD4_C1,voi,-0.06111,0.9407,0.7046,0.986827659574468
"62",OneYear_CD4_C2,voi,0.08231,1.086,0.6884,0.986827659574468
"63",OneYear_CD4_C3,voi,-0.2167,0.8051,0.193,0.986827659574468
"64",OneYear_CD4_C4,voi,-0.03273,0.9678,0.8264,0.986827659574468
"65",OneYear_CD4_C5,voi,-0.06872,0.9336,0.6735,0.986827659574468
"66",OneYear_CD4_C6,voi,0.07097,1.074,0.7153,0.986827659574468
"67",OneYear_CD4_C7,voi,-0.07012,0.9323,0.6515,0.986827659574468
