"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Disch,voiTPHE_5,0.6253,1.869,0.2337,0.534813461538461
"2",Birth_CD4_C1,voi,-0.4087,0.6645,0.04486,0.1953725
"3",Birth_CD4_C2,voi,-0.06469,0.9374,0.7902,0.946198009950249
"4",Birth_CD4_C3,voi,-0.0757,0.9271,0.7291,0.930098936170213
"5",Birth_CD4_C4,voi,-0.1633,0.8493,0.5308,0.809810256410256
"6",Birth_CD4_C5,voi,-0.4713,0.6242,0.02642,0.168064615384615
"7",Birth_CD4_C6,voi,0.05335,1.055,0.8463,0.955930275229358
"8",Birth_CD4_C7,voi,0.2897,1.336,0.2434,0.538585185185185
"9",Birth_CD4_C8,voi,-0.3964,0.6727,0.05368,0.216539661016949
"10",Birth_CD4_C9,voi,0.03666,1.037,0.8678,0.955930275229358
"11",Birth_CD4_C10,voi,0.01102,1.011,0.9627,0.981292307692308
"12",Birth_CD4_C11,voi,0.1262,1.134,0.5876,0.847568484848485
"13",Birth_CD4_C12,voi,0.03842,1.039,0.8684,0.955930275229358
"14",Birth_CD4_C13,voi,0.1959,1.216,0.4394,0.762456115107914
"15",Birth_CD4_C14,voi,-0.04466,0.9563,0.8673,0.955930275229358
"16",Birth_CD4_C15,voi,0.3317,1.393,0.1757,0.456597826086956
"17",Birth_CD4_C16,voi,0.03898,1.04,0.8719,0.955930275229358
"18",Birth_CD4_C17,voi,-0.1341,0.8745,0.6263,0.87682
"19",Birth_CD4_C18,voi,-0.08442,0.919,0.7514,0.935475647668394
"20",Birth_CD8_C1,voi,0.2178,1.243,0.3191,0.6522
"21",Birth_CD8_C2,voi,-0.3843,0.6809,0.06583,0.252702258064516
"22",Birth_CD8_C3,voi,-0.4071,0.6656,0.04597,0.1953725
"23",Birth_CD8_C4,voi,-0.2291,0.7953,0.3246,0.6522
"24",Birth_CD8_C5,voi,-0.314,0.7305,0.1328,0.385443902439024
"25",Birth_CD8_C6,voi,0.06068,1.063,0.7712,0.937671428571428
"26",Birth_CD8_C7,voi,0.1725,1.188,0.4752,0.774641095890411
"27",Birth_CD8_C8,voi,0.5084,1.663,0.01594,0.158071666666667
"28",Birth_CD8_C9,voi,-0.06764,0.9346,0.7722,0.937671428571428
"29",Birth_CD8_C10,voi,0.1829,1.201,0.4377,0.762456115107914
"30",Birth_CD8_C11,voi,0.1966,1.217,0.4523,0.764300709219858
"31",Birth_CD8_C12,voi,-0.1741,0.8402,0.4528,0.764300709219858
"32",Discharge_CD4_C1,voi,0.1361,1.146,0.4908,0.778736
"33",Discharge_CD4_C2,voi,0.2154,1.24,0.2941,0.613998245614035
"34",Discharge_CD4_C3,voi,0.02741,1.028,0.9112,0.963162831858407
"35",Discharge_CD4_C4,voi,0.29,1.336,0.1931,0.483766315789474
"36",Discharge_CD4_C5,voi,0.04993,1.051,0.7962,0.946198009950249
"37",Discharge_CD4_C6,voi,0.08122,1.085,0.7254,0.930098936170213
"38",Discharge_CD4_C7,voi,0.2429,1.275,0.2406,0.538585185185185
"39",Discharge_CD4_C8,voi,-0.000527,0.9995,0.9982,0.9982
"40",Discharge_CD4_C9,voi,0.0432,1.044,0.8398,0.955930275229358
"41",Discharge_CD4_C10,voi,0.001652,1.002,0.9941,0.9982
"42",Discharge_CD4_C11,voi,0.1757,1.192,0.4667,0.77440275862069
"43",Discharge_CD4_C12,voi,0.1426,1.153,0.5213,0.805645454545455
"44",Discharge_CD4_C13,voi,0.09137,1.096,0.7341,0.930098936170213
"45",Discharge_CD4_C14,voi,-0.2804,0.7554,0.2231,0.515512621359223
"46",Discharge_CD4_C15,voi,0.1867,1.205,0.4324,0.762305185185185
"47",Discharge_CD4_C16,voi,0.1339,1.143,0.5691,0.839385365853659
"48",Discharge_CD4_C17,voi,0.1404,1.151,0.5376,0.81496050955414
"49",Discharge_CD4_C18,voi,0.04137,1.042,0.8545,0.955930275229358
"50",Discharge_CD8_C1,voi,0.2394,1.27,0.1881,0.476253191489362
"51",Discharge_CD8_C2,voi,0.07779,1.081,0.6803,0.925208
"52",Discharge_CD8_C3,voi,0.02584,1.026,0.8953,0.960254954954955
"53",Discharge_CD8_C4,voi,-0.1581,0.8538,0.5208,0.805645454545455
"54",Discharge_CD8_C5,voi,-0.06724,0.935,0.7406,0.932607407407407
"55",Discharge_CD8_C6,voi,0.1801,1.197,0.4152,0.755604580152672
"56",Discharge_CD8_C7,voi,0.2187,1.244,0.2977,0.616109565217391
"57",Discharge_CD8_C8,voi,0.5583,1.748,0.008682,0.12914475
"58",Discharge_CD8_C9,voi,0.01214,1.012,0.9578,0.981292307692308
"59",Discharge_CD8_C10,voi,0.08311,1.087,0.6972,0.930098936170213
"60",Discharge_CD8_C11,voi,-0.07713,0.9258,0.7124,0.930098936170213
"61",Discharge_CD8_C12,voi,-0.1927,0.8247,0.396,0.7363125
"62",OneYear_CD4_C1,voi,0.2446,1.277,0.1327,0.385443902439024
"63",OneYear_CD4_C2,voi,0.2183,1.244,0.2513,0.543721818181818
"64",OneYear_CD4_C3,voi,0.1806,1.198,0.3297,0.653418181818182
"65",OneYear_CD4_C4,voi,0.3377,1.402,0.06495,0.252702258064516
"66",OneYear_CD4_C5,voi,0.2414,1.273,0.1519,0.42532
"67",OneYear_CD4_C6,voi,0.1657,1.18,0.371,0.7071456
"68",OneYear_CD4_C7,voi,0.314,1.369,0.02754,0.168064615384615
"69",OneYear_CD4_C8,voi,0.3693,1.447,0.02497,0.168064615384615
"70",OneYear_CD4_C9,voi,0.2096,1.233,0.255,0.546756756756757
"71",OneYear_CD4_C10,voi,-0.04179,0.9591,0.8157,0.954205853658536
"72",OneYear_CD4_C11,voi,0.3683,1.445,0.03345,0.180404
"73",OneYear_CD4_C12,voi,0.3719,1.45,0.02655,0.168064615384615
"74",OneYear_CD4_C13,voi,0.2927,1.34,0.09232,0.293469866666667
"75",OneYear_CD4_C14,voi,-0.5124,0.5991,0.002851,0.09124325
"76",OneYear_CD4_C15,voi,0.3601,1.433,0.04343,0.1953725
"77",OneYear_CD4_C16,voi,0.3905,1.478,0.01425,0.154159090909091
"78",OneYear_CD4_C17,voi,0.3426,1.409,0.03897,0.1863064
"79",OneYear_CD4_C18,voi,0.3558,1.427,0.03394,0.180404
"80",OneYear_CD8_C1,voi,0.08874,1.093,0.5739,0.839385365853659
"81",OneYear_CD8_C2,voi,0.3397,1.404,0.04524,0.1953725
"82",OneYear_CD8_C3,voi,0.4,1.492,0.01858,0.163779259259259
"83",OneYear_CD8_C4,voi,0.4603,1.585,0.005087,0.103212666666667
"84",OneYear_CD8_C5,voi,0.4038,1.498,0.01933,0.164305
"85",OneYear_CD8_C6,voi,0.3418,1.408,0.05639,0.223680333333333
"86",OneYear_CD8_C7,voi,0.375,1.455,0.02189,0.1668975
"87",OneYear_CD8_C8,voi,0.4086,1.505,0.01182,0.140658
"88",OneYear_CD8_C9,voi,0.06881,1.071,0.702,0.930098936170213
"89",OneYear_CD8_C10,voi,0.2881,1.334,0.1353,0.387968674698795
"90",OneYear_CD8_C11,voi,0.26,1.297,0.1734,0.456597826086956
"91",OneYear_CD8_C12,voi,-0.4132,0.6615,0.01723,0.159551538461538
"92",Birth_TPHE_C1,voi,0.4767,1.611,0.04165,0.194366666666667
"93",Birth_TPHE_C2,voi,-0.0559,0.9456,0.8332,0.955930275229358
"94",Birth_TPHE_C3,voi,-0.1037,0.9015,0.6794,0.925208
"95",Birth_TPHE_C4,voi,0.6971,2.008,0.0002178,0.0426734
"96",Birth_TPHE_C5,voi,-0.3424,0.7101,0.3322,0.653418181818182
"97",Birth_TPHE_C6,voi,-0.1463,0.8639,0.5765,0.839385365853659
"98",Birth_TPHE_C8,voi,0.7106,2.035,0.00179,0.085204
"99",Birth_TPHE_C9,voi,0.5429,1.721,0.01079,0.135158947368421
"100",Birth_TPHE_C10,voi,0.6738,1.962,0.001507,0.085204
"101",Birth_TPHE_C11,voi,0.08246,1.086,0.7586,0.935475647668394
"102",Birth_TPHE_C12,voi,-0.5245,0.5919,0.03783,0.1863064
"103",Birth_TPHE_C13,voi,-0.2404,0.7863,0.3261,0.6522
"104",Birth_TPHE_C14,voi,-0.3208,0.7256,0.1753,0.456597826086956
"105",Birth_TPHE_C15,voi,-0.3994,0.6707,0.1117,0.340828205128205
"106",Birth_TPHE_C16,voi,-0.05875,0.9429,0.828,0.955930275229358
"107",Birth_TPHE_C17,voi,-0.4252,0.6536,0.05201,0.213420344827586
"108",Birth_TPHE_C18,voi,-0.03107,0.9694,0.903,0.963162831858407
"109",Birth_TPHE_C20,voi,-0.4714,0.6241,0.03663,0.1863064
"110",Birth_TPHE_C21,voi,-0.5979,0.55,0.01562,0.158071666666667
"111",Birth_TPHE_C22,voi,0.13,1.139,0.6714,0.925208
"112",Birth_TPHE_C23,voi,-0.4113,0.6628,0.06954,0.258601875
"113",Birth_TPHE_C24,voi,-0.1288,0.8791,0.6263,0.87682
"114",Birth_TPHE_C25,voi,-0.06257,0.9393,0.8219,0.954205853658536
"115",Birth_TPHE_C26,voi,-0.3757,0.6868,0.1402,0.397233333333333
"116",Birth_TPHE_C27,voi,0.09057,1.095,0.7289,0.930098936170213
"117",Discharge_TPHE_C1,voi,0.5506,1.734,0.002742,0.09124325
"118",Discharge_TPHE_C2,voi,-0.02397,0.9763,0.9146,0.963162831858407
"119",Discharge_TPHE_C3,voi,0.02332,1.024,0.9145,0.963162831858407
"120",Discharge_TPHE_C4,voi,0.5202,1.682,0.02111,0.1668975
"121",Discharge_TPHE_C5,voi,-0.1534,0.8578,0.4698,0.77440275862069
"122",Discharge_TPHE_C6,voi,-0.2916,0.7471,0.1875,0.476253191489362
"123",Discharge_TPHE_C8,voi,0.3945,1.484,0.08043,0.281505
"124",Discharge_TPHE_C9,voi,0.3278,1.388,0.2128,0.504933333333333
"125",Discharge_TPHE_C10,voi,0.3723,1.451,0.03342,0.180404
"126",Discharge_TPHE_C11,voi,-0.0888,0.915,0.7023,0.930098936170213
"127",Discharge_TPHE_C12,voi,0.03279,1.033,0.8869,0.959464545454545
"128",Discharge_TPHE_C13,voi,-0.1246,0.8829,0.5982,0.852524550898203
"129",Discharge_TPHE_C14,voi,-0.4185,0.658,0.06843,0.258513333333333
"130",Discharge_TPHE_C15,voi,-0.1424,0.8673,0.5462,0.822756962025316
"131",Discharge_TPHE_C16,voi,0.3933,1.482,0.04573,0.1953725
"132",Discharge_TPHE_C17,voi,-0.9883,0.3722,0.01312,0.148693333333333
"133",Discharge_TPHE_C18,voi,0.0566,1.058,0.8184,0.954205853658536
"134",Discharge_TPHE_C20,voi,-0.01158,0.9885,0.9643,0.981292307692308
"135",Discharge_TPHE_C21,voi,-0.2115,0.8094,0.3619,0.700261788617886
"136",Discharge_TPHE_C22,voi,0.01128,1.011,0.9648,0.981292307692308
"137",Discharge_TPHE_C23,voi,-0.3285,0.72,0.2139,0.504933333333333
"138",Discharge_TPHE_C24,voi,0.01389,1.014,0.959,0.981292307692308
"139",Discharge_TPHE_C25,voi,-0.1941,0.8236,0.4289,0.761777611940298
"140",Discharge_TPHE_C26,voi,-0.3713,0.6899,0.1058,0.327018181818182
"141",Discharge_TPHE_C27,voi,0.1947,1.215,0.3619,0.700261788617886
"142",OneYear_TPHE_C1,voi,0.4662,1.594,0.003067,0.09124325
"143",OneYear_TPHE_C2,voi,-0.1786,0.8364,0.4192,0.755830303030303
"144",OneYear_TPHE_C3,voi,0.402,1.495,0.02655,0.168064615384615
"145",OneYear_TPHE_C4,voi,0.4509,1.57,0.01045,0.135158947368421
"146",OneYear_TPHE_C5,voi,-0.234,0.7913,0.2406,0.538585185185185
"147",OneYear_TPHE_C6,voi,0.2903,1.337,0.09777,0.306174473684211
"148",OneYear_TPHE_C8,voi,0.4097,1.506,0.03871,0.1863064
"149",OneYear_TPHE_C9,voi,0.3801,1.462,0.03914,0.1863064
"150",OneYear_TPHE_C10,voi,0.4172,1.518,0.03411,0.180404
