"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,0.07335,1.076,0.8358,0.985786699507389
"2",TPHE_IST_Disch,voiTPHE_3,-0.1657,0.8473,0.4791,0.951723157894737
"3",Birth_CD4_C1,voi,0.07914,1.082,0.4602,0.951723157894737
"4",Birth_CD4_C2,voi,-0.09927,0.9055,0.4033,0.951723157894737
"5",Birth_CD4_C3,voi,-0.06389,0.9381,0.5507,0.951723157894737
"6",Birth_CD4_C4,voi,-0.1434,0.8664,0.09366,0.951723157894737
"7",Birth_CD4_C5,voi,-0.01843,0.9817,0.8783,0.994573488372093
"8",Birth_CD4_C6,voi,0.03702,1.038,0.7249,0.951723157894737
"9",Birth_CD4_C7,voi,-0.03838,0.9624,0.7017,0.951723157894737
"10",Birth_CD4_C8,voi,-0.1897,0.8272,0.03443,0.59989
"11",Birth_CD4_C9,voi,0.08763,1.092,0.3946,0.951723157894737
"12",Birth_CD4_C10,voi,0.2684,1.308,0.05779,0.847767142857143
"13",Birth_CD4_C11,voi,0.1876,1.206,0.07449,0.847767142857143
"14",Birth_CD4_C12,voi,0.08907,1.093,0.3658,0.951723157894737
"15",Birth_CD4_C13,voi,0.2053,1.228,0.1643,0.951723157894737
"16",Birth_CD4_C14,voi,-0.006212,0.9938,0.9549,0.9963
"17",Birth_CD4_C15,voi,0.0005806,1.001,0.9963,0.9963
"18",Birth_CD4_C16,voi,0.02787,1.028,0.8094,0.98038040201005
"19",Birth_CD4_C17,voi,-0.1231,0.8842,0.2697,0.951723157894737
"20",Birth_CD4_C18,voi,-0.1008,0.9041,0.3947,0.951723157894737
"21",Birth_CD8_C1,voi,-0.1359,0.8729,0.1216,0.951723157894737
"22",Birth_CD8_C2,voi,0.07213,1.075,0.4085,0.951723157894737
"23",Birth_CD8_C3,voi,-0.05167,0.9496,0.6474,0.951723157894737
"24",Birth_CD8_C4,voi,-0.1363,0.8726,0.1825,0.951723157894737
"25",Birth_CD8_C5,voi,-0.08698,0.9167,0.4772,0.951723157894737
"26",Birth_CD8_C6,voi,-0.0401,0.9607,0.7227,0.951723157894737
"27",Birth_CD8_C7,voi,-0.04144,0.9594,0.7019,0.951723157894737
"28",Birth_CD8_C8,voi,0.06955,1.072,0.589,0.951723157894737
"29",Birth_CD8_C9,voi,0.04751,1.049,0.6659,0.951723157894737
"30",Birth_CD8_C10,voi,0.1303,1.139,0.1935,0.951723157894737
"31",Birth_CD8_C11,voi,-0.1048,0.9005,0.2832,0.951723157894737
"32",Birth_CD8_C12,voi,-0.0463,0.9548,0.6714,0.951723157894737
"33",Discharge_CD4_C1,voi,0.001969,1.002,0.9815,0.9963
"34",Discharge_CD4_C2,voi,-0.04512,0.9559,0.6344,0.951723157894737
"35",Discharge_CD4_C3,voi,-0.006908,0.9931,0.9375,0.996152
"36",Discharge_CD4_C4,voi,0.03849,1.039,0.675,0.951723157894737
"37",Discharge_CD4_C5,voi,0.02681,1.027,0.7441,0.951723157894737
"38",Discharge_CD4_C6,voi,-0.0175,0.9827,0.8731,0.994573488372093
"39",Discharge_CD4_C7,voi,0.0008562,1.001,0.9915,0.9963
"40",Discharge_CD4_C8,voi,0.01983,1.02,0.834,0.985786699507389
"41",Discharge_CD4_C9,voi,0.06197,1.064,0.4609,0.951723157894737
"42",Discharge_CD4_C10,voi,-0.04016,0.9606,0.7452,0.951723157894737
"43",Discharge_CD4_C11,voi,0.05032,1.052,0.5445,0.951723157894737
"44",Discharge_CD4_C12,voi,0.03564,1.036,0.6605,0.951723157894737
"45",Discharge_CD4_C13,voi,0.07366,1.076,0.4506,0.951723157894737
"46",Discharge_CD4_C14,voi,-0.04162,0.9592,0.6221,0.951723157894737
"47",Discharge_CD4_C15,voi,-0.05344,0.948,0.5904,0.951723157894737
"48",Discharge_CD4_C16,voi,0.05615,1.058,0.4824,0.951723157894737
"49",Discharge_CD4_C17,voi,-0.02214,0.9781,0.8005,0.98038040201005
"50",Discharge_CD4_C18,voi,0.007403,1.007,0.9324,0.996152
"51",Discharge_CD8_C1,voi,0.02485,1.025,0.7438,0.951723157894737
"52",Discharge_CD8_C2,voi,-0.005522,0.9945,0.943,0.9963
"53",Discharge_CD8_C3,voi,0.02052,1.021,0.7945,0.978791237113402
"54",Discharge_CD8_C4,voi,0.04261,1.044,0.6007,0.951723157894737
"55",Discharge_CD8_C5,voi,-0.01031,0.9897,0.8924,0.994573488372093
"56",Discharge_CD8_C6,voi,0.07487,1.078,0.3966,0.951723157894737
"57",Discharge_CD8_C7,voi,0.03265,1.033,0.7004,0.951723157894737
"58",Discharge_CD8_C8,voi,0.04617,1.047,0.6259,0.951723157894737
"59",Discharge_CD8_C9,voi,-0.008314,0.9917,0.937,0.996152
"60",Discharge_CD8_C10,voi,0.086,1.09,0.3438,0.951723157894737
"61",Discharge_CD8_C11,voi,-0.01437,0.9857,0.8768,0.994573488372093
"62",Discharge_CD8_C12,voi,-0.02761,0.9728,0.7814,0.967640414507772
"63",OneYear_CD4_C1,voi,-0.07737,0.9255,0.4309,0.951723157894737
"64",OneYear_CD4_C2,voi,-0.07339,0.9292,0.5385,0.951723157894737
"65",OneYear_CD4_C3,voi,-0.1695,0.8441,0.0976,0.951723157894737
"66",OneYear_CD4_C4,voi,-0.01479,0.9853,0.8694,0.994573488372093
"67",OneYear_CD4_C5,voi,-0.05326,0.9481,0.592,0.951723157894737
"68",OneYear_CD4_C6,voi,-0.004868,0.9951,0.9608,0.9963
"69",OneYear_CD4_C7,voi,-0.03038,0.9701,0.7283,0.951723157894737
"70",OneYear_CD4_C8,voi,-0.005244,0.9948,0.9542,0.9963
"71",OneYear_CD4_C9,voi,-0.1056,0.8998,0.3098,0.951723157894737
"72",OneYear_CD4_C10,voi,0.04353,1.044,0.6724,0.951723157894737
"73",OneYear_CD4_C11,voi,-0.0538,0.9476,0.5818,0.951723157894737
"74",OneYear_CD4_C12,voi,-0.09903,0.9057,0.2922,0.951723157894737
"75",OneYear_CD4_C13,voi,0.05707,1.059,0.569,0.951723157894737
"76",OneYear_CD4_C14,voi,0.1475,1.159,0.1479,0.951723157894737
