"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Disch,voiTPHE_3,-0.2089,0.8114,0.3285,0.855423157894737
"2",ICS_IST_Birth,voiICS_2,0.08603,1.09,0.6871,0.974065294117647
"3",ICS_IST_Disch,voiICS_5,0.5837,1.793,0.01059,0.182299285714286
"4",ICS_IST_Disch,voiICS_6,0.2629,1.301,0.2024,0.744909090909091
"5",Birth_CD4_C1,voi,0.069,1.071,0.4451,0.968228070175439
"6",Birth_CD4_C2,voi,-0.0453,0.9557,0.6734,0.971130177514793
"7",Birth_CD4_C3,voi,-0.1115,0.8945,0.3372,0.855423157894737
"8",Birth_CD4_C4,voi,0.1164,1.123,0.167,0.693913793103448
"9",Birth_CD4_C5,voi,-0.05687,0.9447,0.5289,0.971130177514793
"10",Birth_CD4_C6,voi,-0.04761,0.9535,0.6355,0.971130177514793
"11",Birth_CD4_C7,voi,-0.04968,0.9515,0.6141,0.971130177514793
"12",Birth_CD4_C8,voi,0.002982,1.003,0.973,0.995758898305085
"13",Birth_CD4_C9,voi,-0.06867,0.9336,0.4774,0.971130177514793
"14",Birth_CD4_C10,voi,-0.01199,0.9881,0.9058,0.99343185840708
"15",Birth_CD4_C11,voi,-0.1341,0.8745,0.204,0.744909090909091
"16",Birth_CD4_C12,voi,-0.01358,0.9865,0.8902,0.989099539170507
"17",Birth_CD4_C13,voi,-0.06665,0.9355,0.6171,0.971130177514793
"18",Birth_CD4_C14,voi,0.1696,1.185,0.112,0.627720930232558
"19",Birth_CD4_C15,voi,-0.1035,0.9017,0.3045,0.833914772727273
"20",Birth_CD4_C16,voi,-0.1599,0.8522,0.09726,0.601016923076923
"21",Birth_CD4_C17,voi,-0.004473,0.9955,0.9664,0.995758898305085
"22",Birth_CD4_C18,voi,0.005486,1.006,0.9651,0.995758898305085
"23",Birth_CD8_C1,voi,0.08705,1.091,0.3019,0.833914772727273
"24",Birth_CD8_C2,voi,-0.01188,0.9882,0.8846,0.989099539170507
"25",Birth_CD8_C3,voi,-0.03494,0.9657,0.714,0.975981920903955
"26",Birth_CD8_C4,voi,0.05729,1.059,0.5945,0.971130177514793
"27",Birth_CD8_C5,voi,0.08602,1.09,0.4266,0.95195
"28",Birth_CD8_C6,voi,-0.04743,0.9537,0.6578,0.971130177514793
"29",Birth_CD8_C7,voi,-0.1028,0.9023,0.3318,0.855423157894737
"30",Birth_CD8_C8,voi,0.02291,1.023,0.8281,0.989099539170507
"31",Birth_CD8_C9,voi,0.07713,1.08,0.458,0.968228070175439
"32",Birth_CD8_C10,voi,0.04783,1.049,0.6238,0.971130177514793
"33",Birth_CD8_C11,voi,-0.0138,0.9863,0.8867,0.989099539170507
"34",Birth_CD8_C12,voi,-0.06535,0.9367,0.5274,0.971130177514793
"35",Discharge_CD4_C1,voi,-0.2471,0.7811,0.002873,0.119229272727273
"36",Discharge_CD4_C2,voi,0.06184,1.064,0.5644,0.971130177514793
"37",Discharge_CD4_C3,voi,0.1454,1.156,0.1236,0.633778723404255
"38",Discharge_CD4_C4,voi,-0.03806,0.9627,0.623,0.971130177514793
"39",Discharge_CD4_C5,voi,-0.3475,0.7065,0.0001073,0.01292965
