"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,0.3564,1.428,0.239,0.929577222222222
"2",TPHE_IST_Disch,voiTPHE_3,-0.2779,0.7573,0.2672,0.929577222222222
"3",Birth_CD4_C1,voi,-0.1167,0.8899,0.4439,0.929577222222222
"4",Birth_CD4_C2,voi,-0.0641,0.9379,0.6083,0.929577222222222
"5",Birth_CD4_C3,voi,-0.1077,0.8979,0.3348,0.929577222222222
"6",Birth_CD4_C4,voi,0.1182,1.125,0.2454,0.929577222222222
"7",Birth_CD4_C5,voi,0.04228,1.043,0.7153,0.939322527472528
"8",Birth_CD4_C6,voi,-0.08458,0.9189,0.4915,0.929577222222222
"9",Birth_CD4_C7,voi,-0.04282,0.9581,0.7333,0.940025388601036
"10",Birth_CD4_C8,voi,0.06481,1.067,0.5809,0.929577222222222
"11",Birth_CD4_C9,voi,-0.1754,0.8391,0.2629,0.929577222222222
"12",Birth_CD4_C10,voi,0.03243,1.033,0.8182,0.957200456621005
"13",Birth_CD4_C11,voi,0.1397,1.15,0.2879,0.929577222222222
"14",Birth_CD4_C12,voi,-0.01793,0.9822,0.8728,0.957200456621005
"15",Birth_CD4_C13,voi,0.2034,1.226,0.1575,0.929577222222222
"16",Birth_CD4_C14,voi,-0.06105,0.9408,0.6012,0.929577222222222
"17",Birth_CD4_C15,voi,0.0377,1.038,0.7505,0.940025388601036
"18",Birth_CD4_C16,voi,0.07134,1.074,0.566,0.929577222222222
"19",Birth_CD4_C17,voi,0.03144,1.032,0.8124,0.957200456621005
"20",Birth_CD4_C18,voi,0.1483,1.16,0.296,0.929577222222222
"21",Birth_CD8_C1,voi,0.06353,1.066,0.5485,0.929577222222222
"22",Birth_CD8_C2,voi,-0.1435,0.8663,0.142,0.929577222222222
"23",Birth_CD8_C3,voi,-0.02117,0.979,0.8599,0.957200456621005
"24",Birth_CD8_C4,voi,0.08468,1.088,0.4996,0.929577222222222
"25",Birth_CD8_C5,voi,-0.05404,0.9474,0.6195,0.929577222222222
"26",Birth_CD8_C6,voi,0.07663,1.08,0.5395,0.929577222222222
"27",Birth_CD8_C7,voi,0.1649,1.179,0.178,0.929577222222222
"28",Birth_CD8_C8,voi,0.01231,1.012,0.9363,0.976055217391304
"29",Birth_CD8_C9,voi,-0.07281,0.9298,0.5502,0.929577222222222
"30",Birth_CD8_C10,voi,-0.1726,0.8415,0.1385,0.929577222222222
"31",Birth_CD8_C11,voi,0.1757,1.192,0.1019,0.839796551724138
"32",Birth_CD8_C12,voi,0.02376,1.024,0.842,0.957200456621005
"33",Discharge_CD4_C1,voi,0.1332,1.142,0.2004,0.929577222222222
"34",Discharge_CD4_C2,voi,-0.1126,0.8935,0.2524,0.929577222222222
"35",Discharge_CD4_C3,voi,0.03812,1.039,0.7202,0.940025388601036
"36",Discharge_CD4_C4,voi,0.02741,1.028,0.7963,0.956360301507538
"37",Discharge_CD4_C5,voi,-0.1343,0.8743,0.1323,0.929577222222222
"38",Discharge_CD4_C6,voi,-0.2383,0.7879,0.003513,0.279869
"39",Discharge_CD4_C7,voi,0.01738,1.018,0.8472,0.957200456621005
"40",Discharge_CD4_C8,voi,0.0002635,1,0.998,0.998
"41",Discharge_CD4_C9,voi,0.08705,1.091,0.39,0.929577222222222
"42",Discharge_CD4_C10,voi,-0.1083,0.8974,0.3202,0.929577222222222
"43",Discharge_CD4_C11,voi,-0.08117,0.922,0.4151,0.929577222222222
"44",Discharge_CD4_C12,voi,-0.04617,0.9549,0.6608,0.929577222222222
"45",Discharge_CD4_C13,voi,0.05275,1.054,0.6281,0.929577222222222
"46",Discharge_CD4_C14,voi,0.05207,1.053,0.605,0.929577222222222
"47",Discharge_CD4_C15,voi,-0.1106,0.8953,0.2123,0.929577222222222
"48",Discharge_CD4_C16,voi,-0.07412,0.9286,0.4659,0.929577222222222
"49",Discharge_CD4_C17,voi,-0.09444,0.9099,0.3207,0.929577222222222
"50",Discharge_CD4_C18,voi,-0.003057,0.9969,0.9772,0.998
"51",Discharge_CD8_C1,voi,0.03489,1.036,0.6938,0.929577222222222
"52",Discharge_CD8_C2,voi,-0.1162,0.8903,0.3036,0.929577222222222
"53",Discharge_CD8_C3,voi,-0.1686,0.8448,0.06429,0.839796551724138
"54",Discharge_CD8_C4,voi,-0.1549,0.8565,0.09051,0.839796551724138
"55",Discharge_CD8_C5,voi,-0.2199,0.8026,0.01873,0.778741666666667
"56",Discharge_CD8_C6,voi,0.0512,1.053,0.6505,0.929577222222222
"57",Discharge_CD8_C7,voi,0.04209,1.043,0.7077,0.934476795580111
"58",Discharge_CD8_C8,voi,0.05243,1.054,0.6562,0.929577222222222
"59",Discharge_CD8_C9,voi,-0.2502,0.7786,0.003227,0.279869
"60",Discharge_CD8_C10,voi,-0.1697,0.8439,0.08333,0.839796551724138
"61",Discharge_CD8_C11,voi,-0.08222,0.9211,0.385,0.929577222222222
"62",Discharge_CD8_C12,voi,0.2012,1.223,0.03131,0.77914
"63",OneYear_CD4_C1,voi,0.04434,1.045,0.6866,0.929577222222222
"64",OneYear_CD4_C2,voi,-0.08375,0.9197,0.4275,0.929577222222222
"65",OneYear_CD4_C3,voi,-0.08455,0.9189,0.5124,0.929577222222222
"66",OneYear_CD4_C4,voi,-0.06255,0.9394,0.5554,0.929577222222222
"67",OneYear_CD4_C5,voi,-0.04938,0.9518,0.6729,0.929577222222222
"68",OneYear_CD4_C6,voi,-0.1067,0.8988,0.3651,0.929577222222222
"69",OneYear_CD4_C7,voi,0.1212,1.129,0.2436,0.929577222222222
"70",OneYear_CD4_C8,voi,0.02981,1.03,0.7804,0.95310303030303
"71",OneYear_CD4_C9,voi,-0.04208,0.9588,0.7349,0.940025388601036
"72",OneYear_CD4_C10,voi,-0.1073,0.8983,0.3137,0.929577222222222
"73",OneYear_CD4_C11,voi,-0.1009,0.9041,0.4037,0.929577222222222
"74",OneYear_CD4_C12,voi,-0.04967,0.9515,0.6799,0.929577222222222
"75",OneYear_CD4_C13,voi,-0.02632,0.974,0.8273,0.957200456621005
"76",OneYear_CD4_C14,voi,0.1152,1.122,0.3373,0.929577222222222
"77",OneYear_CD4_C15,voi,-0.09367,0.9106,0.4086,0.929577222222222
"78",OneYear_CD4_C16,voi,-0.07732,0.9256,0.5274,0.929577222222222
"79",OneYear_CD4_C17,voi,-0.1288,0.8791,0.2986,0.929577222222222
"80",OneYear_CD4_C18,voi,-0.06525,0.9368,0.5969,0.929577222222222
"81",OneYear_CD8_C1,voi,0.04299,1.044,0.6913,0.929577222222222
"82",OneYear_CD8_C2,voi,-0.01306,0.987,0.9108,0.968107929515418
"83",OneYear_CD8_C3,voi,-0.01745,0.9827,0.8771,0.957200456621005
"84",OneYear_CD8_C4,voi,-0.1278,0.88,0.2225,0.929577222222222
"85",OneYear_CD8_C5,voi,-0.1264,0.8813,0.2761,0.929577222222222
"86",OneYear_CD8_C6,voi,0.1689,1.184,0.08816,0.839796551724138
"87",OneYear_CD8_C7,voi,0.07625,1.079,0.4851,0.929577222222222
"88",OneYear_CD8_C8,voi,-0.002659,0.9973,0.9823,0.998
"89",OneYear_CD8_C9,voi,-0.06261,0.9393,0.5835,0.929577222222222
"90",OneYear_CD8_C10,voi,-0.0445,0.9565,0.7001,0.929577222222222
"91",OneYear_CD8_C11,voi,-0.0729,0.9297,0.5271,0.929577222222222
"92",OneYear_CD8_C12,voi,0.05979,1.062,0.5997,0.929577222222222
"93",Birth_TPHE_C1,voi,-0.3023,0.7391,0.03339,0.77914
"94",Birth_TPHE_C2,voi,-0.02249,0.9778,0.8678,0.957200456621005
"95",Birth_TPHE_C3,voi,-0.0007364,0.9993,0.9952,0.998
"96",Birth_TPHE_C4,voi,-0.06342,0.9386,0.6364,0.929577222222222
"97",Birth_TPHE_C5,voi,-0.06823,0.934,0.6738,0.929577222222222
"98",Birth_TPHE_C6,voi,0.07806,1.081,0.631,0.929577222222222
"99",Birth_TPHE_C8,voi,-0.1697,0.8439,0.2738,0.929577222222222
"100",Birth_TPHE_C9,voi,0.02146,1.022,0.8717,0.957200456621005
"101",Birth_TPHE_C10,voi,-0.2562,0.774,0.08043,0.839796551724138
"102",Birth_TPHE_C11,voi,0.03894,1.04,0.8142,0.957200456621005
"103",Birth_TPHE_C12,voi,0.02091,1.021,0.8634,0.957200456621005
"104",Birth_TPHE_C13,voi,0.3468,1.414,0.0009979,0.2384981
"105",Birth_TPHE_C14,voi,-0.0626,0.9393,0.6432,0.929577222222222
"106",Birth_TPHE_C15,voi,0.05761,1.059,0.6693,0.929577222222222
"107",Birth_TPHE_C16,voi,-0.1668,0.8464,0.2533,0.929577222222222
"108",Birth_TPHE_C17,voi,0.02998,1.03,0.8658,0.957200456621005
"109",Birth_TPHE_C18,voi,0.09743,1.102,0.3769,0.929577222222222
"110",Birth_TPHE_C20,voi,0.1335,1.143,0.3694,0.929577222222222
"111",Birth_TPHE_C21,voi,0.08672,1.091,0.4875,0.929577222222222
"112",Birth_TPHE_C22,voi,-0.1183,0.8885,0.4544,0.929577222222222
"113",Birth_TPHE_C23,voi,-0.136,0.8729,0.3019,0.929577222222222
"114",Birth_TPHE_C24,voi,-0.05254,0.9488,0.6873,0.929577222222222
"115",Birth_TPHE_C25,voi,0.06956,1.072,0.6576,0.929577222222222
"116",Birth_TPHE_C26,voi,-0.2016,0.8174,0.189,0.929577222222222
"117",Birth_TPHE_C27,voi,-0.07926,0.9238,0.5279,0.929577222222222
"118",Discharge_TPHE_C1,voi,0.07969,1.083,0.4288,0.929577222222222
"119",Discharge_TPHE_C2,voi,0.03689,1.038,0.788,0.95310303030303
"120",Discharge_TPHE_C3,voi,-0.1142,0.8921,0.4083,0.929577222222222
"121",Discharge_TPHE_C4,voi,0.06481,1.067,0.5426,0.929577222222222
"122",Discharge_TPHE_C5,voi,-0.0181,0.9821,0.9018,0.966503139013453
"123",Discharge_TPHE_C6,voi,-0.191,0.8261,0.04368,0.80782
"124",Discharge_TPHE_C8,voi,-0.1383,0.8708,0.2443,0.929577222222222
"125",Discharge_TPHE_C9,voi,-0.1393,0.87,0.3418,0.929577222222222
"126",Discharge_TPHE_C10,voi,0.008748,1.009,0.9393,0.976055217391304
"127",Discharge_TPHE_C11,voi,-0.2101,0.8105,0.01955,0.778741666666667
"128",Discharge_TPHE_C12,voi,0.07549,1.078,0.5407,0.929577222222222
"129",Discharge_TPHE_C13,voi,0.2238,1.251,0.03056,0.77914
"130",Discharge_TPHE_C14,voi,-0.01479,0.9853,0.9195,0.968107929515418
"131",Discharge_TPHE_C15,voi,-0.03898,0.9618,0.7363,0.940025388601036
"132",Discharge_TPHE_C16,voi,0.07633,1.079,0.4358,0.929577222222222
"133",Discharge_TPHE_C17,voi,0.01796,1.018,0.896,0.964612612612613
"134",Discharge_TPHE_C18,voi,0.1682,1.183,0.08908,0.839796551724138
"135",Discharge_TPHE_C20,voi,0.082,1.085,0.5164,0.929577222222222
"136",Discharge_TPHE_C21,voi,-0.04159,0.9593,0.7548,0.940025388601036
"137",Discharge_TPHE_C22,voi,0.01947,1.02,0.8714,0.957200456621005
"138",Discharge_TPHE_C23,voi,-0.1714,0.8425,0.1574,0.929577222222222
"139",Discharge_TPHE_C24,voi,-0.179,0.8361,0.1374,0.929577222222222
"140",Discharge_TPHE_C25,voi,0.09918,1.104,0.3989,0.929577222222222
"141",Discharge_TPHE_C26,voi,-0.1187,0.888,0.2932,0.929577222222222
