"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",Birth_CD4_C1,voi,-0.03691,0.9638,0.8626,0.937780733944954
"2",Birth_CD4_C2,voi,0.2264,1.254,0.05359,0.352169189189189
"3",Birth_CD4_C3,voi,0.4113,1.509,0.00101,0.0598425
"4",Birth_CD4_C4,voi,0.263,1.301,0.02243,0.22149625
"5",Birth_CD4_C5,voi,-0.1923,0.825,0.2404,0.76992972972973
"6",Birth_CD4_C6,voi,-0.1304,0.8777,0.342,0.794647058823529
"7",Birth_CD4_C7,voi,0.1472,1.159,0.2266,0.76992972972973
"8",Birth_CD4_C8,voi,0.3175,1.374,0.01106,0.154189411764706
"9",Birth_CD4_C9,voi,0.2806,1.324,0.01285,0.167521578947368
"10",Birth_CD4_C10,voi,-0.03434,0.9662,0.8276,0.931617511520737
"11",Birth_CD4_C11,voi,-0.3724,0.6891,0.002674,0.0789736666666667
"12",Birth_CD4_C12,voi,-0.2659,0.7665,0.04317,0.333099677419355
"13",Birth_CD4_C13,voi,-0.1835,0.8323,0.311,0.791915151515151
"14",Birth_CD4_C14,voi,-0.2337,0.7916,0.1339,0.576987272727273
"15",Birth_CD4_C15,voi,-0.1813,0.8342,0.1783,0.670747619047619
"16",Birth_CD4_C16,voi,-0.2461,0.7818,0.06515,0.395911538461538
"17",Birth_CD4_C17,voi,-0.009611,0.9904,0.9509,0.971393534482759
"18",Birth_CD4_C18,voi,-0.1161,0.8904,0.5352,0.913090540540541
"19",Birth_CD8_C1,voi,0.2633,1.301,0.01968,0.202789565217391
"20",Birth_CD8_C2,voi,0.1395,1.15,0.2062,0.751836923076923
"21",Birth_CD8_C3,voi,0.05809,1.06,0.6431,0.931617511520737
"22",Birth_CD8_C4,voi,-0.1399,0.8694,0.3723,0.818481578947368
"23",Birth_CD8_C5,voi,-0.2247,0.7988,0.06892,0.408351
"24",Birth_CD8_C6,voi,0.2523,1.287,0.04357,0.333099677419355
"25",Birth_CD8_C7,voi,0.1708,1.186,0.1872,0.693225
"26",Birth_CD8_C8,voi,0.1015,1.107,0.4968,0.889017293233083
"27",Birth_CD8_C9,voi,0.07607,1.079,0.5487,0.913090540540541
"28",Birth_CD8_C10,voi,0.2606,1.298,0.04986,0.352169189189189
"29",Birth_CD8_C11,voi,0.1607,1.174,0.2795,0.779466666666667
"30",Birth_CD8_C12,voi,-0.161,0.8513,0.2139,0.763279411764706
"31",Discharge_CD4_C1,voi,0.01088,1.011,0.9161,0.960633039647577
"32",Discharge_CD4_C2,voi,0.02043,1.021,0.8407,0.931617511520737
"33",Discharge_CD4_C3,voi,0.06024,1.062,0.5921,0.929322516556291
"34",Discharge_CD4_C4,voi,0.1927,1.213,0.1166,0.531426923076923
"35",Discharge_CD4_C5,voi,0.02836,1.029,0.7591,0.931617511520737
"36",Discharge_CD4_C6,voi,-0.09034,0.9136,0.4563,0.856372440944882
"37",Discharge_CD4_C7,voi,-0.01049,0.9896,0.9083,0.956742666666667
"38",Discharge_CD4_C8,voi,0.07494,1.078,0.5417,0.913090540540541
"39",Discharge_CD4_C9,voi,0.06229,1.064,0.5612,0.913090540540541
"40",Discharge_CD4_C10,voi,-0.1914,0.8258,0.05478,0.352169189189189
"41",Discharge_CD4_C11,voi,-0.005846,0.9942,0.9574,0.973836051502146
"42",Discharge_CD4_C12,voi,0.07263,1.075,0.4867,0.887291538461539
"43",Discharge_CD4_C13,voi,-0.1237,0.8837,0.3061,0.791915151515151
"44",Discharge_CD4_C14,voi,-0.007762,0.9923,0.9389,0.967475217391304
"45",Discharge_CD4_C15,voi,-0.03201,0.9685,0.7655,0.931617511520737
"46",Discharge_CD4_C16,voi,-0.0465,0.9546,0.6468,0.931617511520737
"47",Discharge_CD4_C17,voi,0.09418,1.099,0.3464,0.797056310679612
"48",Discharge_CD4_C18,voi,0.009179,1.009,0.933,0.965593886462882
"49",Discharge_CD8_C1,voi,0.08255,1.086,0.3937,0.818481578947368
"50",Discharge_CD8_C2,voi,0.01844,1.019,0.8504,0.931617511520737
"51",Discharge_CD8_C3,voi,0.07111,1.074,0.4504,0.856372440944882
"52",Discharge_CD8_C4,voi,0.0955,1.1,0.3391,0.794647058823529
"53",Discharge_CD8_C5,voi,0.01756,1.018,0.853,0.931617511520737
"54",Discharge_CD8_C6,voi,0.0488,1.05,0.6274,0.931617511520737
"55",Discharge_CD8_C7,voi,0.07528,1.078,0.4453,0.856372440944882
"56",Discharge_CD8_C8,voi,0.05833,1.06,0.6133,0.931617511520737
"57",Discharge_CD8_C9,voi,0.03314,1.034,0.7519,0.931617511520737
"58",Discharge_CD8_C10,voi,0.06586,1.068,0.549,0.913090540540541
"59",Discharge_CD8_C11,voi,0.03529,1.036,0.7408,0.931617511520737
"60",Discharge_CD8_C12,voi,-0.06251,0.9394,0.5338,0.913090540540541
"61",OneYear_CD4_C1,voi,0.04953,1.051,0.6304,0.931617511520737
"62",OneYear_CD4_C2,voi,-0.2403,0.7864,0.03145,0.266201785714286
"63",OneYear_CD4_C3,voi,0.1739,1.19,0.1141,0.530229411764706
"64",OneYear_CD4_C4,voi,0.03407,1.035,0.7278,0.931617511520737
"65",OneYear_CD4_C5,voi,0.03059,1.031,0.767,0.931617511520737
"66",OneYear_CD4_C6,voi,-0.1458,0.8643,0.219,0.763279411764706
"67",OneYear_CD4_C7,voi,0.03859,1.039,0.6782,0.931617511520737
"68",OneYear_CD4_C8,voi,0.01947,1.02,0.8455,0.931617511520737
"69",OneYear_CD4_C9,voi,0.2099,1.233,0.07843,0.425307272727273
"70",OneYear_CD4_C10,voi,0.006798,1.007,0.9491,0.971393534482759
"71",OneYear_CD4_C11,voi,0.08701,1.091,0.5132,0.894326470588235
"72",OneYear_CD4_C12,voi,0.06212,1.064,0.6392,0.931617511520737
"73",OneYear_CD4_C13,voi,0.2466,1.28,0.03392,0.277208275862069
"74",OneYear_CD4_C14,voi,-0.1173,0.8893,0.2373,0.76992972972973
"75",OneYear_CD4_C15,voi,0.1785,1.195,0.08473,0.436543695652174
"76",OneYear_CD4_C16,voi,0.08088,1.084,0.4989,0.889017293233083
"77",OneYear_CD4_C17,voi,0.1328,1.142,0.1528,0.593665573770492
"78",OneYear_CD4_C18,voi,-0.06934,0.933,0.5556,0.913090540540541
"79",OneYear_CD8_C1,voi,0.1075,1.113,0.2558,0.779466666666667
"80",OneYear_CD8_C2,voi,0.005124,1.005,0.9643,0.97666282051282
"81",OneYear_CD8_C3,voi,-0.09001,0.9139,0.4426,0.856372440944882
"82",OneYear_CD8_C4,voi,-0.1915,0.8257,0.1075,0.50955
"83",OneYear_CD8_C5,voi,-0.2567,0.7736,0.02406,0.2280888
"84",OneYear_CD8_C6,voi,0.02569,1.026,0.8101,0.931617511520737
"85",OneYear_CD8_C7,voi,0.08308,1.087,0.3928,0.818481578947368
"86",OneYear_CD8_C8,voi,0.1857,1.204,0.05498,0.352169189189189
"87",OneYear_CD8_C9,voi,-0.1673,0.846,0.1402,0.577235593220339
"88",OneYear_CD8_C10,voi,0.1806,1.198,0.09808,0.47438693877551
"89",OneYear_CD8_C11,voi,0.03802,1.039,0.7319,0.931617511520737
"90",OneYear_CD8_C12,voi,0.08987,1.094,0.4337,0.856372440944882
"91",Birth_TPHE_C1,voi,0.09542,1.1,0.4531,0.856372440944882
"92",Birth_TPHE_C2,voi,0.1285,1.137,0.2702,0.779466666666667
"93",Birth_TPHE_C3,voi,-0.05206,0.9493,0.6786,0.931617511520737
"94",Birth_TPHE_C4,voi,0.1481,1.16,0.1705,0.65175
"95",Birth_TPHE_C5,voi,-0.05621,0.9453,0.704,0.931617511520737
"96",Birth_TPHE_C6,voi,-0.06252,0.9394,0.6545,0.931617511520737
"97",Birth_TPHE_C8,voi,0.1524,1.165,0.1521,0.593665573770492
"98",Birth_TPHE_C9,voi,0.103,1.109,0.386,0.818481578947368
"99",Birth_TPHE_C10,voi,0.1132,1.12,0.2637,0.779466666666667
"100",Birth_TPHE_C11,voi,0.01243,1.013,0.9201,0.960633039647577
"101",Birth_TPHE_C12,voi,-0.3021,0.7392,0.006199,0.1209885
"102",Birth_TPHE_C13,voi,-0.03989,0.9609,0.7651,0.931617511520737
"103",Birth_TPHE_C14,voi,0.03147,1.032,0.809,0.931617511520737
"104",Birth_TPHE_C15,voi,-0.3019,0.7394,0.01343,0.167521578947368
"105",Birth_TPHE_C16,voi,0.09113,1.095,0.383,0.818481578947368
"106",Birth_TPHE_C17,voi,-0.1766,0.8381,0.2656,0.779466666666667
"107",Birth_TPHE_C18,voi,0.1396,1.15,0.2403,0.76992972972973
"108",Birth_TPHE_C20,voi,-0.1038,0.9014,0.4498,0.856372440944882
"109",Birth_TPHE_C21,voi,-0.3774,0.6857,0.0004358,0.0516423
"110",Birth_TPHE_C22,voi,0.2197,1.246,0.1205,0.535444444444445
"111",Birth_TPHE_C23,voi,-0.1361,0.8728,0.2561,0.779466666666667
"112",Birth_TPHE_C24,voi,0.01789,1.018,0.8774,0.943710407239819
"113",Birth_TPHE_C25,voi,-0.0465,0.9546,0.7318,0.931617511520737
"114",Birth_TPHE_C26,voi,-0.1694,0.8441,0.2355,0.76992972972973
"115",Birth_TPHE_C27,voi,-0.1379,0.8712,0.33,0.791915151515151
"116",Discharge_TPHE_C1,voi,0.04754,1.049,0.6285,0.931617511520737
"117",Discharge_TPHE_C2,voi,-0.03032,0.9701,0.75,0.931617511520737
"118",Discharge_TPHE_C3,voi,0.02,1.02,0.8439,0.931617511520737
"119",Discharge_TPHE_C4,voi,-0.03311,0.9674,0.7374,0.931617511520737
"120",Discharge_TPHE_C5,voi,-0.02502,0.9753,0.8094,0.931617511520737
"121",Discharge_TPHE_C6,voi,-0.01672,0.9834,0.8846,0.94437027027027
"122",Discharge_TPHE_C8,voi,0.02459,1.025,0.8153,0.931617511520737
"123",Discharge_TPHE_C9,voi,0.02096,1.021,0.836,0.931617511520737
"124",Discharge_TPHE_C10,voi,0.02426,1.025,0.7995,0.931617511520737
"125",Discharge_TPHE_C11,voi,-0.02697,0.9734,0.8126,0.931617511520737
"126",Discharge_TPHE_C12,voi,0.03263,1.033,0.7592,0.931617511520737
"127",Discharge_TPHE_C13,voi,0.1065,1.112,0.2828,0.779466666666667
"128",Discharge_TPHE_C14,voi,-0.09265,0.9115,0.3882,0.818481578947368
"129",Discharge_TPHE_C15,voi,-0.1163,0.8902,0.3415,0.794647058823529
"130",Discharge_TPHE_C16,voi,-0.03824,0.9625,0.6937,0.931617511520737
"131",Discharge_TPHE_C17,voi,0.02842,1.029,0.8488,0.931617511520737
"132",Discharge_TPHE_C18,voi,0.2537,1.289,0.005964,0.1209885
"133",Discharge_TPHE_C20,voi,-0.09763,0.907,0.3541,0.806939423076923
"134",Discharge_TPHE_C21,voi,-0.05384,0.9476,0.6503,0.931617511520737
"135",Discharge_TPHE_C22,voi,0.06033,1.062,0.5769,0.917619463087248
"136",Discharge_TPHE_C23,voi,0.05659,1.058,0.63,0.931617511520737
"137",Discharge_TPHE_C24,voi,-0.09545,0.909,0.3292,0.791915151515151
"138",Discharge_TPHE_C25,voi,0.05904,1.061,0.5691,0.913090540540541
"139",Discharge_TPHE_C26,voi,-0.1013,0.9037,0.3308,0.791915151515151
"140",Discharge_TPHE_C27,voi,-0.0393,0.9615,0.687,0.931617511520737
"141",OneYear_TPHE_C1,voi,-0.1617,0.8507,0.2175,0.763279411764706
"142",OneYear_TPHE_C2,voi,0.08592,1.09,0.416,0.835525423728814
"143",OneYear_TPHE_C3,voi,-0.1851,0.831,0.08712,0.43854875
"144",OneYear_TPHE_C4,voi,-0.258,0.7726,0.01489,0.1764465
"145",OneYear_TPHE_C5,voi,-0.01907,0.9811,0.874,0.943710407239819
"146",OneYear_TPHE_C6,voi,0.1549,1.168,0.08882,0.43854875
"147",OneYear_TPHE_C8,voi,-0.02417,0.9761,0.8224,0.931617511520737
"148",OneYear_TPHE_C9,voi,-0.109,0.8968,0.3848,0.818481578947368
"149",OneYear_TPHE_C10,voi,-0.2595,0.7714,0.006881,0.1209885
"150",OneYear_TPHE_C11,voi,0.04218,1.043,0.7099,0.931617511520737
"151",OneYear_TPHE_C12,voi,-0.1771,0.8377,0.07896,0.425307272727273
"152",OneYear_TPHE_C13,voi,0.1533,1.166,0.122,0.535444444444445
"153",OneYear_TPHE_C14,voi,-0.1153,0.8911,0.296,0.779466666666667
"154",OneYear_TPHE_C15,voi,-0.05871,0.943,0.5702,0.913090540540541
"155",OneYear_TPHE_C16,voi,0.01814,1.018,0.8366,0.931617511520737
"156",OneYear_TPHE_C17,voi,-0.1437,0.8662,0.1432,0.577235593220339
"157",OneYear_TPHE_C18,voi,0.234,1.264,0.007147,0.1209885
"158",OneYear_TPHE_C20,voi,0.0366,1.037,0.7445,0.931617511520737
"159",OneYear_TPHE_C21,voi,-0.2015,0.8175,0.05995,0.373898684210526
"160",OneYear_TPHE_C22,voi,0.1262,1.135,0.2948,0.779466666666667
"161",OneYear_TPHE_C23,voi,-0.02686,0.9735,0.7931,0.931617511520737
"162",OneYear_TPHE_C24,voi,-0.02915,0.9713,0.7699,0.931617511520737
"163",OneYear_TPHE_C25,voi,0.138,1.148,0.2544,0.779466666666667
"164",OneYear_TPHE_C26,voi,-0.06335,0.9386,0.5697,0.913090540540541
"165",OneYear_TPHE_C27,voi,-0.1284,0.8795,0.2945,0.779466666666667
"166",Birth_TPHE_CD8_C1,voi,0.07278,1.075,0.4827,0.886820930232558
"167",Birth_TPHE_CD8_C2,voi,-0.1132,0.893,0.477,0.8831953125
"168",Birth_TPHE_CD8_C3,voi,-0.1714,0.8424,0.2793,0.779466666666667
"169",Birth_TPHE_CD8_C4,voi,0.03292,1.033,0.7724,0.931617511520737
"170",Birth_TPHE_CD8_C5,voi,0.1448,1.156,0.2317,0.76992972972973
"171",Birth_TPHE_CD8_C6,voi,-0.05074,0.9505,0.6999,0.931617511520737
"172",Birth_TPHE_CD8_C7,voi,0.06472,1.067,0.5832,0.921456
"173",Birth_TPHE_CD8_C8,voi,0.01194,1.012,0.9305,0.965593886462882
"174",Birth_TPHE_CD8_C9,voi,0.03258,1.033,0.8199,0.931617511520737
"175",Birth_TPHE_CD8_C10,voi,-0.003988,0.996,0.9771,0.981240254237288
"176",Birth_TPHE_CD8_C11,voi,-0.1208,0.8862,0.3256,0.791915151515151
"177",Birth_TPHE_CD8_C12,voi,0.2115,1.236,0.051,0.352169189189189
"178",Birth_TPHE_CD8_C13,voi,-0.2732,0.7609,0.01685,0.189061363636364
"179",Birth_TPHE_CD8_C14,voi,0.1344,1.144,0.2572,0.779466666666667
"180",Birth_TPHE_CD8_C15,voi,0.1105,1.117,0.404,0.822815384615385
"181",Birth_TPHE_CD8_C16,voi,0.08171,1.085,0.4351,0.856372440944882
"182",Birth_TPHE_CD8_C17,voi,0.1057,1.112,0.3085,0.791915151515151
"183",Birth_TPHE_CD8_C18,voi,-0.1106,0.8953,0.386,0.818481578947368
"184",Birth_TPHE_CD8_C19,voi,0.1553,1.168,0.1437,0.577235593220339
"185",Birth_TPHE_CD8_C20,voi,-0.3102,0.7333,0.009228,0.1458024
"186",Birth_TPHE_CD8_C21,voi,0.209,1.232,0.08348,0.436543695652174
"187",Birth_TPHE_CD8_C22,voi,0.07717,1.08,0.4589,0.856372440944882
"188",Birth_TPHE_CD8_C23,voi,-0.2808,0.7551,0.02606,0.237546923076923
"189",Birth_TPHE_CD8_C24,voi,-0.05332,0.9481,0.6826,0.931617511520737
"190",Discharge_TPHE_CD8_C1,voi,-0.03484,0.9658,0.7122,0.931617511520737
"191",Discharge_TPHE_CD8_C2,voi,0.04894,1.05,0.6358,0.931617511520737
"192",Discharge_TPHE_CD8_C3,voi,0.05547,1.057,0.6227,0.931617511520737
"193",Discharge_TPHE_CD8_C4,voi,-0.06158,0.9403,0.4917,0.889017293233083
"194",Discharge_TPHE_CD8_C5,voi,-0.02531,0.975,0.7951,0.931617511520737
"195",Discharge_TPHE_CD8_C6,voi,0.1555,1.168,0.07253,0.409276428571429
