"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",Birth_CD4_C1,voi,-0.03388,0.9667,0.6496,0.904121142857143
"2",Birth_CD4_C2,voi,-0.06647,0.9357,0.4615,0.871513636363636
"3",Birth_CD4_C3,voi,-0.007564,0.9925,0.9162,0.9993
"4",Birth_CD4_C4,voi,0.03039,1.031,0.6333,0.904121142857143
"5",Birth_CD4_C5,voi,-0.202,0.8171,0.007825,0.45652125
"6",Birth_CD4_C6,voi,-0.03916,0.9616,0.6443,0.904121142857143
"7",Birth_CD4_C7,voi,0.04868,1.05,0.3923,0.868926168224299
"8",Birth_CD4_C8,voi,-0.05676,0.9448,0.4324,0.871513636363636
"9",Birth_CD4_C9,voi,-0.0003517,0.9996,0.9959,0.9993
"10",Birth_CD4_C10,voi,-0.1274,0.8804,0.0968,0.603726315789474
"11",Birth_CD4_C11,voi,-0.05057,0.9507,0.4826,0.871513636363636
"12",Birth_CD4_C12,voi,-0.01559,0.9845,0.8212,0.971233004926108
"13",Birth_CD4_C13,voi,-0.02669,0.9737,0.7629,0.930863076923077
"14",Birth_CD4_C14,voi,0.0366,1.037,0.6536,0.904121142857143
"15",Birth_CD4_C15,voi,-0.0153,0.9848,0.8292,0.971233004926108
"16",Birth_CD4_C16,voi,-0.002978,0.997,0.9636,0.9993
"17",Birth_CD4_C17,voi,-0.07131,0.9312,0.4691,0.871513636363636
"18",Birth_CD4_C18,voi,-0.0988,0.9059,0.2843,0.72590412371134
"19",Birth_CD8_C1,voi,0.07258,1.075,0.2303,0.6909
"20",Birth_CD8_C2,voi,-0.2275,0.7966,0.003722,0.45652125
"21",Birth_CD8_C3,voi,-0.2052,0.8145,0.009526,0.45652125
"22",Birth_CD8_C4,voi,-0.125,0.8825,0.06623,0.603726315789474
"23",Birth_CD8_C5,voi,0.009803,1.01,0.887,0.990949295774648
"24",Birth_CD8_C6,voi,-0.08386,0.9196,0.2871,0.72590412371134
"25",Birth_CD8_C7,voi,-0.1679,0.8455,0.02425,0.52298
"26",Birth_CD8_C8,voi,-0.004636,0.9954,0.9501,0.9993
"27",Birth_CD8_C9,voi,-0.02174,0.9785,0.7803,0.936987878787879
"28",Birth_CD8_C10,voi,-0.04911,0.9521,0.5081,0.877746428571428
"29",Birth_CD8_C11,voi,-0.103,0.9022,0.1466,0.663217741935484
"30",Birth_CD8_C12,voi,0.06283,1.065,0.4071,0.871513636363636
"31",Discharge_CD4_C1,voi,0.06634,1.069,0.3524,0.81086213592233
"32",Discharge_CD4_C2,voi,-0.004933,0.9951,0.9535,0.9993
"33",Discharge_CD4_C3,voi,-0.0215,0.9787,0.7824,0.936987878787879
"34",Discharge_CD4_C4,voi,0.03908,1.04,0.623,0.904121142857143
"35",Discharge_CD4_C5,voi,0.03062,1.031,0.6918,0.911668681318681
"36",Discharge_CD4_C6,voi,0.0255,1.026,0.7374,0.919809473684211
"37",Discharge_CD4_C7,voi,0.06141,1.063,0.3406,0.799229702970297
"38",Discharge_CD4_C8,voi,0.07469,1.078,0.3751,0.846654285714286
"39",Discharge_CD4_C9,voi,-0.07295,0.9297,0.3045,0.728954545454546
"40",Discharge_CD4_C10,voi,-0.1987,0.8198,0.02621,0.52298
"41",Discharge_CD4_C11,voi,-0.06079,0.941,0.5848,0.904121142857143
"42",Discharge_CD4_C12,voi,-0.03904,0.9617,0.6676,0.904121142857143
"43",Discharge_CD4_C13,voi,-0.1928,0.8247,0.08066,0.603726315789474
"44",Discharge_CD4_C14,voi,0.009077,1.009,0.9129,0.9993
"45",Discharge_CD4_C15,voi,-0.2049,0.8147,0.02541,0.52298
"46",Discharge_CD4_C16,voi,0.03346,1.034,0.6403,0.904121142857143
"47",Discharge_CD4_C17,voi,0.03878,1.04,0.625,0.904121142857143
"48",Discharge_CD4_C18,voi,0.05351,1.055,0.517,0.877746428571428
"49",Discharge_CD8_C1,voi,0.03244,1.033,0.6928,0.911668681318681
"50",Discharge_CD8_C2,voi,-0.05116,0.9501,0.4985,0.875144444444444
"51",Discharge_CD8_C3,voi,-0.02363,0.9766,0.747,0.9249171875
"52",Discharge_CD8_C4,voi,-0.1067,0.8988,0.3169,0.751053
"53",Discharge_CD8_C5,voi,0.01716,1.017,0.8412,0.977276470588235
"54",Discharge_CD8_C6,voi,-0.007566,0.9925,0.9285,0.9993
"55",Discharge_CD8_C7,voi,-0.04546,0.9556,0.6289,0.904121142857143
"56",Discharge_CD8_C8,voi,-0.1429,0.8669,0.08451,0.603726315789474
"57",Discharge_CD8_C9,voi,0.01454,1.015,0.8589,0.987688995215311
"58",Discharge_CD8_C10,voi,-0.1556,0.8559,0.09292,0.603726315789474
"59",Discharge_CD8_C11,voi,-0.1287,0.8793,0.1061,0.613887804878049
"60",Discharge_CD8_C12,voi,0.04735,1.048,0.5886,0.904121142857143
"61",OneYear_CD4_C1,voi,0.1219,1.13,0.05363,0.603726315789474
"62",OneYear_CD4_C2,voi,0.1278,1.136,0.04111,0.603726315789474
"63",OneYear_CD4_C3,voi,-0.1243,0.8831,0.08151,0.603726315789474
"64",OneYear_CD4_C4,voi,0.06962,1.072,0.2404,0.712185
"65",OneYear_CD4_C5,voi,0.05391,1.055,0.4034,0.871513636363636
"66",OneYear_CD4_C6,voi,0.0231,1.023,0.7536,0.92540518134715
"67",OneYear_CD4_C7,voi,0.07833,1.081,0.1566,0.663217741935484
