"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Disch,voiTPHE_4,0.0006958,1.001,0.9988,0.9988
"2",Birth_CD4_C1,voi,0.01522,1.015,0.8916,0.934805286343612
"3",Birth_CD4_C2,voi,0.1441,1.155,0.1415,0.431632098765432
"4",Birth_CD4_C3,voi,0.1498,1.162,0.1537,0.44610487804878
"5",Birth_CD4_C4,voi,0.07697,1.08,0.5212,0.74726265060241
"6",Birth_CD4_C5,voi,0.08543,1.089,0.4298,0.672976315789474
"7",Birth_CD4_C6,voi,0.02798,1.028,0.7898,0.877184259259259
"8",Birth_CD4_C7,voi,-0.2748,0.7597,0.06725,0.275956896551724
"9",Birth_CD4_C8,voi,-0.04216,0.9587,0.7277,0.858316666666667
"10",Birth_CD4_C9,voi,0.1151,1.122,0.2936,0.582306666666667
"11",Birth_CD4_C10,voi,0.09361,1.098,0.4157,0.672976315789474
"12",Birth_CD4_C11,voi,-0.1942,0.8235,0.08288,0.318152258064516
"13",Birth_CD4_C12,voi,0.00465,1.005,0.9663,0.978635744680851
"14",Birth_CD4_C13,voi,-0.09082,0.9132,0.4632,0.69773164556962
"15",Birth_CD4_C14,voi,-0.1114,0.8946,0.378,0.647223021582734
"16",Birth_CD4_C15,voi,-0.1086,0.8971,0.3396,0.61698320610687
"17",Birth_CD4_C16,voi,-0.2494,0.7792,0.0358,0.231760540540541
"18",Birth_CD4_C17,voi,0.1374,1.147,0.2677,0.571625
"19",Birth_CD4_C18,voi,0.07048,1.073,0.6148,0.803969230769231
"20",Birth_CD8_C1,voi,-0.04362,0.9573,0.6728,0.842770526315789
"21",Birth_CD8_C2,voi,0.001458,1.001,0.988,0.992168776371308
"22",Birth_CD8_C3,voi,0.03042,1.031,0.7949,0.877184259259259
"23",Birth_CD8_C4,voi,0.1014,1.107,0.4123,0.672976315789474
"24",Birth_CD8_C5,voi,0.03739,1.038,0.7637,0.877184259259259
"25",Birth_CD8_C6,voi,0.1635,1.178,0.1314,0.416976
"26",Birth_CD8_C7,voi,0.02993,1.03,0.7918,0.877184259259259
"27",Birth_CD8_C8,voi,-0.0224,0.9778,0.8392,0.907861818181818
"28",Birth_CD8_C9,voi,0.09911,1.104,0.3492,0.626970149253731
"29",Birth_CD8_C10,voi,0.007147,1.007,0.9476,0.968343347639485
"30",Birth_CD8_C11,voi,-0.1736,0.8407,0.1237,0.408897222222222
"31",Birth_CD8_C12,voi,-0.1058,0.8996,0.3143,0.5918390625
"32",Discharge_CD4_C1,voi,0.1909,1.21,0.06043,0.27361649122807
"33",Discharge_CD4_C2,voi,0.1977,1.219,0.0309,0.227686666666667
"34",Discharge_CD4_C3,voi,0.2082,1.231,0.02067,0.19516
"35",Discharge_CD4_C4,voi,0.1384,1.148,0.09578,0.345388484848485
"36",Discharge_CD4_C5,voi,0.09278,1.097,0.3383,0.61698320610687
"37",Discharge_CD4_C6,voi,0.1724,1.188,0.06081,0.27361649122807
"38",Discharge_CD4_C7,voi,-0.1385,0.8707,0.2458,0.54167037037037
"39",Discharge_CD4_C8,voi,0.1497,1.161,0.08814,0.322728
"40",Discharge_CD4_C9,voi,0.03514,1.036,0.7357,0.858316666666667
"41",Discharge_CD4_C10,voi,0.05748,1.059,0.606,0.796839779005525
"42",Discharge_CD4_C11,voi,-0.03641,0.9642,0.6769,0.843467015706806
"43",Discharge_CD4_C12,voi,0.04138,1.042,0.6573,0.827711111111111
"44",Discharge_CD4_C13,voi,-0.2005,0.8183,0.05148,0.268629565217391
"45",Discharge_CD4_C14,voi,-0.1126,0.8935,0.2762,0.57808947368421
"46",Discharge_CD4_C15,voi,0.03341,1.034,0.7354,0.858316666666667
"47",Discharge_CD4_C16,voi,-0.1006,0.9043,0.3153,0.5918390625
"48",Discharge_CD4_C17,voi,0.1004,1.106,0.3159,0.5918390625
"49",Discharge_CD4_C18,voi,0.115,1.122,0.2297,0.52768
"50",Discharge_CD8_C1,voi,0.01035,1.01,0.9139,0.945687826086957
"51",Discharge_CD8_C2,voi,-0.1215,0.8856,0.2028,0.506771717171717
"52",Discharge_CD8_C3,voi,-0.1128,0.8934,0.2429,0.540282242990654
"53",Discharge_CD8_C4,voi,0.1422,1.153,0.1312,0.416976
"54",Discharge_CD8_C5,voi,0.02257,1.023,0.8167,0.891626605504587
"55",Discharge_CD8_C6,voi,0.2789,1.322,0.01348,0.166124
"56",Discharge_CD8_C7,voi,0.1519,1.164,0.1379,0.426236363636364
"57",Discharge_CD8_C8,voi,-0.09126,0.9128,0.3666,0.637214598540146
"58",Discharge_CD8_C9,voi,0.1266,1.135,0.2104,0.506771717171717
"59",Discharge_CD8_C10,voi,0.06741,1.07,0.5118,0.742734146341463
"60",Discharge_CD8_C11,voi,0.03028,1.031,0.7734,0.877184259259259
