"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,0.4531,1.573,0.3671,0.884394642857143
"2",TPHE_IST_Disch,voiTPHE_3,0.02353,1.024,0.962,0.9906
"3",TPHE_IST_Disch,voiTPHE_4,0.9298,2.534,0.1081,0.6853725
"4",TPHE_IST_Disch,voiTPHE_5,-0.07106,0.9314,0.9029,0.9906
"5",TPHE_IST_1YR,voiTPHE_7,0.393,1.481,0.3945,0.884394642857143
"6",ICS_IST_Birth,voiICS_2,0.2302,1.259,0.6852,0.9906
"7",ICS_IST_Birth,voiICS_3,0.7763,2.173,0.2442,0.873634285714286
"8",ICS_IST_Birth,voiICS_4,0.8409,2.318,0.143,0.726673469387755
"9",ICS_IST_Birth,voiICS_6,0.5656,1.761,0.3582,0.884394642857143
"10",ICS_IST_Disch,voiICS_2,0.107,1.113,0.8719,0.9906
"11",ICS_IST_Disch,voiICS_5,0.7326,2.081,0.24,0.873634285714286
"12",ICS_IST_Disch,voiICS_6,0.6075,1.836,0.2802,0.884394642857143
"13",Birth_CD4_C1,voi,-0.02964,0.9708,0.8683,0.9906
"14",Birth_CD4_C2,voi,0.2122,1.236,0.1409,0.726673469387755
"15",Birth_CD4_C3,voi,-0.08038,0.9228,0.6518,0.9906
"16",Birth_CD4_C4,voi,0.03193,1.032,0.8281,0.9906
"17",Birth_CD4_C5,voi,0.06298,1.065,0.7043,0.9906
"18",Birth_CD4_C6,voi,0.2733,1.314,0.08609,0.655748823529412
"19",Birth_CD4_C7,voi,-0.05616,0.9454,0.6886,0.9906
"20",Birth_CD4_C8,voi,-0.04088,0.9599,0.7927,0.9906
"21",Birth_CD4_C9,voi,-0.1628,0.8498,0.3749,0.884394642857143
"22",Birth_CD4_C10,voi,0.251,1.285,0.1677,0.745666071428571
"23",Birth_CD4_C11,voi,-0.02781,0.9726,0.8703,0.9906
"24",Birth_CD4_C12,voi,-0.1038,0.9014,0.5189,0.941689130434783
"25",Birth_CD4_C13,voi,0.2859,1.331,0.1466,0.730068
"26",Birth_CD4_C14,voi,0.06787,1.07,0.6602,0.9906
"27",Birth_CD4_C15,voi,-0.1581,0.8538,0.3733,0.884394642857143
"28",Birth_CD4_C16,voi,-0.2449,0.7828,0.1638,0.744736363636364
"29",Birth_CD4_C17,voi,-0.02612,0.9742,0.8777,0.9906
"30",Birth_CD4_C18,voi,-0.2512,0.7778,0.2202,0.842072727272727
"31",Birth_CD8_C1,voi,0.1083,1.114,0.4488,0.930560330578512
"32",Birth_CD8_C2,voi,0.0311,1.032,0.8677,0.9906
"33",Birth_CD8_C3,voi,0.01534,1.015,0.9329,0.9906
"34",Birth_CD8_C4,voi,-0.1645,0.8484,0.3576,0.884394642857143
"35",Birth_CD8_C5,voi,-0.4014,0.6694,0.0259,0.293140909090909
"36",Birth_CD8_C6,voi,-0.1563,0.8553,0.3478,0.884394642857143
"37",Birth_CD8_C7,voi,-0.1031,0.902,0.5454,0.961981690140845
"38",Birth_CD8_C8,voi,0.1583,1.171,0.387,0.884394642857143
"39",Birth_CD8_C9,voi,-0.0679,0.9344,0.6595,0.9906
"40",Birth_CD8_C10,voi,0.1084,1.114,0.5007,0.941689130434783
"41",Birth_CD8_C11,voi,-0.1187,0.8881,0.4587,0.934528125
"42",Birth_CD8_C12,voi,0.06302,1.065,0.6884,0.9906
"43",Discharge_CD4_C1,voi,0.1661,1.181,0.2775,0.884394642857143
"44",Discharge_CD4_C2,voi,0.02232,1.023,0.8837,0.9906
"45",Discharge_CD4_C3,voi,0.01245,1.013,0.9393,0.9906
"46",Discharge_CD4_C4,voi,0.04087,1.042,0.7715,0.9906
"47",Discharge_CD4_C5,voi,0.1008,1.106,0.4763,0.934528125
"48",Discharge_CD4_C6,voi,-0.1529,0.8582,0.3678,0.884394642857143
"49",Discharge_CD4_C7,voi,0.0473,1.048,0.7597,0.9906
"50",Discharge_CD4_C8,voi,0.04182,1.043,0.7829,0.9906
"51",Discharge_CD4_C9,voi,-0.01897,0.9812,0.9128,0.9906
"52",Discharge_CD4_C10,voi,0.03968,1.04,0.8081,0.9906
"53",Discharge_CD4_C11,voi,-0.003644,0.9964,0.982,0.9906
"54",Discharge_CD4_C12,voi,-0.0101,0.99,0.9476,0.9906
"55",Discharge_CD4_C13,voi,0.1582,1.171,0.3946,0.884394642857143
"56",Discharge_CD4_C14,voi,0.01913,1.019,0.9022,0.9906
"57",Discharge_CD4_C15,voi,0.002218,1.002,0.9891,0.9906
"58",Discharge_CD4_C16,voi,-0.1612,0.8511,0.3581,0.884394642857143
"59",Discharge_CD4_C17,voi,-0.0583,0.9434,0.7055,0.9906
"60",Discharge_CD4_C18,voi,-0.09955,0.9052,0.5486,0.961981690140845
"61",Discharge_CD8_C1,voi,0.1402,1.151,0.3021,0.884394642857143
"62",Discharge_CD8_C2,voi,0.1,1.105,0.4712,0.934528125
"63",Discharge_CD8_C3,voi,0.144,1.155,0.3025,0.884394642857143
"64",Discharge_CD8_C4,voi,0.09914,1.104,0.513,0.941689130434783
"65",Discharge_CD8_C5,voi,0.03909,1.04,0.7924,0.9906
"66",Discharge_CD8_C6,voi,-0.0589,0.9428,0.727,0.9906
"67",Discharge_CD8_C7,voi,-0.002451,0.9976,0.9881,0.9906
"68",Discharge_CD8_C8,voi,0.04467,1.046,0.8005,0.9906
"69",Discharge_CD8_C9,voi,-0.174,0.8403,0.2785,0.884394642857143
"70",Discharge_CD8_C10,voi,-0.07081,0.9316,0.6913,0.9906
"71",Discharge_CD8_C11,voi,0.05168,1.053,0.7391,0.9906
"72",Discharge_CD8_C12,voi,0.1189,1.126,0.477,0.934528125
"73",OneYear_CD4_C1,voi,0.01922,1.019,0.9034,0.9906
"74",OneYear_CD4_C2,voi,-0.2418,0.7852,0.2071,0.828023809523809
"75",OneYear_CD4_C3,voi,0.165,1.179,0.3094,0.884394642857143
"76",OneYear_CD4_C4,voi,0.002378,1.002,0.9874,0.9906
"77",OneYear_CD4_C5,voi,0.09232,1.097,0.5373,0.960784285714286
"78",OneYear_CD4_C6,voi,-0.04412,0.9568,0.7919,0.9906
"79",OneYear_CD4_C7,voi,-0.01502,0.9851,0.9172,0.9906
"80",OneYear_CD4_C8,voi,0.01031,1.01,0.9496,0.9906
"81",OneYear_CD4_C9,voi,0.0312,1.032,0.8537,0.9906
"82",OneYear_CD4_C10,voi,0.2149,1.24,0.136,0.726673469387755
"83",OneYear_CD4_C11,voi,0.03079,1.031,0.8483,0.9906
"84",OneYear_CD4_C12,voi,0.02505,1.025,0.8736,0.9906
"85",OneYear_CD4_C13,voi,0.03295,1.033,0.8522,0.9906
"86",OneYear_CD4_C14,voi,-0.09511,0.9093,0.5402,0.960784285714286
"87",OneYear_CD4_C15,voi,0.1114,1.118,0.4621,0.934528125
"88",OneYear_CD4_C16,voi,0.0881,1.092,0.5816,0.985159183673469
"89",OneYear_CD4_C17,voi,0.08242,1.086,0.6059,0.9906
"90",OneYear_CD4_C18,voi,0.01707,1.017,0.913,0.9906
"91",OneYear_CD8_C1,voi,0.08431,1.088,0.5755,0.985159183673469
