"","var_names","voi_names","var_coeffs","var_exp_coeffs","variable_pvals","adj_variable_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,-0.1822,0.8334,0.4606,0.965479411764706
"2",TPHE_IST_Disch,voiTPHE_2,-0.1022,0.9028,0.5937,0.965479411764706
"3",TPHE_IST_Disch,voiTPHE_3,0.09345,1.098,0.5372,0.965479411764706
"4",TPHE_IST_Disch,voiTPHE_4,0.03468,1.035,0.8824,0.965479411764706
"5",TPHE_IST_Disch,voiTPHE_5,-0.04723,0.9539,0.8052,0.965479411764706
"6",TPHE_IST_1YR,voiTPHE_7,-0.1578,0.854,0.4088,0.965479411764706
"7",ICS_IST_Birth,voiICS_2,0.07448,1.077,0.5958,0.965479411764706
"8",ICS_IST_Birth,voiICS_4,-0.06795,0.9343,0.7186,0.965479411764706
"9",ICS_IST_Disch,voiICS_5,0.3061,1.358,0.04796,0.896445333333333
"10",ICS_IST_Disch,voiICS_6,0.2275,1.255,0.1106,0.965479411764706
"11",Birth_CD4_C1,voi,0.0599,1.062,0.2147,0.965479411764706
"12",Birth_CD4_C2,voi,-0.02946,0.971,0.686,0.965479411764706
"13",Birth_CD4_C3,voi,0.04982,1.051,0.3665,0.965479411764706
"14",Birth_CD4_C4,voi,-0.04696,0.9541,0.3172,0.965479411764706
"15",Birth_CD4_C5,voi,-0.005145,0.9949,0.9208,0.965479411764706
"16",Birth_CD4_C6,voi,-0.07661,0.9262,0.2658,0.965479411764706
"17",Birth_CD4_C7,voi,0.1002,1.105,0.1374,0.965479411764706
"18",Birth_CD4_C8,voi,-0.1038,0.9014,0.01804,0.556985
"19",Birth_CD4_C9,voi,0.1082,1.114,0.07878,0.965479411764706
"20",Birth_CD4_C10,voi,-0.0134,0.9867,0.8852,0.965479411764706
"21",Birth_CD4_C11,voi,0.03506,1.036,0.5814,0.965479411764706
"22",Birth_CD4_C12,voi,0.02201,1.022,0.6396,0.965479411764706
"23",Birth_CD4_C13,voi,-0.007668,0.9924,0.9292,0.965479411764706
"24",Birth_CD4_C14,voi,0.007652,1.008,0.8816,0.965479411764706
"25",Birth_CD4_C15,voi,-0.05352,0.9479,0.39,0.965479411764706
"26",Birth_CD4_C16,voi,-0.04405,0.9569,0.4808,0.965479411764706
"27",Birth_CD4_C17,voi,-0.05263,0.9487,0.3287,0.965479411764706
"28",Birth_CD4_C18,voi,-0.03892,0.9618,0.5766,0.965479411764706
"29",Birth_CD8_C1,voi,0.04507,1.046,0.4403,0.965479411764706
"30",Birth_CD8_C2,voi,-0.08653,0.9171,0.3392,0.965479411764706
"31",Birth_CD8_C3,voi,-0.05878,0.9429,0.1722,0.965479411764706
"32",Birth_CD8_C4,voi,0.05912,1.061,0.3031,0.965479411764706
"33",Birth_CD8_C5,voi,-0.02232,0.9779,0.7305,0.965479411764706
"34",Birth_CD8_C6,voi,0.01635,1.016,0.7498,0.965479411764706
"35",Birth_CD8_C7,voi,-0.03483,0.9658,0.5486,0.965479411764706
"36",Birth_CD8_C8,voi,0.0101,1.01,0.8975,0.965479411764706
"37",Birth_CD8_C9,voi,-0.01408,0.986,0.8234,0.965479411764706
"38",Birth_CD8_C10,voi,0.02955,1.03,0.5367,0.965479411764706
"39",Birth_CD8_C11,voi,-0.1007,0.9042,0.1381,0.965479411764706
"40",Birth_CD8_C12,voi,0.006083,1.006,0.9116,0.965479411764706
"41",Discharge_CD4_C1,voi,-0.0582,0.9435,0.2248,0.965479411764706
"42",Discharge_CD4_C2,voi,-0.03746,0.9632,0.4957,0.965479411764706
"43",Discharge_CD4_C3,voi,-0.01882,0.9814,0.7386,0.965479411764706
"44",Discharge_CD4_C4,voi,-0.0056,0.9944,0.9178,0.965479411764706
"45",Discharge_CD4_C5,voi,-0.01561,0.9845,0.7335,0.965479411764706
"46",Discharge_CD4_C6,voi,-0.03112,0.9694,0.6113,0.965479411764706
