estimate,std.error,statistic,p.value,term,response,voi,produced_warning
NA,NA,NA,0.08145058283506068,anova,NAS_5,Discharge_TPHE_C17,NA
4.556,0.1076,42.35,0,log_alpha,NAS_5,Discharge_TPHE_C21,FALSE
0.7727,0.1224,6.31,2.784e-10,log_beta,NAS_5,Discharge_TPHE_C21,FALSE
-0.4104,0.2187,-1.876,0.06063,MODVaginal,NAS_5,Discharge_TPHE_C21,FALSE
0.06774,0.1071,0.6327,0.5269,voi,NAS_5,Discharge_TPHE_C21,FALSE
NA,NA,NA,0.5268168793968449,anova,NAS_5,Discharge_TPHE_C21,NA
4.551,0.109,41.73,0,log_alpha,NAS_5,Discharge_TPHE_C22,FALSE
0.7698,0.1226,6.282,3.349e-10,log_beta,NAS_5,Discharge_TPHE_C22,FALSE
-0.425,0.2162,-1.965,0.04936,MODVaginal,NAS_5,Discharge_TPHE_C22,FALSE
-0.05705,0.1154,-0.4945,0.6209,voi,NAS_5,Discharge_TPHE_C22,FALSE
NA,NA,NA,0.6192258626053981,anova,NAS_5,Discharge_TPHE_C22,NA
4.55,0.1079,42.18,0,log_alpha,NAS_5,Discharge_TPHE_C24,FALSE
0.7739,0.1227,6.309,2.817e-10,log_beta,NAS_5,Discharge_TPHE_C24,FALSE
-0.3363,0.2433,-1.382,0.167,MODVaginal,NAS_5,Discharge_TPHE_C24,FALSE
0.1067,0.1211,0.8811,0.3783,voi,NAS_5,Discharge_TPHE_C24,FALSE
NA,NA,NA,0.3790015234448978,anova,NAS_5,Discharge_TPHE_C24,NA
4.547,0.1033,44.01,0,log_alpha,NAS_5,Discharge_TPHE_C25,FALSE
0.813,0.1234,6.588,4.459e-11,log_beta,NAS_5,Discharge_TPHE_C25,FALSE
-0.2779,0.2199,-1.264,0.2063,MODVaginal,NAS_5,Discharge_TPHE_C25,FALSE
-0.2104,0.103,-2.043,0.04108,voi,NAS_5,Discharge_TPHE_C25,FALSE
NA,NA,NA,0.04466164326551869,anova,NAS_5,Discharge_TPHE_C25,NA
4.543,0.1038,43.75,0,log_alpha,NAS_5,Discharge_TPHE_C26,FALSE
0.8112,0.1232,6.585,4.554e-11,log_beta,NAS_5,Discharge_TPHE_C26,FALSE
-0.2277,0.2309,-0.9862,0.324,MODVaginal,NAS_5,Discharge_TPHE_C26,FALSE
0.2286,0.1124,2.034,0.042,voi,NAS_5,Discharge_TPHE_C26,FALSE
NA,NA,NA,0.044907592551925,anova,NAS_5,Discharge_TPHE_C26,NA
4.552,0.108,42.15,0,log_alpha,NAS_5,Discharge_TPHE_C27,FALSE
0.7729,0.1224,6.315,2.707e-10,log_beta,NAS_5,Discharge_TPHE_C27,FALSE
-0.4406,0.2141,-2.057,0.03965,MODVaginal,NAS_5,Discharge_TPHE_C27,FALSE
0.07781,0.09834,0.7913,0.4288,voi,NAS_5,Discharge_TPHE_C27,FALSE
NA,NA,NA,0.4289418808625045,anova,NAS_5,Discharge_TPHE_C27,NA
4.476,0.1178,38.01,0,log_alpha,NAS_5,OneYear_TPHE_C1,FALSE
0.7633,0.131,5.826,5.693e-9,log_beta,NAS_5,OneYear_TPHE_C1,FALSE
-0.4166,0.2345,-1.776,0.07566,MODVaginal,NAS_5,OneYear_TPHE_C1,FALSE
0.02065,0.1003,0.206,0.8368,voi,NAS_5,OneYear_TPHE_C1,FALSE
NA,NA,NA,0.8371884736702169,anova,NAS_5,OneYear_TPHE_C1,NA
4.469,0.1178,37.94,0,log_alpha,NAS_5,OneYear_TPHE_C2,FALSE
0.7681,0.1313,5.851,4.898e-9,log_beta,NAS_5,OneYear_TPHE_C2,FALSE
-0.4124,0.2331,-1.77,0.07679,MODVaginal,NAS_5,OneYear_TPHE_C2,FALSE
-0.08164,0.1188,-0.6874,0.4918,voi,NAS_5,OneYear_TPHE_C2,FALSE
NA,NA,NA,0.4949977291906046,anova,NAS_5,OneYear_TPHE_C2,NA
4.478,0.1178,38.03,0,log_alpha,NAS_5,OneYear_TPHE_C3,FALSE
0.7624,0.1311,5.817,5.993e-9,log_beta,NAS_5,OneYear_TPHE_C3,FALSE
-0.4159,0.2352,-1.769,0.07695,MODVaginal,NAS_5,OneYear_TPHE_C3,FALSE
-0.03875,0.1193,-0.3249,0.7453,voi,NAS_5,OneYear_TPHE_C3,FALSE
NA,NA,NA,0.7442781525138906,anova,NAS_5,OneYear_TPHE_C3,NA
4.474,0.1177,38.03,0,log_alpha,NAS_5,OneYear_TPHE_C4,FALSE
0.7642,0.1309,5.836,5.34e-9,log_beta,NAS_5,OneYear_TPHE_C4,FALSE
-0.4237,0.2348,-1.805,0.07114,MODVaginal,NAS_5,OneYear_TPHE_C4,FALSE
0.04226,0.1036,0.4078,0.6834,voi,NAS_5,OneYear_TPHE_C4,FALSE
NA,NA,NA,0.6805706442290167,anova,NAS_5,OneYear_TPHE_C4,NA
4.476,0.118,37.93,0,log_alpha,NAS_5,OneYear_TPHE_C5,FALSE
0.7619,0.1311,5.814,6.116e-9,log_beta,NAS_5,OneYear_TPHE_C5,FALSE
-0.4083,0.2387,-1.711,0.08713,MODVaginal,NAS_5,OneYear_TPHE_C5,FALSE
0.02403,0.1114,0.2157,0.8292,voi,NAS_5,OneYear_TPHE_C5,FALSE
NA,NA,NA,0.8290308311512835,anova,NAS_5,OneYear_TPHE_C5,NA
4.473,0.1173,38.15,0,log_alpha,NAS_5,OneYear_TPHE_C6,FALSE
0.7675,0.1311,5.854,4.786e-9,log_beta,NAS_5,OneYear_TPHE_C6,FALSE
-0.4114,0.2342,-1.756,0.07901,MODVaginal,NAS_5,OneYear_TPHE_C6,FALSE
0.08163,0.1178,0.6927,0.4885,voi,NAS_5,OneYear_TPHE_C6,FALSE
NA,NA,NA,0.4884092644622867,anova,NAS_5,OneYear_TPHE_C6,NA
4.468,0.1156,38.65,0,log_alpha,NAS_5,OneYear_TPHE_C8,FALSE
0.7835,0.1315,5.959,2.538e-9,log_beta,NAS_5,OneYear_TPHE_C8,FALSE
-0.3967,0.2301,-1.724,0.08467,MODVaginal,NAS_5,OneYear_TPHE_C8,FALSE
0.1322,0.1002,1.32,0.1868,voi,NAS_5,OneYear_TPHE_C8,FALSE
NA,NA,NA,0.19903145650815368,anova,NAS_5,OneYear_TPHE_C8,NA
4.471,0.1174,38.1,0,log_alpha,NAS_5,OneYear_TPHE_C9,FALSE
0.768,0.131,5.863,4.55e-9,log_beta,NAS_5,OneYear_TPHE_C9,FALSE
-0.4009,0.2348,-1.707,0.08778,MODVaginal,NAS_5,OneYear_TPHE_C9,FALSE
0.07048,0.1017,0.6932,0.4882,voi,NAS_5,OneYear_TPHE_C9,FALSE
NA,NA,NA,0.4879473326353362,anova,NAS_5,OneYear_TPHE_C9,NA
4.473,0.1176,38.02,0,log_alpha,NAS_5,OneYear_TPHE_C10,FALSE
0.765,0.131,5.84,5.231e-9,log_beta,NAS_5,OneYear_TPHE_C10,FALSE
-0.4258,0.2345,-1.815,0.06949,MODVaginal,NAS_5,OneYear_TPHE_C10,FALSE
0.0503,0.1015,0.4957,0.6201,voi,NAS_5,OneYear_TPHE_C10,FALSE
NA,NA,NA,0.6148279858570973,anova,NAS_5,OneYear_TPHE_C10,NA
4.471,0.1166,38.36,0,log_alpha,NAS_5,OneYear_TPHE_C11,FALSE
0.7734,0.1314,5.887,3.923e-9,log_beta,NAS_5,OneYear_TPHE_C11,FALSE
-0.4016,0.2328,-1.725,0.08449,MODVaginal,NAS_5,OneYear_TPHE_C11,FALSE
0.09539,0.1074,0.8879,0.3746,voi,NAS_5,OneYear_TPHE_C11,FALSE
NA,NA,NA,0.3782973956926463,anova,NAS_5,OneYear_TPHE_C11,NA
4.485,0.117,38.34,0,log_alpha,NAS_5,OneYear_TPHE_C12,FALSE
0.7719,0.1312,5.881,4.071e-9,log_beta,NAS_5,OneYear_TPHE_C12,FALSE
-0.3543,0.2425,-1.461,0.1439,MODVaginal,NAS_5,OneYear_TPHE_C12,FALSE
-0.1092,0.122,-0.8951,0.3707,voi,NAS_5,OneYear_TPHE_C12,FALSE
NA,NA,NA,0.37249617699205206,anova,NAS_5,OneYear_TPHE_C12,NA
4.476,0.116,38.58,0,log_alpha,NAS_5,OneYear_TPHE_C13,FALSE
0.775,0.1314,5.896,3.714e-9,log_beta,NAS_5,OneYear_TPHE_C13,FALSE
-0.4007,0.2315,-1.731,0.0835,MODVaginal,NAS_5,OneYear_TPHE_C13,FALSE
-0.09316,0.1116,-0.835,0.4037,voi,NAS_5,OneYear_TPHE_C13,FALSE
NA,NA,NA,0.4084816912762559,anova,NAS_5,OneYear_TPHE_C13,NA
4.466,0.1194,37.4,0,log_alpha,NAS_5,OneYear_TPHE_C14,FALSE
0.7623,0.1307,5.832,5.482e-9,log_beta,NAS_5,OneYear_TPHE_C14,FALSE
-0.4321,0.2362,-1.83,0.06727,MODVaginal,NAS_5,OneYear_TPHE_C14,FALSE
-0.09809,0.1355,-0.7238,0.4692,voi,NAS_5,OneYear_TPHE_C14,FALSE
NA,NA,NA,0.46875026585394963,anova,NAS_5,OneYear_TPHE_C14,NA
4.473,0.117,38.22,0,log_alpha,NAS_5,OneYear_TPHE_C15,FALSE
0.7684,0.1312,5.856,4.746e-9,log_beta,NAS_5,OneYear_TPHE_C15,FALSE
-0.4471,0.2373,-1.884,0.05959,MODVaginal,NAS_5,OneYear_TPHE_C15,FALSE
0.0795,0.1159,0.6861,0.4927,voi,NAS_5,OneYear_TPHE_C15,FALSE
NA,NA,NA,0.49319502149108974,anova,NAS_5,OneYear_TPHE_C15,NA
4.476,0.1177,38.03,0,log_alpha,NAS_5,OneYear_TPHE_C16,FALSE
0.763,0.131,5.823,5.783e-9,log_beta,NAS_5,OneYear_TPHE_C16,FALSE
-0.422,0.2376,-1.776,0.07575,MODVaginal,NAS_5,OneYear_TPHE_C16,FALSE
0.01331,0.09873,0.1348,0.8928,voi,NAS_5,OneYear_TPHE_C16,FALSE
NA,NA,NA,0.8929389957817999,anova,NAS_5,OneYear_TPHE_C16,NA
4.461,0.117,38.13,0,log_alpha,NAS_5,OneYear_TPHE_C17,FALSE
0.7779,0.1305,5.963,2.48e-9,log_beta,NAS_5,OneYear_TPHE_C17,FALSE
-0.4331,0.2328,-1.86,0.06286,MODVaginal,NAS_5,OneYear_TPHE_C17,FALSE
0.1504,0.1113,1.351,0.1766,voi,NAS_5,OneYear_TPHE_C17,FALSE
NA,NA,NA,0.17103589837550115,anova,NAS_5,OneYear_TPHE_C17,NA
4.475,0.1173,38.15,0,log_alpha,NAS_5,OneYear_TPHE_C21,FALSE
0.7656,0.131,5.843,5.131e-9,log_beta,NAS_5,OneYear_TPHE_C21,FALSE
-0.4218,0.234,-1.803,0.07144,MODVaginal,NAS_5,OneYear_TPHE_C21,FALSE
0.04588,0.1123,0.4086,0.6829,voi,NAS_5,OneYear_TPHE_C21,FALSE
NA,NA,NA,0.6832284989411701,anova,NAS_5,OneYear_TPHE_C21,NA
4.468,0.1184,37.73,0,log_alpha,NAS_5,OneYear_TPHE_C22,FALSE
0.7655,0.1308,5.853,4.815e-9,log_beta,NAS_5,OneYear_TPHE_C22,FALSE
-0.4011,0.2353,-1.705,0.08819,MODVaginal,NAS_5,OneYear_TPHE_C22,FALSE
-0.08854,0.1259,-0.7033,0.4819,voi,NAS_5,OneYear_TPHE_C22,FALSE
NA,NA,NA,0.4797065311318215,anova,NAS_5,OneYear_TPHE_C22,NA
4.467,0.1159,38.54,0,log_alpha,NAS_5,OneYear_TPHE_C23,FALSE
0.786,0.1307,6.015,1.795e-9,log_beta,NAS_5,OneYear_TPHE_C23,FALSE
-0.359,0.2332,-1.54,0.1236,MODVaginal,NAS_5,OneYear_TPHE_C23,FALSE
0.1761,0.1108,1.589,0.112,voi,NAS_5,OneYear_TPHE_C23,FALSE
NA,NA,NA,0.11015190928538088,anova,NAS_5,OneYear_TPHE_C23,NA
4.477,0.1175,38.11,0,log_alpha,NAS_5,OneYear_TPHE_C24,FALSE
0.7631,0.131,5.823,5.783e-9,log_beta,NAS_5,OneYear_TPHE_C24,FALSE
-0.4199,0.2396,-1.753,0.07964,MODVaginal,NAS_5,OneYear_TPHE_C24,FALSE
-0.007128,0.1157,-0.06162,0.9509,voi,NAS_5,OneYear_TPHE_C24,FALSE
NA,NA,NA,0.9508464885931492,anova,NAS_5,OneYear_TPHE_C24,NA
4.475,0.1166,38.38,0,log_alpha,NAS_5,OneYear_TPHE_C25,FALSE
0.77,0.1315,5.857,4.7e-9,log_beta,NAS_5,OneYear_TPHE_C25,FALSE
-0.3984,0.2347,-1.698,0.08959,MODVaginal,NAS_5,OneYear_TPHE_C25,FALSE
-0.06765,0.1068,-0.6333,0.5266,voi,NAS_5,OneYear_TPHE_C25,FALSE
NA,NA,NA,0.5291001252245529,anova,NAS_5,OneYear_TPHE_C25,NA
4.476,0.1177,38.03,0,log_alpha,NAS_5,OneYear_TPHE_C26,FALSE
0.7627,0.131,5.822,5.799e-9,log_beta,NAS_5,OneYear_TPHE_C26,FALSE
-0.4311,0.2445,-1.763,0.07796,MODVaginal,NAS_5,OneYear_TPHE_C26,FALSE
-0.02485,0.1216,-0.2043,0.8381,voi,NAS_5,OneYear_TPHE_C26,FALSE
NA,NA,NA,0.8377106843872425,anova,NAS_5,OneYear_TPHE_C26,NA
4.479,0.1179,37.98,0,log_alpha,NAS_5,OneYear_TPHE_C27,FALSE
0.7638,0.1312,5.823,5.782e-9,log_beta,NAS_5,OneYear_TPHE_C27,FALSE
-0.4155,0.2346,-1.771,0.07658,MODVaginal,NAS_5,OneYear_TPHE_C27,FALSE
-0.01547,0.1094,-0.1414,0.8875,voi,NAS_5,OneYear_TPHE_C27,FALSE
NA,NA,NA,0.8876331835345546,anova,NAS_5,OneYear_TPHE_C27,NA
4.474,0.1213,36.88,0,log_alpha,NAS_5,Birth_TPHE_CD8_C1,FALSE
0.7491,0.1326,5.648,1.627e-8,log_beta,NAS_5,Birth_TPHE_CD8_C1,FALSE
-0.3387,0.2425,-1.397,0.1624,MODVaginal,NAS_5,Birth_TPHE_CD8_C1,FALSE
-0.03687,0.1076,-0.3426,0.7319,voi,NAS_5,Birth_TPHE_CD8_C1,FALSE
NA,NA,NA,0.7289802815780466,anova,NAS_5,Birth_TPHE_CD8_C1,NA
4.476,0.1192,37.54,0,log_alpha,NAS_5,Birth_TPHE_CD8_C2,FALSE
0.765,0.1336,5.725,1.034e-8,log_beta,NAS_5,Birth_TPHE_CD8_C2,FALSE
-0.3003,0.2401,-1.251,0.2111,MODVaginal,NAS_5,Birth_TPHE_CD8_C2,FALSE
-0.1341,0.1192,-1.125,0.2605,voi,NAS_5,Birth_TPHE_CD8_C2,FALSE
NA,NA,NA,0.25733976522186053,anova,NAS_5,Birth_TPHE_CD8_C2,NA
4.474,0.1102,40.61,0,log_alpha,NAS_5,Birth_TPHE_CD8_C3,FALSE
0.845,0.1369,6.171,6.771e-10,log_beta,NAS_5,Birth_TPHE_CD8_C3,FALSE
-0.08993,0.2347,-0.3831,0.7016,MODVaginal,NAS_5,Birth_TPHE_CD8_C3,FALSE
-0.3526,0.1229,-2.868,0.004126,voi,NAS_5,Birth_TPHE_CD8_C3,FALSE
NA,NA,NA,0.006061185058327978,anova,NAS_5,Birth_TPHE_CD8_C3,NA
4.469,0.1212,36.88,0,log_alpha,NAS_5,Birth_TPHE_CD8_C5,FALSE
0.751,0.1325,5.669,1.436e-8,log_beta,NAS_5,Birth_TPHE_CD8_C5,FALSE
-0.3058,0.2509,-1.219,0.2228,MODVaginal,NAS_5,Birth_TPHE_CD8_C5,FALSE
-0.07618,0.1327,-0.5741,0.5659,voi,NAS_5,Birth_TPHE_CD8_C5,FALSE
NA,NA,NA,0.564983547540606,anova,NAS_5,Birth_TPHE_CD8_C5,NA
4.468,0.1174,38.06,0,log_alpha,NAS_5,Birth_TPHE_CD8_C6,FALSE
0.7832,0.1339,5.849,4.95e-9,log_beta,NAS_5,Birth_TPHE_CD8_C6,FALSE
-0.266,0.2377,-1.119,0.263,MODVaginal,NAS_5,Birth_TPHE_CD8_C6,FALSE
-0.2279,0.1299,-1.755,0.07928,voi,NAS_5,Birth_TPHE_CD8_C6,FALSE
NA,NA,NA,0.08597872692193931,anova,NAS_5,Birth_TPHE_CD8_C6,NA
4.474,0.1212,36.93,0,log_alpha,NAS_5,Birth_TPHE_CD8_C8,FALSE
0.7499,0.1327,5.651,1.594e-8,log_beta,NAS_5,Birth_TPHE_CD8_C8,FALSE
-0.3445,0.2416,-1.426,0.1538,MODVaginal,NAS_5,Birth_TPHE_CD8_C8,FALSE
-0.04934,0.1178,-0.4189,0.6753,voi,NAS_5,Birth_TPHE_CD8_C8,FALSE
NA,NA,NA,0.6713126667626421,anova,NAS_5,Birth_TPHE_CD8_C8,NA
4.473,0.1211,36.93,0,log_alpha,NAS_5,Birth_TPHE_CD8_C9,FALSE
0.7506,0.1327,5.655,1.56e-8,log_beta,NAS_5,Birth_TPHE_CD8_C9,FALSE
-0.3207,0.2459,-1.304,0.1921,MODVaginal,NAS_5,Birth_TPHE_CD8_C9,FALSE
-0.07606,0.1276,-0.5959,0.5513,voi,NAS_5,Birth_TPHE_CD8_C9,FALSE
NA,NA,NA,0.5455951359209998,anova,NAS_5,Birth_TPHE_CD8_C9,NA
4.477,0.1203,37.21,0,log_alpha,NAS_5,Birth_TPHE_CD8_C10,FALSE
0.7559,0.1332,5.677,1.37e-8,log_beta,NAS_5,Birth_TPHE_CD8_C10,FALSE
-0.3563,0.2401,-1.484,0.1378,MODVaginal,NAS_5,Birth_TPHE_CD8_C10,FALSE
-0.08266,0.1187,-0.6967,0.486,voi,NAS_5,Birth_TPHE_CD8_C10,FALSE
NA,NA,NA,0.4883145548379103,anova,NAS_5,Birth_TPHE_CD8_C10,NA
4.489,0.1166,38.5,0,log_alpha,NAS_5,Birth_TPHE_CD8_C12,FALSE
0.7862,0.1342,5.858,4.692e-9,log_beta,NAS_5,Birth_TPHE_CD8_C12,FALSE
-0.376,0.2327,-1.616,0.1061,MODVaginal,NAS_5,Birth_TPHE_CD8_C12,FALSE
-0.1793,0.1153,-1.555,0.1199,voi,NAS_5,Birth_TPHE_CD8_C12,FALSE
NA,NA,NA,0.12706673243599254,anova,NAS_5,Birth_TPHE_CD8_C12,NA
4.468,0.1163,38.42,0,log_alpha,NAS_5,Birth_TPHE_CD8_C14,FALSE
0.7913,0.1351,5.859,4.653e-9,log_beta,NAS_5,Birth_TPHE_CD8_C14,FALSE
-0.2244,0.2421,-0.9268,0.354,MODVaginal,NAS_5,Birth_TPHE_CD8_C14,FALSE
-0.2194,0.1235,-1.776,0.07566,voi,NAS_5,Birth_TPHE_CD8_C14,FALSE
NA,NA,NA,0.0831477860645643,anova,NAS_5,Birth_TPHE_CD8_C14,NA
4.466,0.1203,37.11,0,log_alpha,NAS_5,Birth_TPHE_CD8_C15,FALSE
0.7621,0.1321,5.771,7.893e-9,log_beta,NAS_5,Birth_TPHE_CD8_C15,FALSE
-0.3175,0.2404,-1.321,0.1867,MODVaginal,NAS_5,Birth_TPHE_CD8_C15,FALSE
-0.1571,0.1202,-1.307,0.1913,voi,NAS_5,Birth_TPHE_CD8_C15,FALSE
NA,NA,NA,0.18971264837590474,anova,NAS_5,Birth_TPHE_CD8_C15,NA
4.473,0.1215,36.8,0,log_alpha,NAS_5,Birth_TPHE_CD8_C16,FALSE
0.7473,0.1326,5.636,1.743e-8,log_beta,NAS_5,Birth_TPHE_CD8_C16,FALSE
-0.3404,0.2448,-1.39,0.1644,MODVaginal,NAS_5,Birth_TPHE_CD8_C16,FALSE
-0.01759,0.1052,-0.1672,0.8672,voi,NAS_5,Birth_TPHE_CD8_C16,FALSE
NA,NA,NA,0.8667878241593354,anova,NAS_5,Birth_TPHE_CD8_C16,NA
4.486,0.1191,37.67,0,log_alpha,NAS_5,Birth_TPHE_CD8_C18,FALSE
0.7685,0.1336,5.754,8.734e-9,log_beta,NAS_5,Birth_TPHE_CD8_C18,FALSE
-0.279,0.2431,-1.148,0.2511,MODVaginal,NAS_5,Birth_TPHE_CD8_C18,FALSE
-0.1425,0.1193,-1.195,0.2321,voi,NAS_5,Birth_TPHE_CD8_C18,FALSE
NA,NA,NA,0.2318531355479625,anova,NAS_5,Birth_TPHE_CD8_C18,NA
4.465,0.1228,36.35,0,log_alpha,NAS_5,Birth_TPHE_CD8_C20,FALSE
0.7473,0.1325,5.642,1.684e-8,log_beta,NAS_5,Birth_TPHE_CD8_C20,FALSE
-0.3456,0.2424,-1.426,0.154,MODVaginal,NAS_5,Birth_TPHE_CD8_C20,FALSE
0.04739,0.1094,0.4331,0.6649,voi,NAS_5,Birth_TPHE_CD8_C20,FALSE
NA,NA,NA,0.6653209841095329,anova,NAS_5,Birth_TPHE_CD8_C20,NA
4.471,0.1217,36.74,0,log_alpha,NAS_5,Birth_TPHE_CD8_C21,FALSE
0.7463,0.1325,5.631,1.796e-8,log_beta,NAS_5,Birth_TPHE_CD8_C21,FALSE
-0.3419,0.2434,-1.405,0.1601,MODVaginal,NAS_5,Birth_TPHE_CD8_C21,FALSE
0.0271,0.1138,0.2383,0.8117,voi,NAS_5,Birth_TPHE_CD8_C21,FALSE
NA,NA,NA,0.811694768403968,anova,NAS_5,Birth_TPHE_CD8_C21,NA
4.472,0.1216,36.79,0,log_alpha,NAS_5,Birth_TPHE_CD8_C22,FALSE
0.747,0.1326,5.634,1.765e-8,log_beta,NAS_5,Birth_TPHE_CD8_C22,FALSE
-0.3433,0.2449,-1.402,0.161,MODVaginal,NAS_5,Birth_TPHE_CD8_C22,FALSE
-0.009351,0.1045,-0.08945,0.9287,voi,NAS_5,Birth_TPHE_CD8_C22,FALSE
NA,NA,NA,0.9286309342687769,anova,NAS_5,Birth_TPHE_CD8_C22,NA
4.47,0.1207,37.04,0,log_alpha,NAS_5,Birth_TPHE_CD8_C23,FALSE
0.7553,0.1331,5.673,1.405e-8,log_beta,NAS_5,Birth_TPHE_CD8_C23,FALSE
-0.3222,0.2422,-1.331,0.1833,MODVaginal,NAS_5,Birth_TPHE_CD8_C23,FALSE
-0.1105,0.1201,-0.9197,0.3577,voi,NAS_5,Birth_TPHE_CD8_C23,FALSE
NA,NA,NA,0.35726753558915736,anova,NAS_5,Birth_TPHE_CD8_C23,NA
4.472,0.1172,38.17,0,log_alpha,NAS_5,Birth_TPHE_CD8_C24,FALSE
0.7894,0.1331,5.931,3.006e-9,log_beta,NAS_5,Birth_TPHE_CD8_C24,FALSE
-0.2389,0.2386,-1.001,0.3167,MODVaginal,NAS_5,Birth_TPHE_CD8_C24,FALSE
0.2235,0.1183,1.89,0.05879,voi,NAS_5,Birth_TPHE_CD8_C24,FALSE
NA,NA,NA,0.05408893522502689,anova,NAS_5,Birth_TPHE_CD8_C24,NA
4.559,0.1064,42.84,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C2,FALSE
0.7833,0.123,6.368,1.912e-10,log_beta,NAS_5,Discharge_TPHE_CD8_C2,FALSE
-0.388,0.2155,-1.801,0.07176,MODVaginal,NAS_5,Discharge_TPHE_CD8_C2,FALSE
-0.1176,0.1021,-1.151,0.2497,voi,NAS_5,Discharge_TPHE_CD8_C2,FALSE
NA,NA,NA,0.2465003537307502,anova,NAS_5,Discharge_TPHE_CD8_C2,NA
4.546,0.1009,45.08,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C3,FALSE
0.8402,0.1246,6.743,1.552e-11,log_beta,NAS_5,Discharge_TPHE_CD8_C3,FALSE
-0.2951,0.207,-1.425,0.154,MODVaginal,NAS_5,Discharge_TPHE_CD8_C3,FALSE
-0.2844,0.1083,-2.627,0.008615,voi,NAS_5,Discharge_TPHE_CD8_C3,FALSE
NA,NA,NA,0.009047386171314842,anova,NAS_5,Discharge_TPHE_CD8_C3,NA
4.558,0.108,42.19,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C4,FALSE
0.7691,0.1225,6.277,3.453e-10,log_beta,NAS_5,Discharge_TPHE_CD8_C4,FALSE
-0.4414,0.2183,-2.022,0.04316,MODVaginal,NAS_5,Discharge_TPHE_CD8_C4,FALSE
0.006229,0.09259,0.06727,0.9464,voi,NAS_5,Discharge_TPHE_CD8_C4,FALSE
NA,NA,NA,0.9463082796934655,anova,NAS_5,Discharge_TPHE_CD8_C4,NA
4.554,0.1071,42.53,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C5,FALSE
0.7769,0.1228,6.327,2.498e-10,log_beta,NAS_5,Discharge_TPHE_CD8_C5,FALSE
-0.4628,0.2148,-2.155,0.03119,MODVaginal,NAS_5,Discharge_TPHE_CD8_C5,FALSE
0.07452,0.08851,0.8419,0.3998,voi,NAS_5,Discharge_TPHE_CD8_C5,FALSE
NA,NA,NA,0.40630192192146364,anova,NAS_5,Discharge_TPHE_CD8_C5,NA
4.559,0.1069,42.65,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C8,FALSE
0.7809,0.1224,6.378,1.793e-10,log_beta,NAS_5,Discharge_TPHE_CD8_C8,FALSE
-0.4171,0.2133,-1.956,0.05051,MODVaginal,NAS_5,Discharge_TPHE_CD8_C8,FALSE
-0.1141,0.1029,-1.109,0.2673,voi,NAS_5,Discharge_TPHE_CD8_C8,FALSE
NA,NA,NA,0.25210451233060793,anova,NAS_5,Discharge_TPHE_CD8_C8,NA
4.565,0.1068,42.74,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C9,FALSE
0.7799,0.1229,6.348,2.179e-10,log_beta,NAS_5,Discharge_TPHE_CD8_C9,FALSE
-0.4179,0.213,-1.962,0.04971,MODVaginal,NAS_5,Discharge_TPHE_CD8_C9,FALSE
-0.09568,0.1005,-0.9516,0.3413,voi,NAS_5,Discharge_TPHE_CD8_C9,FALSE
NA,NA,NA,0.3399497655108896,anova,NAS_5,Discharge_TPHE_CD8_C9,NA
4.563,0.1024,44.56,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C10,FALSE
0.8164,0.1245,6.559,5.402e-11,log_beta,NAS_5,Discharge_TPHE_CD8_C10,FALSE
-0.4812,0.2048,-2.35,0.0188,MODVaginal,NAS_5,Discharge_TPHE_CD8_C10,FALSE
-0.2048,0.105,-1.951,0.05106,voi,NAS_5,Discharge_TPHE_CD8_C10,FALSE
NA,NA,NA,0.055368117902832026,anova,NAS_5,Discharge_TPHE_CD8_C10,NA
4.561,0.1062,42.95,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C12,FALSE
0.7826,0.123,6.361,2.005e-10,log_beta,NAS_5,Discharge_TPHE_CD8_C12,FALSE
-0.522,0.2273,-2.297,0.02163,MODVaginal,NAS_5,Discharge_TPHE_CD8_C12,FALSE
-0.1111,0.1148,-0.9679,0.3331,voi,NAS_5,Discharge_TPHE_CD8_C12,FALSE
NA,NA,NA,0.3321566454658321,anova,NAS_5,Discharge_TPHE_CD8_C12,NA
4.549,0.09188,49.51,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C14,FALSE
0.9396,0.1261,7.451,9.237e-14,log_beta,NAS_5,Discharge_TPHE_CD8_C14,FALSE
-0.3314,0.1827,-1.814,0.06967,MODVaginal,NAS_5,Discharge_TPHE_CD8_C14,FALSE
-0.4029,0.09737,-4.138,3.496e-5,voi,NAS_5,Discharge_TPHE_CD8_C14,FALSE
NA,NA,NA,6.15318480308158e-5,anova,NAS_5,Discharge_TPHE_CD8_C14,NA
4.549,0.1087,41.83,0,log_alpha,NAS_5,Discharge_TPHE_CD8_C15,FALSE
0.7721,0.1224,6.309,2.811e-10,log_beta,NAS_5,Discharge_TPHE_CD8_C15,FALSE
-0.4406,0.2143,-2.056,0.03982,MODVaginal,NAS_5,Discharge_TPHE_CD8_C15,FALSE
