term,estimate,std.error,statistic,p.value,response,voi,produced_warning
voi,-0.03344646470819146,0.2322822048700775,-0.14399064589084248,0.8855078561589143,REC_1,OneYear_CD8_C2,TRUE
anova,NA,NA,NA,0.8928884315873256,REC_1,OneYear_CD8_C2,NA
(Intercept),-2.4803440029704524,0.3078814193318432,-8.056166586321561,7.872432825941358e-16,REC_1,OneYear_CD8_C3,TRUE
MODVaginal,1.5118548328780068,0.4807775705396401,3.1446035038220534,0.001663120676602513,REC_1,OneYear_CD8_C3,TRUE
voi,-0.1011801190659607,0.22894060190165133,-0.4419492140124005,0.6585259566667363,REC_1,OneYear_CD8_C3,TRUE
anova,NA,NA,NA,0.6489519658967432,REC_1,OneYear_CD8_C3,NA
(Intercept),-2.4805569851773486,0.30818247110040853,-8.04898791394648,8.348149042959752e-16,REC_1,OneYear_CD8_C4,TRUE
MODVaginal,1.528821352343278,0.48394004541099545,3.159113131555164,0.0015825004733414992,REC_1,OneYear_CD8_C4,TRUE
voi,-0.1707020122427386,0.22337078662633011,-0.7642092093640721,0.4447425793347299,REC_1,OneYear_CD8_C4,TRUE
anova,NA,NA,NA,0.434825038156818,REC_1,OneYear_CD8_C4,NA
(Intercept),-2.471446231959057,0.3102948994049319,-7.964830349124893,1.6545060874687345e-15,REC_1,OneYear_CD8_C5,TRUE
MODVaginal,1.4909736703514356,0.48628659692529774,3.066038997946052,0.0021691502085433726,REC_1,OneYear_CD8_C5,TRUE
voi,-0.04778782148310109,0.23151011990221565,-0.2064178512079106,0.8364645278323803,REC_1,OneYear_CD8_C5,TRUE
anova,NA,NA,NA,0.8548311156842111,REC_1,OneYear_CD8_C5,NA
(Intercept),-2.4555696337092283,0.31042702794404353,-7.9102958591346,2.567779152387442e-15,REC_1,OneYear_CD8_C6,TRUE
MODVaginal,1.480139574341324,0.4823610387833504,3.0685305307299493,0.002151143465786548,REC_1,OneYear_CD8_C6,TRUE
voi,-0.20390664231673614,0.22777888147679387,-0.895195555420752,0.37068256024077745,REC_1,OneYear_CD8_C6,TRUE
anova,NA,NA,NA,0.35927834728803704,REC_1,OneYear_CD8_C6,NA
(Intercept),-2.480873786971552,0.30818235669906213,-8.050018870464111,8.278127177350544e-16,REC_1,OneYear_CD8_C8,TRUE
MODVaginal,1.5096605336688682,0.4828671547795098,3.1264510719479772,0.0017692994301008965,REC_1,OneYear_CD8_C8,TRUE
voi,-0.006731952212209507,0.2386488263254381,-0.02820861227714294,0.977495768354946,REC_1,OneYear_CD8_C8,TRUE
anova,NA,NA,NA,0.9651739727201709,REC_1,OneYear_CD8_C8,NA
(Intercept),-2.4623600928147376,0.31015824551221466,-7.9390444343926525,2.0374478065454594e-15,REC_1,OneYear_CD8_C9,TRUE
MODVaginal,1.4741574323846136,0.48506650351685565,3.0390831395212756,0.002372993568890672,REC_1,OneYear_CD8_C9,TRUE
voi,-0.10109793640687015,0.234830590181409,-0.43051433941707073,0.666821538095975,REC_1,OneYear_CD8_C9,TRUE
anova,NA,NA,NA,0.6773571634491775,REC_1,OneYear_CD8_C9,NA
(Intercept),-2.4766928471137963,0.30751898641671477,-8.053788404978883,8.026994007590476e-16,REC_1,OneYear_CD8_C10,TRUE
MODVaginal,1.5009600849483673,0.48029403321003505,3.125085845678182,0.0017775317722314055,REC_1,OneYear_CD8_C10,TRUE
voi,-0.0646745967631907,0.22541716976465564,-0.2869106946498952,0.7741807014630974,REC_1,OneYear_CD8_C10,TRUE
anova,NA,NA,NA,0.7740772266301861,REC_1,OneYear_CD8_C10,NA
(Intercept),-2.480927872150937,0.3076715849880309,-8.063558655400207,7.410494816997342e-16,REC_1,OneYear_CD8_C11,TRUE
MODVaginal,1.5117298002936148,0.4804182853958916,3.146694966133241,0.0016512713091746886,REC_1,OneYear_CD8_C11,TRUE
voi,0.07214586019784597,0.23077234528258408,0.31262784156178813,0.7545634231562216,REC_1,OneYear_CD8_C11,TRUE
anova,NA,NA,NA,0.7431464962077564,REC_1,OneYear_CD8_C11,NA
(Intercept),-2.464986347514524,0.30898497872395375,-7.977689911316807,1.4909739430582638e-15,REC_1,OneYear_CD8_C12,TRUE
MODVaginal,1.482232288706664,0.48196252022457386,3.0754098638541585,0.0021021345697140683,REC_1,OneYear_CD8_C12,TRUE
voi,0.12251779414785074,0.23261717838079898,0.5266928048937412,0.5984069329586685,REC_1,OneYear_CD8_C12,TRUE
anova,NA,NA,NA,0.598896757998476,REC_1,OneYear_CD8_C12,NA
(Intercept),-2.2716324283378864,0.4431300327401978,-5.126333718097864,2.954387458154377e-7,REC_1,ICS_IST_Birth,TRUE
MODVaginal,1.1881280923593889,0.4695887184047124,2.5301461593789982,0.011401502063548424,REC_1,ICS_IST_Birth,TRUE
voiICS_2,1.2068272995675682,0.9339540193463417,1.2921699297490103,0.19629830282098168,REC_1,ICS_IST_Birth,TRUE
voiICS_3,-0.43664966300353564,0.6455646749647929,-0.6763840710883835,0.4987968279285546,REC_1,ICS_IST_Birth,TRUE
voiICS_4,-0.5392306292950261,0.5843049659360511,-0.9228582003084359,0.3560811061308395,REC_1,ICS_IST_Birth,TRUE
voiICS_5,-0.13545214564856348,0.8786237650139147,-0.1541639903701197,0.8774804342355426,REC_1,ICS_IST_Birth,TRUE
voiICS_6,-0.2698198628829724,0.7246969051490849,-0.3723209813176516,0.7096538789130757,REC_1,ICS_IST_Birth,TRUE
voiICS_7,-0.43469414212487595,0.9044993923729396,-0.4805908614094951,0.6308073117282365,REC_1,ICS_IST_Birth,TRUE
voiICS_8,-1.8553821322714008,1.6725423790092104,-1.109318457670712,0.267292825294776,REC_1,ICS_IST_Birth,TRUE
anova,NA,NA,NA,0.43786373128385053,REC_1,ICS_IST_Birth,NA
(Intercept),-2.4224938429908773,0.5028596001436098,-4.817435805737917,1.4541485207830324e-6,REC_1,ICS_IST_Disch,TRUE
MODVaginal,1.0328705658352595,0.47287817838351914,2.1842212498914866,0.02894599417734222,REC_1,ICS_IST_Disch,TRUE
voiICS_2,0.46703640615205966,0.6641150717444274,0.7032462084097831,0.4819023269117177,REC_1,ICS_IST_Disch,TRUE
voiICS_3,0.24763314322259808,0.8581848507016601,0.2885545497804242,0.7729222805571088,REC_1,ICS_IST_Disch,TRUE
voiICS_4,0.3962620199786832,1.019305512110827,0.38875686952588406,0.6974560090629447,REC_1,ICS_IST_Disch,TRUE
voiICS_5,0.8811817514097294,0.7354927185006853,1.19808358294292,0.230884479393406,REC_1,ICS_IST_Disch,TRUE
voiICS_6,0.3729636582574053,0.6040905059224964,0.6173969870422956,0.5369729088505566,REC_1,ICS_IST_Disch,TRUE
voiICS_7,0.4972336145615756,0.8531948111445398,0.5827902468072315,0.5600345114532259,REC_1,ICS_IST_Disch,TRUE
anova,NA,NA,NA,0.912043061805764,REC_1,ICS_IST_Disch,NA
(Intercept),-3.069143380039941,0.9490500427263729,-3.2339110077094495,0.0012210749774244746,REC_1,ICS_IST_1YR,TRUE
MODVaginal,1.5860683170168128,0.4982063241788848,3.1835571730866326,0.0014547738064360379,REC_1,ICS_IST_1YR,TRUE
voiICS_5,0.04776693043769939,1.1484164079703616,0.041593737346647314,0.9668225657965062,REC_1,ICS_IST_1YR,TRUE
voiICS_6,0.8466856141628726,1.089875400114819,0.7768645976170063,0.43723866009248447,REC_1,ICS_IST_1YR,TRUE
voiICS_7,-7.061165773213987e-4,1.0548656705422395,-6.693900437184851e-4,0.9994659040588484,REC_1,ICS_IST_1YR,TRUE
voiICS_8,0.6593390966181873,0.95241326101967,0.6922825664064017,0.48875989609961396,REC_1,ICS_IST_1YR,TRUE
anova,NA,NA,NA,0.7680557133245509,REC_1,ICS_IST_1YR,NA
(Intercept),-3.6624706295547544,0.3923361949493652,-9.335031222463254,1.0096148977764041e-20,REC_6,TPHE_IST_Birth,TRUE
MODVaginal,0.520680936329566,0.438837087434373,1.1865016682470635,0.23542424305839954,REC_6,TPHE_IST_Birth,TRUE
voiTPHE_2,0.7584395946167842,0.520319935378673,1.457640853343078,0.14493956276100803,REC_6,TPHE_IST_Birth,TRUE
voiTPHE_3,1.2576775754483742,0.757188764969932,1.6609828798745008,0.0967168851482988,REC_6,TPHE_IST_Birth,TRUE
voiTPHE_4,1.1730615553694401,0.7536547094522342,1.5564973464068659,0.11958987317392014,REC_6,TPHE_IST_Birth,TRUE
voiTPHE_5,1.2336435377406703,0.600472705979498,2.0544539751033923,0.03993177359957789,REC_6,TPHE_IST_Birth,TRUE
voiTPHE_6,-1.2629832724041186,1.5823115939878956,-0.7981887241444179,0.4247609799074459,REC_6,TPHE_IST_Birth,TRUE
anova,NA,NA,NA,0.07056048953664314,REC_6,TPHE_IST_Birth,NA
(Intercept),-4.374315765704637,0.5737270098029621,-7.624385275510961,2.452000210619385e-14,REC_6,TPHE_IST_Disch,TRUE
MODVaginal,1.040530809116007,0.4349387476793422,2.3923617168345195,0.0167403350273371,REC_6,TPHE_IST_Disch,TRUE
voiTPHE_2,0.9487113817685944,0.6892343758026972,1.3764713645684092,0.16867574687960424,REC_6,TPHE_IST_Disch,TRUE
voiTPHE_3,1.1995389573528705,0.6226257275199014,1.926581097332713,0.054031856243439966,REC_6,TPHE_IST_Disch,TRUE
voiTPHE_4,0.6563503945753351,0.7249738250554802,0.9053435750250796,0.3652833982064667,REC_6,TPHE_IST_Disch,TRUE
voiTPHE_5,1.5464144724108633,0.690218476664666,2.2404709880900064,0.025060362199782794,REC_6,TPHE_IST_Disch,TRUE
voiTPHE_6,2.456340696726413,1.6188638002947175,1.517323876337979,0.12918493285150667,REC_6,TPHE_IST_Disch,TRUE
anova,NA,NA,NA,0.08174684666815431,REC_6,TPHE_IST_Disch,NA
(Intercept),-4.02630827090983,0.8881762009843365,-4.533231431384454,5.8088110094123735e-6,REC_6,TPHE_IST_1YR,TRUE
MODVaginal,0.9612887751141238,0.4517593557001768,2.127877957556038,0.03334720359746437,REC_6,TPHE_IST_1YR,TRUE
voiTPHE_6,1.481466253863655,0.955774476889125,1.5500165464614233,0.12113754460644469,REC_6,TPHE_IST_1YR,TRUE
voiTPHE_7,0.5275516330716268,0.8487756263618517,0.6215442770581161,0.5342415714312394,REC_6,TPHE_IST_1YR,TRUE
anova,NA,NA,NA,0.13066210725017216,REC_6,TPHE_IST_1YR,NA
(Intercept),-3.1115401968906853,0.30319384029923674,-10.262544231834509,1.0393168632258834e-24,REC_6,Birth_TPHE_C1,TRUE
MODVaginal,0.619725551493895,0.42436466766337705,1.460360861110817,0.14419092348527765,REC_6,Birth_TPHE_C1,TRUE
voi,0.28854073751441417,0.21722355291996961,1.328312393549329,0.1840749271270931,REC_6,Birth_TPHE_C1,TRUE
anova,NA,NA,NA,0.1600098144450037,REC_6,Birth_TPHE_C1,NA
(Intercept),-3.1251627565454148,0.30352247567868407,-10.296314134752198,7.3212979999792825e-25,REC_6,Birth_TPHE_C2,TRUE
MODVaginal,0.6252947186988153,0.425924008843804,1.4680898604335897,0.14207981545675685,REC_6,Birth_TPHE_C2,TRUE
voi,-0.5844348484387618,0.22579591512617456,-2.5883322473401704,0.009644190885079803,REC_6,Birth_TPHE_C2,TRUE
anova,NA,NA,NA,0.005648577365416779,REC_6,Birth_TPHE_C2,NA
(Intercept),-3.1093753476134953,0.30559611401432324,-10.174786932885407,2.5696173357970376e-24,REC_6,Birth_TPHE_C3,TRUE
MODVaginal,0.6131889328751948,0.4274761806771367,1.4344400006191755,0.15144673956444396,REC_6,Birth_TPHE_C3,TRUE
voi,0.2273397793522693,0.2153287905276415,1.0557797626373884,0.29106884610924805,REC_6,Birth_TPHE_C3,TRUE
anova,NA,NA,NA,0.2674500114467396,REC_6,Birth_TPHE_C3,NA
(Intercept),-3.0539274194118042,0.2987013030018918,-10.224017735176945,1.5478920237084206e-24,REC_6,Birth_TPHE_C4,TRUE
MODVaginal,0.503023500797316,0.4143270503855166,1.2140735207350581,0.22471965044723397,REC_6,Birth_TPHE_C4,TRUE
voi,0.19303750947281778,0.20802201522925953,0.927966731117726,0.3534248272528038,REC_6,Birth_TPHE_C4,TRUE
anova,NA,NA,NA,0.3410615947633924,REC_6,Birth_TPHE_C4,NA
(Intercept),-3.1578605071001005,0.3029204720340514,-10.42471803208178,1.9122567976999227e-25,REC_6,Birth_TPHE_C5,TRUE
MODVaginal,0.6971039064129931,0.42481980632609406,1.6409402199055951,0.10080982503800154,REC_6,Birth_TPHE_C5,TRUE
voi,-0.5288264441088617,0.2371414705319455,-2.2300040685529234,0.02574717277598366,REC_6,Birth_TPHE_C5,TRUE
anova,NA,NA,NA,0.014964702825009927,REC_6,Birth_TPHE_C5,NA
(Intercept),-3.0646996348232647,0.3006685819250861,-10.192949377021568,2.131961493735954e-24,REC_6,Birth_TPHE_C6,TRUE
MODVaginal,0.5090277474828989,0.4161808678765078,1.2230926185533866,0.22129471627719685,REC_6,Birth_TPHE_C6,TRUE
voi,-0.44486000698314293,0.22828422342523755,-1.9487111299604694,0.05132993187071328,REC_6,Birth_TPHE_C6,TRUE
anova,NA,NA,NA,0.036100530929479256,REC_6,Birth_TPHE_C6,NA
(Intercept),-3.085878789836434,0.3036572077579022,-10.162376228845266,2.918746380626952e-24,REC_6,Birth_TPHE_C8,TRUE
MODVaginal,0.5743168318358667,0.42146914711211964,1.3626545045374017,0.17299142249047242,REC_6,Birth_TPHE_C8,TRUE
voi,0.5302438742696002,0.22372779168116366,2.370040263148242,0.017786148246792727,REC_6,Birth_TPHE_C8,TRUE
anova,NA,NA,NA,0.011354731089211001,REC_6,Birth_TPHE_C8,NA
(Intercept),-3.1181616201801896,0.3038992574035789,-10.260510824609431,1.0614374358547368e-24,REC_6,Birth_TPHE_C9,TRUE
MODVaginal,0.6368249602683107,0.42505557160161156,1.4982157694551586,0.13407719981943253,REC_6,Birth_TPHE_C9,TRUE
voi,0.3849087734060821,0.22471012794305228,1.7129124393700161,0.0867286494381174,REC_6,Birth_TPHE_C9,TRUE
anova,NA,NA,NA,0.06620858497795354,REC_6,Birth_TPHE_C9,NA
(Intercept),-3.041020537958658,0.300847184159237,-10.108190131336114,5.08142930751439e-24,REC_6,Birth_TPHE_C10,TRUE
MODVaginal,0.5783100350081183,0.42360074740217735,1.3652243027301743,0.17218256221760006,REC_6,Birth_TPHE_C10,TRUE
voi,0.7850607922460581,0.416870911700946,1.8832227680333893,0.0596701847624817,REC_6,Birth_TPHE_C10,TRUE
anova,NA,NA,NA,0.020042474572683745,REC_6,Birth_TPHE_C10,NA
(Intercept),-3.0546676988541956,0.2992367571632507,-10.208196773057864,1.8221970604118214e-24,REC_6,Birth_TPHE_C11,TRUE
MODVaginal,0.5020427343535367,0.4143756965632494,1.2115641397827637,0.22567926853738962,REC_6,Birth_TPHE_C11,TRUE
voi,-0.23841239282255638,0.2114529140739675,-1.1274963689512376,0.259532674853721,REC_6,Birth_TPHE_C11,TRUE
anova,NA,NA,NA,0.24263322445098495,REC_6,Birth_TPHE_C11,NA
(Intercept),-3.075100373564712,0.29939519644366924,-10.271041119202751,9.51719673183899e-25,REC_6,Birth_TPHE_C12,TRUE
MODVaginal,0.5463705953129138,0.41652387152292686,1.3117389726433475,0.1896082222685754,REC_6,Birth_TPHE_C12,TRUE
voi,-0.14785830053636206,0.20928497124248024,-0.7064926815268142,0.4798818023302385,REC_6,Birth_TPHE_C12,TRUE
anova,NA,NA,NA,0.462136473641046,REC_6,Birth_TPHE_C12,NA
(Intercept),-3.0666186079128637,0.2989106782450947,-10.25931434071539,1.0746707991611499e-24,REC_6,Birth_TPHE_C13,TRUE
MODVaginal,0.5310841172149793,0.4155257105517338,1.2781017003973287,0.20121356948072916,REC_6,Birth_TPHE_C13,TRUE
voi,-0.12056227110024395,0.21035488831878402,-0.5731374823937387,0.5665516101356569,REC_6,Birth_TPHE_C13,TRUE
anova,NA,NA,NA,0.5526989205938045,REC_6,Birth_TPHE_C13,NA
(Intercept),-3.128351541967674,0.3071188400087914,-10.186127109226264,2.286941701516732e-24,REC_6,Birth_TPHE_C14,TRUE
MODVaginal,0.6577805059331152,0.43416060128970385,1.5150626380632721,0.12975654218741628,REC_6,Birth_TPHE_C14,TRUE
voi,0.29623123459381695,0.2309788774002,1.2825035688460769,0.19966605382314262,REC_6,Birth_TPHE_C14,TRUE
anova,NA,NA,NA,0.1638777202699363,REC_6,Birth_TPHE_C14,NA
(Intercept),-3.0776255730912965,0.29872880928789164,-10.302406321063328,6.872041080533201e-25,REC_6,Birth_TPHE_C15,TRUE
MODVaginal,0.5513047503103238,0.4155795234789782,1.3265926715905942,0.184643461363085,REC_6,Birth_TPHE_C15,TRUE
voi,-0.19593989073265983,0.21384996427189246,-0.9162493498644617,0.35953612708049115,REC_6,Birth_TPHE_C15,TRUE
anova,NA,NA,NA,0.333085042404381,REC_6,Birth_TPHE_C15,NA
(Intercept),-3.128061454048507,0.3034003141536304,-10.310013892947307,6.349214221927516e-25,REC_6,Birth_TPHE_C17,TRUE
MODVaginal,0.6212325771525089,0.42056440455753125,1.477140172635621,0.1396380669185642,REC_6,Birth_TPHE_C17,TRUE
voi,-0.4281638856412179,0.28570606041144203,-1.498616742762208,0.13397308671232164,REC_6,Birth_TPHE_C17,TRUE
anova,NA,NA,NA,0.07792678606901517,REC_6,Birth_TPHE_C17,NA
(Intercept),-3.0629242082213577,0.29915995709195564,-10.238416391000744,1.3340195587683635e-24,REC_6,Birth_TPHE_C21,TRUE
MODVaginal,0.5220826369445886,0.41570538361037257,1.255895779867792,0.20915375883430928,REC_6,Birth_TPHE_C21,TRUE
voi,-0.03351024968347057,0.20650154124178607,-0.16227602700666766,0.8710884921259872,REC_6,Birth_TPHE_C21,TRUE
anova,NA,NA,NA,0.8636677716195422,REC_6,Birth_TPHE_C21,NA
(Intercept),-3.1238770037858865,0.3072405951228023,-10.167526861277205,2.768486919875494e-24,REC_6,Birth_TPHE_C22,TRUE
MODVaginal,0.6296519586224443,0.4265256963681801,1.4762345246344175,0.1398809442812885,REC_6,Birth_TPHE_C22,TRUE
voi,0.5506518767498515,0.22069797636035599,2.495047239811326,0.012594036238807659,REC_6,Birth_TPHE_C22,TRUE
anova,NA,NA,NA,0.008165779907677376,REC_6,Birth_TPHE_C22,NA
(Intercept),-3.0854304800588235,0.31624605211851886,-9.756423706761415,1.7315380514381998e-22,REC_6,Birth_TPHE_C24,TRUE
MODVaginal,0.3734013105944764,0.438902905418188,0.8507606260630663,0.39490233786203266,REC_6,Birth_TPHE_C24,TRUE
voi,-1.0619706520770504,0.32023352736679006,-3.3162381865802804,9.123803123689297e-4,REC_6,Birth_TPHE_C24,TRUE
anova,NA,NA,NA,4.8664981889006815e-5,REC_6,Birth_TPHE_C24,NA
(Intercept),-3.0403777993755567,0.30344640068240375,-10.019488754976893,1.2514861810084017e-23,REC_6,Birth_TPHE_C25,TRUE
MODVaginal,0.4738735056405141,0.42886114861652175,1.1049578801185402,0.2691778404831982,REC_6,Birth_TPHE_C25,TRUE
voi,0.08037739404218079,0.21825393799469184,0.36827465648814844,0.7126684478314922,REC_6,Birth_TPHE_C25,TRUE
anova,NA,NA,NA,0.7168708177469401,REC_6,Birth_TPHE_C25,NA
(Intercept),-2.9965096560557924,0.3030673206103083,-9.887274055221484,4.7272476529151675e-23,REC_6,Birth_TPHE_C26,TRUE
MODVaginal,0.36712152250980024,0.4250029849215615,0.8638092802514226,0.38769266900085114,REC_6,Birth_TPHE_C26,TRUE
voi,-0.35771638726303306,0.2261634476144967,-1.5816719767766048,0.11372447323106046,REC_6,Birth_TPHE_C26,TRUE
anova,NA,NA,NA,0.09968056450767611,REC_6,Birth_TPHE_C26,NA
(Intercept),-3.049345663779334,0.30634237182373153,-9.954044703727496,2.421371447334251e-23,REC_6,Birth_TPHE_C27,TRUE
MODVaginal,0.44948629300058457,0.4248196209917458,1.058063871793996,0.29002632399052597,REC_6,Birth_TPHE_C27,TRUE
voi,-0.5798627416348806,0.2336683309709573,-2.4815632449009613,0.013080749511253327,REC_6,Birth_TPHE_C27,TRUE
anova,NA,NA,NA,0.0075358410940091795,REC_6,Birth_TPHE_C27,NA
(Intercept),-3.3554840012727767,0.2918252737681514,-11.498263868463404,1.3459547660956179e-30,REC_6,Discharge_TPHE_C1,TRUE
MODVaginal,1.0463781360787459,0.4063412496544972,2.575121617528266,0.010020484579071098,REC_6,Discharge_TPHE_C1,TRUE
voi,0.5383817291798781,0.27827176151640287,1.9347336080601298,0.05302299396574215,REC_6,Discharge_TPHE_C1,TRUE
anova,NA,NA,NA,0.01980603264545511,REC_6,Discharge_TPHE_C1,NA
(Intercept),-3.362898513698433,0.28910136667040914,-11.632247029576707,2.825601403501236e-31,REC_6,Discharge_TPHE_C2,TRUE
MODVaginal,1.025114962992341,0.3991022034567785,2.5685525013728916,0.010212424111491186,REC_6,Discharge_TPHE_C2,TRUE
voi,-0.1625372757220202,0.20127643580952245,-0.8075325612176332,0.41935972272487854,REC_6,Discharge_TPHE_C2,TRUE
anova,NA,NA,NA,0.40295225358312664,REC_6,Discharge_TPHE_C2,NA
(Intercept),-3.320717205595554,0.29208749873384027,-11.368912466265805,5.972710628520501e-30,REC_6,Discharge_TPHE_C3,TRUE
MODVaginal,0.9376865714643504,0.40958510488537264,2.2893571086447917,0.022058612068559823,REC_6,Discharge_TPHE_C3,TRUE
voi,-0.12382040740376368,0.2086034709717072,-0.5935682988734037,0.5528008892762124,REC_6,Discharge_TPHE_C3,TRUE
anova,NA,NA,NA,0.5575729456800239,REC_6,Discharge_TPHE_C3,NA
(Intercept),-3.346986656419203,0.2897925717105008,-11.549594375948327,7.416965520972994e-31,REC_6,Discharge_TPHE_C4,TRUE
MODVaginal,1.0043364966106885,0.4009741539602059,2.5047412325492737,0.012254100949806298,REC_6,Discharge_TPHE_C4,TRUE
voi,0.4268700165351176,0.20975618395047896,2.0350771476463203,0.04184311099062088,REC_6,Discharge_TPHE_C4,TRUE
anova,NA,NA,NA,0.031832651054706305,REC_6,Discharge_TPHE_C4,NA
(Intercept),-3.324082739906725,0.2891853138899483,-11.494645752210399,1.4035563402846635e-30,REC_6,Discharge_TPHE_C5,TRUE
MODVaginal,0.9356655214876278,0.4009367245018363,2.333698721787563,0.019611503073002103,REC_6,Discharge_TPHE_C5,TRUE
voi,-0.5332791033022909,0.21283267146527457,-2.5056261316970776,0.012223479220648958,REC_6,Discharge_TPHE_C5,TRUE
anova,NA,NA,NA,0.008052710719365117,REC_6,Discharge_TPHE_C5,NA
(Intercept),-3.3511074117166118,0.2926355406915857,-11.451471013387295,2.3118858667480657e-30,REC_6,Discharge_TPHE_C6,TRUE
MODVaginal,0.9529136442432868,0.4027232547790281,2.366174868064535,0.017972953000124595,REC_6,Discharge_TPHE_C6,TRUE
voi,-0.4701060007947417,0.23761576656539193,-1.9784293255867278,0.04788029417944772,REC_6,Discharge_TPHE_C6,TRUE
anova,NA,NA,NA,0.02902785327812423,REC_6,Discharge_TPHE_C6,NA
(Intercept),-3.359756018429609,0.2910800124446914,-11.542379671527607,8.066234133954856e-31,REC_6,Discharge_TPHE_C8,TRUE
MODVaginal,1.0150814175383163,0.40023205371156806,2.5362321886138752,0.011205241251963297,REC_6,Discharge_TPHE_C8,TRUE
voi,0.4077187266565207,0.20089518904547918,2.029509659209511,0.04240640616183779,REC_6,Discharge_TPHE_C8,TRUE
anova,NA,NA,NA,0.03645505544595786,REC_6,Discharge_TPHE_C8,NA
(Intercept),-3.369192362646163,0.29028442291568857,-11.606521386181047,3.8183551700866733e-31,REC_6,Discharge_TPHE_C9,TRUE
MODVaginal,1.04827713663828,0.40264112631878995,2.603502394855486,0.009227662295327142,REC_6,Discharge_TPHE_C9,TRUE
voi,0.37480318300728044,0.22593917292007953,1.6588676419553767,0.0971424662849013,REC_6,Discharge_TPHE_C9,TRUE
anova,NA,NA,NA,0.06920839470036558,REC_6,Discharge_TPHE_C9,NA
(Intercept),-3.2964921476660196,0.29073227088366554,-11.338583562280528,8.450105662186852e-30,REC_6,Discharge_TPHE_C10,TRUE
MODVaginal,0.9682480962914827,0.39916118246323234,2.4257070547702124,0.015278597521909604,REC_6,Discharge_TPHE_C10,TRUE
voi,0.6289247740721882,0.5072755325833429,1.2398090064966003,0.2150460461531406,REC_6,Discharge_TPHE_C10,TRUE
anova,NA,NA,NA,0.06780060237579706,REC_6,Discharge_TPHE_C10,NA
(Intercept),-3.3223131377583206,0.2909628005858134,-11.418343276423316,3.386275163987277e-30,REC_6,Discharge_TPHE_C11,TRUE
MODVaginal,0.9198211380308368,0.40318436493274734,2.281390892189647,0.02252532650635304,REC_6,Discharge_TPHE_C11,TRUE
voi,-0.3119013246950825,0.22249881358830187,-1.401811181214681,0.16097163866414793,REC_6,Discharge_TPHE_C11,TRUE
anova,NA,NA,NA,0.133878956215722,REC_6,Discharge_TPHE_C11,NA
(Intercept),-3.301722020063409,0.28944257597003936,-11.40717466667784,3.8503317903146606e-30,REC_6,Discharge_TPHE_C12,TRUE
MODVaginal,0.8884100211200313,0.4007958910276499,2.2166145936330026,0.026649439459405972,REC_6,Discharge_TPHE_C12,TRUE
voi,-0.35800959254069736,0.22183694378679739,-1.613841168334759,0.10656188230782976,REC_6,Discharge_TPHE_C12,TRUE
anova,NA,NA,NA,0.08641311779937408,REC_6,Discharge_TPHE_C12,NA
(Intercept),-3.36413648392449,0.2895886452693484,-11.616948864812995,3.3799248174463596e-31,REC_6,Discharge_TPHE_C13,TRUE
MODVaginal,1.027256995151622,0.3999831602373886,2.5682506097055398,0.010221323064487932,REC_6,Discharge_TPHE_C13,TRUE
voi,-0.24470076636375207,0.20327404636902402,-1.20379738945877,0.22866789895543044,REC_6,Discharge_TPHE_C13,TRUE
anova,NA,NA,NA,0.21080185385253672,REC_6,Discharge_TPHE_C13,NA
(Intercept),-3.362582234618829,0.29402304901358506,-11.436457944028273,2.748802009035314e-30,REC_6,Discharge_TPHE_C14,TRUE
MODVaginal,1.0215641307587104,0.4112005910673202,2.48434499597172,0.012978999837236656,REC_6,Discharge_TPHE_C14,TRUE
voi,0.03972453543416998,0.204680458884189,0.19408074249357954,0.8461126601894683,REC_6,Discharge_TPHE_C14,TRUE
anova,NA,NA,NA,0.8221454152481579,REC_6,Discharge_TPHE_C14,NA
(Intercept),-3.3575214027663627,0.2908317864421379,-11.54454760203577,7.865422145067503e-31,REC_6,Discharge_TPHE_C15,TRUE
MODVaginal,0.983109916706261,0.4021015734562047,2.4449292954913977,0.014488054160430551,REC_6,Discharge_TPHE_C15,TRUE
voi,-0.4809673898066656,0.21636697667885038,-2.222924205853081,0.026220911250821755,REC_6,Discharge_TPHE_C15,TRUE
anova,NA,NA,NA,0.017740048175713757,REC_6,Discharge_TPHE_C15,NA
(Intercept),-3.3013191821051526,0.28804594955666957,-11.461085244163996,2.0690579318358538e-30,REC_6,Discharge_TPHE_C17,TRUE
MODVaginal,0.8959792388476093,0.3987518207074665,2.2469596182857816,0.024642607980603044,REC_6,Discharge_TPHE_C17,TRUE
voi,-0.33389800632866395,0.21384266312514033,-1.5614190426223202,0.11842491172524514,REC_6,Discharge_TPHE_C17,TRUE
anova,NA,NA,NA,0.10174132488958626,REC_6,Discharge_TPHE_C17,NA
(Intercept),-3.3259850318023996,0.2875587208392901,-11.566281217606386,6.107280769442791e-31,REC_6,Discharge_TPHE_C21,TRUE
MODVaginal,0.9456934355652172,0.3979159875382658,2.376615831436715,0.017472274674601242,REC_6,Discharge_TPHE_C21,TRUE
voi,-0.3705927145086631,0.20333119466881608,-1.8226062907478657,0.06836304217803862,REC_6,Discharge_TPHE_C21,TRUE
anova,NA,NA,NA,0.05906407970325704,REC_6,Discharge_TPHE_C21,NA
(Intercept),-3.3718758478898487,0.2968101700497312,-11.36037841063493,6.585874382874273e-30,REC_6,Discharge_TPHE_C22,TRUE
