term,estimate,std.error,statistic,p.value,response,voi,produced_warning
voi,0.5542326848973588,0.44006307738273015,1.2594391881128746,0.2078717423116416,NAS_1,Discharge_TPHE_C21,TRUE
anova,NA,NA,NA,0.20388107285847676,NAS_1,Discharge_TPHE_C21,NA
(Intercept),-2.081052770207014,0.44529218903933254,-4.673454467496161,2.9617539043738747e-6,NAS_1,Discharge_TPHE_C22,TRUE
MODVaginal,-0.8056573377849255,0.6156840682351482,-1.308556416108563,0.19068465255338915,NAS_1,Discharge_TPHE_C22,TRUE
gaBirth,-0.4833175841036615,0.10585423156353625,-4.565878727423029,4.9740627922222505e-6,NAS_1,Discharge_TPHE_C22,TRUE
voi,-0.09877482394158275,0.3230948527825891,-0.3057146317587685,0.7598219318334992,NAS_1,Discharge_TPHE_C22,TRUE
anova,NA,NA,NA,0.8079581355662832,NAS_1,Discharge_TPHE_C22,NA
(Intercept),-2.0862990581635494,0.44627272925522643,-4.674941849225971,2.9403692354218357e-6,NAS_1,Discharge_TPHE_C24,TRUE
MODVaginal,-0.7674778423517944,0.6190516619261504,-1.2397638025295383,0.21506277037923963,NAS_1,Discharge_TPHE_C24,TRUE
gaBirth,-0.48440385835858213,0.10890819722550692,-4.4478181688708736,8.674691193605608e-6,NAS_1,Discharge_TPHE_C24,TRUE
voi,0.06629339140827817,0.34246427293075454,0.19357753975604497,0.8465066861965139,NAS_1,Discharge_TPHE_C24,TRUE
anova,NA,NA,NA,NA,NAS_1,Discharge_TPHE_C24,NA
(Intercept),-2.117926419627088,0.44873136611601205,-4.719809176609983,2.3606599057289204e-6,NAS_1,Discharge_TPHE_C25,TRUE
MODVaginal,-0.7368662694541429,0.6250612393318782,-1.1788705219376137,0.23844973736804104,NAS_1,Discharge_TPHE_C25,TRUE
gaBirth,-0.48991011966316983,0.10406069853558887,-4.707926494416334,2.5024930213285088e-6,NAS_1,Discharge_TPHE_C25,TRUE
voi,-0.10678441067308096,0.2949569345708042,-0.36203390446969624,0.7173266944143885,NAS_1,Discharge_TPHE_C25,TRUE
anova,NA,NA,NA,0.7396144727061521,NAS_1,Discharge_TPHE_C25,NA
(Intercept),-2.1718471877689742,0.4536158098735397,-4.787856023744957,1.6857251129227446e-6,NAS_1,Discharge_TPHE_C26,TRUE
MODVaginal,-0.5166640253057961,0.6397937825711068,-0.8075477433205192,0.41935097961986756,NAS_1,Discharge_TPHE_C26,TRUE
gaBirth,-0.4685229970103343,0.1022036037925812,-4.584212098442107,4.5570149270197225e-6,NAS_1,Discharge_TPHE_C26,TRUE
voi,0.6084423743146595,0.36434019834682657,1.6699841990409872,0.09492248988175864,NAS_1,Discharge_TPHE_C26,TRUE
anova,NA,NA,NA,0.08181387951224321,NAS_1,Discharge_TPHE_C26,NA
(Intercept),-2.167634954550313,0.4466261596660265,-4.853354215013301,1.2139058729773518e-6,NAS_1,Discharge_TPHE_C27,TRUE
MODVaginal,-0.5793778086297049,0.6303832975233568,-0.9190881340066565,0.35804947528253833,NAS_1,Discharge_TPHE_C27,TRUE
gaBirth,-0.468370621976275,0.10324851346235117,-4.536342522229756,5.723819271424397e-6,NAS_1,Discharge_TPHE_C27,TRUE
voi,0.5874596501670618,0.3621887038576398,1.6219712097867247,0.10480951274798682,NAS_1,Discharge_TPHE_C27,TRUE
anova,NA,NA,NA,0.08830070952651352,NAS_1,Discharge_TPHE_C27,NA
(Intercept),-2.1720639861130127,0.4838785608206376,-4.488861797119681,7.160473089101736e-6,NAS_1,OneYear_TPHE_C1,TRUE
MODVaginal,-0.8835799396551773,0.6687907283765636,-1.3211605696149489,0.1864478306093269,NAS_1,OneYear_TPHE_C1,TRUE
gaBirth,-0.49367867811816774,0.1128161117329518,-4.375958987903783,1.2089974660399261e-5,NAS_1,OneYear_TPHE_C1,TRUE
voi,-0.613528128660611,0.5322459548796419,-1.1527154373570574,0.24902720302016068,NAS_1,OneYear_TPHE_C1,TRUE
anova,NA,NA,NA,0.13116150708997887,NAS_1,OneYear_TPHE_C1,NA
(Intercept),-2.29450145230475,0.4759373078571335,-4.821016159955066,1.4282878508772374e-6,NAS_1,OneYear_TPHE_C2,TRUE
MODVaginal,-0.5154066424139179,0.6655621103999062,-0.77439300459011,0.4386984191898602,NAS_1,OneYear_TPHE_C2,TRUE
gaBirth,-0.5740530909113307,0.12630695565289485,-4.54490481497227,5.496008467439853e-6,NAS_1,OneYear_TPHE_C2,TRUE
voi,-0.5179231374162725,0.3613280624504105,-1.4333875257401394,0.15174712128069281,NAS_1,OneYear_TPHE_C2,TRUE
anova,NA,NA,NA,0.10082079016950553,NAS_1,OneYear_TPHE_C2,NA
(Intercept),-2.1741169003605734,0.4832627235114339,-4.498830128182097,6.832842709467816e-6,NAS_1,OneYear_TPHE_C3,TRUE
MODVaginal,-0.8352996030210389,0.663518288947976,-1.2588946181806475,0.20806839799071805,NAS_1,OneYear_TPHE_C3,TRUE
