estimate,std.error,statistic,p.value,term,response,voi,produced_warning
NA,NA,NA,0.6570249551221458,anova,REC_8,Birth_CD4_C3,NA
5.12,0.1002,51.11,0,log_alpha,REC_8,Birth_CD4_C5,FALSE
1.007,0.1318,7.64,2.176e-14,log_beta,REC_8,Birth_CD4_C5,FALSE
-0.7151,0.1983,-3.606,3.11e-4,MODVaginal,REC_8,Birth_CD4_C5,FALSE
-0.1476,0.1187,-1.243,0.2138,voi,REC_8,Birth_CD4_C5,FALSE
NA,NA,NA,0.19827292648103123,anova,REC_8,Birth_CD4_C5,NA
5.14,0.09747,52.74,0,log_alpha,REC_8,Birth_CD4_C6,FALSE
1.027,0.1321,7.772,7.772e-15,log_beta,REC_8,Birth_CD4_C6,FALSE
-0.756,0.1929,-3.919,8.889e-5,MODVaginal,REC_8,Birth_CD4_C6,FALSE
0.1532,0.09072,1.688,0.09135,voi,REC_8,Birth_CD4_C6,FALSE
NA,NA,NA,0.09759821217770737,anova,REC_8,Birth_CD4_C6,NA
5.126,0.1005,51.02,0,log_alpha,REC_8,Birth_CD4_C7,FALSE
0.9932,0.1319,7.532,4.996e-14,log_beta,REC_8,Birth_CD4_C7,FALSE
-0.7434,0.2019,-3.683,2.309e-4,MODVaginal,REC_8,Birth_CD4_C7,FALSE
0.0222,0.08556,0.2594,0.7953,voi,REC_8,Birth_CD4_C7,FALSE
NA,NA,NA,0.7933429633906439,anova,REC_8,Birth_CD4_C7,NA
5.126,0.09676,52.97,0,log_alpha,REC_8,Birth_CD4_C9,FALSE
1.033,0.1312,7.873,3.553e-15,log_beta,REC_8,Birth_CD4_C9,FALSE
-0.7412,0.1921,-3.858,1.144e-4,MODVaginal,REC_8,Birth_CD4_C9,FALSE
-0.1832,0.09616,-1.905,0.0568,voi,REC_8,Birth_CD4_C9,FALSE
NA,NA,NA,0.05547221993447016,anova,REC_8,Birth_CD4_C9,NA
5.127,0.1006,50.98,0,log_alpha,REC_8,Birth_CD4_C10,FALSE
0.9931,0.1321,7.519,5.529e-14,log_beta,REC_8,Birth_CD4_C10,FALSE
-0.7522,0.2007,-3.748,1.783e-4,MODVaginal,REC_8,Birth_CD4_C10,FALSE
-5.716e-4,0.09314,-0.006137,0.9951,voi,REC_8,Birth_CD4_C10,FALSE
NA,NA,NA,0.9951013406688864,anova,REC_8,Birth_CD4_C10,NA
5.125,0.1011,50.71,0,log_alpha,REC_8,Birth_CD4_C11,FALSE
0.9931,0.1319,7.53,5.063e-14,log_beta,REC_8,Birth_CD4_C11,FALSE
-0.7547,0.1995,-3.784,1.545e-4,MODVaginal,REC_8,Birth_CD4_C11,FALSE
-0.02052,0.1016,-0.202,0.8399,voi,REC_8,Birth_CD4_C11,FALSE
NA,NA,NA,0.8395332784430329,anova,REC_8,Birth_CD4_C11,NA
5.123,0.1003,51.07,0,log_alpha,REC_8,Birth_CD4_C12,FALSE
0.9976,0.1316,7.578,3.508e-14,log_beta,REC_8,Birth_CD4_C12,FALSE
-0.7647,0.1986,-3.85,1.179e-4,MODVaginal,REC_8,Birth_CD4_C12,FALSE
-0.06746,0.1009,-0.6685,0.5038,voi,REC_8,Birth_CD4_C12,FALSE
NA,NA,NA,0.4860737527636809,anova,REC_8,Birth_CD4_C12,NA
5.127,0.1007,50.9,0,log_alpha,REC_8,Birth_CD4_C13,FALSE
0.9924,0.1318,7.529,5.107e-14,log_beta,REC_8,Birth_CD4_C13,FALSE
-0.7558,0.1998,-3.783,1.552e-4,MODVaginal,REC_8,Birth_CD4_C13,FALSE
-0.02994,0.09285,-0.3225,0.7471,voi,REC_8,Birth_CD4_C13,FALSE
NA,NA,NA,0.7463915272761075,anova,REC_8,Birth_CD4_C13,NA
5.125,0.1007,50.9,0,log_alpha,REC_8,Birth_CD4_C14,FALSE
0.9941,0.132,7.531,5.04e-14,log_beta,REC_8,Birth_CD4_C14,FALSE
-0.7575,0.1999,-3.79,1.506e-4,MODVaginal,REC_8,Birth_CD4_C14,FALSE
0.02215,0.09155,0.2419,0.8088,voi,REC_8,Birth_CD4_C14,FALSE
NA,NA,NA,0.8088986752497285,anova,REC_8,Birth_CD4_C14,NA
5.151,0.1002,51.41,0,log_alpha,REC_8,Birth_CD4_C15,FALSE
1.009,0.1318,7.658,1.887e-14,log_beta,REC_8,Birth_CD4_C15,FALSE
-0.7752,0.1966,-3.942,8.067e-5,MODVaginal,REC_8,Birth_CD4_C15,FALSE
0.1319,0.1049,1.257,0.2087,voi,REC_8,Birth_CD4_C15,FALSE
NA,NA,NA,0.21573176047427212,anova,REC_8,Birth_CD4_C15,NA
5.134,0.1007,50.97,0,log_alpha,REC_8,Birth_CD4_C16,FALSE
0.9964,0.1319,7.557,4.13e-14,log_beta,REC_8,Birth_CD4_C16,FALSE
-0.7557,0.1983,-3.811,1.383e-4,MODVaginal,REC_8,Birth_CD4_C16,FALSE
0.05717,0.1021,0.5601,0.5754,voi,REC_8,Birth_CD4_C16,FALSE
NA,NA,NA,0.5771184398913614,anova,REC_8,Birth_CD4_C16,NA
5.129,0.101,50.78,0,log_alpha,REC_8,Birth_CD4_C17,FALSE
0.9927,0.1319,7.526,5.218e-14,log_beta,REC_8,Birth_CD4_C17,FALSE
-0.7457,0.2013,-3.704,2.119e-4,MODVaginal,REC_8,Birth_CD4_C17,FALSE
0.02202,0.094,0.2342,0.8148,voi,REC_8,Birth_CD4_C17,FALSE
NA,NA,NA,0.8151894093769054,anova,REC_8,Birth_CD4_C17,NA
5.127,0.1004,51.07,0,log_alpha,REC_8,Birth_CD4_C18,FALSE
0.9946,0.1319,7.542,4.619e-14,log_beta,REC_8,Birth_CD4_C18,FALSE
-0.7456,0.1996,-3.735,1.881e-4,MODVaginal,REC_8,Birth_CD4_C18,FALSE
-0.03279,0.09273,-0.3536,0.7236,voi,REC_8,Birth_CD4_C18,FALSE
NA,NA,NA,0.7228151693190947,anova,REC_8,Birth_CD4_C18,NA
5.175,0.09969,51.91,0,log_alpha,REC_8,Discharge_CD4_C2,FALSE
1.029,0.1335,7.707,1.288e-14,log_beta,REC_8,Discharge_CD4_C2,FALSE
-0.626,0.1989,-3.147,0.001651,MODVaginal,REC_8,Discharge_CD4_C2,FALSE
0.1816,0.09479,1.916,0.05533,voi,REC_8,Discharge_CD4_C2,FALSE
NA,NA,NA,0.05864879238123599,anova,REC_8,Discharge_CD4_C2,NA
5.18,0.104,49.83,0,log_alpha,REC_8,Discharge_CD4_C3,FALSE
0.9893,0.1338,7.391,1.452e-13,log_beta,REC_8,Discharge_CD4_C3,FALSE
-0.6401,0.2149,-2.979,0.002889,MODVaginal,REC_8,Discharge_CD4_C3,FALSE
-0.01665,0.0994,-0.1675,0.867,voi,REC_8,Discharge_CD4_C3,FALSE
NA,NA,NA,0.8674681348392375,anova,REC_8,Discharge_CD4_C3,NA
5.155,0.106,48.63,0,log_alpha,REC_8,Discharge_CD4_C5,FALSE
0.9921,0.1327,7.477,7.616e-14,log_beta,REC_8,Discharge_CD4_C5,FALSE
-0.6744,0.2092,-3.224,0.001263,MODVaginal,REC_8,Discharge_CD4_C5,FALSE
-0.1313,0.1178,-1.114,0.2652,voi,REC_8,Discharge_CD4_C5,FALSE
NA,NA,NA,0.2681575060380681,anova,REC_8,Discharge_CD4_C5,NA
5.171,0.1039,49.75,0,log_alpha,REC_8,Discharge_CD4_C6,FALSE
0.9939,0.1337,7.436,1.035e-13,log_beta,REC_8,Discharge_CD4_C6,FALSE
-0.6071,0.2087,-2.909,0.003628,MODVaginal,REC_8,Discharge_CD4_C6,FALSE
-0.09277,0.1076,-0.8625,0.3884,voi,REC_8,Discharge_CD4_C6,FALSE
NA,NA,NA,0.3924369553090412,anova,REC_8,Discharge_CD4_C6,NA
5.181,0.1037,49.97,0,log_alpha,REC_8,Discharge_CD4_C7,FALSE
0.9901,0.1334,7.421,1.166e-13,log_beta,REC_8,Discharge_CD4_C7,FALSE
-0.6184,0.2084,-2.968,0.002997,MODVaginal,REC_8,Discharge_CD4_C7,FALSE
0.04696,0.09253,0.5074,0.6118,voi,REC_8,Discharge_CD4_C7,FALSE
NA,NA,NA,0.6022276291109383,anova,REC_8,Discharge_CD4_C7,NA
5.181,0.1021,50.76,0,log_alpha,REC_8,Discharge_CD4_C9,FALSE
1.005,0.1331,7.55,4.352e-14,log_beta,REC_8,Discharge_CD4_C9,FALSE
-0.658,0.2053,-3.204,0.001353,MODVaginal,REC_8,Discharge_CD4_C9,FALSE
-0.1193,0.09682,-1.232,0.2178,voi,REC_8,Discharge_CD4_C9,FALSE
NA,NA,NA,0.21632759538228374,anova,REC_8,Discharge_CD4_C9,NA
5.174,0.1013,51.09,0,log_alpha,REC_8,Discharge_CD4_C10,FALSE
1.009,0.1344,7.503,6.239e-14,log_beta,REC_8,Discharge_CD4_C10,FALSE
-0.5618,0.2099,-2.677,0.007429,MODVaginal,REC_8,Discharge_CD4_C10,FALSE
-0.1318,0.1196,-1.102,0.2705,voi,REC_8,Discharge_CD4_C10,FALSE
NA,NA,NA,0.27615393044034653,anova,REC_8,Discharge_CD4_C10,NA
5.18,0.1035,50.03,0,log_alpha,REC_8,Discharge_CD4_C11,FALSE
0.989,0.1331,7.43,1.084e-13,log_beta,REC_8,Discharge_CD4_C11,FALSE
-0.6289,0.2071,-3.037,0.002386,MODVaginal,REC_8,Discharge_CD4_C11,FALSE
-0.06876,0.1006,-0.6838,0.4941,voi,REC_8,Discharge_CD4_C11,FALSE
NA,NA,NA,0.4853660908489611,anova,REC_8,Discharge_CD4_C11,NA
5.177,0.1043,49.62,0,log_alpha,REC_8,Discharge_CD4_C12,FALSE
0.9872,0.1332,7.41,1.266e-13,log_beta,REC_8,Discharge_CD4_C12,FALSE
-0.6509,0.2104,-3.093,0.00198,MODVaginal,REC_8,Discharge_CD4_C12,FALSE
-0.05518,0.1008,-0.5475,0.5841,voi,REC_8,Discharge_CD4_C12,FALSE
NA,NA,NA,0.5775094670991555,anova,REC_8,Discharge_CD4_C12,NA
5.194,0.1027,50.57,0,log_alpha,REC_8,Discharge_CD4_C13,FALSE
1.001,0.1335,7.496,6.595e-14,log_beta,REC_8,Discharge_CD4_C13,FALSE
-0.5588,0.2143,-2.607,0.009132,MODVaginal,REC_8,Discharge_CD4_C13,FALSE
-0.1018,0.1019,-0.999,0.3178,voi,REC_8,Discharge_CD4_C13,FALSE
NA,NA,NA,0.3220610380397261,anova,REC_8,Discharge_CD4_C13,NA
5.176,0.1045,49.54,0,log_alpha,REC_8,Discharge_CD4_C14,FALSE
0.9888,0.1334,7.41,1.266e-13,log_beta,REC_8,Discharge_CD4_C14,FALSE
-0.6654,0.2181,-3.051,0.002278,MODVaginal,REC_8,Discharge_CD4_C14,FALSE
0.05291,0.1016,0.5208,0.6025,voi,REC_8,Discharge_CD4_C14,FALSE
NA,NA,NA,0.6015318651941416,anova,REC_8,Discharge_CD4_C14,NA
5.172,0.102,50.7,0,log_alpha,REC_8,Discharge_CD4_C15,FALSE
1.008,0.1333,7.559,4.063e-14,log_beta,REC_8,Discharge_CD4_C15,FALSE
-0.5846,0.206,-2.838,0.004535,MODVaginal,REC_8,Discharge_CD4_C15,FALSE
-0.1442,0.1037,-1.391,0.1642,voi,REC_8,Discharge_CD4_C15,FALSE
NA,NA,NA,0.16403686557260844,anova,REC_8,Discharge_CD4_C15,NA
5.181,0.1041,49.79,0,log_alpha,REC_8,Discharge_CD4_C16,FALSE
0.9888,0.1339,7.384,1.539e-13,log_beta,REC_8,Discharge_CD4_C16,FALSE
-0.6289,0.2095,-3.002,0.002682,MODVaginal,REC_8,Discharge_CD4_C16,FALSE
0.00747,0.09305,0.08027,0.936,voi,REC_8,Discharge_CD4_C16,FALSE
NA,NA,NA,0.9361682460124297,anova,REC_8,Discharge_CD4_C16,NA
5.184,0.1039,49.88,0,log_alpha,REC_8,Discharge_CD4_C17,FALSE
0.9915,0.1339,7.403,1.328e-13,log_beta,REC_8,Discharge_CD4_C17,FALSE
-0.6118,0.214,-2.859,0.004244,MODVaginal,REC_8,Discharge_CD4_C17,FALSE
0.03468,0.0979,0.3542,0.7232,voi,REC_8,Discharge_CD4_C17,FALSE
NA,NA,NA,0.7250377456074077,anova,REC_8,Discharge_CD4_C17,NA
5.169,0.1056,48.95,0,log_alpha,REC_8,Discharge_CD4_C18,FALSE
0.9887,0.1333,7.417,1.199e-13,log_beta,REC_8,Discharge_CD4_C18,FALSE
-0.67490000000000006,0.2195,-3.074,0.002112,MODVaginal,REC_8,Discharge_CD4_C18,FALSE
-0.07135,0.1105,-0.6454,0.5186,voi,REC_8,Discharge_CD4_C18,FALSE
NA,NA,NA,0.5197297403863133,anova,REC_8,Discharge_CD4_C18,NA
5.119,0.1064,48.13,0,log_alpha,REC_8,OneYear_CD4_C2,FALSE
1.005,0.1439,6.985,2.856e-12,log_beta,REC_8,OneYear_CD4_C2,FALSE
-0.7254,0.2102,-3.451,5.579e-4,MODVaginal,REC_8,OneYear_CD4_C2,FALSE
-0.07497,0.09579,-0.7827,0.4338,voi,REC_8,OneYear_CD4_C2,FALSE
NA,NA,NA,0.44589653884583047,anova,REC_8,OneYear_CD4_C2,NA
5.123,0.1068,47.98,0,log_alpha,REC_8,OneYear_CD4_C3,FALSE
1.004,0.1429,7.03,2.066e-12,log_beta,REC_8,OneYear_CD4_C3,FALSE
-0.7519,0.2132,-3.527,4.211e-4,MODVaginal,REC_8,OneYear_CD4_C3,FALSE
-0.1083,0.1101,-0.9829,0.3257,voi,REC_8,OneYear_CD4_C3,FALSE
NA,NA,NA,0.328940303311441,anova,REC_8,OneYear_CD4_C3,NA
5.12,0.105,48.76,0,log_alpha,REC_8,OneYear_CD4_C5,FALSE
1.018,0.1431,7.11,1.159e-12,log_beta,REC_8,OneYear_CD4_C5,FALSE
-0.8021,0.214,-3.747,1.788e-4,MODVaginal,REC_8,OneYear_CD4_C5,FALSE
-0.1439,0.1055,-1.363,0.1727,voi,REC_8,OneYear_CD4_C5,FALSE
NA,NA,NA,0.18457899491496454,anova,REC_8,OneYear_CD4_C5,NA
5.126,0.1088,47.13,0,log_alpha,REC_8,OneYear_CD4_C6,FALSE
0.9911,0.1429,6.937,3.991e-12,log_beta,REC_8,OneYear_CD4_C6,FALSE
-0.7217,0.2153,-3.352,8.03e-4,MODVaginal,REC_8,OneYear_CD4_C6,FALSE
0.009755,0.1092,0.08931,0.9288,voi,REC_8,OneYear_CD4_C6,FALSE
NA,NA,NA,0.9287318562960168,anova,REC_8,OneYear_CD4_C6,NA
5.125,0.1023,50.09,0,log_alpha,REC_8,OneYear_CD4_C7,FALSE
1.045,0.1439,7.263,3.777e-13,log_beta,REC_8,OneYear_CD4_C7,FALSE
-0.7905,0.2075,-3.811,1.387e-4,MODVaginal,REC_8,OneYear_CD4_C7,FALSE
0.1846,0.08662,2.131,0.0331,voi,REC_8,OneYear_CD4_C7,FALSE
NA,NA,NA,0.06812880686978284,anova,REC_8,OneYear_CD4_C7,NA
5.119,0.106,48.27,0,log_alpha,REC_8,OneYear_CD4_C8,FALSE
1.014,0.1435,7.066,1.598e-12,log_beta,REC_8,OneYear_CD4_C8,FALSE
-0.7039,0.2097,-3.357,7.881e-4,MODVaginal,REC_8,OneYear_CD4_C8,FALSE
0.1223,0.1054,1.161,0.2457,voi,REC_8,OneYear_CD4_C8,FALSE
NA,NA,NA,0.2518615179928656,anova,REC_8,OneYear_CD4_C8,NA
5.129,0.1062,48.3,0,log_alpha,REC_8,OneYear_CD4_C9,FALSE
1.01,0.1424,7.09,1.337e-12,log_beta,REC_8,OneYear_CD4_C9,FALSE
-0.7995,0.218,-3.668,2.445e-4,MODVaginal,REC_8,OneYear_CD4_C9,FALSE
-0.1347,0.1099,-1.226,0.2202,voi,REC_8,OneYear_CD4_C9,FALSE
NA,NA,NA,0.22309579319733097,anova,REC_8,OneYear_CD4_C9,NA
5.132,0.1077,47.63,0,log_alpha,REC_8,OneYear_CD4_C10,FALSE
0.9981,0.1428,6.991,2.722e-12,log_beta,REC_8,OneYear_CD4_C10,FALSE
-0.7351,0.2133,-3.447,5.676e-4,MODVaginal,REC_8,OneYear_CD4_C10,FALSE
0.08813,0.1244,0.7082,0.4788,voi,REC_8,OneYear_CD4_C10,FALSE
NA,NA,NA,0.4834990274844875,anova,REC_8,OneYear_CD4_C10,NA
5.124,0.108,47.43,0,log_alpha,REC_8,OneYear_CD4_C11,FALSE
0.9947,0.1429,6.962,3.35e-12,log_beta,REC_8,OneYear_CD4_C11,FALSE
-0.6955,0.2242,-3.102,0.001924,MODVaginal,REC_8,OneYear_CD4_C11,FALSE
0.04044,0.09725,0.4158,0.6776,voi,REC_8,OneYear_CD4_C11,FALSE
NA,NA,NA,0.6779334597999986,anova,REC_8,OneYear_CD4_C11,NA
5.125,0.1082,47.37,0,log_alpha,REC_8,OneYear_CD4_C12,FALSE
0.9916,0.1428,6.945,3.775e-12,log_beta,REC_8,OneYear_CD4_C12,FALSE
-0.7358,0.2247,-3.274,0.001061,MODVaginal,REC_8,OneYear_CD4_C12,FALSE
-0.01731,0.1006,-0.1721,0.8634,voi,REC_8,OneYear_CD4_C12,FALSE
NA,NA,NA,0.8627690326544681,anova,REC_8,OneYear_CD4_C12,NA
5.127,0.1071,47.85,0,log_alpha,REC_8,OneYear_CD4_C13,FALSE
1.004,0.1433,7.004,2.494e-12,log_beta,REC_8,OneYear_CD4_C13,FALSE
-0.6655,0.2249,-2.959,0.003082,MODVaginal,REC_8,OneYear_CD4_C13,FALSE
0.08838,0.1096,0.8065,0.4199,voi,REC_8,OneYear_CD4_C13,FALSE
NA,NA,NA,0.41963717727997873,anova,REC_8,OneYear_CD4_C13,NA
5.123,0.1086,47.17,0,log_alpha,REC_8,OneYear_CD4_C14,FALSE
0.992,0.1428,6.944,3.8e-12,log_beta,REC_8,OneYear_CD4_C14,FALSE
-0.7337,0.2264,-3.24,0.001193,MODVaginal,REC_8,OneYear_CD4_C14,FALSE
0.01457,0.1101,0.1324,0.8947,voi,REC_8,OneYear_CD4_C14,FALSE
NA,NA,NA,0.894877998691721,anova,REC_8,OneYear_CD4_C14,NA
5.124,0.1082,47.36,0,log_alpha,REC_8,OneYear_CD4_C15,FALSE
0.9917,0.1428,6.944,3.802e-12,log_beta,REC_8,OneYear_CD4_C15,FALSE
-0.7338,0.2233,-3.287,0.001013,MODVaginal,REC_8,OneYear_CD4_C15,FALSE
-0.01626,0.1052,-0.1546,0.8771,voi,REC_8,OneYear_CD4_C15,FALSE
NA,NA,NA,0.8769038019190928,anova,REC_8,OneYear_CD4_C15,NA
5.124,0.1081,47.41,0,log_alpha,REC_8,OneYear_CD4_C16,FALSE
0.9936,0.1429,6.955,3.517e-12,log_beta,REC_8,OneYear_CD4_C16,FALSE
-0.7054,0.2219,-3.178,0.001483,MODVaginal,REC_8,OneYear_CD4_C16,FALSE
0.02981,0.09668,0.3083,0.7578,voi,REC_8,OneYear_CD4_C16,FALSE
NA,NA,NA,0.7584620785564187,anova,REC_8,OneYear_CD4_C16,NA
5.122,0.1079,47.45,0,log_alpha,REC_8,OneYear_CD4_C17,FALSE
0.9942,0.1427,6.965,3.28e-12,log_beta,REC_8,OneYear_CD4_C17,FALSE
-0.7703,0.2302,-3.347,8.175e-4,MODVaginal,REC_8,OneYear_CD4_C17,FALSE
-0.06098,0.1169,-0.5216,0.6019,voi,REC_8,OneYear_CD4_C17,FALSE
NA,NA,NA,0.6059893533832397,anova,REC_8,OneYear_CD4_C17,NA
5.124,0.1079,47.5,0,log_alpha,REC_8,OneYear_CD4_C18,FALSE
0.9941,0.1424,6.98,2.961e-12,log_beta,REC_8,OneYear_CD4_C18,FALSE
-0.7698,0.2241,-3.435,5.923e-4,MODVaginal,REC_8,OneYear_CD4_C18,FALSE
-0.0709,0.1109,-0.6395,0.5225,voi,REC_8,OneYear_CD4_C18,FALSE
NA,NA,NA,0.519899468290411,anova,REC_8,OneYear_CD4_C18,NA
5.127,0.1005,51.02,0,log_alpha,REC_8,Birth_CD8_C2,FALSE
0.9929,0.1323,7.508,6.017e-14,log_beta,REC_8,Birth_CD8_C2,FALSE
-0.7519,0.2004,-3.752,1.752e-4,MODVaginal,REC_8,Birth_CD8_C2,FALSE
-0.001934,0.10780000000000001,-0.01794,0.9857,voi,REC_8,Birth_CD8_C2,FALSE
NA,NA,NA,0.9856638710393136,anova,REC_8,Birth_CD8_C2,NA
5.126,0.1013,50.59,0,log_alpha,REC_8,Birth_CD8_C3,FALSE
0.9902,0.1322,7.49,6.861e-14,log_beta,REC_8,Birth_CD8_C3,FALSE
-0.7366,0.2042,-3.608,3.083e-4,MODVaginal,REC_8,Birth_CD8_C3,FALSE
-0.04963,0.1412,-0.3514,0.7253,voi,REC_8,Birth_CD8_C3,FALSE
NA,NA,NA,0.7078370997339827,anova,REC_8,Birth_CD8_C3,NA
5.121,0.0997,51.36,0,log_alpha,REC_8,Birth_CD8_C4,FALSE
1.009,0.1317,7.656,1.91e-14,log_beta,REC_8,Birth_CD8_C4,FALSE
-0.7117,0.1982,-3.591,3.288e-4,MODVaginal,REC_8,Birth_CD8_C4,FALSE
-0.1463,0.113,-1.295,0.1954,voi,REC_8,Birth_CD8_C4,FALSE
NA,NA,NA,0.18645595220106304,anova,REC_8,Birth_CD8_C4,NA
5.121,0.1014,50.49,0,log_alpha,REC_8,Birth_CD8_C5,FALSE
0.9933,0.132,7.525,5.285e-14,log_beta,REC_8,Birth_CD8_C5,FALSE
-0.7354,0.2023,-3.635,2.778e-4,MODVaginal,REC_8,Birth_CD8_C5,FALSE
-0.05474,0.1178,-0.4647,0.6422,voi,REC_8,Birth_CD8_C5,FALSE
NA,NA,NA,0.6378512820371054,anova,REC_8,Birth_CD8_C5,NA
5.132,0.09956,51.55,0,log_alpha,REC_8,Birth_CD8_C6,FALSE
1.002,0.1319,7.595,3.086e-14,log_beta,REC_8,Birth_CD8_C6,FALSE
-0.7378,0.1979,-3.728,1.928e-4,MODVaginal,REC_8,Birth_CD8_C6,FALSE
-0.07867,0.09259,-0.8496,0.3956,voi,REC_8,Birth_CD8_C6,FALSE
NA,NA,NA,0.39124215122776274,anova,REC_8,Birth_CD8_C6,NA
5.135,0.1003,51.2,0,log_alpha,REC_8,Birth_CD8_C7,FALSE
0.9998,0.1315,7.601,2.931e-14,log_beta,REC_8,Birth_CD8_C7,FALSE
-0.7132,0.2027,-3.519,4.326e-4,MODVaginal,REC_8,Birth_CD8_C7,FALSE
-0.0802,0.09544,-0.8403,0.4007,voi,REC_8,Birth_CD8_C7,FALSE
NA,NA,NA,0.390283034502917,anova,REC_8,Birth_CD8_C7,NA
5.123,0.1004,51.01,0,log_alpha,REC_8,Birth_CD8_C8,FALSE
0.9977,0.1316,7.582,3.419e-14,log_beta,REC_8,Birth_CD8_C8,FALSE
-0.7757,0.2002,-3.875,1.067e-4,MODVaginal,REC_8,Birth_CD8_C8,FALSE
-0.08169,0.1013,-0.8061,0.4202,voi,REC_8,Birth_CD8_C8,FALSE
NA,NA,NA,0.4166144977466475,anova,REC_8,Birth_CD8_C8,NA
5.14,0.1001,51.36,0,log_alpha,REC_8,Birth_CD8_C9,FALSE
1.005,0.1322,7.6,2.953e-14,log_beta,REC_8,Birth_CD8_C9,FALSE
-0.7789,0.1986,-3.921,8.823e-5,MODVaginal,REC_8,Birth_CD8_C9,FALSE
0.09105,0.102,0.8925,0.3721,voi,REC_8,Birth_CD8_C9,FALSE
NA,NA,NA,0.3762000968619257,anova,REC_8,Birth_CD8_C9,NA
5.114,0.1029,49.72,0,log_alpha,REC_8,Birth_CD8_C10,FALSE
0.9945,0.1317,7.549,4.374e-14,log_beta,REC_8,Birth_CD8_C10,FALSE
-0.7444,0.2,-3.723,1.972e-4,MODVaginal,REC_8,Birth_CD8_C10,FALSE
-0.069,0.1193,-0.5783,0.563,voi,REC_8,Birth_CD8_C10,FALSE
NA,NA,NA,0.5532975316535387,anova,REC_8,Birth_CD8_C10,NA
5.128,0.09851,52.05,0,log_alpha,REC_8,Birth_CD8_C11,FALSE
1.01,0.1324,7.628,2.376e-14,log_beta,REC_8,Birth_CD8_C11,FALSE
-0.7681,0.1956,-3.928,8.579e-5,MODVaginal,REC_8,Birth_CD8_C11,FALSE
0.09576,0.08839,1.083,0.2786,voi,REC_8,Birth_CD8_C11,FALSE
NA,NA,NA,0.2907335247486651,anova,REC_8,Birth_CD8_C11,NA
5.132,0.1016,50.53,0,log_alpha,REC_8,Birth_CD8_C12,FALSE
0.9957,0.1323,7.528,5.151e-14,log_beta,REC_8,Birth_CD8_C12,FALSE
-0.7606,0.2003,-3.798,1.457e-4,MODVaginal,REC_8,Birth_CD8_C12,FALSE
-0.02993,0.1055,-0.2836,0.7768,voi,REC_8,Birth_CD8_C12,FALSE
NA,NA,NA,0.7775954639973691,anova,REC_8,Birth_CD8_C12,NA
5.175,0.1008,51.34,0,log_alpha,REC_8,Discharge_CD8_C2,FALSE
1.017,0.1344,7.567,3.819e-14,log_beta,REC_8,Discharge_CD8_C2,FALSE
-0.6796,0.2054,-3.309,9.373e-4,MODVaginal,REC_8,Discharge_CD8_C2,FALSE
0.129,0.0835,1.545,0.1223,voi,REC_8,Discharge_CD8_C2,FALSE
NA,NA,NA,0.16023259256128053,anova,REC_8,Discharge_CD8_C2,NA
5.172,0.09864,52.43,0,log_alpha,REC_8,Discharge_CD8_C4,FALSE
1.033,0.1338,7.722,1.155e-14,log_beta,REC_8,Discharge_CD8_C4,FALSE
-0.6561,0.1975,-3.321,8.957e-4,MODVaginal,REC_8,Discharge_CD8_C4,FALSE
-0.1876,0.09145,-2.051,0.04028,voi,REC_8,Discharge_CD8_C4,FALSE
NA,NA,NA,0.04837020239383438,anova,REC_8,Discharge_CD8_C4,NA
5.182,0.1048,49.47,0,log_alpha,REC_8,Discharge_CD8_C5,FALSE
0.9885,0.1338,7.389,1.474e-13,log_beta,REC_8,Discharge_CD8_C5,FALSE
-0.6321,0.2082,-3.035,0.002404,MODVaginal,REC_8,Discharge_CD8_C5,FALSE
0.008499,0.1239,0.06857,0.9453,voi,REC_8,Discharge_CD8_C5,FALSE
NA,NA,NA,0.9458994972501245,anova,REC_8,Discharge_CD8_C5,NA
5.181,0.1037,49.94,0,log_alpha,REC_8,Discharge_CD8_C6,FALSE
0.9911,0.1336,7.42,1.172e-13,log_beta,REC_8,Discharge_CD8_C6,FALSE
-0.6549,0.2121,-3.087,0.002021,MODVaginal,REC_8,Discharge_CD8_C6,FALSE
-0.05515,0.1007,-0.5475,0.5841,voi,REC_8,Discharge_CD8_C6,FALSE
NA,NA,NA,0.5833847855613197,anova,REC_8,Discharge_CD8_C6,NA
5.179,0.1041,49.78,0,log_alpha,REC_8,Discharge_CD8_C7,FALSE
0.988,0.1335,7.4,1.366e-13,log_beta,REC_8,Discharge_CD8_C7,FALSE
-0.6491,0.2127,-3.052,0.002274,MODVaginal,REC_8,Discharge_CD8_C7,FALSE
-0.04074,0.1018,-0.4001,0.6891,voi,REC_8,Discharge_CD8_C7,FALSE
NA,NA,NA,0.6873851983532074,anova,REC_8,Discharge_CD8_C7,NA
5.184,0.101,51.33,0,log_alpha,REC_8,Discharge_CD8_C8,FALSE
1.009,0.1337,7.549,4.396e-14,log_beta,REC_8,Discharge_CD8_C8,FALSE
-0.5949,0.2032,-2.928,0.003415,MODVaginal,REC_8,Discharge_CD8_C8,FALSE
-0.1357,0.1035,-1.311,0.1898,voi,REC_8,Discharge_CD8_C8,FALSE
NA,NA,NA,0.1929297441308876,anova,REC_8,Discharge_CD8_C8,NA
5.171,0.1044,49.52,0,log_alpha,REC_8,Discharge_CD8_C9,FALSE
0.9932,0.1335,7.439,1.015e-13,log_beta,REC_8,Discharge_CD8_C9,FALSE
