estimate,std.error,statistic,p.value,term,response,voi,produced_warning
-0.1163,0.1278,-0.9099,0.3629,MODVaginal,REC_1,Discharge_TPHE_C27,FALSE
-0.04581,0.05743,-0.7977,0.4251,voi,REC_1,Discharge_TPHE_C27,FALSE
NA,NA,NA,0.42504561107344085,anova,REC_1,Discharge_TPHE_C27,NA
2.833,0.08266,34.28,0,log_alpha,REC_1,OneYear_TPHE_C1,FALSE
1.483,0.1471,10.08,0,log_beta,REC_1,OneYear_TPHE_C1,FALSE
-0.2577,0.1446,-1.782,0.0748,MODVaginal,REC_1,OneYear_TPHE_C1,FALSE
-0.05339,0.2006,-0.2661,0.7901,voi,REC_1,OneYear_TPHE_C1,FALSE
NA,NA,NA,0.7625209102940709,anova,REC_1,OneYear_TPHE_C1,NA
2.842,0.07059,40.26,0,log_alpha,REC_1,OneYear_TPHE_C2,FALSE
1.487,0.1455,10.22,0,log_beta,REC_1,OneYear_TPHE_C2,FALSE
-0.2553,0.1439,-1.773,0.07617,MODVaginal,REC_1,OneYear_TPHE_C2,FALSE
-0.02395,0.07066,-0.339,0.7346,voi,REC_1,OneYear_TPHE_C2,FALSE
NA,NA,NA,0.7330541701618037,anova,REC_1,OneYear_TPHE_C2,NA
2.847,0.06995,40.7,0,log_alpha,REC_1,OneYear_TPHE_C3,FALSE
1.495,0.1468,10.19,0,log_beta,REC_1,OneYear_TPHE_C3,FALSE
-0.259,0.1418,-1.827,0.06772,MODVaginal,REC_1,OneYear_TPHE_C3,FALSE
0.03275,0.09313,0.3517,0.7251,voi,REC_1,OneYear_TPHE_C3,FALSE
NA,NA,NA,0.738164794099474,anova,REC_1,OneYear_TPHE_C3,NA
2.844,0.07023,40.49,0,log_alpha,REC_1,OneYear_TPHE_C4,FALSE
1.487,0.146,10.19,0,log_beta,REC_1,OneYear_TPHE_C4,FALSE
-0.2539,0.1479,-1.717,0.08599,MODVaginal,REC_1,OneYear_TPHE_C4,FALSE
-0.0146,0.09368,-0.1558,0.8762,voi,REC_1,OneYear_TPHE_C4,FALSE
NA,NA,NA,0.8750235982119069,anova,REC_1,OneYear_TPHE_C4,NA
2.861,0.07037,40.66,0,log_alpha,REC_1,OneYear_TPHE_C5,FALSE
1.509,0.1459,10.34,0,log_beta,REC_1,OneYear_TPHE_C5,FALSE
-0.2777,0.141,-1.969,0.04894,MODVaginal,REC_1,OneYear_TPHE_C5,FALSE
-0.0698,0.0639,-1.092,0.2747,voi,REC_1,OneYear_TPHE_C5,FALSE
NA,NA,NA,0.2781348821351982,anova,REC_1,OneYear_TPHE_C5,NA
2.844,0.07008,40.58,0,log_alpha,REC_1,OneYear_TPHE_C6,FALSE
1.489,0.1457,10.22,0,log_beta,REC_1,OneYear_TPHE_C6,FALSE
-0.2594,0.1431,-1.812,0.06991,MODVaginal,REC_1,OneYear_TPHE_C6,FALSE
-0.002068,0.06655,-0.03108,0.9752,voi,REC_1,OneYear_TPHE_C6,FALSE
NA,NA,NA,0.9751895192520447,anova,REC_1,OneYear_TPHE_C6,NA
2.837,0.07135,39.76,0,log_alpha,REC_1,OneYear_TPHE_C8,FALSE
1.492,0.1458,10.23,0,log_beta,REC_1,OneYear_TPHE_C8,FALSE
-0.2711,0.144,-1.882,0.05977,MODVaginal,REC_1,OneYear_TPHE_C8,FALSE
0.03029,0.06028,0.5024,0.6154,voi,REC_1,OneYear_TPHE_C8,FALSE
NA,NA,NA,0.6175242533353336,anova,REC_1,OneYear_TPHE_C8,NA
2.846,0.07123,39.95,0,log_alpha,REC_1,OneYear_TPHE_C9,FALSE
1.491,0.1471,10.14,0,log_beta,REC_1,OneYear_TPHE_C9,FALSE
-0.2608,0.1432,-1.821,0.06853,MODVaginal,REC_1,OneYear_TPHE_C9,FALSE
0.01137,0.1026,0.1107,0.9118,voi,REC_1,OneYear_TPHE_C9,FALSE
NA,NA,NA,0.913034207177317,anova,REC_1,OneYear_TPHE_C9,NA
2.843,0.0704,40.39,0,log_alpha,REC_1,OneYear_TPHE_C10,FALSE
1.487,0.146,10.19,0,log_beta,REC_1,OneYear_TPHE_C10,FALSE
-0.2518,0.1464,-1.72,0.08546,MODVaginal,REC_1,OneYear_TPHE_C10,FALSE
-0.03277,0.1233,-0.2657,0.7905,voi,REC_1,OneYear_TPHE_C10,FALSE
NA,NA,NA,0.7814708357934221,anova,REC_1,OneYear_TPHE_C10,NA
2.85,0.06882,41.41,0,log_alpha,REC_1,OneYear_TPHE_C11,FALSE
1.508,0.1469,10.26,0,log_beta,REC_1,OneYear_TPHE_C11,FALSE
-0.2403,0.1424,-1.687,0.09155,MODVaginal,REC_1,OneYear_TPHE_C11,FALSE
0.06929,0.07753,0.8937,0.3715,voi,REC_1,OneYear_TPHE_C11,FALSE
NA,NA,NA,0.405057009292227,anova,REC_1,OneYear_TPHE_C11,NA
2.845,0.07011,40.58,0,log_alpha,REC_1,OneYear_TPHE_C12,FALSE
1.49,0.1458,10.22,0,log_beta,REC_1,OneYear_TPHE_C12,FALSE
-0.2593,0.1429,-1.814,0.06963,MODVaginal,REC_1,OneYear_TPHE_C12,FALSE
0.01227,0.08344,0.1471,0.883,voi,REC_1,OneYear_TPHE_C12,FALSE
NA,NA,NA,0.8833569914334624,anova,REC_1,OneYear_TPHE_C12,NA
2.81,0.07491,37.52,0,log_alpha,REC_1,OneYear_TPHE_C13,FALSE
1.505,0.146,10.3,0,log_beta,REC_1,OneYear_TPHE_C13,FALSE
-0.3226,0.1494,-2.159,0.03081,MODVaginal,REC_1,OneYear_TPHE_C13,FALSE
-0.1061,0.08354,-1.27,0.2039,voi,REC_1,OneYear_TPHE_C13,FALSE
NA,NA,NA,0.20345810534537312,anova,REC_1,OneYear_TPHE_C13,NA
2.856,0.06945,41.12,0,log_alpha,REC_1,OneYear_TPHE_C14,FALSE
1.51,0.1473,10.25,0,log_beta,REC_1,OneYear_TPHE_C14,FALSE
-0.2485,0.1403,-1.771,0.07656,MODVaginal,REC_1,OneYear_TPHE_C14,FALSE
-0.06106,0.07215,-0.8464,0.3973,voi,REC_1,OneYear_TPHE_C14,FALSE
NA,NA,NA,0.40264385213498377,anova,REC_1,OneYear_TPHE_C14,NA
2.846,0.07006,40.62,0,log_alpha,REC_1,OneYear_TPHE_C15,FALSE
1.492,0.1458,10.24,0,log_beta,REC_1,OneYear_TPHE_C15,FALSE
-0.2611,0.1425,-1.833,0.06686,MODVaginal,REC_1,OneYear_TPHE_C15,FALSE
0.03762,0.06711,0.5605,0.5751,voi,REC_1,OneYear_TPHE_C15,FALSE
NA,NA,NA,0.5758460585382769,anova,REC_1,OneYear_TPHE_C15,NA
2.844,0.07026,40.48,0,log_alpha,REC_1,OneYear_TPHE_C16,FALSE
1.489,0.1457,10.22,0,log_beta,REC_1,OneYear_TPHE_C16,FALSE
-0.2599,0.1443,-1.801,0.07169,MODVaginal,REC_1,OneYear_TPHE_C16,FALSE
0.001162,0.05073,0.0229,0.9817,voi,REC_1,OneYear_TPHE_C16,FALSE
NA,NA,NA,0.9817280638240138,anova,REC_1,OneYear_TPHE_C16,NA
2.855,0.07102,40.2,0,log_alpha,REC_1,OneYear_TPHE_C17,FALSE
1.5,0.1465,10.24,0,log_beta,REC_1,OneYear_TPHE_C17,FALSE
-0.2617,0.1416,-1.848,0.06454,MODVaginal,REC_1,OneYear_TPHE_C17,FALSE
-0.04485,0.06714,-0.668,0.5041,voi,REC_1,OneYear_TPHE_C17,FALSE
NA,NA,NA,0.5076442634704509,anova,REC_1,OneYear_TPHE_C17,NA
2.833,0.07029,40.3,0,log_alpha,REC_1,OneYear_TPHE_C21,FALSE
1.508,0.1461,10.32,0,log_beta,REC_1,OneYear_TPHE_C21,FALSE
-0.2516,0.1404,-1.793,0.07302,MODVaginal,REC_1,OneYear_TPHE_C21,FALSE
0.09167,0.07282,1.259,0.2081,voi,REC_1,OneYear_TPHE_C21,FALSE
NA,NA,NA,0.23133417398891376,anova,REC_1,OneYear_TPHE_C21,NA
2.856,0.06796,42.02,0,log_alpha,REC_1,OneYear_TPHE_C22,FALSE
1.527,0.1473,10.37,0,log_beta,REC_1,OneYear_TPHE_C22,FALSE
-0.2381,0.1381,-1.724,0.08467,MODVaginal,REC_1,OneYear_TPHE_C22,FALSE
-0.09313,0.06735,-1.383,0.1667,voi,REC_1,OneYear_TPHE_C22,FALSE
NA,NA,NA,0.17846672690491894,anova,REC_1,OneYear_TPHE_C22,NA
2.835,0.07097,39.95,0,log_alpha,REC_1,OneYear_TPHE_C23,FALSE
1.493,0.1457,10.25,0,log_beta,REC_1,OneYear_TPHE_C23,FALSE
-0.2584,0.1431,-1.806,0.07097,MODVaginal,REC_1,OneYear_TPHE_C23,FALSE
0.05255,0.06261,0.8393,0.4013,voi,REC_1,OneYear_TPHE_C23,FALSE
NA,NA,NA,0.39962418284986834,anova,REC_1,OneYear_TPHE_C23,NA
2.843,0.06946,40.93,0,log_alpha,REC_1,OneYear_TPHE_C24,FALSE
1.498,0.1465,10.23,0,log_beta,REC_1,OneYear_TPHE_C24,FALSE
-0.2574,0.1419,-1.814,0.06968,MODVaginal,REC_1,OneYear_TPHE_C24,FALSE
0.04247,0.05987,0.7093,0.4781,voi,REC_1,OneYear_TPHE_C24,FALSE
NA,NA,NA,0.48152854326352124,anova,REC_1,OneYear_TPHE_C24,NA
2.848,0.07007,40.65,0,log_alpha,REC_1,OneYear_TPHE_C25,FALSE
1.493,0.1458,10.24,0,log_beta,REC_1,OneYear_TPHE_C25,FALSE
-0.2441,0.1452,-1.682,0.09262,MODVaginal,REC_1,OneYear_TPHE_C25,FALSE
0.04706,0.0788,0.5973,0.5503,voi,REC_1,OneYear_TPHE_C25,FALSE
NA,NA,NA,0.5476257894136154,anova,REC_1,OneYear_TPHE_C25,NA
2.844,0.07023,40.5,0,log_alpha,REC_1,OneYear_TPHE_C26,FALSE
1.489,0.1457,10.22,0,log_beta,REC_1,OneYear_TPHE_C26,FALSE
-0.2595,0.1433,-1.81,0.07024,MODVaginal,REC_1,OneYear_TPHE_C26,FALSE
5.457e-4,0.06263,0.008713,0.993,voi,REC_1,OneYear_TPHE_C26,FALSE
NA,NA,NA,0.9930476825402832,anova,REC_1,OneYear_TPHE_C26,NA
2.847,0.0695,40.97,0,log_alpha,REC_1,OneYear_TPHE_C27,FALSE
1.499,0.1464,10.24,0,log_beta,REC_1,OneYear_TPHE_C27,FALSE
-0.2494,0.142,-1.757,0.07896,MODVaginal,REC_1,OneYear_TPHE_C27,FALSE
0.04384,0.06795,0.6453,0.5188,voi,REC_1,OneYear_TPHE_C27,FALSE
NA,NA,NA,0.5221118436355099,anova,REC_1,OneYear_TPHE_C27,NA
2.656,0.06001,44.27,0,log_alpha,REC_1,Birth_TPHE_CD8_C1,FALSE
1.807,0.1794,10.07,0,log_beta,REC_1,Birth_TPHE_CD8_C1,FALSE
0.01294,0.1193,0.1085,0.9136,MODVaginal,REC_1,Birth_TPHE_CD8_C1,FALSE
0.07744,0.07448,1.04,0.2984,voi,REC_1,Birth_TPHE_CD8_C1,FALSE
NA,NA,NA,0.43091571894427805,anova,REC_1,Birth_TPHE_CD8_C1,NA
2.603,0.06901,37.71,0,log_alpha,REC_1,Birth_TPHE_CD8_C2,FALSE
1.801,0.1768,10.18,0,log_beta,REC_1,Birth_TPHE_CD8_C2,FALSE
-0.01932,0.1245,-0.1551,0.8767,MODVaginal,REC_1,Birth_TPHE_CD8_C2,FALSE
-0.1274,0.09325,-1.366,0.1719,voi,REC_1,Birth_TPHE_CD8_C2,FALSE
NA,NA,NA,0.1718213960214725,anova,REC_1,Birth_TPHE_CD8_C2,NA
2.603,0.08125,32.04,0,log_alpha,REC_1,Birth_TPHE_CD8_C3,FALSE
1.776,0.1761,10.08,0,log_beta,REC_1,Birth_TPHE_CD8_C3,FALSE
0.001086,0.1248,0.0087,0.9931,MODVaginal,REC_1,Birth_TPHE_CD8_C3,FALSE
-0.09798,0.119,-0.8236,0.4102,voi,REC_1,Birth_TPHE_CD8_C3,FALSE
NA,NA,NA,0.4076949777713009,anova,REC_1,Birth_TPHE_CD8_C3,NA
2.638,0.06515,40.49,0,log_alpha,REC_1,Birth_TPHE_CD8_C5,FALSE
1.78,0.1766,10.08,0,log_beta,REC_1,Birth_TPHE_CD8_C5,FALSE
0.01431,0.1222,0.1171,0.9068,MODVaginal,REC_1,Birth_TPHE_CD8_C5,FALSE
0.02016,0.05363,0.376,0.7069,voi,REC_1,Birth_TPHE_CD8_C5,FALSE
NA,NA,NA,0.7076895983443794,anova,REC_1,Birth_TPHE_CD8_C5,NA
2.652,0.06234,42.54,0,log_alpha,REC_1,Birth_TPHE_CD8_C8,FALSE
1.782,0.1747,10.2,0,log_beta,REC_1,Birth_TPHE_CD8_C8,FALSE
0.003285,0.1238,0.02654,0.9788,MODVaginal,REC_1,Birth_TPHE_CD8_C8,FALSE
-0.03387,0.05565,-0.6087,0.5427,voi,REC_1,Birth_TPHE_CD8_C8,FALSE
NA,NA,NA,0.541940027778709,anova,REC_1,Birth_TPHE_CD8_C8,NA
2.618,0.06465,40.5,0,log_alpha,REC_1,Birth_TPHE_CD8_C9,FALSE
1.818,0.1774,10.25,0,log_beta,REC_1,Birth_TPHE_CD8_C9,FALSE
-0.03111,0.1228,-0.2534,0.8,MODVaginal,REC_1,Birth_TPHE_CD8_C9,FALSE
-0.125,0.07707,-1.622,0.1047,voi,REC_1,Birth_TPHE_CD8_C9,FALSE
NA,NA,NA,0.07454805517674434,anova,REC_1,Birth_TPHE_CD8_C9,NA
2.648,0.06259,42.31,0,log_alpha,REC_1,Birth_TPHE_CD8_C10,FALSE
1.777,0.1757,10.11,0,log_beta,REC_1,Birth_TPHE_CD8_C10,FALSE
0.002168,0.1327,0.01634,0.987,MODVaginal,REC_1,Birth_TPHE_CD8_C10,FALSE
-0.01467,0.06651,-0.2206,0.8254,voi,REC_1,Birth_TPHE_CD8_C10,FALSE
NA,NA,NA,0.8247986051006624,anova,REC_1,Birth_TPHE_CD8_C10,NA
2.648,0.06242,42.42,0,log_alpha,REC_1,Birth_TPHE_CD8_C12,FALSE
1.776,0.1758,10.1,0,log_beta,REC_1,Birth_TPHE_CD8_C12,FALSE
0.008014,0.1255,0.06384,0.9491,MODVaginal,REC_1,Birth_TPHE_CD8_C12,FALSE
-0.01377,0.06758,-0.2038,0.8385,voi,REC_1,Birth_TPHE_CD8_C12,FALSE
NA,NA,NA,0.8377646837392945,anova,REC_1,Birth_TPHE_CD8_C12,NA
2.639,0.06185,42.67,0,log_alpha,REC_1,Birth_TPHE_CD8_C14,FALSE
1.788,0.1765,10.13,0,log_beta,REC_1,Birth_TPHE_CD8_C14,FALSE
-0.02985,0.1311,-0.2277,0.8198,MODVaginal,REC_1,Birth_TPHE_CD8_C14,FALSE
-0.06818,0.07291,-0.9351,0.3498,voi,REC_1,Birth_TPHE_CD8_C14,FALSE
NA,NA,NA,0.3522907063485722,anova,REC_1,Birth_TPHE_CD8_C14,NA
2.649,0.0604,43.86,0,log_alpha,REC_1,Birth_TPHE_CD8_C15,FALSE
1.803,0.1775,10.15,0,log_beta,REC_1,Birth_TPHE_CD8_C15,FALSE
-0.01214,0.1226,-0.099030000000000007,0.9211,MODVaginal,REC_1,Birth_TPHE_CD8_C15,FALSE
0.05925,0.05686,1.042,0.2974,voi,REC_1,Birth_TPHE_CD8_C15,FALSE
NA,NA,NA,0.30213970702415505,anova,REC_1,Birth_TPHE_CD8_C15,NA
2.656,0.06457,41.13,0,log_alpha,REC_1,Birth_TPHE_CD8_C17,FALSE
1.786,0.1774,10.07,0,log_beta,REC_1,Birth_TPHE_CD8_C17,FALSE
0.01276,0.1216,0.105,0.9164,MODVaginal,REC_1,Birth_TPHE_CD8_C17,FALSE
0.05135,0.1235,0.4157,0.6776,voi,REC_1,Birth_TPHE_CD8_C17,FALSE
NA,NA,NA,0.7496269361744017,anova,REC_1,Birth_TPHE_CD8_C17,NA
2.648,0.06202,42.7,0,log_alpha,REC_1,Birth_TPHE_CD8_C18,FALSE
1.782,0.1766,10.09,0,log_beta,REC_1,Birth_TPHE_CD8_C18,FALSE
0.01175,0.122,0.09633,0.9233,MODVaginal,REC_1,Birth_TPHE_CD8_C18,FALSE
0.01644,0.06639,0.2477,0.8044,voi,REC_1,Birth_TPHE_CD8_C18,FALSE
NA,NA,NA,0.8057690603260057,anova,REC_1,Birth_TPHE_CD8_C18,NA
2.655,0.07002,37.92,0,log_alpha,REC_1,Birth_TPHE_CD8_C19,FALSE
1.783,0.1773,10.05,0,log_beta,REC_1,Birth_TPHE_CD8_C19,FALSE
0.01422,0.122,0.1166,0.9072,MODVaginal,REC_1,Birth_TPHE_CD8_C19,FALSE
0.04252,0.1706,0.2492,0.8032,voi,REC_1,Birth_TPHE_CD8_C19,FALSE
NA,NA,NA,0.8382945772341442,anova,REC_1,Birth_TPHE_CD8_C19,NA
2.642,0.06115,43.2,0,log_alpha,REC_1,Birth_TPHE_CD8_C20,FALSE
1.796,0.1781,10.08,0,log_beta,REC_1,Birth_TPHE_CD8_C20,FALSE
0.003024,0.1206,0.02507,0.98,MODVaginal,REC_1,Birth_TPHE_CD8_C20,FALSE
0.04443,0.05236,0.8485,0.3962,voi,REC_1,Birth_TPHE_CD8_C20,FALSE
NA,NA,NA,0.4106233124713873,anova,REC_1,Birth_TPHE_CD8_C20,NA
2.648,0.06453,41.04,0,log_alpha,REC_1,Birth_TPHE_CD8_C21,FALSE
1.778,0.1759,10.11,0,log_beta,REC_1,Birth_TPHE_CD8_C21,FALSE
0.01406,0.1226,0.1147,0.9087,MODVaginal,REC_1,Birth_TPHE_CD8_C21,FALSE
-0.006678,0.05783,-0.1155,0.9081,voi,REC_1,Birth_TPHE_CD8_C21,FALSE
NA,NA,NA,0.9082032364057179,anova,REC_1,Birth_TPHE_CD8_C21,NA
2.648,0.06286,42.13,0,log_alpha,REC_1,Birth_TPHE_CD8_C22,FALSE
1.78,0.1767,10.07,0,log_beta,REC_1,Birth_TPHE_CD8_C22,FALSE
0.01277,0.1223,0.1044,0.9168,MODVaginal,REC_1,Birth_TPHE_CD8_C22,FALSE
0.01732,0.1241,0.1395,0.889,voi,REC_1,Birth_TPHE_CD8_C22,FALSE
NA,NA,NA,0.9012751217719527,anova,REC_1,Birth_TPHE_CD8_C22,NA
2.649,0.07176,36.92,0,log_alpha,REC_1,Birth_TPHE_CD8_C23,FALSE
1.779,0.1761,10.1,0,log_beta,REC_1,Birth_TPHE_CD8_C23,FALSE
0.01376,0.1225,0.1124,0.9105,MODVaginal,REC_1,Birth_TPHE_CD8_C23,FALSE
0.007432,0.08587,0.08655,0.931,voi,REC_1,Birth_TPHE_CD8_C23,FALSE
NA,NA,NA,0.9311677425207632,anova,REC_1,Birth_TPHE_CD8_C23,NA
2.651,0.06286,42.18,0,log_alpha,REC_1,Birth_TPHE_CD8_C24,FALSE
1.786,0.1774,10.06,0,log_beta,REC_1,Birth_TPHE_CD8_C24,FALSE
0.01287,0.1213,0.1061,0.9155,MODVaginal,REC_1,Birth_TPHE_CD8_C24,FALSE
-0.02405,0.0717,-0.3355,0.7373,voi,REC_1,Birth_TPHE_CD8_C24,FALSE
NA,NA,NA,0.7400440863965037,anova,REC_1,Birth_TPHE_CD8_C24,NA
2.769,0.06279,44.1,0,log_alpha,REC_1,Discharge_TPHE_CD8_C1,FALSE
1.539,0.134,11.48,0,log_beta,REC_1,Discharge_TPHE_CD8_C1,FALSE
-0.0141,0.1272,-0.1108,0.9117,MODVaginal,REC_1,Discharge_TPHE_CD8_C1,FALSE
0.1411,0.04589,3.075,0.002104,voi,REC_1,Discharge_TPHE_CD8_C1,FALSE
NA,NA,NA,0.008327234223054591,anova,REC_1,Discharge_TPHE_CD8_C1,NA
2.799,0.06548,42.75,0,log_alpha,REC_1,Discharge_TPHE_CD8_C2,FALSE
1.457,0.1284,11.34,0,log_beta,REC_1,Discharge_TPHE_CD8_C2,FALSE
-0.1158,0.1288,-0.899,0.3686,MODVaginal,REC_1,Discharge_TPHE_CD8_C2,FALSE
-0.02219,0.07072,-0.3138,0.7536,voi,REC_1,Discharge_TPHE_CD8_C2,FALSE
NA,NA,NA,0.7511768452988639,anova,REC_1,Discharge_TPHE_CD8_C2,NA
2.796,0.06827,40.95,0,log_alpha,REC_1,Discharge_TPHE_CD8_C3,FALSE
1.453,0.129,11.27,0,log_beta,REC_1,Discharge_TPHE_CD8_C3,FALSE
-0.1176,0.1299,-0.9054,0.3653,MODVaginal,REC_1,Discharge_TPHE_CD8_C3,FALSE
-0.02781,0.08198,-0.3393,0.7344,voi,REC_1,Discharge_TPHE_CD8_C3,FALSE
NA,NA,NA,0.7292984772398947,anova,REC_1,Discharge_TPHE_CD8_C3,NA
2.799,0.0652,42.93,0,log_alpha,REC_1,Discharge_TPHE_CD8_C4,FALSE
1.457,0.1286,11.33,0,log_beta,REC_1,Discharge_TPHE_CD8_C4,FALSE
-0.1235,0.131,-0.9425,0.3459,MODVaginal,REC_1,Discharge_TPHE_CD8_C4,FALSE
0.01686,0.04246,0.3971,0.6913,voi,REC_1,Discharge_TPHE_CD8_C4,FALSE
NA,NA,NA,0.6898889770434904,anova,REC_1,Discharge_TPHE_CD8_C4,NA
2.803,0.06506,43.08,0,log_alpha,REC_1,Discharge_TPHE_CD8_C5,FALSE
1.454,0.1285,11.31,0,log_beta,REC_1,Discharge_TPHE_CD8_C5,FALSE
-0.1094,0.1293,-0.8463,0.3974,MODVaginal,REC_1,Discharge_TPHE_CD8_C5,FALSE
-0.0305,0.09173,-0.3325,0.7395,voi,REC_1,Discharge_TPHE_CD8_C5,FALSE
NA,NA,NA,0.7038322456148659,anova,REC_1,Discharge_TPHE_CD8_C5,NA
2.802,0.06467,43.34,0,log_alpha,REC_1,Discharge_TPHE_CD8_C8,FALSE
1.457,0.1286,11.33,0,log_beta,REC_1,Discharge_TPHE_CD8_C8,FALSE
-0.1148,0.1292,-0.8883,0.3744,MODVaginal,REC_1,Discharge_TPHE_CD8_C8,FALSE
0.00782,0.07587,0.1031,0.9179,voi,REC_1,Discharge_TPHE_CD8_C8,FALSE
NA,NA,NA,0.9179318288665469,anova,REC_1,Discharge_TPHE_CD8_C8,NA
2.795,0.06639,42.11,0,log_alpha,REC_1,Discharge_TPHE_CD8_C9,FALSE
1.456,0.1283,11.35,0,log_beta,REC_1,Discharge_TPHE_CD8_C9,FALSE
-0.1352,0.1352,-1.001,0.317,MODVaginal,REC_1,Discharge_TPHE_CD8_C9,FALSE
-0.04429,0.08175,-0.5417,0.588,voi,REC_1,Discharge_TPHE_CD8_C9,FALSE
NA,NA,NA,0.5831988104043351,anova,REC_1,Discharge_TPHE_CD8_C9,NA
2.804,0.06427,43.64,0,log_alpha,REC_1,Discharge_TPHE_CD8_C10,FALSE
1.465,0.1287,11.38,0,log_beta,REC_1,Discharge_TPHE_CD8_C10,FALSE
-0.1251,0.129,-0.9697,0.3322,MODVaginal,REC_1,Discharge_TPHE_CD8_C10,FALSE
-0.04448,0.06123,-0.7263,0.4676,voi,REC_1,Discharge_TPHE_CD8_C10,FALSE
NA,NA,NA,0.46067028811786226,anova,REC_1,Discharge_TPHE_CD8_C10,NA
2.796,0.06514,42.93,0,log_alpha,REC_1,Discharge_TPHE_CD8_C12,FALSE
1.462,0.1291,11.32,0,log_beta,REC_1,Discharge_TPHE_CD8_C12,FALSE
-0.07878,0.1374,-0.5732,0.5665,MODVaginal,REC_1,Discharge_TPHE_CD8_C12,FALSE
0.04518,0.06507,0.6943,0.4875,voi,REC_1,Discharge_TPHE_CD8_C12,FALSE
NA,NA,NA,0.49342582416694203,anova,REC_1,Discharge_TPHE_CD8_C12,NA
2.775,0.06663,41.64,0,log_alpha,REC_1,Discharge_TPHE_CD8_C14,FALSE
1.474,0.1292,11.41,0,log_beta,REC_1,Discharge_TPHE_CD8_C14,FALSE
-0.1514,0.1295,-1.169,0.2424,MODVaginal,REC_1,Discharge_TPHE_CD8_C14,FALSE
-0.1217,0.07884,-1.544,0.1226,voi,REC_1,Discharge_TPHE_CD8_C14,FALSE
NA,NA,NA,0.12913268762329833,anova,REC_1,Discharge_TPHE_CD8_C14,NA
2.795,0.0654,42.74,0,log_alpha,REC_1,Discharge_TPHE_CD8_C15,FALSE
1.46,0.1289,11.33,0,log_beta,REC_1,Discharge_TPHE_CD8_C15,FALSE
-0.1233,0.129,-0.9557,0.3392,MODVaginal,REC_1,Discharge_TPHE_CD8_C15,FALSE
0.05235,0.06177,0.8475,0.3967,voi,REC_1,Discharge_TPHE_CD8_C15,FALSE
NA,NA,NA,0.39691033760206207,anova,REC_1,Discharge_TPHE_CD8_C15,NA
2.807,0.06525,43.02,0,log_alpha,REC_1,Discharge_TPHE_CD8_C17,FALSE
1.463,0.1298,11.27,0,log_beta,REC_1,Discharge_TPHE_CD8_C17,FALSE
-0.1163,0.1279,-0.9094,0.3632,MODVaginal,REC_1,Discharge_TPHE_CD8_C17,FALSE
0.03449,0.09979,0.3456,0.7296,voi,REC_1,Discharge_TPHE_CD8_C17,FALSE
NA,NA,NA,0.7524345107144627,anova,REC_1,Discharge_TPHE_CD8_C17,NA
2.801,0.06458,43.37,0,log_alpha,REC_1,Discharge_TPHE_CD8_C18,FALSE
1.459,0.1287,11.33,0,log_beta,REC_1,Discharge_TPHE_CD8_C18,FALSE
-0.1047,0.13,-0.8054,0.4206,MODVaginal,REC_1,Discharge_TPHE_CD8_C18,FALSE
0.01965,0.04862,0.4041,0.6862,voi,REC_1,Discharge_TPHE_CD8_C18,FALSE
NA,NA,NA,0.6903311276488566,anova,REC_1,Discharge_TPHE_CD8_C18,NA
2.785,0.06642,41.93,0,log_alpha,REC_1,Discharge_TPHE_CD8_C19,FALSE
1.468,0.1292,11.36,0,log_beta,REC_1,Discharge_TPHE_CD8_C19,FALSE
-0.09932,0.1281,-0.7752,0.4382,MODVaginal,REC_1,Discharge_TPHE_CD8_C19,FALSE
0.07661,0.06565,1.167,0.2433,voi,REC_1,Discharge_TPHE_CD8_C19,FALSE
NA,NA,NA,0.25595277384374104,anova,REC_1,Discharge_TPHE_CD8_C19,NA
2.808,0.06456,43.5,0,log_alpha,REC_1,Discharge_TPHE_CD8_C21,FALSE
1.465,0.1289,11.37,0,log_beta,REC_1,Discharge_TPHE_CD8_C21,FALSE
-0.08945,0.1308,-0.6838,0.4941,MODVaginal,REC_1,Discharge_TPHE_CD8_C21,FALSE
-0.0488,0.05824,-0.8379,0.4021,voi,REC_1,Discharge_TPHE_CD8_C21,FALSE
NA,NA,NA,0.40409399106583666,anova,REC_1,Discharge_TPHE_CD8_C21,NA
2.803,0.06474,43.29,0,log_alpha,REC_1,Discharge_TPHE_CD8_C23,FALSE
1.457,0.1286,11.34,0,log_beta,REC_1,Discharge_TPHE_CD8_C23,FALSE
-0.1162,0.1319,-0.8811,0.3783,MODVaginal,REC_1,Discharge_TPHE_CD8_C23,FALSE
0.00879,0.09063,0.09698,0.9227,voi,REC_1,Discharge_TPHE_CD8_C23,FALSE
NA,NA,NA,0.9232337882347208,anova,REC_1,Discharge_TPHE_CD8_C23,NA
2.801,0.06448,43.44,0,log_alpha,REC_1,Discharge_TPHE_CD8_C24,FALSE
1.461,0.1289,11.34,0,log_beta,REC_1,Discharge_TPHE_CD8_C24,FALSE
-0.1266,0.1311,-0.9657,0.3342,MODVaginal,REC_1,Discharge_TPHE_CD8_C24,FALSE
-0.03385,0.0721,-0.4695,0.6387,voi,REC_1,Discharge_TPHE_CD8_C24,FALSE
NA,NA,NA,0.6429400678849537,anova,REC_1,Discharge_TPHE_CD8_C24,NA
2.838,0.06652,42.66,0,log_alpha,REC_1,OneYear_TPHE_CD8_C1,FALSE
