estimate,std.error,statistic,p.value,term,response,voi,produced_warning
-0.01618,0.1004,-0.1611,0.872,voi,NAS_5,OneYear_CD4_C18,FALSE
NA,NA,NA,0.8719083453429242,anova,NAS_5,OneYear_CD4_C18,NA
4.366,0.1074,40.66,0,log_alpha,NAS_5,Birth_CD8_C3,FALSE
0.8873,0.1345,6.597,4.207e-11,log_beta,NAS_5,Birth_CD8_C3,FALSE
-0.1124,0.217,-0.5177,0.6046,MODVaginal,NAS_5,Birth_CD8_C3,FALSE
-0.08231,0.02051,-4.013,5.983e-5,gaBirth,NAS_5,Birth_CD8_C3,FALSE
-0.2899,0.1118,-2.592,0.009532,voi,NAS_5,Birth_CD8_C3,FALSE
NA,NA,NA,0.012161119720384583,anova,NAS_5,Birth_CD8_C3,NA
4.367,0.1148,38.04,0,log_alpha,NAS_5,Birth_CD8_C4,FALSE
0.8192,0.1354,6.049,1.456e-9,log_beta,NAS_5,Birth_CD8_C4,FALSE
-0.06982,0.2304,-0.3031,0.7618,MODVaginal,NAS_5,Birth_CD8_C4,FALSE
-0.0822,0.02325,-3.536,4.057e-4,gaBirth,NAS_5,Birth_CD8_C4,FALSE
-0.09919,0.1256,-0.7896,0.4297,voi,NAS_5,Birth_CD8_C4,FALSE
NA,NA,NA,0.4255369396669,anova,NAS_5,Birth_CD8_C4,NA
4.38,0.1143,38.33,0,log_alpha,NAS_5,Birth_CD8_C5,FALSE
0.826,0.1356,6.09,1.127e-9,log_beta,NAS_5,Birth_CD8_C5,FALSE
-0.08669,0.2297,-0.3774,0.7059,MODVaginal,NAS_5,Birth_CD8_C5,FALSE
-0.0776,0.02122,-3.657,2.552e-4,gaBirth,NAS_5,Birth_CD8_C5,FALSE
-0.1191,0.1163,-1.024,0.3058,voi,NAS_5,Birth_CD8_C5,FALSE
NA,NA,NA,0.28980159470662437,anova,NAS_5,Birth_CD8_C5,NA
4.365,0.1117,39.08,0,log_alpha,NAS_5,Birth_CD8_C6,FALSE
0.8416,0.1368,6.15,7.73e-10,log_beta,NAS_5,Birth_CD8_C6,FALSE
-0.131,0.229,-0.5721,0.5673,MODVaginal,NAS_5,Birth_CD8_C6,FALSE
-0.08388,0.02163,-3.877,1.056e-4,gaBirth,NAS_5,Birth_CD8_C6,FALSE
-0.161,0.1146,-1.405,0.1601,voi,NAS_5,Birth_CD8_C6,FALSE
NA,NA,NA,0.16698587705751977,anova,NAS_5,Birth_CD8_C6,NA
4.372,0.1113,39.3,0,log_alpha,NAS_5,Birth_CD8_C7,FALSE
0.8494,0.136,6.246,4.221e-10,log_beta,NAS_5,Birth_CD8_C7,FALSE
-0.04943,0.224,-0.2207,0.8253,MODVaginal,NAS_5,Birth_CD8_C7,FALSE
-0.08975,0.02254,-3.982,6.829e-5,gaBirth,NAS_5,Birth_CD8_C7,FALSE
-0.2061,0.1204,-1.711,0.08704,voi,NAS_5,Birth_CD8_C7,FALSE
NA,NA,NA,0.08567598344980498,anova,NAS_5,Birth_CD8_C7,NA
4.374,0.1134,38.56,0,log_alpha,NAS_5,Birth_CD8_C8,FALSE
0.8275,0.1363,6.072,1.265e-9,log_beta,NAS_5,Birth_CD8_C8,FALSE
-0.04269,0.2292,-0.1863,0.8522,MODVaginal,NAS_5,Birth_CD8_C8,FALSE
-0.06513,0.02278,-2.859,0.004248,gaBirth,NAS_5,Birth_CD8_C8,FALSE
-0.1287,0.1247,-1.032,0.3023,voi,NAS_5,Birth_CD8_C8,FALSE
NA,NA,NA,0.3058835462665571,anova,NAS_5,Birth_CD8_C8,NA
4.386,0.1142,38.4,0,log_alpha,NAS_5,Birth_CD8_C9,FALSE
0.8299,0.1361,6.098,1.072e-9,log_beta,NAS_5,Birth_CD8_C9,FALSE
-0.0843,0.2275,-0.3706,0.711,MODVaginal,NAS_5,Birth_CD8_C9,FALSE
-0.07521,0.02084,-3.608,3.084e-4,gaBirth,NAS_5,Birth_CD8_C9,FALSE
-0.1149,0.1082,-1.062,0.2884,voi,NAS_5,Birth_CD8_C9,FALSE
NA,NA,NA,0.2934138604409774,anova,NAS_5,Birth_CD8_C9,NA
4.382,0.1149,38.13,0,log_alpha,NAS_5,Birth_CD8_C10,FALSE
0.8231,0.1362,6.046,1.489e-9,log_beta,NAS_5,Birth_CD8_C10,FALSE
-0.06141,0.229,-0.2682,0.7885,MODVaginal,NAS_5,Birth_CD8_C10,FALSE
-0.07444,0.02096,-3.552,3.829e-4,gaBirth,NAS_5,Birth_CD8_C10,FALSE
-0.0808,0.1045,-0.7734,0.4393,voi,NAS_5,Birth_CD8_C10,FALSE
NA,NA,NA,0.44360069792932244,anova,NAS_5,Birth_CD8_C10,NA
4.378,0.1137,38.5,0,log_alpha,NAS_5,Birth_CD8_C11,FALSE
0.8282,0.1357,6.101,1.056e-9,log_beta,NAS_5,Birth_CD8_C11,FALSE
-0.04123,0.2303,-0.179,0.858,MODVaginal,NAS_5,Birth_CD8_C11,FALSE
-0.08009,0.02146,-3.732,1.898e-4,gaBirth,NAS_5,Birth_CD8_C11,FALSE
-0.1501,0.1209,-1.241,0.2145,voi,NAS_5,Birth_CD8_C11,FALSE
NA,NA,NA,0.21521033455126748,anova,NAS_5,Birth_CD8_C11,NA
4.393,0.1113,39.48,0,log_alpha,NAS_5,Birth_CD8_C12,FALSE
0.8519,0.1371,6.215,5.131e-10,log_beta,NAS_5,Birth_CD8_C12,FALSE
-0.0838,0.2218,-0.3779,0.7055,MODVaginal,NAS_5,Birth_CD8_C12,FALSE
-0.07502,0.02035,-3.686,2.275e-4,gaBirth,NAS_5,Birth_CD8_C12,FALSE
0.1634,0.1009,1.619,0.1054,voi,NAS_5,Birth_CD8_C12,FALSE
NA,NA,NA,0.11372483086275986,anova,NAS_5,Birth_CD8_C12,NA
4.49,0.1023,43.89,0,log_alpha,NAS_5,Discharge_CD8_C3,FALSE
0.8455,0.127,6.655,2.827e-11,log_beta,NAS_5,Discharge_CD8_C3,FALSE
-0.1927,0.217,-0.8879,0.3746,MODVaginal,NAS_5,Discharge_CD8_C3,FALSE
-0.06035,0.01827,-3.303,9.557e-4,gaBirth,NAS_5,Discharge_CD8_C3,FALSE
0.01697,0.08723,0.1945,0.8458,voi,NAS_5,Discharge_CD8_C3,FALSE
NA,NA,NA,0.846852354208826,anova,NAS_5,Discharge_CD8_C3,NA
4.488,0.1027,43.72,0,log_alpha,NAS_5,Discharge_CD8_C4,FALSE
0.8459,0.1267,6.674,2.487e-11,log_beta,NAS_5,Discharge_CD8_C4,FALSE
-0.2008,0.2176,-0.9228,0.3561,MODVaginal,NAS_5,Discharge_CD8_C4,FALSE
-0.06036,0.01815,-3.326,8.818e-4,gaBirth,NAS_5,Discharge_CD8_C4,FALSE
-0.03879,0.1274,-0.3043,0.7609,voi,NAS_5,Discharge_CD8_C4,FALSE
NA,NA,NA,0.760276859587936,anova,NAS_5,Discharge_CD8_C4,NA
4.493,0.1024,43.89,0,log_alpha,NAS_5,Discharge_CD8_C5,FALSE
0.8464,0.1267,6.679,2.4e-11,log_beta,NAS_5,Discharge_CD8_C5,FALSE
-0.2081,0.218,-0.9549,0.3396,MODVaginal,NAS_5,Discharge_CD8_C5,FALSE
-0.06025,0.01814,-3.321,8.982e-4,gaBirth,NAS_5,Discharge_CD8_C5,FALSE
-0.047,0.09835,-0.4779,0.6327,voi,NAS_5,Discharge_CD8_C5,FALSE
NA,NA,NA,0.6295781273338732,anova,NAS_5,Discharge_CD8_C5,NA
4.483,0.09837,45.57,0,log_alpha,NAS_5,Discharge_CD8_C6,FALSE
0.8834,0.1278,6.911,4.812e-12,log_beta,NAS_5,Discharge_CD8_C6,FALSE
-0.3243,0.2205,-1.471,0.1413,MODVaginal,NAS_5,Discharge_CD8_C6,FALSE
-0.05202,0.01797,-2.895,0.003792,gaBirth,NAS_5,Discharge_CD8_C6,FALSE
-0.2035,0.1068,-1.905,0.05673,voi,NAS_5,Discharge_CD8_C6,FALSE
NA,NA,NA,0.05989309303201229,anova,NAS_5,Discharge_CD8_C6,NA
4.48,0.09837,45.55,0,log_alpha,NAS_5,Discharge_CD8_C7,FALSE
0.8813,0.1272,6.928,4.267e-12,log_beta,NAS_5,Discharge_CD8_C7,FALSE
-0.3004,0.2188,-1.373,0.1698,MODVaginal,NAS_5,Discharge_CD8_C7,FALSE
-0.05667,0.01766,-3.208,0.001335,gaBirth,NAS_5,Discharge_CD8_C7,FALSE
-0.207,0.113,-1.831,0.06715,voi,NAS_5,Discharge_CD8_C7,FALSE
NA,NA,NA,0.08006700709119996,anova,NAS_5,Discharge_CD8_C7,NA
4.493,0.1021,44.01,0,log_alpha,NAS_5,Discharge_CD8_C8,FALSE
0.8477,0.127,6.676,2.448e-11,log_beta,NAS_5,Discharge_CD8_C8,FALSE
-0.1845,0.2167,-0.8514,0.3945,MODVaginal,NAS_5,Discharge_CD8_C8,FALSE
-0.05726,0.01966,-2.912,0.003587,gaBirth,NAS_5,Discharge_CD8_C8,FALSE
-0.04732,0.1054,-0.4487,0.6536,voi,NAS_5,Discharge_CD8_C8,FALSE
NA,NA,NA,0.6540783349675638,anova,NAS_5,Discharge_CD8_C8,NA
4.496,0.1022,44,0,log_alpha,NAS_5,Discharge_CD8_C9,FALSE
0.8504,0.1266,6.715,1.879e-11,log_beta,NAS_5,Discharge_CD8_C9,FALSE
-0.1918,0.2162,-0.887,0.3751,MODVaginal,NAS_5,Discharge_CD8_C9,FALSE
-0.05861,0.01839,-3.186,0.001441,gaBirth,NAS_5,Discharge_CD8_C9,FALSE
-0.07311,0.1026,-0.7126,0.4761,voi,NAS_5,Discharge_CD8_C9,FALSE
NA,NA,NA,0.4764874766300796,anova,NAS_5,Discharge_CD8_C9,NA
4.496,0.1016,44.27,0,log_alpha,NAS_5,Discharge_CD8_C10,FALSE
0.8553,0.1265,6.759,1.386e-11,log_beta,NAS_5,Discharge_CD8_C10,FALSE
-0.1682,0.2168,-0.7758,0.4378,MODVaginal,NAS_5,Discharge_CD8_C10,FALSE
-0.05824,0.01818,-3.204,0.001357,gaBirth,NAS_5,Discharge_CD8_C10,FALSE
-0.09685,0.09725,-0.9959,0.3193,voi,NAS_5,Discharge_CD8_C10,FALSE
NA,NA,NA,0.3176036919224262,anova,NAS_5,Discharge_CD8_C10,NA
4.49,0.1004,44.72,0,log_alpha,NAS_5,Discharge_CD8_C11,FALSE
0.8627,0.1265,6.818,9.233e-12,log_beta,NAS_5,Discharge_CD8_C11,FALSE
-0.1889,0.215,-0.8786,0.3796,MODVaginal,NAS_5,Discharge_CD8_C11,FALSE
-0.06394,0.01816,-3.522,4.284e-4,gaBirth,NAS_5,Discharge_CD8_C11,FALSE
-0.1433,0.1061,-1.351,0.1768,voi,NAS_5,Discharge_CD8_C11,FALSE
NA,NA,NA,0.1964935665438713,anova,NAS_5,Discharge_CD8_C11,NA
4.498,0.1013,44.39,0,log_alpha,NAS_5,Discharge_CD8_C12,FALSE
0.8588,0.1264,6.794,1.089e-11,log_beta,NAS_5,Discharge_CD8_C12,FALSE
-0.1967,0.2148,-0.9155,0.36,MODVaginal,NAS_5,Discharge_CD8_C12,FALSE
-0.05517,0.01869,-2.951,0.003164,gaBirth,NAS_5,Discharge_CD8_C12,FALSE
0.118,0.1026,1.15,0.2502,voi,NAS_5,Discharge_CD8_C12,FALSE
NA,NA,NA,0.2533297367944676,anova,NAS_5,Discharge_CD8_C12,NA
4.483,0.1079,41.53,0,log_alpha,NAS_5,OneYear_CD8_C2,FALSE
0.8421,0.1315,6.404,1.515e-10,log_beta,NAS_5,OneYear_CD8_C2,FALSE
-0.1967,0.2278,-0.8635,0.3878,MODVaginal,NAS_5,OneYear_CD8_C2,FALSE
-0.04634,0.01915,-2.42,0.01552,gaBirth,NAS_5,OneYear_CD8_C2,FALSE
-0.02632,0.1147,-0.2295,0.8185,voi,NAS_5,OneYear_CD8_C2,FALSE
NA,NA,NA,0.8163127443882878,anova,NAS_5,OneYear_CD8_C2,NA
4.486,0.1077,41.66,0,log_alpha,NAS_5,OneYear_CD8_C3,FALSE
0.8449,0.1314,6.429,1.281e-10,log_beta,NAS_5,OneYear_CD8_C3,FALSE
-0.1847,0.2274,-0.8121,0.4167,MODVaginal,NAS_5,OneYear_CD8_C3,FALSE
-0.04584,0.01872,-2.448,0.01436,gaBirth,NAS_5,OneYear_CD8_C3,FALSE
-0.05292,0.1048,-0.5048,0.6137,voi,NAS_5,OneYear_CD8_C3,FALSE
NA,NA,NA,0.6108795834552981,anova,NAS_5,OneYear_CD8_C3,NA
4.488,0.1072,41.87,0,log_alpha,NAS_5,OneYear_CD8_C4,FALSE
0.8513,0.1312,6.491,8.553e-11,log_beta,NAS_5,OneYear_CD8_C4,FALSE
-0.1625,0.2274,-0.7146,0.4748,MODVaginal,NAS_5,OneYear_CD8_C4,FALSE
-0.04435,0.01851,-2.396,0.01656,gaBirth,NAS_5,OneYear_CD8_C4,FALSE
-0.09345,0.1045,-0.8939,0.3714,voi,NAS_5,OneYear_CD8_C4,FALSE
NA,NA,NA,0.36071593096823096,anova,NAS_5,OneYear_CD8_C4,NA
4.484,0.108,41.51,0,log_alpha,NAS_5,OneYear_CD8_C5,FALSE
0.8435,0.1312,6.43,1.276e-10,log_beta,NAS_5,OneYear_CD8_C5,FALSE
-0.208,0.2281,-0.9116,0.362,MODVaginal,NAS_5,OneYear_CD8_C5,FALSE
-0.04615,0.01884,-2.449,0.01431,gaBirth,NAS_5,OneYear_CD8_C5,FALSE
-0.06342,0.111,-0.5714,0.5677,voi,NAS_5,OneYear_CD8_C5,FALSE
NA,NA,NA,0.561702534005969,anova,NAS_5,OneYear_CD8_C5,NA
4.484,0.10780000000000001,41.61,0,log_alpha,NAS_5,OneYear_CD8_C6,FALSE
0.8428,0.1315,6.411,1.443e-10,log_beta,NAS_5,OneYear_CD8_C6,FALSE
-0.1938,0.2292,-0.8458,0.3976,MODVaginal,NAS_5,OneYear_CD8_C6,FALSE
-0.04567,0.01925,-2.373,0.01765,gaBirth,NAS_5,OneYear_CD8_C6,FALSE
0.004717,0.1065,0.04428,0.9647,voi,NAS_5,OneYear_CD8_C6,FALSE
NA,NA,NA,0.9646866632070231,anova,NAS_5,OneYear_CD8_C6,NA
4.48,0.1079,41.52,0,log_alpha,NAS_5,OneYear_CD8_C8,FALSE
0.8446,0.1313,6.434,1.242e-10,log_beta,NAS_5,OneYear_CD8_C8,FALSE
-0.2113,0.2289,-0.9228,0.3561,MODVaginal,NAS_5,OneYear_CD8_C8,FALSE
-0.04847,0.01933,-2.507,0.01217,gaBirth,NAS_5,OneYear_CD8_C8,FALSE
-0.07175,0.1182,-0.6068,0.544,voi,NAS_5,OneYear_CD8_C8,FALSE
NA,NA,NA,0.5433964097755644,anova,NAS_5,OneYear_CD8_C8,NA
4.485,0.10780000000000001,41.61,0,log_alpha,NAS_5,OneYear_CD8_C9,FALSE
0.8437,0.1314,6.42,1.367e-10,log_beta,NAS_5,OneYear_CD8_C9,FALSE
-0.2017,0.229,-0.8807,0.3785,MODVaginal,NAS_5,OneYear_CD8_C9,FALSE
-0.04572,0.0188,-2.433,0.01499,gaBirth,NAS_5,OneYear_CD8_C9,FALSE
-0.02634,0.1075,-0.245,0.8065,voi,NAS_5,OneYear_CD8_C9,FALSE
NA,NA,NA,0.8061444871282825,anova,NAS_5,OneYear_CD8_C9,NA
4.477,0.1074,41.67,0,log_alpha,NAS_5,OneYear_CD8_C10,FALSE
0.8506,0.131,6.494,8.36e-11,log_beta,NAS_5,OneYear_CD8_C10,FALSE
-0.2173,0.2272,-0.9565,0.3388,MODVaginal,NAS_5,OneYear_CD8_C10,FALSE
-0.04893,0.01894,-2.584,0.009775,gaBirth,NAS_5,OneYear_CD8_C10,FALSE
-0.1207,0.1168,-1.033,0.3016,voi,NAS_5,OneYear_CD8_C10,FALSE
NA,NA,NA,0.3095280144979672,anova,NAS_5,OneYear_CD8_C10,NA
4.478,0.1045,42.84,0,log_alpha,NAS_5,OneYear_CD8_C11,FALSE
0.8762,0.1312,6.677,2.431e-11,log_beta,NAS_5,OneYear_CD8_C11,FALSE
-0.1999,0.2246,-0.8897,0.3736,MODVaginal,NAS_5,OneYear_CD8_C11,FALSE
-0.0428,0.0186,-2.301,0.02138,gaBirth,NAS_5,OneYear_CD8_C11,FALSE
-0.198,0.1077,-1.839,0.06594,voi,NAS_5,OneYear_CD8_C11,FALSE
NA,NA,NA,0.07166477625361134,anova,NAS_5,OneYear_CD8_C11,NA
4.486,0.1076,41.7,0,log_alpha,NAS_5,OneYear_CD8_C12,FALSE
0.8466,0.1313,6.449,1.128e-10,log_beta,NAS_5,OneYear_CD8_C12,FALSE
-0.2127,0.2277,-0.934,0.3503,MODVaginal,NAS_5,OneYear_CD8_C12,FALSE
-0.04707,0.01888,-2.493,0.01267,gaBirth,NAS_5,OneYear_CD8_C12,FALSE
0.07525,0.1122,0.6704,0.5026,voi,NAS_5,OneYear_CD8_C12,FALSE
NA,NA,NA,0.5004167206309147,anova,NAS_5,OneYear_CD8_C12,NA
4.344,0.1013,42.86,0,log_alpha,NAS_5,ICS_IST_Birth,FALSE
1.053,0.1374,7.662,1.821e-14,log_beta,NAS_5,ICS_IST_Birth,FALSE
-0.03742,0.207,-0.1808,0.8565,MODVaginal,NAS_5,ICS_IST_Birth,FALSE
-0.1009,0.02172,-4.645,3.4e-6,gaBirth,NAS_5,ICS_IST_Birth,FALSE
-0.06938,0.3433,-0.2021,0.8398,voiICS_2,NAS_5,ICS_IST_Birth,FALSE
0.7434,0.4147,1.793,0.07303,voiICS_3,NAS_5,ICS_IST_Birth,FALSE
0.4164,0.3155,1.32,0.1869,voiICS_4,NAS_5,ICS_IST_Birth,FALSE
0.2982,0.3213,0.9283,0.3532,voiICS_5,NAS_5,ICS_IST_Birth,FALSE
1.144,0.3023,3.785,1.54e-4,voiICS_6,NAS_5,ICS_IST_Birth,FALSE
-0.9897,0.6482,-1.527,0.1268,voiICS_7,NAS_5,ICS_IST_Birth,FALSE
-0.9168,2.082,-0.4403,0.6597,voiICS_8,NAS_5,ICS_IST_Birth,FALSE
NA,NA,NA,0.005867994474879512,anova,NAS_5,ICS_IST_Birth,NA
4.508,0.09633,46.79,0,log_alpha,NAS_5,ICS_IST_Disch,FALSE
0.915,0.1267,7.22,5.185e-13,log_beta,NAS_5,ICS_IST_Disch,FALSE
-0.2081,0.2116,-0.9837,0.3253,MODVaginal,NAS_5,ICS_IST_Disch,FALSE
-0.05017,0.01972,-2.544,0.01097,gaBirth,NAS_5,ICS_IST_Disch,FALSE
0.8285,0.3994,2.074,0.03806,voiICS_2,NAS_5,ICS_IST_Disch,FALSE
0.5178,0.4424,1.171,0.2418,voiICS_3,NAS_5,ICS_IST_Disch,FALSE
0.7078,0.5495,1.288,0.1978,voiICS_4,NAS_5,ICS_IST_Disch,FALSE
0.6184,0.3698,1.672,0.09448,voiICS_5,NAS_5,ICS_IST_Disch,FALSE
0.3864,0.3377,1.144,0.2525,voiICS_6,NAS_5,ICS_IST_Disch,FALSE
0.1011,0.5131,0.1971,0.8437,voiICS_7,NAS_5,ICS_IST_Disch,FALSE
NA,NA,NA,0.3849085826553189,anova,NAS_5,ICS_IST_Disch,NA
4.493,0.09973,45.05,0,log_alpha,NAS_5,ICS_IST_1YR,FALSE
0.9274,0.1319,7.03,2.06e-12,log_beta,NAS_5,ICS_IST_1YR,FALSE
-0.2409,0.2122,-1.135,0.2563,MODVaginal,NAS_5,ICS_IST_1YR,FALSE
-0.03939,0.01753,-2.248,0.02461,gaBirth,NAS_5,ICS_IST_1YR,FALSE
1.58,0.8594,1.838,0.06601,voiICS_5,NAS_5,ICS_IST_1YR,FALSE
1.613,0.7881,2.047,0.04068,voiICS_6,NAS_5,ICS_IST_1YR,FALSE
1.333,0.8036,1.659,0.09721,voiICS_7,NAS_5,ICS_IST_1YR,FALSE
1.802,0.7613,2.367,0.01795,voiICS_8,NAS_5,ICS_IST_1YR,FALSE
NA,NA,NA,0.1461205755663455,anova,NAS_5,ICS_IST_1YR,NA
5.438,0.06565,82.84,0,log_alpha,NAS_11,TPHE_IST_Birth,FALSE
1.343,0.1257,10.69,0,log_beta,NAS_11,TPHE_IST_Birth,FALSE
0.04105,0.1352,0.3035,0.7615,MODVaginal,NAS_11,TPHE_IST_Birth,FALSE
-0.02189,0.02172,-1.008,0.3137,gaBirth,NAS_11,TPHE_IST_Birth,FALSE
0.02852,0.2356,0.1211,0.9036,voiTPHE_2,NAS_11,TPHE_IST_Birth,FALSE
0.02293,0.28,0.08191,0.9347,voiTPHE_3,NAS_11,TPHE_IST_Birth,FALSE
0.02401,0.3037,0.07908,0.937,voiTPHE_4,NAS_11,TPHE_IST_Birth,FALSE
-0.05574,0.2706,-0.206,0.8368,voiTPHE_5,NAS_11,TPHE_IST_Birth,FALSE
NA,NA,NA,0.9957706190075759,anova,NAS_11,TPHE_IST_Birth,NA
5.472,0.05921,92.41,0,log_alpha,NAS_11,TPHE_IST_Disch,FALSE
1.407,0.1191,11.81,0,log_beta,NAS_11,TPHE_IST_Disch,FALSE
0.07853,0.1333,0.5891,0.5558,MODVaginal,NAS_11,TPHE_IST_Disch,FALSE
-0.02595,0.01125,-2.305,0.02114,gaBirth,NAS_11,TPHE_IST_Disch,FALSE
0.08907,0.2452,0.3632,0.7165,voiTPHE_2,NAS_11,TPHE_IST_Disch,FALSE
-0.1334,0.2255,-0.5916,0.5541,voiTPHE_3,NAS_11,TPHE_IST_Disch,FALSE
0.02124,0.2689,0.07899,0.937,voiTPHE_4,NAS_11,TPHE_IST_Disch,FALSE
-0.1668,0.2553,-0.6533,0.5135,voiTPHE_5,NAS_11,TPHE_IST_Disch,FALSE
-0.01078,0.4198,-0.02569,0.9795,voiTPHE_6,NAS_11,TPHE_IST_Disch,FALSE
NA,NA,NA,0.7436640911864367,anova,NAS_11,TPHE_IST_Disch,NA
5.475,0.06326,86.54,0,log_alpha,NAS_11,TPHE_IST_1YR,FALSE
1.387,0.1274,10.89,0,log_beta,NAS_11,TPHE_IST_1YR,FALSE
0.03452,0.1297,0.266,0.7902,MODVaginal,NAS_11,TPHE_IST_1YR,FALSE
-0.0245,0.01108,-2.211,0.02703,gaBirth,NAS_11,TPHE_IST_1YR,FALSE
-0.2751,0.3254,-0.8456,0.3978,voiTPHE_6,NAS_11,TPHE_IST_1YR,FALSE
-0.2052,0.2895,-0.7088,0.4785,voiTPHE_7,NAS_11,TPHE_IST_1YR,FALSE
NA,NA,NA,0.7082723910887976,anova,NAS_11,TPHE_IST_1YR,NA
5.433,0.06511,83.44,0,log_alpha,NAS_11,Birth_TPHE_C1,FALSE
1.349,0.1255,10.75,0,log_beta,NAS_11,Birth_TPHE_C1,FALSE
0.02796,0.1318,0.2122,0.832,MODVaginal,NAS_11,Birth_TPHE_C1,FALSE
-0.01927,0.01347,-1.431,0.1526,gaBirth,NAS_11,Birth_TPHE_C1,FALSE
-0.05922,0.08165,-0.7253,0.4683,voi,NAS_11,Birth_TPHE_C1,FALSE
NA,NA,NA,0.4675353647497601,anova,NAS_11,Birth_TPHE_C1,NA
5.431,0.06577,82.57,0,log_alpha,NAS_11,Birth_TPHE_C2,FALSE
1.347,0.1251,10.77,0,log_beta,NAS_11,Birth_TPHE_C2,FALSE
0.02572,0.132,0.1948,0.8455,MODVaginal,NAS_11,Birth_TPHE_C2,FALSE
-0.01949,0.01342,-1.452,0.1465,gaBirth,NAS_11,Birth_TPHE_C2,FALSE
0.05972,0.06624,0.9015,0.3673,voi,NAS_11,Birth_TPHE_C2,FALSE
NA,NA,NA,0.3685468072422732,anova,NAS_11,Birth_TPHE_C2,NA
5.44,0.06509,83.58,0,log_alpha,NAS_11,Birth_TPHE_C3,FALSE
1.347,0.1255,10.73,0,log_beta,NAS_11,Birth_TPHE_C3,FALSE
0.07829,0.1375,0.5694,0.5691,MODVaginal,NAS_11,Birth_TPHE_C3,FALSE
-0.01984,0.01333,-1.489,0.1366,gaBirth,NAS_11,Birth_TPHE_C3,FALSE
0.04912,0.06664,0.7372,0.461,voi,NAS_11,Birth_TPHE_C3,FALSE
NA,NA,NA,0.4667508890764972,anova,NAS_11,Birth_TPHE_C3,NA
5.439,0.06535,83.23,0,log_alpha,NAS_11,Birth_TPHE_C4,FALSE
1.342,0.1253,10.71,0,log_beta,NAS_11,Birth_TPHE_C4,FALSE
0.05305,0.1319,0.4021,0.6876,MODVaginal,NAS_11,Birth_TPHE_C4,FALSE
-0.02042,0.01391,-1.468,0.1421,gaBirth,NAS_11,Birth_TPHE_C4,FALSE
-0.01821,0.0649,-0.2806,0.779,voi,NAS_11,Birth_TPHE_C4,FALSE
NA,NA,NA,0.7784360056034698,anova,NAS_11,Birth_TPHE_C4,NA
5.439,0.06561,82.89,0,log_alpha,NAS_11,Birth_TPHE_C5,FALSE
1.34,0.1253,10.7,0,log_beta,NAS_11,Birth_TPHE_C5,FALSE
0.04792,0.1358,0.3529,0.7242,MODVaginal,NAS_11,Birth_TPHE_C5,FALSE
-0.02186,0.01587,-1.378,0.1683,gaBirth,NAS_11,Birth_TPHE_C5,FALSE
-0.001589,0.07576,-0.02097,0.9833,voi,NAS_11,Birth_TPHE_C5,FALSE
NA,NA,NA,0.9832714056170341,anova,NAS_11,Birth_TPHE_C5,NA
5.438,0.06511,83.52,0,log_alpha,NAS_11,Birth_TPHE_C6,FALSE
1.344,0.1254,10.72,0,log_beta,NAS_11,Birth_TPHE_C6,FALSE
0.03441,0.1331,0.2586,0.796,MODVaginal,NAS_11,Birth_TPHE_C6,FALSE
-0.01616,0.01826,-0.8849,0.3762,gaBirth,NAS_11,Birth_TPHE_C6,FALSE
0.0369,0.08537,0.4322,0.6656,voi,NAS_11,Birth_TPHE_C6,FALSE
NA,NA,NA,0.6659753170541687,anova,NAS_11,Birth_TPHE_C6,NA
5.438,0.06492,83.76,0,log_alpha,NAS_11,Birth_TPHE_C8,FALSE
1.347,0.1253,10.75,0,log_beta,NAS_11,Birth_TPHE_C8,FALSE
0.04672,0.1295,0.3608,0.7183,MODVaginal,NAS_11,Birth_TPHE_C8,FALSE
-0.0165,0.01522,-1.084,0.2785,gaBirth,NAS_11,Birth_TPHE_C8,FALSE
-0.05007,0.07645,-0.655,0.5125,voi,NAS_11,Birth_TPHE_C8,FALSE
NA,NA,NA,0.5115118899263317,anova,NAS_11,Birth_TPHE_C8,NA
5.433,0.06438,84.38,0,log_alpha,NAS_11,Birth_TPHE_C9,FALSE
1.355,0.1257,10.78,0,log_beta,NAS_11,Birth_TPHE_C9,FALSE
0.02555,0.1305,0.1958,0.8447,MODVaginal,NAS_11,Birth_TPHE_C9,FALSE
-0.0181,0.0135,-1.34,0.1801,gaBirth,NAS_11,Birth_TPHE_C9,FALSE
-0.07398,0.07631,-0.9695,0.3323,voi,NAS_11,Birth_TPHE_C9,FALSE
NA,NA,NA,0.3445384815844664,anova,NAS_11,Birth_TPHE_C9,NA
5.436,0.06498,83.65,0,log_alpha,NAS_11,Birth_TPHE_C10,FALSE
1.348,0.1253,10.76,0,log_beta,NAS_11,Birth_TPHE_C10,FALSE
0.04148,0.1299,0.3194,0.7494,MODVaginal,NAS_11,Birth_TPHE_C10,FALSE
-0.0183,0.01393,-1.314,0.1887,gaBirth,NAS_11,Birth_TPHE_C10,FALSE
-0.05313,0.07605,-0.6985,0.4848,voi,NAS_11,Birth_TPHE_C10,FALSE
NA,NA,NA,0.48263399506283655,anova,NAS_11,Birth_TPHE_C10,NA
5.435,0.06548,83,0,log_alpha,NAS_11,Birth_TPHE_C11,FALSE
1.346,0.125,10.76,0,log_beta,NAS_11,Birth_TPHE_C11,FALSE
0.06784,0.1323,0.5128,0.6081,MODVaginal,NAS_11,Birth_TPHE_C11,FALSE
