term,estimate,std.error,statistic,p.value,response,voi,produced_warning
(Intercept),-1.9659761080054563,0.3167485708735203,-6.20674026273818,5.409489305285628e-10,NAS_1,Birth_TPHE_CD8_C20,TRUE
MODVaginal,-0.9312311940145429,0.44053970959828975,-2.113841666767554,0.034528792861170415,NAS_1,Birth_TPHE_CD8_C20,TRUE
voi,0.1095533541205826,0.23231117850248398,0.4715802090402258,0.6372264558005407,NAS_1,Birth_TPHE_CD8_C20,TRUE
anova,NA,NA,NA,0.6173168610373653,NAS_1,Birth_TPHE_CD8_C20,NA
(Intercept),-1.9595260837329345,0.3194998021279444,-6.133105781856598,8.617980223816142e-10,NAS_1,Birth_TPHE_CD8_C21,TRUE
MODVaginal,-0.9403542243978547,0.4430233448642294,-2.1225839118840097,0.03378873427434213,NAS_1,Birth_TPHE_CD8_C21,TRUE
voi,0.23559868476210383,0.22946524299264595,1.0267292845289622,0.304547955811881,NAS_1,Birth_TPHE_CD8_C21,TRUE
anova,NA,NA,NA,0.27953398948345193,NAS_1,Birth_TPHE_CD8_C21,NA
(Intercept),-2.014889163046287,0.32000773979137664,-6.296376345021711,3.0468412050109136e-10,NAS_1,Birth_TPHE_CD8_C22,TRUE
MODVaginal,-0.8776200300621266,0.4402571816708158,-1.9934258124568902,0.046214839705738635,NAS_1,Birth_TPHE_CD8_C22,TRUE
voi,-0.36388423832234346,0.5150352840210736,-0.7065229307812909,0.47986299769215396,NAS_1,Birth_TPHE_CD8_C22,TRUE
anova,NA,NA,NA,0.2710473561773544,NAS_1,Birth_TPHE_CD8_C22,NA
(Intercept),-1.929220385423434,0.33733450530547,-5.719012893971363,1.071446651631319e-8,NAS_1,Birth_TPHE_CD8_C23,TRUE
MODVaginal,-0.9971564331633354,0.466671344263689,-2.136742367879138,0.032618951960639374,NAS_1,Birth_TPHE_CD8_C23,TRUE
voi,-0.6692239664390417,0.25004669101713733,-2.6763960111480753,0.007441865556270579,NAS_1,Birth_TPHE_CD8_C23,TRUE
