"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",ICS_IST_Birth,voiICS_2,-1.82928853011795,0.0553676667541533,0.0704197767416161
"2",ICS_IST_Birth,voiICS_3,-0.929806557639833,0.389585054846409,0.389585054846409
"3",ICS_IST_Birth,voiICS_4,-2.55838423617062,0.0098133621586407,0.0704197767416161
"4",ICS_IST_Birth,voiICS_6,-1.3065105321719,0.192941716858809,0.200087706372098
"5",Birth_CD4_C2,voi,0.503435470565284,0.0487367537270298,0.0704197767416161
"6",Discharge_CD8_C4,voi,-0.664950161799106,0.0352153184315707,0.0704197767416161
"7",OneYear_CD4_C5,voi,-1.01767042019352,0.0286372930329685,0.0704197767416161
"8",OneYear_CD8_C4,voi,-0.58083131775073,0.0574969901553135,0.0704197767416161
"9",OneYear_CD8_C5,voi,-0.688286402307258,0.0264288264272656,0.0704197767416161
"10",Birth_TPHE_C2,voi,-0.632895946954265,0.0322498819488138,0.0704197767416161
"11",Birth_TPHE_C12,voi,0.561971060056648,0.0447758467894709,0.0704197767416161
"12",Birth_TPHE_C15,voi,0.641613432565749,0.0428556301112715,0.0704197767416161
"13",Birth_TPHE_C21,voi,0.666034665158999,0.0526225447959799,0.0704197767416161
"14",Birth_TPHE_C25,voi,-0.665070264533107,0.0148060409481648,0.0704197767416161
"15",Birth_TPHE_C26,voi,0.606787202729986,0.0481837468710358,0.0704197767416161
"16",Discharge_TPHE_C2,voi,-0.85797961872433,0.00281538318598067,0.0704197767416161
"17",Discharge_TPHE_C4,voi,0.488945522304414,0.038249883693996,0.0704197767416161
"18",Discharge_TPHE_C8,voi,0.623273430387966,0.0133399392093039,0.0704197767416161
"19",Discharge_TPHE_C9,voi,0.617552929443397,0.0578448166091846,0.0704197767416161
"20",Discharge_TPHE_C10,voi,0.988114201051035,0.148475719916916,0.159896929141294
"21",Discharge_TPHE_C13,voi,-0.475616470702064,0.0487129516711105,0.0704197767416161
"22",OneYear_TPHE_C14,voi,-0.657294426720489,0.0197801979840416,0.0704197767416161
"23",OneYear_TPHE_C22,voi,-0.511748768375166,0.0526979067887103,0.0704197767416161
"24",Discharge_TPHE_CD8_C1,voi,-0.721989691305596,0.0823424664666077,0.0922235624426007
"25",Discharge_TPHE_CD8_C15,voi,-0.520879257294742,0.0479220775242349,0.0704197767416161
"26",OneYear_TPHE_CD8_C12,voi,-0.511764830335632,0.0615230190714232,0.071776855583327
"27",OneYear_TPHE_CD8_C15,voi,-0.693956342717789,0.0123302614972728,0.0704197767416161
"28",OneYear_TPHE_CD8_C24,voi,0.67177343681449,0.02386604317247,0.0704197767416161
