"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_CD4_C8,voi,-0.842110135366143,0.0266018675641024,0.0646045355128201
"2",Birth_CD4_C14,voi,0.687214643240946,0.0132585862715784,0.0646045355128201
"3",Birth_CD8_C3,voi,-0.980121876355216,0.159425898200821,0.193588590672426
"4",Discharge_CD8_C2,voi,0.694741037774558,0.312905303148737,0.312905303148737
"5",Discharge_CD8_C6,voi,-0.668533802124744,0.0230186665781162,0.0646045355128201
"6",Discharge_TPHE_C3,voi,-0.76039707654425,0.0245352243211419,0.0646045355128201
"7",Discharge_TPHE_C6,voi,-0.63021473867699,0.0519521662596671,0.0969243825627495
"8",Discharge_TPHE_C11,voi,-1.10737748488139,0.0140573799462176,0.0646045355128201
"9",Discharge_TPHE_C17,voi,0.737743907281622,0.0395840142073155,0.0841160301905454
"10",Discharge_TPHE_CD8_C1,voi,0.901593903170265,0.146417475510291,0.191469006436534
"11",Discharge_TPHE_CD8_C7,voi,3.486156154271,0.14078340170797,0.191469006436534
"12",Discharge_TPHE_CD8_C13,voi,4.39658767304982,0.19273447982029,0.212123806214126
"13",Discharge_TPHE_CD8_C16,voi,9.18786692336354,0.199645935260354,0.212123806214126
"14",Discharge_TPHE_CD8_C22,voi,34.2982332193592,0.0627157769523673,0.0969243825627495
"15",OneYear_TPHE_CD8_C1,voi,0.625224440385241,0.0167020573122479,0.0646045355128201
"16",OneYear_TPHE_CD8_C13,voi,0.556461950730314,0.0250719060031994,0.0646045355128201
"17",OneYear_TPHE_CD8_C20,voi,0.473530130252629,0.0618807092592721,0.0969243825627495
