"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_CD4_C10,voi,-0.623169567746475,0.0379655227524707,0.0636836302529232
"2",Birth_CD8_C2,voi,-0.554222329854126,0.0846658558322606,0.108856100355764
"3",Birth_CD8_C9,voi,-0.613754837722751,0.037007582784182,0.0636836302529232
"4",Discharge_CD8_C5,voi,-0.662662203616357,0.0095157913581085,0.0428210611114882
"5",Birth_TPHE_C25,voi,-0.635725508340586,0.0389177740434531,0.0636836302529232
"6",Birth_TPHE_C27,voi,0.784283099168369,0.0241580330436606,0.0621206563979845
"7",Discharge_TPHE_C15,voi,-0.609901332544504,0.0358635280141355,0.0636836302529232
"8",Birth_TPHE_CD8_C11,voi,-0.961960216856942,0.0224106865131535,0.0621206563979845
"9",Discharge_TPHE_CD8_C1,voi,-0.664061390416998,0.0509132574286999,0.0704952795166614
"10",Discharge_TPHE_CD8_C3,voi,-1.05162816180065,0.00678946268474813,0.0407367761084888
"11",Discharge_TPHE_CD8_C5,voi,3.67595758679816,0.0441394787255771,0.0662092180883656
"12",Discharge_TPHE_CD8_C7,voi,-0.699590108814601,0.129952663487531,0.155943196185037
"13",Discharge_TPHE_CD8_C11,voi,-0.934383030891269,0.00333502212114441,0.0300151990902997
"14",Discharge_TPHE_CD8_C13,voi,-0.822883502985067,0.330984780498374,0.372357878060671
"15",Discharge_TPHE_CD8_C16,voi,-3.74153652954833,0.576530927122488,0.576530927122488
"16",Discharge_TPHE_CD8_C18,voi,-0.720249304881682,0.0130188293090713,0.0468677855126566
"17",Discharge_TPHE_CD8_C20,voi,-1.14869187811817,0.00090311085317638,0.0162559953571748
"18",Discharge_TPHE_CD8_C22,voi,-0.879871930343218,0.442350993770182,0.468371640462545
