"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,-1.048290074872,0.122217860556438,0.140735718216505
"2",TPHE_IST_Birth,voiTPHE_5,-2.24510019884904,0.0179872112227157,0.077670479046352
"3",TPHE_IST_Disch,voiTPHE_2,-0.293831193040341,0.699855691528748,0.699855691528748
"4",TPHE_IST_Disch,voiTPHE_3,-1.07249645656643,0.111335622429902,0.132211051635508
"5",TPHE_IST_Disch,voiTPHE_4,-1.39819468851356,0.0979647715276045,0.126569386218281
"6",TPHE_IST_Disch,voiTPHE_5,-2.17058647090938,0.0117070903674392,0.077670479046352
"7",Birth_CD4_C1,voi,0.778103493902107,0.103253972967545,0.126569386218281
"8",Birth_CD4_C11,voi,0.476315702902533,0.0401999331727492,0.077670479046352
"9",Birth_CD4_C15,voi,0.44665740651253,0.0553063709124378,0.089876913080668
"10",Birth_CD8_C2,voi,0.793967706657867,0.130402539454389,0.142751388846077
"11",Discharge_CD4_C3,voi,-0.47668240680973,0.0373471957299001,0.077670479046352
"12",Discharge_CD4_C11,voi,0.499860893106735,0.025059896750361,0.077670479046352
"13",Discharge_CD4_C16,voi,0.486840627734427,0.0397468924002449,0.077670479046352
"14",Discharge_CD8_C5,voi,0.678099080811507,0.0343456500492652,0.077670479046352
"15",OneYear_CD4_C3,voi,-0.481242653647669,0.0569039256797803,0.089876913080668
"16",Birth_TPHE_C5,voi,0.675478887259714,0.0366929485958115,0.077670479046352
"17",Birth_TPHE_C8,voi,-0.642333934025862,0.0614947300025623,0.089876913080668
"18",Birth_TPHE_C9,voi,-0.695474684903213,0.101429615986676,0.126569386218281
"19",Birth_TPHE_C17,voi,0.75203664408472,0.131481542358228,0.142751388846077
"20",Birth_TPHE_C20,voi,0.784904453413488,0.0145148319773953,0.077670479046352
"21",Discharge_TPHE_C1,voi,-0.769316549129723,0.10310114167122,0.126569386218281
"22",Discharge_TPHE_C4,voi,-0.666253824976743,0.0157309610788897,0.077670479046352
"23",Discharge_TPHE_C5,voi,0.903175700472589,0.00164931019311176,0.0208912624460822
"24",Discharge_TPHE_C8,voi,-1.33883223079208,0.000696760011108751,0.0208912624460822
"25",Discharge_TPHE_C9,voi,-1.1655933226971,0.0330396150370531,0.077670479046352
"26",Discharge_TPHE_C10,voi,-1.69140213713331,0.064551206179585,0.0908498457342307
"27",Discharge_TPHE_C14,voi,0.588527440478414,0.0446936515699964,0.0808742266504696
"28",Discharge_TPHE_C17,voi,1.19246013818189,0.00515105836148243,0.0489350544340831
"29",OneYear_TPHE_C8,voi,-0.650484728624473,0.0204735077865695,0.077670479046352
"30",OneYear_TPHE_C14,voi,0.51798847395098,0.0331038310269891,0.077670479046352
"31",OneYear_TPHE_C17,voi,0.87388666509965,0.00125660816036642,0.0208912624460822
"32",OneYear_TPHE_C23,voi,0.778483203492445,0.0255877786658251,0.077670479046352
"33",Birth_TPHE_CD8_C16,voi,2.18125947485506,0.143334863601773,0.15129791157965
"34",Birth_TPHE_CD8_C22,voi,2.13013481101069,0.225863536121473,0.231967956016648
"35",Discharge_TPHE_CD8_C5,voi,-2.30306982458211,0.0494862452351891,0.085476241769872
"36",OneYear_TPHE_CD8_C16,voi,0.546919952162294,0.0613168360160081,0.089876913080668
"37",OneYear_TPHE_CD8_C17,voi,0.829291656337633,0.04087919949808,0.077670479046352
"38",OneYear_TPHE_CD8_C24,voi,-0.595059211572383,0.0185175745415016,0.077670479046352
