"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Discharge_CD8_C3,voi,1.1158203581861,0.303126689762638,0.324778596174255
"2",Discharge_CD8_C5,voi,0.73687295013049,0.0652841423980876,0.0890238305428467
"3",OneYear_CD8_C5,voi,0.607383012815357,0.0596180712133775,0.0890238305428467
"4",Birth_TPHE_C11,voi,-0.631309250004518,0.042137050760473,0.0890238305428467
"5",Birth_TPHE_C27,voi,-0.709676971749989,0.041553638270087,0.0890238305428467
"6",Discharge_TPHE_C1,voi,-0.531617105980191,0.0357812286761197,0.0890238305428467
"7",OneYear_TPHE_C11,voi,-0.591182067885104,0.0169643225773656,0.0890238305428467
"8",Birth_TPHE_CD8_C22,voi,9.30116610801426,0.248342021559499,0.286548486414807
"9",Discharge_TPHE_CD8_C3,voi,1.2087703236442,0.021171524870888,0.0890238305428467
"10",Discharge_TPHE_CD8_C8,voi,0.916765290163206,0.0263286147307501,0.0890238305428467
"11",Discharge_TPHE_CD8_C14,voi,0.794948036083002,0.0282927651204592,0.0890238305428467
"12",Discharge_TPHE_CD8_C17,voi,-0.513641638281013,0.0528666381966916,0.0890238305428467
"13",OneYear_TPHE_CD8_C4,voi,-0.631849386569047,0.386587244769847,0.386587244769847
"14",OneYear_TPHE_CD8_C16,voi,1.22663323267419,0.0571644196938627,0.0890238305428467
"15",OneYear_TPHE_CD8_C17,voi,1.14726512455051,0.0910297918232247,0.113787239779031
