"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",ICS_IST_1YR,voiICS_7,3.21226029075969,0.0186347988802238,0.0471756335987887
"2",ICS_IST_1YR,voiICS_8,2.69363917323321,0.020608517653425,0.0471756335987887
"3",Discharge_CD4_C7,voi,-1.36580286529146,0.190227502086205,0.190227502086205
"4",Discharge_CD4_C18,voi,0.632363489552212,0.0135609198887959,0.0471756335987887
"5",OneYear_CD8_C5,voi,-0.588899581014645,0.0475750854770635,0.0699633609956816
"6",Birth_TPHE_C3,voi,-0.66366258166608,0.0250636514985267,0.0522159406219306
"7",Birth_TPHE_C8,voi,-0.758637190519953,0.0412190980819518,0.068698496803253
"8",Birth_TPHE_C10,voi,-1.13881084076983,0.126759896669284,0.132041559030504
"9",Discharge_TPHE_C1,voi,-0.739716121191243,0.105819368545859,0.115021052767238
"10",Discharge_TPHE_C8,voi,-0.716470559463537,0.017398161043843,0.0471756335987887
"11",Discharge_TPHE_C10,voi,-1.96212037191089,0.0564704706450563,0.0747236039572679
"12",Discharge_TPHE_C15,voi,0.502406354712507,0.0471804938839085,0.0699633609956816
"13",Discharge_TPHE_C24,voi,0.638844940381392,0.0198031753769192,0.0471756335987887
"14",OneYear_TPHE_C14,voi,0.549668219677819,0.0393828257239797,0.068698496803253
"15",Birth_TPHE_CD8_C2,voi,-0.828717626755217,0.020757278783467,0.0471756335987887
"16",Birth_TPHE_CD8_C3,voi,-1.17798740827421,0.00391673728752216,0.0471756335987887
"17",Birth_TPHE_CD8_C11,voi,-0.712856534751325,0.0686586647832219,0.078021209980934
"18",Birth_TPHE_CD8_C14,voi,-0.642639929871518,0.0172262332213399,0.0471756335987887
"19",Birth_TPHE_CD8_C18,voi,-0.804856346735251,0.00862262507510696,0.0471756335987887
"20",Discharge_TPHE_CD8_C2,voi,-0.761973035136186,0.0183775242401715,0.0471756335987887
"21",Discharge_TPHE_CD8_C3,voi,-1.14495811763406,0.00321442980272008,0.0471756335987887
"22",Discharge_TPHE_CD8_C14,voi,-0.594802459913723,0.0348741998470177,0.0670657689365724
"23",Discharge_TPHE_CD8_C18,voi,-0.506257395182134,0.0571128566557238,0.0747236039572679
"24",OneYear_TPHE_CD8_C2,voi,-0.555754303914251,0.063347964520607,0.0754142434769131
"25",OneYear_TPHE_CD8_C6,voi,-0.545901437341158,0.0597788831658143,0.0747236039572679
