"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",OneYear_CD4_C6,voi,0.632213985096134,0.0170601458232887,0.0489689680739387
"2",OneYear_CD4_C12,voi,-0.507419965317857,0.0480726800167174,0.0634223832892801
"3",OneYear_CD4_C18,voi,-0.609137648894343,0.0365367842045891,0.0634223832892801
"4",OneYear_CD8_C8,voi,-0.547713409808335,0.043801117752238,0.0634223832892801
"5",Birth_TPHE_C5,voi,0.830988965668511,0.0116345024790522,0.0489689680739387
"6",Birth_TPHE_C22,voi,-0.66717216620613,0.0234438727783875,0.0527487137513719
"7",Birth_TPHE_C24,voi,0.678959720561993,0.0161430040508113,0.0489689680739387
"8",Discharge_TPHE_C16,voi,0.748185376945081,0.018852993637191,0.0489689680739387
"9",Discharge_TPHE_C22,voi,-0.655939118651038,0.00973179966516925,0.0489689680739387
"10",Birth_TPHE_CD8_C14,voi,-0.446499389771238,0.0563498539934335,0.0676198247921202
"11",Discharge_TPHE_CD8_C9,voi,-0.56213814543354,0.0190434875843095,0.0489689680739387
"12",Discharge_TPHE_CD8_C10,voi,-0.736398742677725,0.0140815609273441,0.0489689680739387
"13",Discharge_TPHE_CD8_C14,voi,-0.533433464219422,0.0383796656195478,0.0634223832892801
"14",Discharge_TPHE_CD8_C16,voi,0.652004180744057,0.504225485582566,0.504225485582566
"15",Discharge_TPHE_CD8_C22,voi,0.596450371380709,0.425485221159224,0.450513763580355
"16",Discharge_TPHE_CD8_C23,voi,0.826879925924235,0.227820139808826,0.256297657284929
"17",OneYear_TPHE_CD8_C10,voi,-0.580692197582214,0.0493285203361067,0.0634223832892801
"18",OneYear_TPHE_CD8_C16,voi,0.510016715320358,0.0486651317133164,0.0634223832892801
