"","var_names","model_pvals","adj_model_pvals"
"1",TPHE_IST_Birth,0.868340555032494,0.966044327354105
"2",TPHE_IST_Disch,0.402866550581317,0.772170715633863
"3",TPHE_IST_1YR,0.236662319620828,0.654848972555603
"4",ICS_IST_Birth,0.332253148361962,0.708223816245234
"5",ICS_IST_Disch,0.414325322263671,0.772170715633863
"6",ICS_IST_1YR,0.642386708432849,0.839247151339689
"7",Birth_CD4_C1,0.104911967741774,0.576213144185964
"8",Birth_CD4_C2,0.564687007794116,0.81594817107644
"9",Birth_CD4_C3,0.237146953024251,0.654848972555603
"10",Birth_CD4_C4,0.0784998424160658,0.576213144185964
"11",Birth_CD4_C5,0.903736039507525,0.976034922668127
"12",Birth_CD4_C6,0.681196033153674,0.862096228737855
"13",Birth_CD4_C7,0.165281595370277,0.594454661759516
"14",Birth_CD4_C8,0.855330472702455,0.966044327354105
"15",Birth_CD4_C9,0.303795944612611,0.698361910503724
"16",Birth_CD4_C10,0.220853120666131,0.6544793697789
"17",Birth_CD4_C11,0.985490063347608,0.996147753121159
"18",Birth_CD4_C12,0.583058878805599,0.81594817107644
"19",Birth_CD4_C13,0.701388274570883,0.874037696003716
"20",Birth_CD4_C14,0.874693223766777,0.966044327354105
"21",Birth_CD4_C15,0.749359872071711,0.910472244567128
"22",Birth_CD4_C16,0.952757048105304,0.989443432387783
"23",Birth_CD4_C17,0.549747558015632,0.81594817107644
"24",Birth_CD4_C18,0.857901468672337,0.966044327354105
"25",Birth_CD8_C1,0.282264227951489,0.692788867383701
"26",Birth_CD8_C2,0.586741387686056,0.81594817107644
"27",Birth_CD8_C3,0.724047017496733,0.8886031578369
"28",Birth_CD8_C4,0.340525689571573,0.719545587529499
"29",Birth_CD8_C5,0.208880548766955,0.634474666879625
"30",Birth_CD8_C6,0.579967772288836,0.81594817107644
"31",Birth_CD8_C7,0.652592568803913,0.84188292309596
"32",Birth_CD8_C8,0.408023298151017,0.772170715633863
"33",Birth_CD8_C9,0.684710173442,0.862096228737855
"34",Birth_CD8_C10,0.124490371348455,0.576213144185964
"35",Birth_CD8_C11,0.571806572643262,0.81594817107644
"36",Birth_CD8_C12,0.451289510218184,0.777754262290913
"37",Discharge_CD4_C1,0.884015289633036,0.966044327354105
"38",Discharge_CD4_C2,0.986912750217726,0.996147753121159
"39",Discharge_CD4_C3,0.0391274277933904,0.368527756076412
"40",Discharge_CD4_C4,0.576562514737546,0.81594817107644
"41",Discharge_CD4_C5,0.840296997227759,0.963170614746913
"42",Discharge_CD4_C6,0.603761159891882,0.831571930311542
"43",Discharge_CD4_C7,0.0253980709145341,0.34287395734621
"44",Discharge_CD4_C8,0.19564248894257,0.617417205364215
"45",Discharge_CD4_C9,0.0899598809939512,0.576213144185964
"46",Discharge_CD4_C10,0.507560845918413,0.81594817107644
"47",Discharge_CD4_C11,0.734959962724953,0.897463673076199
"48",Discharge_CD4_C12,0.834629311922325,0.961208164915285
"49",Discharge_CD4_C13,0.508681112860105,0.81594817107644
"50",Discharge_CD4_C14,0.538730912086611,0.81594817107644
"51",Discharge_CD4_C15,0.587616995631181,0.81594817107644
"52",Discharge_CD4_C16,0.996265577177814,0.996265577177814
"53",Discharge_CD4_C17,0.886534506172697,0.966044327354105
"54",Discharge_CD4_C18,0.900928760254407,0.976034922668127
"55",Discharge_CD8_C1,0.297042483147577,0.698361910503724
"56",Discharge_CD8_C2,0.0778477490892457,0.576213144185964
"57",Discharge_CD8_C3,0.256135401147622,0.66925701590185
"58",Discharge_CD8_C4,0.301538324106963,0.698361910503724
"59",Discharge_CD8_C5,0.32058555773545,0.708223816245234
"60",Discharge_CD8_C6,0.174871439708584,0.602069390950591
"61",Discharge_CD8_C7,0.57729272614505,0.81594817107644
