"","var_names","model_pvals","adj_model_pvals"
"1",TPHE_IST_Birth,0.581440019205688,0.957180569421522
"2",TPHE_IST_Disch,0.256501160743499,0.898766367772865
"3",TPHE_IST_1YR,0.691128279082701,0.957180569421522
"4",ICS_IST_Birth,0.189919289815486,0.896848990612721
"5",ICS_IST_Disch,0.0873448217621403,0.758028274578574
"6",ICS_IST_1YR,0.0657851900934732,0.711405471820078
"7",Birth_CD4_C1,0.0761174578902141,0.711405471820078
"8",Birth_CD4_C2,0.301116332668193,0.898766367772865
"9",Birth_CD4_C3,0.637640812110263,0.957180569421522
"10",Birth_CD4_C4,0.292699507991329,0.898766367772865
"11",Birth_CD4_C5,0.272657605784669,0.898766367772865
"12",Birth_CD4_C6,0.536665826226951,0.957180569421522
"13",Birth_CD4_C7,0.108782397256249,0.81956523786124
"14",Birth_CD4_C8,0.0371168976167139,0.693800470835499
"15",Birth_CD4_C9,0.837646824316009,0.957180569421522
"16",Birth_CD4_C10,0.650966653431362,0.957180569421522
"17",Birth_CD4_C11,0.941957031669643,0.98876755477068
"18",Birth_CD4_C12,0.147461033767221,0.849848276484698
"19",Birth_CD4_C13,0.494865114066421,0.957180569421522
"20",Birth_CD4_C14,0.066987785759656,0.711405471820078
"21",Birth_CD4_C15,0.638465025472915,0.957180569421522
"22",Birth_CD4_C16,0.954416919041684,0.991125262081749
"23",Birth_CD4_C17,0.00120657807867383,0.293198473117741
"24",Birth_CD4_C18,0.75773897147559,0.957180569421522
"25",Birth_CD8_C1,0.551842856706987,0.957180569421522
"26",Birth_CD8_C2,0.79014679550919,0.957180569421522
"27",Birth_CD8_C3,0.968312532600031,0.992707913145176
"28",Birth_CD8_C4,0.150384674439679,0.849848276484698
"29",Birth_CD8_C5,0.733904625778473,0.957180569421522
"30",Birth_CD8_C6,0.357470654477199,0.939848454410408
"31",Birth_CD8_C7,0.0155040371142546,0.601258086280808
"32",Birth_CD8_C8,0.431228085820398,0.954854957036826
"33",Birth_CD8_C9,0.632832278401907,0.957180569421522
