"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",TPHE_IST_Disch,voiTPHE_2,-1.62785692888576,0.0922822154884524,0.119197861672584
"2",TPHE_IST_Disch,voiTPHE_3,-1.01437480432569,0.22790966050276,0.252328552699484
"3",TPHE_IST_Disch,voiTPHE_4,-3.52296607063178,0.0112027516631536,0.0717712773465573
"4",TPHE_IST_Disch,voiTPHE_5,-1.83825302404142,0.0823173385306259,0.11861665914801
"5",ICS_IST_Disch,voiICS_2,1.23080556534286,0.203547186250911,0.23370232495475
"6",ICS_IST_Disch,voiICS_5,0.718317294514901,0.452489654358934,0.467572642837566
"7",ICS_IST_Disch,voiICS_6,-0.932807894479256,0.331783118089224,0.354664712440204
"8",Birth_CD8_C9,voi,-0.819643358651861,0.0160972089119066,0.0717712773465573
"9",Birth_CD8_C11,voi,-0.735843419928982,0.0480964369610023,0.0784731339890038
"10",Birth_CD8_C12,voi,0.732797868782304,0.0221667260369555,0.0717712773465573
"11",Discharge_CD4_C4,voi,1.96105665239543,0.0344338674263381,0.0717712773465573
"12",Discharge_CD4_C8,voi,1.6051616756235,0.0252093498392817,0.0717712773465573
"13",Discharge_CD4_C12,voi,0.56124621719312,0.039358442415854,0.0717712773465573
"14",Discharge_CD4_C14,voi,-0.566856640772454,0.0296006765022945,0.0717712773465573
"15",Discharge_CD4_C18,voi,0.815757092779615,0.00494594236167404,0.0717712773465573
"16",Discharge_CD8_C4,voi,0.637089553152244,0.0152867761920332,0.0717712773465573
"17",Birth_TPHE_C6,voi,0.786581114026077,0.0510236696011066,0.0790866878817153
"18",Birth_TPHE_C24,voi,0.920643874472385,0.0124048268967997,0.0717712773465573
"19",Birth_TPHE_C26,voi,0.837524183678211,0.0294225867350196,0.0717712773465573
"20",Discharge_TPHE_C24,voi,0.669996131701346,0.0459545210245474,0.0784731339890038
"21",Discharge_TPHE_C26,voi,0.779250850505828,0.0184802809575341,0.0717712773465573
"22",OneYear_TPHE_C24,voi,0.664502327704632,0.0316722184123749,0.0717712773465573
"23",Birth_TPHE_CD8_C4,voi,0.527909804594203,0.0864527019392259,0.11861665914801
"24",Birth_TPHE_CD8_C11,voi,-1.04593967756128,0.0290488590430358,0.0717712773465573
"25",Birth_TPHE_CD8_C22,voi,0.634834506352354,0.174653581685516,0.208240808932731
"26",Discharge_TPHE_CD8_C3,voi,-0.999117344914794,0.0381917182910518,0.0717712773465573
"27",Discharge_TPHE_CD8_C7,voi,0.574888496550145,0.0372618429783807,0.0717712773465573
"28",Discharge_TPHE_CD8_C13,voi,-0.632507706935254,0.0880059084001363,0.11861665914801
"29",Discharge_TPHE_CD8_C18,voi,-0.718111157064354,0.100537689873291,0.124666735442881
"30",OneYear_TPHE_CD8_C4,voi,1.47331490393087,0.723576422722921,0.723576422722921
"31",OneYear_TPHE_CD8_C21,voi,-2.33099392107163,0.0226026640846273,0.0717712773465573
