"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Discharge_CD4_C9,voi,0.556928454203165,0.0444848416514762,0.062356639178957
"2",Discharge_CD8_C11,voi,0.726723902872284,0.0508739057742302,0.062356639178957
"3",OneYear_CD8_C9,voi,-0.495328472115927,0.052403800402368,0.062356639178957
"4",Birth_TPHE_C12,voi,-0.726005397769221,0.0134810617106409,0.0608867608726796
"5",Discharge_TPHE_C8,voi,-0.565478373714259,0.019933820916908,0.0608867608726796
"6",Discharge_TPHE_C21,voi,-0.639847468965622,0.0262807388388293,0.0608867608726796
"7",Discharge_TPHE_C27,voi,-0.538232191098146,0.0283386856673871,0.0608867608726796
"8",OneYear_TPHE_C14,voi,0.703969137288793,0.0293647713916432,0.0608867608726796
"9",Birth_TPHE_CD8_C20,voi,-0.534522542004795,0.0327851789314429,0.0608867608726796
"10",OneYear_TPHE_CD8_C3,voi,-0.592132669077996,0.0212308526886313,0.0608867608726796
"11",OneYear_TPHE_CD8_C5,voi,-0.633768625966468,0.0547633176069583,0.062356639178957
"12",OneYear_TPHE_CD8_C17,voi,0.803761812120888,0.107713982828272,0.107713982828272
"13",OneYear_TPHE_CD8_C19,voi,1.3825918072177,0.0575599746267295,0.062356639178957
