SampleID	PC1
A160WSPL.04	0.283457418
A160WZLJ.04	-0.140046966
A160X020.04	-0.171228955
A160XDVB.04	-0.324345724
A160XGPP.04	0.111118456
A160YJ7T.04	-0.079195377
A160YK0C.04	0.060270493
B160TH6Y.04	-0.105991081
B160WKGB.04	0.226617567
B160WPWB.04	0.195160801
B160WVVY.04	0.231992223
B160WWRP.04	-0.24314847
B160WWZ1.04	0.218206256
B160WYG7.04	0.265921981
B160XCZ7.04	0.201128435
B160XD71.04	-0.22863447
B160YWBN.04	-0.28761065
B160YWDG.04	-0.262937221
C160TJMS.04	0.065226429
C160TNL2.04	0.103961816
C160WL8M.04	0.336753219
C160WLD7.04	0.332801749
C160WLZH.04	0.152513856
C160WP23.04	-0.022986891
C160WP51.04	-0.016461228
C160WPQ8.04	0.205634647
C160WR4S.04	0.081992673
C160WSXT.04	0.199154258
C160WWSL.04	0.292681934
C160WXCD.04	-0.148302338
C160XD64.04	-0.278876824
C160XD9R.04	0.060889147
C160YJ46.04	0.096618988
C160YJSR.04	-0.025608901
C160YVX2.04	0.128139771
C160YWLQ.04	0.122052149
D160T7VN.04	-0.233703385
D160T8MD.04	0.230318166
D160TK4Q.04	0.30572557
D160WKH7.04	0.000441911
D160WKQ8.04	0.39087012
D160WLXK.04	0.389392006
D160WS5X.04	-0.27623821
D160WW01.04	0.121683854
D160WW58.04	0.349540661
D160WWZY.04	0.212659725
D160WYLR.04	0.187394423
D160X05M.04	0.096032238
D160XD7Y.04	0.100686257
D160XDP0.04	-0.275764704
D160YVXZ.04	-0.308231013
E160T9DN.04	0.172836468
E160TH61.04	-0.094115509
E160TK2T.04	0.16436032
E160WJS7.04	0.292404411
E160WKF6.04	-0.022585542
E160WLCB.04	0.163401128
E160WPX7.04	-0.153393685
E160WS50.04	0.062279669
E160WVV1.04	0.091856095
E160WXD9.04	-0.026782064
E160WYJY.04	0.237685488
E160WZGS.04	0.324702558
E160X0F8.04	-0.045720897
E160XD04.04	0.105951837
F160TFJD.04	0.162110718
F160WKBH.04	0.144220546
F160WN20.04	-0.121641713
F160WP71.04	0.313870031
F160WPVF.04	0.357952294
F160WQZD.04	0.148750726
F160WR16.04	-0.272787189
F160WVT4.04	-0.069399563
F160WYD5.04	0.373108885
F160WYFB.04	0.282533466
F160XCXJ.04	0.139209648
F160XD57.04	0.220984997
F160XDN3.04	-0.198110329
F160YJP9.04	0.057306804
F160YK18.04	-0.267664939
G160TC9W.04	0.141108486
G160TKQK.04	0.045035649
G160TLP0.04	-0.047907018
G160WKCD.04	-0.334785216
G160WR09.04	0.389308358
G160WSZM.04	0.285321548
G160WY81.04	0.259426288
G160WY95.04	0.118498945
G160YJJ8.04	-0.276658032
G160YVYW.04	0.05467064
H160T7JW.04	0.248355134
H160T8P6.04	0.305392125
H160T9PK.04	0.122032595
H160TLZK.04	0.246810381
H160WLBF.04	0.292186762
H160WNWF.04	0.192489432
H160WP3X.04	0.092477465
H160XGNS.04	0.128610507
H160YFF2.04	0.294701355
H160YG84.04	0.086217917
H160YJ53.04	-0.168348352
H160YJMH.04	-0.158560086
H160YWFC.04	-0.193736661
J160T7G5.04	0.205619623
J160T824.04	0.079623269
J160T8X7.04	0.055417931
J160TBC1.04	0.337809621
J160TFM5.04	0.201702863
J160TKPJ.04	0.368685048
J160WJRB.04	0.301698123
J160WK9L.04	0.214280414
J160WKD9.04	-0.266623821
J160WKK3.04	0.284869923
J160WKPC.04	-0.228481151
J160WLKN.04	-0.043453907
J160WMX3.04	0.343422052
J160WP30.04	0.183760931
J160WW4C.04	-0.067620344
J160WX6Z.04	0.308059271
J160WZHP.04	-0.137282258
J160XF2L.04	-0.243335829
J160Y2Q2.04	-0.052843355
J160YJHC.04	0.113777853
J160YQDY.04	0.242258275
J160YWMM.04	0.055148304
K160T7HZ.04	0.081030052
K160T8JB.04	0.197902401
K160TJ64.04	0.116895162
K160TJPN.04	-0.055945501
K160WJT4.04	-0.087406447
K160WLGY.04	0.239007797
K160WLWN.04	-0.198715058
K160WPPC.04	0.243786532
K160WPTJ.04	0.326021057
K160WSJ5.04	0.236301362
K160WVRB.04	0.333304865
K160WWWP.04	-0.273046653
K160WX1R.04	0.241800002
K160WX8W.04	-0.161268736
K160WYH4.04	0.344334397
K160WZJQ.04	-0.230157786
A160X3P4.04	-0.165423122
A160XDGJ.04	-0.02834721
A160XH7M.04	-0.187931824
A160XLYJ.04	0.082231355
A160XM7M.04	0.145676972
A160XSQ6.04	0.129308381
A160XTTL.04	0.181995598
A160XYYS.04	0.202214961
A160XZ1H.04	0.00180179
A160Y0RH.04	0.208727957
B160XHH2.04	0.285039863
B160XN5H.04	-0.237586791
B160XTM2.04	0.116137276
B160XTPS.04	0.358418754
B160XV45.04	-0.3362598
B160XVSM.04	0.175276095
B160XXB6.04	-0.081088839
B160XXC3.04	0.191787213
B160XZ0L.04	-0.153067334
B160XZ2G.04	0.28274779
B160XZTL.04	0.077339366
B160Y1T5.04	-0.30034163
C160X0SW.04	0.107645174
C160XGWS.04	-0.158411634
C160XQ97.04	0.008073347
C160XSKP.04	0.217548129
C160XT1B.04	-0.353434001
C160XTDY.04	0.185651766
C160XTGR.04	0.062833754
C160Y24B.04	0.232909967
D160XDF7.04	0.123340972
D160XM3K.04	0.180532264
D160XSJS.04	-0.153155335
D160XX6G.04	0.101274294
D160XZLM.04	-0.394146686
D160Y059.04	0.19063681
D160Y075.04	-0.067644477
E160WZV4.04	0.007808139
E160X02X.04	0.270945531
E160XV7B.04	-0.344401679
E160XX99.04	0.200274376
E160XXL9.04	0.06016752
F160WZQ1.04	0.388303163
F160XH4J.04	-0.042005295
F160XJPY.04	0.018870216
F160XJV6.04	-0.19666097
F160XM4G.04	-0.248834295
F160XPL8.04	0.08119691
F160XSS2.04	0.256390921
F160XVTJ.04	0.279105842
F160XW47.04	-0.27964241
F160XX8D.04	-0.184916806
F160XXN3.04	0.118082336
F160XZQ3.04	-0.137773127
G160WZSR.04	0.356546826
G160XK04.04	0.240813228
G160XK11.04	-0.034374525
G160XM0B.04	0.138487553
G160XPZ7.04	-0.372264435
G160XVVF.04	-0.263102791
G160XXM6.04	-0.299704973
G160Y093.04	0.107627892
G160Y1BG.04	0.05748255
H160WZRV.04	0.092518164
H160X0G5.04	0.255983403
H160X0Q5.04	-0.377896383
H160X0R2.04	0.237412359
H160XHKS.04	0.082716337
H160XHML.04	0.108527373
H160XK2V.04	0.161458477
H160XLG3.04	-0.137232997
H160XMJ6.04	-0.257381367
H160XT75.04	-0.325473733
H160XW3B.04	0.115686407
H160XYLQ.04	0.015056531
H160XYV7.04	0.046830368
H160Y13V.04	0.125294644
H160Y21H.04	0.203393653
J160X03T.04	0.127944236
J160XH8J.04	0.164399869
J160XJP1.04	0.16101629
J160XK1Y.04	-0.115601196
J160XM8J.04	-0.068223964
J160XN4J.04	0.184832734
J160XRVM.04	-0.041016379
J160XWN5.04	-0.202975891
J160XZJT.04	0.22643903
J160Y068.04	-0.146475874
J160Y0XG.04	0.170339243
K160WZKM.04	0.179406845
K160XGXP.04	-0.31928989
K160XLMT.04	0.160771101
K160XLSS.04	-0.18765116
K160XM5C.04	-0.188260088
K160XSGX.04	0.19988188
K160XWB5.04	0.17178333
K160Y0QL.04	-0.015518276
K160Y257.04	-0.177095373
K160Y2CV.04	-0.056129221
K160Y2GP.04	-0.309803736
A160X3SR.04	0.313445678
A160X431.04	-0.162913064
A160Y325.04	0.154048964
A160Y84D.04	-0.237455742
A160YNJV.04	0.098245779
A160YZ9P.04	0.240686386
A160YZNV.04	-0.171065612
A160Z02N.04	-0.185090797
A160Z1JR.04	0.087047262
A160Z51D.04	-0.340608329
A160Z6M8.04	-0.334089519
A160Z9W9.04	0.093482955
A160Z9YN.04	-0.285488977
B160TQ7R.04	0.187506467
B160VKJP.04	-0.034849323
B160VL1R.04	-0.207536118
B160VL2N.04	0.106859159
B160VL4G.04	0.386264379
B160W59V.04	0.117861136
B160X3ZQ.04	-0.237183638
B160X44V.04	-0.225629107
B160X45R.04	0.113035791
B160Y2WK.04	-0.339146395
B160Y3B4.04	-0.231776881
B160Y4BK.04	0.06712289
B160Y4W2.04	0.226149589
B160Y7XR.04	-0.031928251
B160Y8VX.04	-0.222451558
B160YS2V.04	-0.163447946
B160YTCC.04	-0.326269002
B160YTF5.04	-0.254476782
B160YXHX.04	-0.30927671
B160Z6B4.04	-0.362826384
B160Z8ZN.04	0.005189638
C160TRL8.04	0.246610888
C160TRM5.04	0.251525111
C160VKGR.04	0.082486877
C160VKHQ.04	0.038874948
C160W434.04	0.110536334
C160X3TN.04	0.226580606
C160X46N.04	-0.02969344
C160Y4WZ.04	0.070459077
C160Y4XY.04	-0.316309863
C160Y8L7.04	-0.04176922
C160YT0W.04	0.054979601
C160YXH0.04	-0.377364243
C160YYN7.04	-0.314123835
C160Z529.04	-0.36997516
C160Z6QB.04	-0.260500649
C160Z718.04	-0.246066368
D160VK25.04	0.386039492
D160Y2KN.04	-0.173480078
D160Y332.04	-0.127211052
D160Y37F.04	-0.043783043
D160Y5TV.04	0.255431003
D160YTD8.04	0.196987423
D160YZ0D.04	-0.244892354
D160YZJ4.04	0.078673455
D160YZQN.04	0.194642104
D160Z5FC.04	-0.148989285
D160Z995.04	-0.10215786
E160VJWL.04	-0.083129137
E160VJYG.04	0.23189085
E160XW2F.04	0.002811155
E160Y2HL.04	-0.267981459
E160Y7ZY.04	-0.004456852
E160Y8HG.04	0.048765767
E160YYL1.04	-0.161003401
E160Z4PJ.04	-0.288866743
E160Z6N5.04	-0.16850711
E160Z6R7.04	-0.259629606
E160Z732.04	0.022152462
E160Z7GZ.04	0.097171771
E160Z7YJ.04	0.080574992
F160TFWQ.04	0.256892471
F160TG2B.04	-0.117632932
F160TG9B.04	-0.249929771
F160W427.04	-0.290568844
F160Y2JR.04	-0.362080354
F160Y4L6.04	-0.191747498
F160Y875.04	-0.031520614
F160Y882.04	-0.071535274
F160YKNQ.04	-0.006966525
F160YP9Q.04	0.176695481
F160YPM9.04	-0.296265345
F160YQB4.04	-0.198165249
F160YZSG.04	-0.093762942
F160Z3GL.04	-0.375229239
F160Z3R5.04	-0.253500533
F160Z6ZG.04	-0.345987929
G160TR8J.04	0.161960648
G160TS59.04	-0.086772625
G160Y4M5.04	0.000261038
G160Y65Q.04	-0.378136487
G160Y6KS.04	-0.285256287
G160Y88Z.04	-0.344927934
G160Y8B9.04	0.117302744
G160Y8WT.04	0.227734927
G160YSZZ.04	-0.231820203
G160YT8T.04	0.107188948
G160YTB3.04	-0.307088364
G160YXG3.04	-0.10191982
G160YYJ7.04	0.000354731
G160YZ19.04	-0.233488421
H160TRD4.04	0.274680923
H160VL3K.04	0.301622229
H160VLT7.04	0.266184644
H160X3YT.04	-0.210485474
H160Y2VN.04	-0.326178493
H160Y3NS.04	-0.27629655
H160Y467.04	-0.321143736
H160Y623.04	0.048082469
H160YP8T.04	-0.293708331
H160Z543.04	0.1453477
H160Z67J.04	0.160005051
J160RDXR.04	0.00909463
J160TQHV.04	-0.08442922
J160Y45B.04	-0.314645976
J160Y5XZ.04	-0.170693195
J160Y6FZ.04	0.200848424
J160Y8GK.04	-0.192233514
J160YRMM.04	-0.118313688
J160YTNQ.04	0.202665627
J160YYK4.04	-0.029836661
J160YZRK.04	0.174390634
J160Z0ZC.04	-0.258804053
J160Z536.04	-0.200497058
J160Z70C.04	0.182364214
J160ZB04.04	-0.259280221
K160TPKQ.04	0.023968121
K160TS9P.04	0.2389498
K160VL6N.04	0.271456614
K160W4DT.04	-0.006843286
K160X3XX.04	-0.160809568
K160Y2FS.04	-0.136962599
K160Y5WN.04	-0.375775035
K160Y64T.04	0.052321809
K160Y8FN.04	-0.173520567
K160Y8JC.04	-0.268568068
K160YTG2.04	-0.00259417
K160YV3B.04	-0.271220785
K160Z0G1.04	-0.036017464
K160Z3DQ.04	0.202899262
K160Z4NM.04	0.169759513
K160Z4QF.04	-0.33115198
K160Z824.04	0.095309137
K160Z988.04	-0.18012807
A160TM6M.04	0.291115307
A160VHC7.04	-0.211245002
A160Z3T1.04	-0.007897535
A160Z84B.04	0.015352351
A160ZDWT.04	-0.297242659
A160ZH4B.04	-0.28157883
A160ZJXT.04	-0.169539663
A160ZLD1.04	-0.365243439
A160ZPCH.04	-0.037551438
A161027G.04	-0.130715691
B160VHBB.04	-0.016254353
B160X3RV.04	0.097064147
B160YDSK.04	-0.301282045
B160ZBXM.04	-0.317261273
B160ZCDZ.04	-0.330537039
B160ZCGM.04	-0.158903985
B160ZF09.04	-0.393356699
B160ZGXN.04	0.179772094
B160ZNSB.04	-0.149759838
B160ZS5J.04	-0.318243131
C160TNGG.04	0.206418595
C160X2KF.04	0.161395526
C160X43Y.04	0.107728355
C160X57Q.04	0.210985936
C160X5FW.04	0.073610229
C160YDX5.04	0.121386619
C160ZHNR.04	-0.231052181
C160ZHY9.04	-0.261263307
C160ZLDY.04	-0.332445597
C160ZLGR.04	-0.341524369
C160ZRT5.04	-0.275662151
C160ZS1V.04	-0.208009921
D160T5YL.04	0.217019063
D160TNLZ.04	-0.193119133
D160W12M.04	0.291204765
D160X6QR.04	0.210780351
D160YDB5.04	0.0252137
D160ZHS9.04	-0.323451081
D160ZJMF.04	-0.18958408
D160ZPG6.04	-0.318182774
D160ZQVG.04	-0.313543928
E160T6G6.04	-0.044009612
E160TNNF.04	-0.121049054
E160TS1P.04	0.252009003
E160TS4D.04	0.059891284
E160VHZJ.04	-0.230136392
E160VJ5Q.04	0.257480693
E160W1X4.04	-0.242059247
E160X3Q1.04	-0.259165185
E160Y5LK.04	0.217722859
E160Y5S1.04	-0.02949904
E160YD6H.04	-0.046709752
E160Z74C.04	-0.166764021
E160ZB4Q.04	0.157128435
E160ZGC2.04	-0.270067286
E160ZGDC.04	-0.169379492
E160ZS47.04	-0.338900085
F160TM5Q.04	0.064060584
F160TNDN.04	0.301478984
F160VH8G.04	0.277201403
F160W1Q3.04	0.060809737
F160X2LB.04	0.037997478
F160Y5MG.04	-0.144834405
F160ZFRL.04	-0.364902784
F160ZG9S.04	0.237547216
F160ZHTL.04	-0.247468946
F160ZJ14.04	0.125117832
F160ZMSJ.04	0.212100176
F160ZR2T.04	-0.305991214
F160ZSQ1.04	-0.173226872
G160T60G.04	0.137429116
G160VHD4.04	0.193068164
G160W11Q.04	0.164442134
G160W167.04	0.208333175
G160X186.04	0.133630485
G160X29F.04	-0.05629747
G160YDGW.04	0.136161953
G160ZDY3.04	-0.366780293
G160ZHMV.04	-0.338858868
G160ZJP7.04	-0.109386735
G160ZPJ4.04	-0.154029323
H160X1B2.04	0.141678432
H160X3VK.04	0.21835537
H160X5B7.04	0.210953218
H160YDC4.04	0.007841557
H160YDRL.04	-0.213493427
H160Z9FT.04	-0.1259492
H160ZCKB.04	-0.295347611
H160ZDVX.04	-0.293196584
H160ZFG0.04	-0.311866311
H160ZFXS.04	-0.289983327
H160ZHR0.04	-0.260138713
H160ZJQ4.04	-0.312140928
H160ZPTQ.04	-0.340043851
H160ZR93.04	-0.305270583
H160ZS0Y.04	-0.357156292
H160ZVDR.04	-0.168338454
H160ZVGY.04	-0.218708816
H160ZWH7.04	0.11717882
J160W10T.04	0.277141607
J160X26Q.04	0.050834446
J160X6TG.04	0.015288115
J160Y5KN.04	0.051790559
J160Y5NF.04	0.115254426
J160Y5VR.04	-0.252323631
J160ZB3T.04	0.077246736
J160ZBWQ.04	-0.321676587
J160ZDV0.04	-0.359649949
J160ZFVP.04	-0.392831747
J160ZGFN.04	0.014580003
J160ZHLY.04	0.024711793
J160ZL7X.04	0.246840031
J160ZT9B.04	-0.102946129
K160TH54.04	0.114830133
K160TSLP.04	0.215562518
K160VJ3X.04	0.375635259
K160W0RF.04	-0.021434373
K160X12H.04	0.199981442
K160X16D.04	0.137062548
K160X2F1.04	0.028250953
K160YDTG.04	0.044234938
K160ZCLX.04	-0.11376254
K160ZGZ0.04	-0.32884921
K160ZVLL.04	-0.127965933
A160TZ1B.04	-0.254234729
A160TZMZ.04	0.258350928
A160V0Q8.04	0.273630924
A160V12T.04	-0.094452173
A160V3TN.04	-0.164273444
A160V4JM.04	-0.093828195
A160V4RS.04	-0.314622224
A160V56M.04	0.14909533
A160VG0B.04	0.251790736
A160VGS7.04	0.22395059
A160VJBC.04	0.345666963
A160VRQ4.04	0.236649845
A160VX89.04	-0.103660149
A160VX98.04	-0.099010098
A160VXR9.04	0.389252239
A160VXT3.04	0.369495786
A160VY5F.04	-0.166815476
A160VYFW.04	-0.340152429
A160W07Z.04	0.197286654
A160XKV5.04	-0.361225972
A160XL32.04	-0.241789991
B160TVG2.04	0.326752292
B160TWF5.04	0.273397459
B160TZBY.04	0.379932149
B160V0Z6.04	0.20988243
B160V1C2.04	0.054174883
B160V459.04	-0.155330905
B160V4KJ.04	0.339617353
B160V65K.04	0.103056416
B160VFVC.04	0.341603264
B160VGQF.04	0.21919005
B160VGT6.04	0.154053179
B160VRSV.04	0.294100124
B160VT3R.04	0.246770731
B160VT4N.04	0.196372416
B160XPX1.04	-0.214693971
B160Y7FG.04	-0.256241246
B160YMF8.04	0.171159771
C160TVL1.04	0.272366541
C160TWKD.04	-0.00868296
C160TYZJ.04	-0.23253447
C160TZX7.04	0.266764617
C160V3LP.04	0.142696753
C160V64N.04	-0.146889153
C160V6K6.04	0.160343609
C160VJ4T.04	0.216760179
C160VV02.04	-0.002378886
C160VYK4.04	0.147310681
C160XKBJ.04	-0.234931936
C160XKJB.04	-0.36399242
C160XL25.04	-0.115477286
C160YN8T.04	-0.277388736
C160YNB3.04	-0.256908377
D160TTG6.04	0.094567042
D160V2VK.04	0.270537786
D160V5X8.04	-0.167598166
D160VRJ3.04	0.189556356
D160VVCL.04	0.326724461
D160XKRX.04	0.245985137
D160XKW2.04	0.186776692
D160XL18.04	0.107606424
D160Y6SS.04	0.128299514
D160Y700.04	0.216970076
D160ZXTM.04	-0.216807492
E160TY5F.04	0.126553621
E160TZ0F.04	0.161365506
E160TZCV.04	-0.121450377
E160TZYT.04	0.261172307
E160V1B4.04	0.193415495
E160V3F0.04	0.190956997
E160V4FY.04	0.259315267
E160VFXK.04	0.250608561
E160VG9D.04	0.1015894
E160VR7Y.04	0.29698038
E160VRP7.04	0.222286197
E160VSHT.04	0.26737308
E160VXM3.04	-0.254616965
E160VXS6.04	0.380843588
E160XKCF.04	0.185750314
E160XKR0.04	0.245963333
E160Y6X9.04	0.280799929
E160Y6Y6.04	-0.286978222
E160Y74L.04	-0.151277497
F160V1VZ.04	0.229857168
F160V62V.04	0.083424979
F160VFZC.04	0.155937383
F160VRTR.04	0.315659421
F160VVDH.04	0.330662264
F160VXN0.04	0.121545114
F160VXPH.04	0.322665613
F160VYL1.04	0.196852772
F160VZ9L.04	0.268966341
F160XKK7.04	-0.028013535
F160XKZG.04	-0.22837433
F160Y6Q2.04	-0.207905121
F160Y72N.04	-0.318862259
F160YMG5.04	-0.336930736
G160TW87.04	-0.059739692
G160TY91.04	0.240703831
G160VRFP.04	-0.120378932
G160VRR1.04	0.308358259
G160VTY6.04	0.246106467
G160VW4N.04	0.197828079
G160VXB7.04	-0.357276462
G160XL5R.04	0.131332309
G160YMTD.04	0.217603066
H160TVJD.04	0.24030138
H160TW6P.04	0.329326592
H160TY6B.04	0.158182242
H160VGPG.04	0.162123707
H160VRVN.04	0.336500029
H160VSJQ.04	0.24296147
H160VTSF.04	0.154696189
H160VV8R.04	0.148173927
H160VXD3.04	-0.274780717
H160VYLY.04	0.145441447
H160VYX4.04	-0.03085614
H160VZ0W.04	-0.300927653
H160XKM1.04	-0.19485949
H160XL0C.04	0.126430383
H160Y2NQ.04	0.050516925
H160YM4S.04	0.244728763
H160YMY6.04	0.011889399
H160YMZ3.04	-0.367845754
J160V0DF.04	0.281839763
J160V13Q.04	0.161142986
J160V2WM.04	-0.027685657
J160V66G.04	-0.121569584
J160VRRY.04	-0.115380778
J160VY4J.04	0.167938794
J160Y0HC.04	-0.042883122
J160YN0X.04	-0.294861019
J160YN7X.04	-0.195681998
J160YNC0.04	0.18158997
K160TVCC.04	0.32888169
K160TVW3.04	-0.341059826
K160TYL4.04	0.146494338
K160V2GC.04	-0.280189602
K160V3Y7.04	0.215253715
K160VF6K.04	0.287997679
K160VRH4.04	-0.201185592
K160VSGC.04	-0.084558249
K160VTPQ.04	-0.216719933
K160VVFD.04	0.351145004
K160VVVR.04	0.169342971
K160YMSH.04	-0.31195016
K160YN00.04	-0.314853568
K160YN70.04	-0.015448471
K160ZY2Y.04	-0.263688451
A160VDQM.04	0.084036397
A160W3P7.04	0.245064721
A160W7Y5.04	0.056857949
A160W817.04	0.290382461
A160W9MF.04	0.261326826
A160WBG8.04	-0.149989256
A160WCG5.04	0.145450031
A160WCH2.04	0.392956543
A160WCNH.04	0.272110195
A160WCWD.04	0.185926968
A160WD9Z.04	-0.047338039
A160WDY8.04	-0.269573197
A160WGS4.04	0.330727378
A160X47J.04	-0.094633329
A160YRKP.04	0.226356147
B160VZDY.04	0.315933956
B160VZFV.04	0.128262489
B160W3Q4.04	-0.315707804
B160W4GM.04	0.13102941
B160W570.04	-0.240046659
B160W5QJ.04	0.207100511
B160W5RH.04	-0.002086712
B160W6BK.04	-0.043359256
B160W6H4.04	0.157367789
B160W9ND.04	0.313346527
B160WBPP.04	0.261981415
B160WC52.04	0.241482518
B160WCCG.04	0.238048856
B160WDSR.04	0.22657354
B160WH30.04	-0.158019019
B160WHB9.04	-0.355388991
B160Y5SY.04	0.043938158
B160YRHW.04	-0.24492505
C160TTVG.04	0.249608187
C160W2RM.04	0.3713088
C160W2SX.04	0.288363708
C160W36W.04	-0.258388848
C160W5KY.04	0.286860741
C160W6FB.04	0.183401867
C160W831.04	0.225192466
C160W9SD.04	0.325098521
C160WB47.04	-0.03616715
C160WC5Z.04	0.188428398
C160WCX9.04	0.341163422
C160WDJ5.04	-0.28573796
C160WDQY.04	-0.12085134
C160YQT4.04	0.189247871
C160YRYX.04	0.17219989
D160W0HC.04	0.247471324
D160W2W9.04	0.144278234
D160W4C0.04	0.239494664
D160W7LM.04	-0.24175228
D160W84V.04	0.21242097
D160W85R.04	0.364765301
D160W9LJ.04	0.207382357
D160WB54.04	0.293685775
D160WBH5.04	0.256336458
D160WBJ2.04	-0.358439646
D160WCLP.04	-0.07501711
D160WCY8.04	0.033419538
D160WD3G.04	0.390594283
D160WD5B.04	-0.083280034
D160WDTN.04	0.121041148
D160WDWG.04	-0.157593174
D160WFWR.04	-0.092457877
D160WGR7.04	0.332326361
D160YRX3.04	-0.34439101
E160TY77.04	0.152896148
E160W072.04	0.124392346
E160W2HD.04	0.049437309
E160W53N.04	0.078496623
E160W5Y9.04	-0.244204256
E160W69N.04	0.299417644
E160W7PP.04	0.211431536
E160W83Y.04	0.341788879
E160W86N.04	0.331153679
E160W90P.04	-0.206991362
E160WB3B.04	-0.023768406
E160WBD3.04	0.235318555
E160WBJZ.04	-0.196966692
E160WCVH.04	0.307057864
E160WFDQ.04	0.283584577
E160WJYN.04	0.306204543
E160WP5Y.06	-0.104461544
E160XQP2.04	0.170380712
E160YRW6.04	-0.150459238
F160TW4W.04	0.240776588
F160W3R1.04	-0.203264033
F160W6J1.04	0.249456791
F160W7X6.04	0.1097927
F160W8FF.04	-0.035468431
F160W9C7.04	-0.354674329
F160W9JN.04	0.046365705
F160YQYY.04	-0.355773907
F160YRZT.04	-0.307174065
G160VZ7K.04	0.073932466
G160W2QQ.04	0.225254189
G160W2TT.04	-0.192164249
G160W3J9.04	-0.119333794
G160W5Z6.04	-0.189380307
G160W603.04	-0.312952429
G160W61X.04	0.228679721
G160W6DF.04	0.385164478
G160W7KQ.04	0.16874258
G160W824.04	0.254139359
G160W8DJ.04	0.248330073
G160W8KH.04	0.302592701
G160W9BB.04	-0.156028022
G160W9HR.04	0.348744708
G160W9KM.04	-0.232467659
G160W9RH.04	0.165630999
G160WB63.04	0.031737355
G160WBFC.04	0.257473842
G160WBKW.04	0.204489382
G160WBLV.04	0.231680319
G160WCF8.04	0.268288339
G160WDXC.04	0.260195221
G160WFNP.04	0.334256108
G160WH4T.04	0.308854834
G160WH9D.04	0.165470607
G160YD98.04	-0.016358459
G160YDDF.04	-0.178635839
H160VZBH.04	0.267930862
H160W3RY.04	0.1683801
H160W4HJ.04	0.271277264
H160W58W.04	0.104931619
H160W5SD.04	0.173388402
H160W6JY.04	0.254209195
H160W8BQ.04	0.283695479
H160W8GB.04	0.325772064
H160WCTL.04	0.201186751
H160WDK2.04	-0.102549521
H160WK8P.04	0.245149668
J160VZCD.04	0.249963245
J160W38X.04	-0.251145375
J160W6CG.04	0.322141666
J160W7NS.04	-0.015987339
J160W8ZS.04	-0.125784247
J160W97C.04	0.081576919
J160WCDC.04	0.267473174
J160WCML.04	0.325499754
J160WDKZ.04	-0.125810734
J160WFCT.04	-0.085696264
J160WFHF.04	0.292155586
J160WGVV.04	-0.177028543
J160YQWF.04	-0.271993201
K160TVF5.04	0.26643487
K160VZ8P.04	0.293357398
K160W061.04	0.077365184
K160W0GD.04	-0.213858776
K160W380.04	0.252976651
K160W68R.04	0.306208975
K160W6G7.04	0.317762663
K160WB1J.04	-0.122210011
K160WFFM.04	0.173858883
K160WFGJ.04	0.319660153
K160WGT1.04	0.085781024
K160WVC4.04	-0.158358627
A160SMDR.04	0.25519629
A160WSLW.04	0.297275943
A160YB7N.04	0.142452371
B160VRY6.06	0.378600468
B160WK3S.06	0.236789466
C160SNWD.04	0.202731666
C160WJVY.06	0.339005521
C160WXH2.06	0.03408775
C160WYJ1.06	0.202411263
C160WYSF.06	0.140966927
D160SR26.04	0.17263863
D160TW5S.06	0.295748209
D160WSMS.04	0.347711038
D160WT24.04	0.28594243
E160WYQ5.06	0.306111286
E160YNDT.06	0.049435866
F160SHN4.04	0.30437236
F160WK4P.06	0.36060882
G160VVH6.06	0.053358143
H160SNH7.04	0.329217017
H160WLG1.06	0.326908693
H160WYP8.06	0.273884237
H160YNCX.06	0.273539699
J160SJFT.04	0.250587773
J160SKTJ.04	0.323706513
J160SM7P.04	0.282004764
J160VGKK.06	0.131186595
J160WLF4.06	0.324843092
K160SKVF.04	0.344316335
K160WLHV.06	0.245933274
K160WYNC.06	0.174140174
