SampleID	PC1
A160S92C.03	-0.5008230712678328
A160T87G.03	-0.1708458421152183
A160V6NC.03	-0.4243300400521498
A160VR99.03	-0.4194239625243833
A160WGVD.03	0.1438212487983488
A160WKRM.03	-0.4965128960360443
A160WR8B.03	0.10795435001630446
B160S0BW.03	0.15104195785344987
B160ST6B.03	-0.1528768790210227
B160SXJW.03	-0.3906918341393396
B160SZ8D.03	-0.057671483911820746
B160T0BD.03	-0.06334470705615995
B160TKLW.03	-0.39752455691519617
B160TKNY.03	-0.19804123764186154
B160TS97.03	-0.3422488748124857
B160TZF6.03	0.18068035563228188
B160VGVK.03	-0.4120292178222333
C160QF9Z.03	-0.497996250685164
C160QX72.03	-0.30357370563350705
C160SMD9.03	-0.25241762489455394
C160V12C.03	-0.42515963817434116
C160VFKP.03	0.12495541814222098
C160VJ9X.03	0.21418716035236668
C160W558.03	0.15761758268865866
C160WZB3.03	0.20180522098986753
C160X0PB.03	0.24088150235366815
D160SJDG.03	-0.24754495248711736
D160SXHZ.03	-0.4443462642143254
D160T4S6.03	-0.4332629505686122
D160TFHY.03	-0.23036561638137204
D160TFQB.03	-0.03157516749656021
D160VJ8Y.03	0.23231742262314256
D160VJGB.03	-0.331750171956911
D160VNF3.03	0.11796296763247824
D160W024.03	0.25222110167615386
D160W8D2.03	-0.501092335105006
E160QT0M.03	-0.36380784962209056
E160QV4B.03	-0.31691555280523453
E160R9VS.03	0.02912555236430866
E160SWNP.03	-0.09193768034986285
E160SYKG.03	0.23361991125710962
E160TCCG.03	-0.18675213265468785
E160TJ7H.03	-0.11209374476759196
E160TZHX.03	0.25433651636499277
E160V3J5.03	-0.4336158247300191
E160W921.03	0.13637430589321559
F160QPHJ.03	-0.31964590101031554
F160SW9Y.03	-0.1954147483712562
F160T19B.03	-0.5130350005205049
F160T2W5.03	-0.34112026947724355
F160TB8S.03	-0.15548502637491732
F160THLK.03	0.19986429754945775
F160TWTF.03	-0.07767159989362854
F160V10K.03	-0.3125961775463395
F160VWNY.03	0.1239021018181009
F160W09B.03	0.16147239695879956
F160WZ96.03	0.18348028298613495
G160QC4B.03	-0.5038276894829099
G160QKHJ.03	-0.300038390863238
G160S7KJ.03	-0.2216014547655165
G160SRKH.03	0.2054972821100851
G160T2M4.03	0.10967994434438172
G160T7SF.03	-0.4297295164484119
