IST,epoch,term,estimate,std.error,statistic,p.value,conf.low,conf.high,n_obs,termwise_fdr
ICS_7,ever,GenderMale,-0.7892140150024686,0.5335290919707713,-1.4792333293152544,0.1390779646402877,-1.8349310352651802,0.25650300526024317,145,1
ICS_5,late,perinatal_milkTRUE,1.2587209373536392,0.8825452318530848,1.426239576084612,0.15379919946810752,-0.4710677170784068,2.988509591785685,143,1
TPHE_6,late,perinatal_milkTRUE,-2.2178407175169768,1.5567414804254098,-1.424668607732421,0.15425301761597646,-5.269054019150779,0.8333725841168262,143,1
TPHE_2,ever,milk_months,0.07820761807755386,0.056213282308012105,1.3912658159512399,0.164144835716456,-0.031970415246149866,0.18838565140125757,144,1
ICS_6,ever,milk_months,0.07284260269262097,0.05253080572939577,1.3866644853661343,0.16554409482942603,-0.03011777653699474,0.17580298192223667,145,1
TPHE_2,late,milk_months,0.07749283833938075,0.056102886249920686,1.3812629531068075,0.1671981246686911,-0.03246881871046378,0.1874544953892253,143,1
ICS_7,late,mode_deliveryVaginal Breech,2.051190440520342,1.5008677126943852,1.3666697092430666,0.17172885640600352,-0.8905102763606529,4.992891157401337,143,1
ICS_5,late,mode_deliveryVaginal Vertex,-0.7040017847399974,0.5164870501733801,-1.3630579595435552,0.17286424482225757,-1.7163164030798224,0.30831283359982764,143,1
TPHE_7,early,mode_deliveryVaginal Vertex,0.7913277926171302,0.5901707443543981,1.3408455098579692,0.17997061681889148,-0.36540686631749,1.9480624515517504,104,1
ICS_2,ever,GenderMale,0.5822805007237273,0.44030048411549644,1.3224616409256267,0.18601447455335585,-0.28070844814264573,1.4452694495901004,145,1
ICS_2,late,GenderMale,0.5763249523212837,0.4418738882881967,1.304274743533603,0.19213992346289382,-0.2897478687235818,1.442397773366149,143,1
TPHE_3,late,GenderMale,0.5077573844404608,0.3903128304340417,1.3008985225410516,0.19329319191619526,-0.2572557632102609,1.2727705320911826,143,1
ICS_1,ever,GenderMale,0.582450960318843,0.4595900415402531,1.2673271996208586,0.20503831874378742,-0.3183455211000531,1.4832474417377393,145,1
ICS_1,late,milk_months,0.07915699104829897,0.06270502449725503,1.2623707858014495,0.20681539637184704,-0.04374485696632088,0.20205883906291883,143,1
ICS_1,late,GenderMale,0.5780804964833828,0.45999405132137694,1.256712983184872,0.2088575850959825,-0.323507844106516,1.4796688370732816,143,1
ICS_1,ever,milk_months,0.07886427034809243,0.06275785117136938,1.2566438919768324,0.20888261361128818,-0.04414111794779155,0.2018696586439764,145,1
ICS_8,early,milk_months,-0.08122509256151521,0.06521333061618712,-1.2455289707493284,0.21293737315780714,-0.20904322056924196,0.04659303544621153,102,1
ICS_6,early,GenderMale,1.0201016025364296,0.824062535121411,1.237893435339996,0.21575557678290014,-0.595060966301536,2.635264171374395,102,1
ICS_5,ever,perinatal_milkTRUE,0.9296964270301131,0.7527480231068637,1.2350699018682496,0.21680448986635154,-0.5456896982593398,2.4050825523195662,145,1
ICS_7,early,milk_months,0.1259850479914292,0.10266681621487553,1.2271253033477731,0.2197754988376362,-0.07524191178972683,0.32721200777258524,102,1
TPHE_5,ever,perinatal_milkTRUE,-0.8052630442781961,0.6653338140927754,-1.2103143222567503,0.2261583039895576,-2.1093173199000357,0.49879123134364356,144,1
TPHE_3,ever,GenderMale,0.46605656509045545,0.38745967504900153,1.2028517936260434,0.22903367778771294,-0.29336439800558756,1.2254775281864985,144,1
ICS_5,ever,mode_deliveryVaginal Vertex,-0.5620242312116198,0.47749875741287834,-1.1770171597025851,0.23918865728599448,-1.4979217957408615,0.37387333331762174,145,1
ICS_7,ever,mode_deliveryVaginal Vertex,0.6116647203250155,0.5524258016495746,1.1072341633909029,0.2681927005068499,-0.4710898509081506,1.6944192915581815,145,1
TPHE_2,ever,GenderMale,-0.45249844271169815,0.41357707306883285,-1.094109108500769,0.27390712808395196,-1.2631095059266104,0.35811262050321424,144,1
ICS_8,early,GenderMale,-0.5350930776679552,0.4983867397082254,-1.0736503101611794,0.28297943983077745,-1.511931087496077,0.4417449321601665,102,1
TPHE_2,late,GenderMale,-0.4367736492306937,0.41412028235992526,-1.05470238439343,0.2915614609478098,-1.2484494026561472,0.37490210419475983,143,1
TPHE_6,early,milk_months,0.11069834970106718,0.10751516925657638,1.029606803081846,0.30319462041047435,-0.10003138204182252,0.32142808144395685,104,1
ICS_6,early,milk_months,0.0959633005111575,0.09419960316023489,1.0187229806894467,0.30833449935961005,-0.08866792168290286,0.2805945227052179,102,1
TPHE_2,ever,perinatal_milkTRUE,-0.5861961712018682,0.5808424125475008,-1.00921723093685,0.3128704646672723,-1.7246472997949698,0.5522549573912334,144,1
TPHE_4,late,milk_months,-0.07564111374481519,0.07617848823711802,-0.9929458498752277,0.3207363441094756,-0.22495095068956653,0.07366872319993614,143,1
TPHE_4,ever,milk_months,-0.07561760987887396,0.07623492498688014,-0.99190246323306,0.3212451074108917,-0.22503806285315903,0.07380284309541112,144,1
TPHE_2,late,perinatal_milkTRUE,-0.5699724321909849,0.5808779965142685,-0.9812257231488786,0.32648144183916844,-1.7084933053589513,0.5685484409769814,143,1
ICS_7,early,mode_deliveryVaginal Vertex,0.6940993702045234,0.7226526767672149,0.9604882020358319,0.3368095659533115,-0.7222998762592178,2.1104986166682647,102,1
TPHE_5,late,mode_deliveryVaginal Vertex,-0.4790184956961588,0.5140621616963031,-0.9318299057753887,0.3514244367407559,-1.4865803326209128,0.5285433412285954,143,1
ICS_5,early,mode_deliveryVaginal Vertex,0.9712442053509958,1.043729509931077,0.9305516382449818,0.3520855409356317,-1.0744656341139152,3.0169540448159067,102,1
ICS_8,early,mode_deliveryVaginal Breech,-1.3701991097983837,1.4910251572881257,-0.9189644474480227,0.3581141683856734,-4.29260841808311,1.5522101984863426,102,1
ICS_8,early,mode_deliveryVaginal Vertex,-0.46001018790311704,0.5050612290020368,-0.9108008326278831,0.3624003237076747,-1.449930196747109,0.529909820940875,102,1
TPHE_5,late,perinatal_milkTRUE,-0.6170685941904743,0.6899412197010323,-0.8943785014872203,0.3711194110920754,-1.9693533848044975,0.7352161964235489,143,1
ICS_7,late,mode_deliveryVaginal Vertex,0.6294708161521199,0.7108397110629976,0.8855313038305108,0.37587014381963674,-0.7637750175313553,2.022716649835595,143,1
ICS_6,late,GenderMale,-0.3474024560655968,0.3928496055903681,-0.8843141271416728,0.3765266642373711,-1.1173876830227183,0.4225827708915247,143,1
TPHE_6,early,GenderMale,0.5847509718919625,0.6666237838986819,0.8771828818829497,0.38038731236379275,-0.721831644549454,1.8913335883333788,104,1
ICS_6,ever,mode_deliveryVaginal Vertex,-0.3609239345818553,0.4139980575554814,-0.8718010338333206,0.3833169305131565,-1.1723601273905988,0.4505122582268883,145,1
ICS_6,late,milk_months,0.04563151245436911,0.0527665891655602,0.8647804069957202,0.38715932701735295,-0.057791002310128875,0.1490540272188671,143,1
ICS_4,late,mode_deliveryVaginal Breech,1.2128126357610025,1.4113344077627912,0.859337538353876,0.390154319554721,-1.5534028034540683,3.9790280749760734,143,1
TPHE_7,ever,GenderMale,-0.32756546387895336,0.3916881285856556,-0.8362915288287076,0.4029909176109613,-1.0952741959068382,0.44014326814893157,144,1
TPHE_6,early,mode_deliveryVaginal Breech,1.6354099371883497,1.9563459994653767,0.8359512773483161,0.4031823135263278,-2.1990282217637884,5.469848096140488,104,1
ICS_4,ever,mode_deliveryVaginal Breech,1.159536060892775,1.401916695719007,0.827107676535715,0.40817603357019333,-1.5882206627164788,3.9072927845020287,145,1
ICS_3,ever,GenderMale,-0.4334038232253013,0.5336749442766119,-0.8121119941517462,0.41672737146269545,-1.4794067140074605,0.612599067556858,145,1
ICS_3,late,GenderMale,-0.43271941569879807,0.5336772396724979,-0.810826064016418,0.41746556438844995,-1.478726805456894,0.6132879740592978,143,1
TPHE_3,late,perinatal_milkTRUE,0.4963761681343778,0.6230581469620984,0.7966771168222493,0.42563857717622144,-0.7248177999113351,1.7175701361800906,143,1
TPHE_7,ever,milk_months,-0.04619958844330068,0.05837916665619132,-0.791371153263988,0.4287274382487832,-0.16062275508943566,0.06822357820283431,144,1
TPHE_6,early,perinatal_milkTRUE,0.982370790115736,1.2506738313299768,0.7854732109258854,0.4321761710657155,-1.4689499192910187,3.4336914995224905,104,1
TPHE_3,late,milk_months,-0.04411534626775459,0.05669862201691589,-0.7780673444690224,0.43652931281571306,-0.15524464542090974,0.06701395288540055,143,1
TPHE_3,ever,milk_months,-0.04369523068063272,0.056769981007769296,-0.7696890135413781,0.4414843886761124,-0.15496439345586055,0.0675739320945951,144,1
TPHE_7,early,perinatal_milkTRUE,0.6924745473268623,0.9037415538906727,0.7662307264125561,0.443539028735441,-1.078858898298856,2.4638079929525807,104,1
TPHE_3,ever,perinatal_milkTRUE,0.47248206659282505,0.6209307869751366,0.760925495246452,0.44670156948426065,-0.7445422758784426,1.6895064090640928,144,1
TPHE_7,ever,perinatal_milkTRUE,0.4651690578584313,0.6222935928237374,0.7475073875462331,0.454757345150753,-0.7545263840760941,1.6848644997929567,144,1
ICS_2,late,perinatal_milkTRUE,0.5171777592674555,0.6968217490761669,0.7421952026513523,0.4579690747775404,-0.8485928689218317,1.8829483874567425,143,1
ICS_2,ever,perinatal_milkTRUE,0.5092584133848441,0.6965087186742791,0.731158705886922,0.4646822196619918,-0.8558986752167428,1.874415501986431,145,1
ICS_3,ever,perinatal_milkTRUE,-0.48446633832323255,0.688318293529942,-0.7038405674774618,0.4815320668536705,-1.8335701936419189,0.8646375169954537,145,1
ICS_3,late,perinatal_milkTRUE,-0.4837918123638824,0.6881123396046042,-0.7030709733266428,0.48201152035839984,-1.8324919979889065,0.8649083732611416,143,1
ICS_4,ever,milk_months,-0.04007184770181473,0.058083536328575415,-0.6899002752713,0.4902569027295985,-0.15391557890582255,0.07377188350219308,145,1
TPHE_6,ever,milk_months,0.05051050714659013,0.07353701731481564,0.686871850273069,0.49216348726966763,-0.09362204679044853,0.1946430610836288,144,1
TPHE_5,early,mode_deliveryVaginal Vertex,0.6806331246893798,1.0027395826787249,0.6787735683786733,0.49728134372344834,-1.284736457360921,2.6460027067396803,104,1
ICS_7,early,perinatal_milkTRUE,0.9609727399181072,1.4179839019731935,0.6777035610777153,0.49795966809456677,-1.818275707949352,3.7402211877855662,102,1
ICS_8,early,perinatal_milkTRUE,-0.5600077371340302,0.8364164710706624,-0.6695321726713335,0.5031560648116198,-2.199384020432529,1.0793685461644682,102,1
TPHE_6,late,milk_months,0.12143811641164329,0.18164573356445196,0.668543730858145,0.5037865770157879,-0.23458752137468256,0.47746375419796916,143,1
ICS_7,late,milk_months,-0.06736900669515307,0.10080053410919253,-0.6683397790548943,0.5039167266946336,-0.26493805354917044,0.13020004015886427,143,1
ICS_4,late,perinatal_milkTRUE,-0.38646135755075933,0.5821823635296142,-0.6638149517408062,0.5068087549030375,-1.527538790068803,0.7546160749672843,143,1
ICS_5,late,GenderMale,-0.2929593661660048,0.48119080118122665,-0.6088216263628659,0.5426426772941175,-1.236093336481209,0.6501746041491994,143,1
ICS_6,ever,GenderMale,-0.23104978840490617,0.3885700445761643,-0.5946155439154489,0.5521004874289771,-0.9926470757741882,0.5305474989643758,145,1
ICS_1,ever,mode_deliveryVaginal Vertex,-0.26714245708775936,0.45513347111027985,-0.586954100378678,0.5572345338253006,-1.1592040604639078,0.6249191462883892,145,1
ICS_8,ever,mode_deliveryVaginal Breech,0.7487708413141607,1.2896444322157878,0.5806025464148041,0.561508355682877,-1.7789322458287835,3.276473928457105,145,1
ICS_4,late,milk_months,-0.03338368129022204,0.05841177322654256,-0.5715231612768836,0.5676450647801594,-0.14787075681424544,0.08110339423380138,143,1
ICS_6,late,mode_deliveryVaginal Vertex,-0.23643171618150138,0.41686883506417544,-0.5671609299963707,0.5706048497402108,-1.0534946329072852,0.5806312005442824,143,1
ICS_5,late,mode_deliveryVaginal Breech,0.827934526584172,1.4904921251886645,0.5554772900791899,0.5785682393979192,-2.09343003878561,3.7492990919539544,143,1
ICS_4,ever,perinatal_milkTRUE,-0.3188411127298053,0.5796468379312475,-0.5500609886318804,0.5822775429252423,-1.4549489150750503,0.8172666896154398,145,1
ICS_7,early,GenderMale,0.3944172750946642,0.7191544925667922,0.5484458195997882,0.5833858221178971,-1.0151255303362485,1.8039600805255769,102,1
ICS_1,late,mode_deliveryVaginal Vertex,-0.247982607434848,0.45680900554664,-0.5428584034548528,0.5872272977525954,-1.1433282583062625,0.6473630434365664,143,1
TPHE_3,late,mode_deliveryVaginal Vertex,-0.21169941886072083,0.3924123195726108,-0.5394820914167263,0.5895542507700646,-0.980827565223038,0.5574287275015963,143,1
ICS_3,late,milk_months,0.03591659794481788,0.06664066695255648,0.5389591609337884,0.5899150341536794,-0.0946991092821928,0.16653230517182857,143,1
ICS_3,ever,milk_months,0.03589945869443824,0.06666000873833765,0.538545664393105,0.5902003882093103,-0.09475415843270356,0.16655307582158002,145,1
TPHE_5,ever,mode_deliveryVaginal Vertex,-0.2625990660685793,0.48880523984048235,-0.5372263729297918,0.5911112562288827,-1.2206573361559245,0.695459204018766,144,1
ICS_8,ever,GenderMale,-0.1844469187434938,0.34794115537870324,-0.5301095196477681,0.5960359991402016,-0.8664115832857522,0.4975177457987645,145,1
TPHE_6,ever,GenderMale,0.2604556815671937,0.5059543655868272,0.5147809748910975,0.6067060813685459,-0.7312148749829875,1.2521262381173748,144,1
ICS_8,ever,mode_deliveryVaginal Vertex,0.18127510978379022,0.35368059712673267,0.5125390288764831,0.6082738125073957,-0.5119388605846058,0.8744890801521863,145,1
ICS_5,ever,mode_deliveryVaginal Breech,0.7035129827086273,1.3818315491639899,0.5091163124291479,0.6106706984015147,-2.004876853652793,3.4119028190700473,145,1
ICS_2,ever,milk_months,-0.030319750771214116,0.05989220669494643,-0.5062386651679747,0.6126891147378388,-0.14770847589330913,0.08706897435088089,145,1
ICS_5,early,GenderMale,0.5052253250413549,1.0178889327199843,0.4963462208900346,0.6196501610780236,-1.4898369830898144,2.500287633172524,102,1
ICS_5,ever,GenderMale,-0.22071859505809469,0.4498515550582626,-0.4906476204789562,0.6236756992981268,-1.1024276429722892,0.6609904528560999,145,1
ICS_2,late,milk_months,-0.028744321102074342,0.05982520480251954,-0.4804717542874801,0.6308919830324627,-0.14600172251501264,0.08851308031086395,143,1
TPHE_3,ever,mode_deliveryVaginal Vertex,-0.18574164558747874,0.3914460139355404,-0.47450130790721223,0.6351424655167579,-0.952975832901138,0.5814925417261805,144,1
ICS_8,ever,milk_months,-0.022770719885588896,0.04801294869163652,-0.47426205859244336,0.6353130440542393,-0.11687609932119647,0.07133465955001869,145,1
ICS_5,early,milk_months,-0.048920029657446865,0.11810268096248937,-0.4142160809455661,0.6787158658632853,-0.280401284343926,0.18256122502903227,102,1
ICS_3,ever,mode_deliveryVaginal Vertex,-0.221639856643091,0.5580161241711774,-0.39719256674221226,0.6912254632101738,-1.3153514600185987,0.8720717467324166,145,1
ICS_3,late,mode_deliveryVaginal Vertex,-0.2204043485079509,0.5580896808229416,-0.39492639997025125,0.692897205996956,-1.3142601229209165,0.8734514259050147,143,1
TPHE_5,ever,GenderMale,0.17418038610336528,0.4582343937768539,0.380111987377765,0.7038622878212174,-0.7239590256992683,1.0723197979059989,144,1
ICS_7,ever,milk_months,0.027475661676744857,0.07303283197894024,0.3762097255747626,0.7067609856785357,-0.115668689001978,0.17062001235546773,145,1
TPHE_5,late,GenderMale,0.17616924393547834,0.47831357818119985,0.3683132822726183,0.7126396497586913,-0.7613253692996733,1.11366385717063,143,1
TPHE_6,ever,perinatal_milkTRUE,0.2657720450583878,0.8127608145524801,0.326999087923212,0.7436685750596008,-1.327239151464473,1.8587832415812486,144,1
TPHE_6,ever,mode_deliveryVaginal Breech,0.4122691011957782,1.3673389048636095,0.30151200973609504,0.7630240934170487,-2.2677151523368964,3.0922533547284528,144,1
TPHE_7,early,mode_deliveryVaginal Breech,-0.4136214322512337,1.4102546233542463,-0.293295569042311,0.7692962402017354,-3.1777204940255563,2.3504776295230894,104,1
ICS_4,ever,mode_deliveryVaginal Vertex,-0.13539705685021233,0.46770500042845903,-0.28949242947194637,0.7722045724106688,-1.0520988576899921,0.7813047439895674,145,1
TPHE_1,ever,mode_deliveryVaginal Breech,0.33004614086506817,1.219784075880338,0.2705775123575609,0.7867159933851109,-2.060730647860394,2.720822929590531,144,1
TPHE_6,ever,mode_deliveryVaginal Vertex,-0.13799546435573837,0.5333873595819332,-0.2587152880111344,0.7958549229456424,-1.1834346891363274,0.9074437604248506,144,1
ICS_7,ever,perinatal_milkTRUE,0.19354997373455973,0.8202812373196656,0.23595562708102372,0.8134671024799122,-1.4142012514119848,1.8013011988811045,145,1
ICS_1,late,mode_deliveryVaginal Breech,0.32273134940756837,1.4054018810008717,0.2296363437180914,0.8183743632492924,-2.43185633735414,3.0773190361692766,143,1
ICS_7,late,perinatal_milkTRUE,0.22516094265844033,0.9818454556410147,0.22932421937161196,0.8186169306707878,-1.6992561503979484,2.149578035714829,143,1
TPHE_7,ever,mode_deliveryVaginal Breech,0.25012898124962873,1.1618202237174695,0.21529060705217581,0.8295407524194865,-2.0270386572366115,2.527296619735869,144,1
TPHE_1,late,mode_deliveryVaginal Breech,0.2607763691836583,1.220070491913596,0.21373877240047717,0.83075077394945,-2.13056179496699,2.6521145333343066,143,1
ICS_1,ever,mode_deliveryVaginal Breech,0.30149802480104604,1.4169420526419425,0.21278077267795917,0.8314979615064108,-2.475708398377161,3.0787044479792534,145,1
ICS_5,early,perinatal_milkTRUE,0.2689178523936678,1.3126031847858175,0.20487368574954976,0.8376708148593945,-2.3037843897865344,2.84162009457387,102,1
ICS_6,late,perinatal_milkTRUE,0.12198481961217457,0.5977242989426096,0.2040820823713692,0.8382893558730091,-1.0495548063153401,1.2935244455396895,143,1
ICS_6,early,perinatal_milkTRUE,-0.22168089742726052,1.2348651235279167,-0.17951830787311807,0.8575307432280364,-2.6420165395419772,2.198654744687456,102,1
ICS_8,ever,perinatal_milkTRUE,0.08257346127195593,0.5109407941121681,0.16161062538652643,0.8716124894656665,-0.9188704951878934,1.0840174177318054,145,1
ICS_1,late,perinatal_milkTRUE,-0.10227729735104193,0.7342142717537566,-0.13930170154107827,0.889211745356821,-1.541337269988405,1.336782675286321,143,1
ICS_1,ever,perinatal_milkTRUE,-0.09275732957657376,0.7368900799814828,-0.12587675163018158,0.8998294857873989,-1.53706188634028,1.3515472271871325,145,1
ICS_4,late,mode_deliveryVaginal Vertex,-0.046305178592365055,0.47003175670396397,-0.09851500017163531,0.9215233614836118,-0.9675674217321344,0.8749570645474043,143,1
TPHE_1,ever,perinatal_milkTRUE,-0.057894671742624325,0.6479951762414597,-0.08934429431778868,0.9288082930240489,-1.3279652171758853,1.2121758736906367,144,1
ICS_6,ever,perinatal_milkTRUE,-0.04640570379218428,0.5908402570653207,-0.078541878684231,0.9373970187187469,-1.204452607640213,1.1116412000558442,145,1
ICS_2,late,mode_deliveryVaginal Vertex,0.031055097454588444,0.43377216306212013,0.07159310831603795,0.9429257247697554,-0.819138342147167,0.8812485370563439,143,1
ICS_2,ever,mode_deliveryVaginal Vertex,0.004638061528454713,0.4312819188604097,0.010754129319193381,0.991419611640498,-0.8406744994379483,0.8499506224948576,145,1
TPHE_6,late,GenderMale,0.005914698982459094,1.0846556759804316,0.0054530659945265444,0.9956491043969258,-2.1200104259391868,2.131839823904105,143,1
TPHE_1,late,perinatal_milkTRUE,0.0018038642108723602,0.6522435063961446,0.002765630003492547,0.9977933493323254,-1.276593408325571,1.2802011367473158,143,1
ICS_6,early,mode_deliveryVaginal Vertex,0.0014546764402029201,0.761576342986695,0.0019100861700851624,0.9984759726618037,-1.491234955813719,1.494144308694125,102,1
ICS_6,ever,mode_deliveryVaginal Breech,-21.23514145598527,26462.60402602913,-8.024584970964299e-4,0.9993597308231975,-51887.93903247308,51845.468749561114,145,1
TPHE_3,late,mode_deliveryVaginal Breech,-24.928479686161328,106722.74836652212,-2.3358168776302943e-4,0.9998136287793423,-209201.51527806954,209151.65831869718,143,1
TPHE_2,late,mode_deliveryVaginal Breech,-23.828625082913558,102064.60624446362,-2.334660952479412e-4,0.9998137210088229,-200070.45686423162,200022.7996140658,143,1
TPHE_2,ever,mode_deliveryVaginal Breech,-23.810271463039747,102026.10213098541,-2.3337431270745908e-4,0.9998137942406929,-199994.97044819445,199947.34990526838,144,1
TPHE_3,ever,mode_deliveryVaginal Breech,-24.88954317761373,107050.22147876545,-2.3250342534369102e-4,0.9998144891082559,-209843.3236415579,209793.54455520265,144,1
ICS_8,late,mode_deliveryVaginal Vertex,50.39310355071616,274169.7620765577,1.8380255783511482e-4,0.999853346777693,-537322.3405665023,537423.1267736038,143,1
ICS_4,early,GenderMale,-196.65284621396745,1099031.749073805,-1.7893281643564357e-4,0.9998572322691068,-2154298.8810308715,2153905.5753384437,102,1
ICS_4,early,milk_months,-19.769045365987314,114591.57190096473,-1.7251744642330787e-4,0.9998623509937125,-224619.24997125685,224579.7118805249,102,1
ICS_4,early,mode_deliveryVaginal Vertex,-185.6263943240982,1076166.6348396128,-1.7248852390946236e-4,0.9998623740705395,-2109472.230679965,2109100.977891317,102,1
ICS_4,early,perinatal_milkTRUE,194.50356935738463,1465763.526579829,1.3269778230273865e-4,0.9998941224885586,-2872702.008527107,2873091.015665822,102,1
ICS_8,late,milk_months,4.4673088356856265,56548.878483032015,7.899907045948014e-5,0.9999369678614282,-110831.33451790706,110840.26913557842,143,1
ICS_8,late,GenderMale,-24.017096980505563,416159.295971635,-5.7711307215741125e-5,0.9999539530390144,-815696.237201385,815648.203007424,143,1
ICS_6,early,mode_deliveryVaginal Breech,-25.11149034157608,507613.8252407531,-4.946967378137524e-5,0.999960528911078,-994948.2089622177,994897.9859815345,102,1
ICS_8,late,mode_deliveryVaginal Breech,51.18724142326736,1286700.715974185,3.978177736888298e-5,0.9999682587340445,-2521882.216067979,2521984.590550826,143,1
ICS_5,early,mode_deliveryVaginal Breech,-27.791580495007892,1374631.9254480836,-2.0217470568311425e-5,0.9999838687923761,-2694306.3654587385,2694250.7822977486,102,1
ICS_6,late,mode_deliveryVaginal Breech,-29.452408063771447,1587096.7774200793,-1.8557411547169856e-5,0.9999851933278389,-3110739.136151419,3110680.2313352916,143,1
