Metacluster	N2158_19	N2158_7	N724D_19	N724D_7	N52A3_19	N52A3_7	N174C_19	N174C_7	N5436_1	N5436_7	NB0D2_1	NB0D2_7	CBFE6_1	CBFE6_19	CBFE6_7	C4FB5_1	C4FB5_7	CF2AC_1	CF2AC_19	CF2AC_7	C09B7_1	C09B7_19	C09B7_7	C266E_1	C266E_7	CE001_1	CE001_19	CE001_7	C29F5_1	C29F5_19	C29F5_7	C59E6_1	C59E6_7	CFE39_1	CFE39_19	CFE39_7	C6F73_1	C6F73_7	CB603_1	CB603_19	CB603_7	C0C1C_1	C0C1C_19	C0C1C_7	C0E4F_1	C0E4F_19	C0E4F_7	CF4B8_1	CF4B8_7	CE240_1	CE240_19	CE240_7	C7049_1	C7049_7	CA3C7_1	CA3C7_7	C83E3_1	C83E3_19	C83E3_7	C9B72_1	C9B72_19	C9B72_7	C999D_1	C999D_7	C2ED8_1	C2ED8_7	C45F4_1	C45F4_19	C45F4_7	C7BA1_1	C7BA1_19	C7BA1_7	C3AED_1	C3AED_19	C3AED_7	C1877_1	C1877_7	C84BC_1	C84BC_19	C84BC_7	CE2E7_1	CE2E7_7	CE068_1	CE068_19	CE068_7	C36B6_1	C36B6_19	C36B6_7	CA122_1	CA122_7	CEE43_1	CEE43_7	C5E1F_1	C5E1F_19	C5E1F_7	C572C_1	C572C_19	C572C_7	CB504_1	CB504_7	C79BB_1	C19E5_1	C19E5_19	C19E5_7	CEF3C_1	CEF3C_19	CEF3C_7	C6732_1	C6732_19	C6732_7	CFB76_1	C98F2_1	C98F2_7	C72BB_1	C72BB_7	CD34B_1	C1ED2_1	C1ED2_7	C94D1_1	C94D1_7	C7D88_1	C7D88_19	C7D88_7	CD47D_1	CD47D_7	CE827_1	CE827_19	CE827_7	C68E5_1	C68E5_7	CA3B4_1	CA3B4_19	CA3B4_7	CAF49_1	CAF49_7	C94DD_1	C94DD_19	C94DD_7	C01D8_1	C01D8_19	C01D8_7	C1497_1	C1497_19	C1497_7	C09C2_1	C09C2_19	C09C2_7	C0522_1	C0522_19	C0522_7	C4D1A_1	C4D1A_7	CE002_1	CE002_7	CCA49_1	CCA49_19	CCA49_7	CB127_1	C2CFE_1	C2CFE_7	C36AD_1	C36AD_19	C36AD_7	CDDA8_1	CDDA8_7	C4EAC_1	C4EAC_7	C7E1B_1	C7E1B_19	C7E1B_7	C99C0_1	C99C0_19	C99C0_7	C53CC_1	C53CC_19	C53CC_7	C5C91_1	CE935_1	CE935_7	CC909_1	CC909_7	C3AB2_1	C3AB2_19	C3AB2_7	CB1FF_1	CB1FF_19	CB1FF_7	C91A9_1	C91A9_7	CC7D5_1	CC7D5_19	CC7D5_7	CAEBF_1	CAEBF_19	CAEBF_7	CA55D_1	CA55D_19	CA55D_7	C3D7C_1	C3D7C_19	C8226_1	C8226_7	CD406_1	CD406_7	CF47A_1	CF47A_19	CF47A_7	CD93C_1	CD93C_19	CD93C_7	C94F1_1	C94F1_19	C94F1_7	CC5BA_1	CC5BA_19	CC5BA_7	CB641_1	CB641_7	C7308_7	C8AF1_1	C8AF1_7	C5E05_19	C5E05_7	CF510_19	CFBDE_19	CFBDE_7	CC034_19	CC034_7	CDF47_19	CDF47_7	C0427_19	C0427_7	C08F3_19	C08F3_7	C5BFA_1	C5BFA_7	C92BF_1	C43FE_7	C0D35_7	C3B77_19	C3B77_7	C4B0A_1	C4B0A_19	C4B0A_7	C86B4_1	C86B4_19	C86B4_7	C4324_1	C4324_7	CABA7_1	CABA7_7	C519E_1	C519E_19	C519E_7	C5658_19	C5658_7	CDD85_1	CDD85_7	C12E4_1	C12E4_7	C3C3E_1	C3C3E_19	C3C3E_7	C786E_19	C786E_7	CAC86_19	CAC86_7	CCE7E_1	CCE7E_7	CECCF_1	CECCF_7	CAEE0_1	CAEE0_7	CD044_1	CD044_7	CFE49_1	CFE49_7	CC798_1	CA0D9_1	CA0D9_7	CFF9E_1	CFF9E_7	CD99E_1	CD99E_19	CD99E_7	C789B_1	C789B_19	C8C33_7	C1BCD_1	C1BCD_7	C5BB5_1	C5BB5_7	C121D_1	C121D_19	C121D_7	CA709_1	CA709_19	CA709_7	C8AE6_1	C8AE6_7	CEA09_1	CEA09_7	C8088_19	C8088_7	C1114_1	C1114_19	CF15A_1	CF15A_19	CF15A_7	CEAF1_1	CEAF1_19	CEAF1_7	CFE6D_1	CFE6D_19	CFE6D_7	CFD47_1	CFD47_7	C2FEF_1	C2FEF_7	C121E_1	C121E_19	C121E_7	C7D1D_19	C7D1D_7	CFA20_19	CFA20_7	C1571_1	C1571_19	C1571_7	C911C_1	C911C_19	C911C_7	CB69C_1	CB69C_19	CB69C_7	C1E3F_1	C1E3F_7	CB655_1	CB655_19	CB655_7	C999A_1	C999A_19	C999A_7	C24F3_1	C24F3_19	C24F3_7	C63EE_19	C63EE_7	CF291_7	C6804_1	C6804_19	C6804_7	C5D9D_1	C5D9D_19	C5D9D_7	C4AF3_1	C4AF3_19	C4AF3_7	C04D3_1	C04D3_19	C04D3_7	CA132_1	CA132_19	CA132_7	CBE2E_1	CBE2E_19	CBE2E_7	CBA2E_1	CBA2E_19	CBA2E_7	C1CE4_1	C1CE4_19	C1CE4_7	CEEA5_1	CEEA5_19	CEEA5_7	C48B6_1	C48B6_7	CBC29_1	CBC29_19	CBC29_7	C659E_19	C659E_7	C16C6_1	C16C6_19	C16C6_7	CC9DC_1	CC9DC_19	CC9DC_7	C3C51_19	C3C51_7	C138B_19	C138B_7	C14DA_1	C14DA_19	C14DA_7	C9A7D_1	C9A7D_7	C1EE6_19	C1EE6_7	CCA69_1	CCA69_19	CCA69_7	C7ABD_1	C7ABD_7	CE529_7	C4C56_1	C4C56_19	C4C56_7	C8EC5_1	C8EC5_19	C8EC5_7	CEC03_1	C3300_1
TPHE CD4 C18	0.001300312	0.001560343	0.002820733	0.001560374	0.000580139	0.001140319	0.000860224	0.000900216	0.002364966	0.001140296	0.002480546	0.000320077	0.000880282	0.000520156	0.000760182	0.001320423	0.000540119	0.001200264	0.000520135	0.001380331	0.00100026	0.00050011	0.00200056	0.000980235	0.001420312	0.00080024	0.000520125	0.001120336	0.000860206	0.00050013	0.00104025	0.000760137	0.000680177	0.000340082	0.001180354	0.000700168	0.000580116	0.000800192	0.000720173	0.000360072	0.000580116	0.001020224	0.000740178	0.000780156	0.000380084	0.000320077	0.000440106	0.001360326	0.00132029	0.002240538	0.000980255	0.001740453	0.002040449	0.002320464	0.000360086	0.000860258	0.000820197	0.000560146	0.000600156	0.000840185	0.000160038	0.000600156	0.000600144	0.000660158	0.001420341	0.001520334	0.000260068	0.000260068	0.000520125	0.000520135	0.000720173	0.001080259	0.000400104	0.000380099	0.00054013	0.00096023	0.002340374	0.000800192	0.000340088	0.001040229	0.001100286	0.000880264	0.000380091	0.000720187	0.000760137	0.001480355	0.000420101	0.001220268	0.002540559	0.003060673	0.001940466	0.001720516	0.000560146	0.000580162	0.000580128	0.000780172	0.000680163	0.00096023	0.000560134	0.00068019	0.002260633	0.000700168	0.000620149	0.000960173	0.00118026	0.000460101	0.001240322	0.002020364	0.000460129	0.00068015	0.002560512	0.001240273	0.001540277	0.000760198	0.000680163	0.001600384	0.001420312	0.001320317	0.001240298	0.001580316	0.000980255	0.000760213	0.000860241	0.002020525	0.001820473	0.000700154	0.000360079	0.000620136	0.001220342	0.00118026	0.002160562	0.001200336	0.002400528	0.0005001	0.000420101	0.00150039	0.000700168	0.001240298	0.002240538	0.000880246	0.002100588	0.00110022	0.000800176	0.001640492	0.001080259	0.0005001	0.001060254	0.000780203	0.000820213	0.001300338	0.002300598	0.001620356	0.000560146	0.000520125	0.000320077	0.000400104	0.00030006	0.001480415	0.000580151	0.000360094	0.001420369	0.000720173	0.001560468	0.000980235	0.001220293	0.000640141	0.001200288	0.000560123	0.000700182	0.000620136	0.001640394	0.00054014	0.001980515	0.000720173	0.000260068	0.000800176	0.002540762	0.001400364	0.001220293	0.001880414	0.000880246	0.001280307	0.000540108	0.000820164	0.000580162	0.000300078	0.000440106	0.00046012	0.000460092	0.002140428	0.000620174	0.001600384	0.001400336	0.000640179	0.00132037	0.001420341	0.000220057	0.000820213	0.002040449	0.000740192	0.000740178	0.000620149	0.00104027	0.001080281	0.00128023	0.000560134	0.00140028	0.000640102	0.000340082	0.000840252	0.00350091	0.002020444	0.003660952	0.001240248	0.000560179	0.000860172	0.00150042	0.00130039	0.001520426	0.000240072	0.000380091	0.00010002	0.000440106	0.00020006	0.000980216	0.000420092	0.000440123	0.000580139	0.000140034	0.00046012	0.000940244	0.001680437	0.00050012	0.000820197	0.002080541	0.000760228	0.001460409	0.000320077	0.000940226	0	0	0.002860687	0.000560146	0.00118026	0.001420341	0.000400096	0.00054013	0.001020265	0.000900234	0.001940505	0.000800224	0.002560563	0.000740163	0.001540401	0.000660158	0.000560146	0.001980475	0.000780187	0.001640394	0.002100546	0.001220268	0.000480125	0.001620454	0.000740192	0.000880211	0.000740178	0.000600132	0.00050011	0.000940226	0.002140385	0.002020485	0.002240538	0.002060577	0.003920863	0.001360299	0.002720816	0.000840202	0.001060276	0.001160325	0.00046012	0.000960211	0.000400104	0.001280282	0.000360086	0.000480125	0.003320863	0.000920221	0.00060018	0.002420581	0.00118033	0.000860224	0.0005001	0.002440635	0.001040229	0.000960192	0.002020525	0.001160325	0.000800224	0.000920221	0.000360086	0.00100026	0.000480115	0.000300078	0.000440088	0.001260328	0.000460138	0.000980216	0.000880299	0.000980216	0.001060297	0.000700168	0.00080016	0.001040291	0.000600132	0.001160278	0.00096025	0.000720144	0.000900216	0.00032007	0.00096023	0.000620136	0.001260328	0.000480134	0.000940244	0.000540151	0.00104025	0.000440106	0.000120031	0.000280073	0.00100024	0.000260052	0.001140274	0.001720378	0.000560112	0.00046011	0.000300084	0.000440106	0.00150036	0.00032009	0.000860206	0.002020485	0.000900162	0.001480355	0.001680437	0.000440114	0.000700182	0.000380099	0.000220053	0.000580151	0.001220342	0.000840235	0.00096025	0.000960211	0.00050012	0.000960211	0.000760182	0.000320077	0.000440141	0.001380276	0.000440123	0.001020245	0.001200288	0.000340082	0.001060254	0.001240248	0.000140031	0.000780203	0.001340268	0.000860241	0.000820197	0.000660172	0.000660145	0.001300364	0.000980255	0.000280073	0.000380076	0.003360874	0.002180523	0.001420398	0.000260062	0.000760198	0.000480134	0.000720158	0.002140428	0.000560134	0.001520334	0.002100546	0.000840185	0.000880211	0.000300072	0.000360079	0.000200064	6.00E-05	0.001740487	0.000340095	0.000600144	0.001380331	0.000660158	0.000600144	0.000520146	0.0015003	0.000800224	0.001560406	0.001540339	0.000760182	0.001420398	0.001840442	0.000340075	0.001520365	0.000600132	0.00096023	0.002400624	0.002540661	0.003881087
TPHE CD4 C26	0.121109066	0.24745444	0.149918979	0.378730895	0.203568857	0.305445525	0.153519915	0.384932384	0.306162942	0.257566967	0.411230471	0.382731856	0.327164693	0.282024607	0.367648236	0.33646767	0.176758887	0.236432015	0.184908076	0.383031928	0.303458899	0.246794295	0.34835754	0.177242538	0.185740863	0.297629289	0.204309034	0.305971792	0.37621029	0.345949947	0.389253421	0.251045188	0.281573209	0.210410499	0.176252876	0.259062175	0.306661332	0.30133232	0.203988957	0.165013003	0.230526105	0.214587209	0.180603345	0.227905581	0.308567885	0.260822597	0.345342882	0.282547811	0.309027986	0.142114107	0.121351551	0.165403005	0.257156574	0.283356671	0.080539329	0.100510153	0.155237257	0.138916118	0.17984676	0.251515333	0.2691646	0.285574249	0.176102265	0.186064656	0.22937505	0.265478405	0.140856623	0.126752956	0.170861007	0.280312881	0.210450508	0.300272065	0.419929182	0.356752756	0.443186365	0.154877171	0.181048968	0.261302713	0.156620721	0.2649983	0.207133855	0.229808943	0.225554133	0.166823374	0.243563841	0.172821477	0.149215812	0.194482786	0.232891236	0.247034348	0.254581099	0.28476543	0.214915878	0.167846997	0.247874532	0.17463842	0.143794511	0.190065616	0.230295271	0.239307006	0.157123995	0.288629271	0.231935665	0.299733952	0.374242333	0.240232851	0.409706524	0.291892541	0.213399752	0.290283862	0.282336467	0.21572746	0.206957252	0.237241683	0.253800912	0.230815396	0.20722559	0.227994719	0.313955349	0.30280056	0.348950727	0.256711879	0.381946945	0.217556565	0.234520975	0.243913661	0.237532257	0.27568065	0.22082183	0.244333753	0.325404605	0.233085264	0.352577567	0.285117023	0.252140514	0.143957429	0.112987117	0.14687525	0.22783468	0.163825871	0.259152563	0.352030406	0.264338154	0.360348104	0.25254061	0.179055811	0.275906217	0.195630864	0.193430292	0.213515514	0.229119571	0.230950809	0.305079321	0.325198048	0.319116588	0.211174905	0.339167834	0.290581363	0.21357553	0.239442255	0.156920799	0.09808354	0.162328699	0.172761463	0.193286389	0.272279902	0.300632152	0.193482566	0.159901574	0.219848367	0.310134432	0.247224278	0.346370056	0.283307994	0.137535759	0.324131309	0.227348204	0.307439934	0.346463151	0.203204705	0.226763494	0.193186365	0.121804361	0.227685537	0.182231025	0.127333107	0.188705289	0.234580991	0.265013003	0.271034207	0.165706398	0.301352325	0.209010162	0.157204017	0.229484256	0.261502761	0.24142277	0.28315362	0.199843966	0.15646068	0.278826918	0.311354725	0.339108168	0.355092324	0.189274069	0.142614227	0.216483297	0.243458953	0.180243258	0.287046114	0.232140356	0.137950349	0.244183488	0.266513303	0.167713668	0.274674935	0.272236226	0.271261378	0.444424439	0.3093328	0.327358566	0.29659932	0.38633272	0.294148244	0.214607214	0.344715837	0.133997519	0.259642314	0.254401056	0.360373697	0.382299398	0.585952348	0.203648876	0.394274626	0.615740092	0.584595379	0.362361461	0.393474434	0.254381051	0.250595131	0.387937588	0.545710971	0.304019045	0.48554682	0.296651196	0.139013363	0.36212691	0.308900314	0.339248205	0.321123492	0.359860761	0.412130669	0.324031287	0.421829676	0.155857406	0.451317343	0.367568216	0.439105385	0.436204689	0.408126113	0.491748185	0.312781323	0.480994679	0.227759217	0.374169801	0.185044411	0.389785753	0.23827242	0.270444907	0.293172771	0.316595983	0.287589021	0.310346897	0.364880274	0.358118786	0.404921476	0.383892134	0.322243783	0.342896011	0.314041651	0.354858069	0.297957469	0.464462182	0.390753781	0.475643667	0.322503851	0.206329519	0.326157847	0.288109146	0.295702797	0.326804969	0.341168234	0.198311561	0.157754706	0.207621524	0.457018825	0.266014484	0.417016765	0.333099944	0.320556934	0.254006042	0.271025046	0.111248925	0.337527506	0.250065017	0.18203461	0.366160555	0.196866935	0.316309588	0.329912375	0.172221333	0.302540508	0.326191334	0.179339455	0.334980395	0.284734031	0.286337267	0.296851244	0.294224729	0.284988397	0.153153694	0.286494489	0.062477494	0.130393902	0.173208498	0.317236137	0.320276866	0.234540981	0.332526457	0.252160519	0.197239448	0.241297911	0.362359719	0.200980196	0.339621509	0.29632297	0.305413299	0.369068576	0.212899612	0.376630391	0.226134272	0.135964474	0.229195007	0.322463841	0.205293376	0.342649089	0.086262428	0.198947747	0.30057815	0.352638739	0.204337214	0.362074139	0.224689432	0.121029047	0.25731661	0.279066976	0.143274386	0.254621479	0.153890778	0.1110711	0.173901736	0.439685525	0.341882052	0.445566936	0.289077816	0.224869471	0.256186609	0.283896779	0.123474573	0.265443706	0.389521276	0.270719558	0.415936462	0.388020885	0.163382479	0.313502701	0.472302799	0.471513163	0.369043332	0.194466672	0.380278873	0.125015004	0.277701094	0.279695939	0.122409378	0.248934766	0.270910437	0.115425394	0.238717292	0.207069697	0.342775411	0.240416933	0.373109546	0.40803425	0.148181491	0.272925502	0.302052493	0.251520365	0.150676162	0.344976593	0.425505101	0.232004961	0.346109989	0.158174798	0.17904297	0.273176489	0.333440026	0.207425634	0.338621269	0.335253756	0.220953029	0.357733011	0.360353692	0.423158484
TPHE CD4 C27	0.009782348	0.026085739	0.0223058	0.027246539	0.034468272	0.068139079	0.006901794	0.024865968	0.047319371	0.014003641	0.029386465	0.011002641	0.027268726	0.010023007	0.017004081	0.016725352	0.002040449	0.032927244	0.033708764	0.018864527	0.018824894	0.010802377	0.010422918	0.026506362	0.018744124	0.02736821	0.01358326	0.023026908	0.019244619	0.01342349	0.022145315	0.013902502	0.010902835	0.024565896	0.015524657	0.01258302	0.022324465	0.016003841	0.032007682	0.007441488	0.019363873	0.007941747	0.002880691	0.006041208	0.02036448	0.006961671	0.012382972	0.017824278	0.013923063	0.011902857	0.011202913	0.011182908	0.022264898	0.016963393	0.019324638	0.012423727	0.030387293	0.006061576	0.015083922	0.021744784	0.011362727	0.009762538	0.015163639	0.010282468	0.017784268	0.015603433	0.012183168	0.007061836	0.01154277	0.026927001	0.012482996	0.018164359	0.019565087	0.017544562	0.009922381	0.008942146	0.007201152	0.022505401	0.019785144	0.010962412	0.01238322	0.010183055	0.016563975	0.017704603	0.013562441	0.024385853	0.012222934	0.032087059	0.015563424	0.010702355	0.008982156	0.011283385	0.020305279	0.01064298	0.012602773	0.01718378	0.005641354	0.010882612	0.019344643	0.013283719	0.011043092	0.006701608	0.007741858	0.006421156	0.032447138	0.010982416	0.022765919	0.023024144	0.007582123	0.020584529	0.0105021	0.015743464	0.009021624	0.017444536	0.013983356	0.018504441	0.01168257	0.008402016	0.01312315	0.014662933	0.006981815	0.006341776	0.008062257	0.025786705	0.020785404	0.011382504	0.009021985	0.007841725	0.020985876	0.016403609	0.026386861	0.013823871	0.014523195	0.003160632	0.005901416	0.018964931	0.006601584	0.012703049	0.015803793	0.003881087	0.009122554	0.020504101	0.014203125	0.012543763	0.017704249	0.013722745	0.015903817	0.029667714	0.012223178	0.019625103	0.006741753	0.0050011	0.014483766	0.010242458	0.034448268	0.020825415	0.027745549	0.011583243	0.015944145	0.016044171	0.021045472	0.01204289	0.011203361	0.01608386	0.012482996	0.021824801	0.013363207	0.023605193	0.010282673	0.014603213	0.017644235	0.018604837	0.018044692	0.042870289	0.019104967	0.019124207	0.011063319	0.01238322	0.011342722	0.010742363	0.015844436	0.011282708	0.005321064	0.006521304	0.008682431	0.005361394	0.004341042	0.009242403	0.00470094	0.017443489	0.005661585	0.008522045	0.009162199	0.004301204	0.007722162	0.006301512	0.003881009	0.004681217	0.007281602	0.003640947	0.011142674	0.007101704	0.02184568	0.013243443	0.005100918	0.003980955	0.005461092	0.020683309	0.00600144	0.018345504	0.00546142	0.004040889	0.003800988	0.012522505	0.008022567	0.0075015	0.018525187	0.014984495	0.026727484	0.020026008	0.0120829	0.004440888	0.009302233	0.01846554	0.017943948	0.011542539	0.010843036	0.013103145	0.010942626	0.018004681	0.009942585	0.015604057	0.009982396	0.009562295	0.059395443	0.039291788	0.040971472	0.029967192	0.01658398	0.006201364	0.016623325	0.035628551	0.012263188	0.016663666	0.027006482	0.012843082	0.032187725	0.033968832	0.024026247	0.018064697	0.017724963	0.010122227	0.025945708	0.012163162	0.018544451	0.035649269	0.092962311	0.049771945	0.060554533	0.019905175	0.017563864	0.004901274	0.015184252	0.015363995	0.028406818	0.010222453	0.012282702	0.023165096	0.022385372	0.017363125	0.01362327	0.018864527	0.012283439	0.031646962	0.011022425	0.028348505	0.012903097	0.05411407	0.041671668	0.021265529	0.03622797	0.024046252	0.030406689	0.010382492	0.026666933	0.0526937	0.015383692	0.009402821	0.015163639	0.011943344	0.012043131	0.01090218	0.023126013	0.019664326	0.016783357	0.031208114	0.009042532	0.010763014	0.019804753	0.010502521	0.009742533	0.009342242	0.007641987	0.015543109	0.030507932	0.014144243	0.03822841	0.01520517	0.015323371	0.050754211	0.010662559	0.012862573	0.039591086	0.009842165	0.025526126	0.017244484	0.015983197	0.039969593	0.016843706	0.024205809	0.009982196	0.019565087	0.006801905	0.012843339	0.011063098	0.019924782	0.029967192	0.007822034	0.015664073	0.023285589	0.00740148	0.01408338	0.037248195	0.009361872	0.013283188	0.053615012	0.016563975	0.025066016	0.009342616	0.016203889	0.028046731	0.020843752	0.024005761	0.04227099	0.016204213	0.01938504	0.017124452	0.042430183	0.00792206	0.029168167	0.010402913	0.016864385	0.019224229	0.007961911	0.011022425	0.035848604	0.006141474	0.02318742	0.04274855	0.006921938	0.014003361	0.018144355	0.002560615	0.008742098	0.009561912	0.004400968	0.003941025	0.009081816	0.004241188	0.004140994	0.045071719	0.016703675	0.017044773	0.034568988	0.006041571	0.012662533	0.017144458	0.014163399	0.016604649	0.002860687	0.009302419	0.009302605	0.015723459	0.034466893	0.005081219	0.011382504	0.032708504	0.00450099	0.009842362	0.013143154	0.008321831	0.012023848	0.008982156	0.006061697	0.003861081	0.007281748	0.024405857	0.009122189	0.003840922	0.006681871	0.041528306	0.017144801	0.02438634	0.016163556	0.014263423	0.00600168	0.02116508	0.004621017	0.008342002	0.031706976	0.007801872	0.020565347	0.02780723	0.013243708
TPHE CD4 C22	0.133271985	0.086579047	0.119671114	0.085880611	0.083980155	0.035790021	0.165823114	0.085780587	0.045194909	0.087762818	0.05209146	0.056653597	0.095010403	0.109692908	0.088261183	0.091849392	0.029586509	0.038448459	0.074579391	0.07799872	0.047532358	0.093480566	0.125655183	0.084300232	0.112204685	0.087406222	0.108325998	0.080104031	0.075778187	0.089483266	0.090461711	0.067712188	0.065897133	0.074677923	0.11053316	0.104545091	0.050790158	0.101144275	0.056173482	0.110522104	0.091978396	0.080697754	0.122449388	0.11010202	0.127328012	0.12629031	0.110886613	0.105865408	0.149112805	0.094002561	0.145957949	0.116390261	0.065594431	0.11060212	0.095142834	0.140322097	0.076098264	0.098525617	0.068237742	0.053151693	0.070296871	0.08246144	0.107305753	0.106205489	0.063275186	0.078337234	0.114789845	0.158721268	0.11116668	0.123492108	0.158898136	0.12274946	0.075279573	0.090443515	0.090221653	0.078698888	0.073451752	0.133852125	0.107367916	0.118606093	0.063296457	0.06559968	0.156757622	0.132834537	0.13172371	0.144814756	0.143994559	0.124927484	0.05259157	0.070375483	0.054012963	0.074062219	0.148398584	0.169367423	0.136710076	0.104823061	0.145174842	0.121909258	0.066836041	0.093226103	0.086684272	0.087480995	0.109526286	0.102578464	0.059052992	0.125787673	0.050513133	0.076733812	0.127955828	0.098101582	0.071614323	0.084458581	0.107539357	0.085442215	0.11266704	0.076578379	0.054872072	0.064695527	0.05783388	0.068773755	0.051633425	0.112371464	0.085864042	0.064496769	0.087802829	0.093700614	0.146112145	0.107703695	0.090105229	0.114105103	0.058595235	0.104309207	0.086779091	0.089577916	0.118408418	0.078360374	0.160338481	0.107485797	0.07845883	0.123834674	0.089825151	0.068953791	0.104322951	0.100210063	0.052052493	0.115983197	0.060174442	0.081281133	0.101686438	0.101866485	0.053293856	0.07445638	0.076319843	0.09808354	0.042970313	0.073299058	0.055371074	0.054515264	0.056934803	0.081521196	0.091303739	0.167020085	0.105471641	0.075838201	0.095482916	0.062013643	0.065215652	0.079897577	0.158821294	0.107123567	0.072297351	0.131854282	0.098665653	0.0437505	0.058735271	0.058792934	0.058337501	0.04219097	0.071737217	0.101102242	0.112671548	0.111386733	0.160612122	0.133846769	0.103789061	0.15546042	0.134452269	0.057134855	0.084476895	0.054910982	0.107370064	0.068136353	0.080759382	0.121033889	0.080882647	0.111326718	0.179986797	0.143557325	0.070995619	0.113049393	0.062274946	0.074037769	0.052753716	0.073619141	0.062411234	0.172921501	0.10310062	0.126540246	0.12621029	0.069920976	0.094144478	0.150693152	0.111028868	0.090438088	0.16759363	0.176055211	0.128495979	0.098909673	0.049033729	0.098869661	0.090721773	0.107821564	0.08850124	0.095448635	0.11504531	0.074876473	0.144060337	0.069716732	0.131711611	0.082681497	0.116630324	0.069778142	0.094642714	0.060474514	0.016764359	0.027588276	0.012083383	0.050752181	0.08604065	0.126267779	0.103820764	0.032527807	0.098925721	0.050611134	0.051512363	0.141253901	0.060854605	0.086842579	0.083321664	0.043611339	0.101768495	0.072415932	0.111164456	0.078060296	0.085060414	0.03026787	0.047051292	0.031907658	0.044210611	0.075199552	0.030006601	0.096685138	0.041631657	0.100446116	0.062134912	0.092602225	0.036287983	0.099261838	0.085900616	0.071232822	0.097183324	0.073157558	0.099047733	0.0686351	0.100842185	0.050075023	0.110766584	0.067517555	0.044332413	0.114109669	0.072355918	0.086662532	0.069115205	0.095222853	0.075119531	0.052973773	0.134932384	0.097129139	0.033548052	0.07017965	0.062856343	0.104480896	0.081781263	0.098301626	0.091918384	0.026626923	0.076721482	0.058836474	0.042810274	0.06795631	0.023166023	0.084620309	0.107207874	0.084916983	0.067277492	0.111673502	0.045189942	0.134165616	0.072475945	0.017945025	0.131531568	0.078755751	0.039391029	0.079757547	0.050212051	0.078300358	0.061832366	0.057013683	0.091480126	0.042430183	0.18368041	0.089183188	0.137978634	0.091023666	0.133657424	0.096103065	0.086880851	0.131854282	0.096705143	0.082359766	0.160872174	0.077938705	0.025085519	0.092278456	0.09712331	0.011163126	0.08303993	0.049431864	0.135537951	0.082439786	0.041870049	0.131203617	0.070716972	0.029247604	0.125772701	0.048812691	0.130133835	0.084200208	0.083701762	0.019245389	0.096146921	0.070838418	0.026285783	0.182063695	0.058832943	0.030827399	0.124449868	0.064180538	0.042728546	0.168987316	0.125450108	0.036428743	0.12474994	0.073657678	0.085077015	0.152693593	0.104967291	0.084836967	0.157043972	0.132551812	0.032048333	0.101802397	0.051014284	0.020725389	0.103586933	0.072234447	0.073919219	0.080019205	0.066398592	0.165279667	0.13119411	0.208638419	0.152313509	0.058231646	0.183944147	0.145752065	0.053413888	0.18350037	0.105365288	0.185724574	0.132529156	0.122479193	0.073697687	0.054175169	0.202156604	0.138733296	0.026426342	0.05387293	0.0995839	0.041351578	0.010122024	0.11325171	0.039850361	0.053731821	0.054313035	0.106009683	0.049691926	0.154313949	0.078298792	0.064934286	0.193726494	0.08342169	0.030487927	0.02760773
