"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"A160SXLP.03",3.6872370001541e-06,0.999964221223579,1.03584061344509e-17,6.52731831769989e-21,2.07244882571161e-10,3.99327592279064e-19,6.83891904043782e-36,8.6804308244494e-16,9.79059938790465e-06,2.23007327874462e-05,4.82277600539108e-29,4.82072348570661e-40,8.38525523602167e-40
"A160SZ0L.03",0.00209030010568389,2.64356881622936e-09,1.43128649670609e-34,0.997909697149426,1.40650882051235e-26,4.28282364182187e-31,1.49336262896962e-57,5.66712909442052e-21,1.01321795532068e-10,2.68915074314706e-25,2.41888868976158e-44,4.5152666400627e-53,1.50298097428709e-60
"A160T4HL.03",1.8466194070198e-25,1.54984224697997e-16,5.42325294238794e-11,2.96592345662684e-33,1.20649442786687e-12,0.00346771935197568,3.73205167460029e-29,0.0011600928787194,0.995372187713634,2.31490372665651e-13,2.84180586280451e-26,1.64533257969716e-19,3.93041346051675e-43
"A160T6WZ.03",7.26976425881028e-36,5.46286994159847e-17,0.994577192573611,4.78083018877948e-53,1.50883203065628e-11,1.91662914025126e-07,3.28293896939855e-16,0.00389712189070693,9.88958291997706e-12,0.00152549384778784,1.5082852590778e-15,4.1085094709652e-19,1.64006926716333e-21
"A160TDKQ.03",9.90617559334463e-31,3.86438688284876e-14,0.996979040846195,2.98807969636152e-48,0.00011933822896722,1.16270761791131e-08,1.06994188163376e-10,6.59525324609148e-08,3.0695453060275e-10,0.0029015367419848,6.18925683697522e-09,1.46953460548807e-21,4.05368061715369e-21
"A160TQW2.03",7.28432065492487e-26,2.30458808376464e-09,4.21080445421711e-07,5.99436746475425e-40,6.47717027851498e-15,5.80336240700674e-10,5.76816133001958e-24,0.00057636414500172,9.14407605365725e-11,0.999423211798181,3.1568919314982e-26,5.27464118056569e-18,1.4194693923356e-30
"A160V3W0.03",1.4376704353889e-61,3.40933497500152e-37,2.18497042976254e-05,2.15398924531684e-77,7.12598420460762e-15,0.0108528394972144,4.29205007414246e-09,6.99849879422037e-12,4.10613310417018e-19,9.66554290220781e-21,7.01152333276889e-21,0.989125306499432,4.6170867174184e-32
"A160WXGK.03",8.05495640467777e-40,1.18288474980447e-20,0.998263632497647,6.1723045791896e-59,3.75094885803085e-13,0.000103042034075809,1.06842162753828e-11,8.18562891633988e-06,9.03799986318847e-15,0.00162513965808104,3.88987238982313e-20,1.70211015545296e-10,1.7065469155882e-25
"B160Q7DL.03",2.73629074752024e-05,1.19200334982726e-12,3.21235127132693e-39,0.999972637090832,9.388512752224e-30,3.37492501567599e-34,1.93382388842536e-63,7.11876121290103e-24,5.00646378628786e-13,4.63528122638937e-29,4.40557492071186e-48,1.30595833675172e-57,1.07795803871253e-65
"B160SKWS.03",1.01986624766637e-05,1.78120629489032e-13,2.18166341582784e-40,0.999989801336864,3.73727240462984e-31,1.43049748571093e-34,4.80758819881055e-65,3.45239974909818e-24,4.80957285585018e-13,9.96552718995486e-31,1.0374075602495e-49,3.42447570138346e-58,1.35055276858622e-67
"B160T0HW.03",2.5019647575764e-53,1.56112883822587e-27,0.99999874408301,3.75825868032719e-77,1.44964683499511e-12,4.62308055874684e-11,1.10811178977889e-06,1.97815460994927e-14,1.1748961864666e-23,1.47160988667528e-07,5.96511715273772e-10,6.96138992416164e-19,6.16029688623963e-26
"B160T22J.03",1.21442482314857e-11,1.61002671683165e-09,3.23003031012041e-18,1.12882451131466e-13,1.16026080943071e-13,1.01919384382836e-14,9.44227052954994e-42,5.18501602553387e-09,0.99999999319253,4.41656932609986e-14,1.15472264080624e-32,5.14032057434537e-34,2.81557356502736e-40
"B160TJ94.03",2.30075592799786e-56,1.19499020828458e-35,1.79168245107643e-05,9.85072900599611e-66,1.90782240866265e-11,0.999982044947929,2.42678352880622e-08,1.04859485336464e-10,1.34589284311207e-13,7.39475696773408e-19,1.01232048109195e-13,1.38355515734359e-08,1.923095947407e-33
"B160TK8J.03",5.435702003751e-28,2.43143979383983e-16,1.3502602236563e-10,2.35596026164463e-47,3.14455410511304e-24,1.20392356439381e-12,5.39260558634465e-38,0.999956557167893,3.29759348913474e-10,4.34423661170835e-05,3.54639208765877e-41,2.88357249607105e-26,3.92598773307804e-41
"B160TQ93.03",8.05260078103788e-67,3.20694685720825e-42,0.00101313903731508,5.16986333069046e-86,2.40630801240225e-16,0.208932519768597,0.661576213263179,1.0042825075438e-13,1.64564616080201e-24,7.52065513562201e-19,1.183355381592e-16,0.128478127930809,1.14806347391314e-31
"B160TRNL.03",2.29610251761355e-49,6.86793169731385e-30,5.41304891306741e-10,2.26493739983451e-59,3.02958019406662e-15,0.999999997519421,5.04014060201131e-20,6.42362094492177e-10,5.18712366775777e-11,3.92110178267555e-19,3.10596023228713e-24,1.2450382947212e-09,2.84286102198275e-31
"B160V9X0.03",6.53931680648901e-78,8.16077922978449e-48,1.09778417875496e-07,1.76082810511429e-88,1.74763989491729e-21,0.123927318756138,1.73596787201377e-06,1.66662513894665e-14,7.76234980934377e-25,3.24016178575703e-23,1.70391661651354e-19,0.876070835497555,1.48587299830771e-37
"B160VKL1.03",2.99619750788172e-55,8.49009961050575e-34,1.32131995760045e-15,1.017988416907e-68,1.71877977709368e-18,2.8437028383114e-17,1.08336950533677e-22,7.49017568496816e-19,6.68974014116678e-26,6.26175702945473e-20,1.14637697307996e-22,5.87724580899219e-28,0.999999999999999
"B160W0VW.03",2.51690299471084e-54,6.86902062306844e-32,0.010483167956253,2.3007457525823e-75,3.50516846722992e-13,0.989489008733575,8.97763533771848e-13,2.72014984143417e-06,4.14443494906732e-12,7.6953403733564e-14,6.29634785352673e-20,2.51031548610389e-05,5.26268620067728e-31
"B160W5P3.03",9.70171838022958e-26,3.15106029409825e-10,1.34438974601055e-08,1.92387040709251e-44,1.814002897279e-12,3.80170773121911e-11,4.03903416310957e-28,0.000236300769500621,9.46640554441784e-09,0.999721498586479,1.38350193740739e-28,3.45262392549746e-29,4.21773787801319e-05
"B160W5Q0.03",7.64584917672232e-60,4.07626057502066e-34,2.82833714647225e-16,3.39651507336238e-76,2.02272621040098e-17,2.90622772860049e-18,8.23389231018117e-25,4.35262208787244e-22,3.74918628929415e-28,1.17459284181739e-19,1.47002751993748e-22,6.46974216825009e-31,1
"B160WXFN.03",6.83414043094545e-39,8.33063281863915e-20,0.997162644958707,5.31466975660266e-56,5.72568162752191e-13,0.0020144625030176,3.80725205699919e-12,0.000531086861487251,2.41905522995226e-11,0.00029180548815488,9.0905167482391e-19,1.60063092469677e-10,3.39327801742021e-26
"C160S87T.03",3.71597458251002e-05,2.68477051128556e-12,8.08902655548994e-39,0.999962840251245,8.9447491702028e-29,1.37601033996036e-34,1.03797381573216e-62,2.95133740195778e-25,2.45244928171807e-13,3.28614527762482e-30,2.67925553077328e-46,2.69092357557324e-58,8.59834141548101e-67
"C160SLF8.03",9.00585836828019e-48,1.43700862045844e-28,6.42206811953015e-09,4.04936179461976e-55,8.12799649558459e-06,0.999991852102558,2.84440102749401e-09,5.9351905875345e-13,5.70089973159461e-10,1.00245714707212e-17,1.00632420564612e-08,2.97389960648112e-13,2.5393521584221e-13
"C160SRHH.03",1.40499433868414e-117,4.61594140208554e-77,7.89297967036081e-19,2.04564478293802e-131,3.10748647357325e-33,3.24783338772031e-09,9.4789969828961e-08,1.02636195617363e-29,4.73742228519889e-45,5.78230650871193e-44,1.10277073001954e-22,0.999999901962197,2.92715308833294e-47
"C160TQV5.03",3.41354865477807e-30,9.19079649233057e-12,7.73609157890254e-06,1.02446541170707e-48,5.54147357880072e-08,2.11355254164373e-12,6.37457786044421e-14,6.38910764031656e-09,4.53537467083362e-11,0.999992202047855,3.52007546217163e-16,2.38311562836231e-25,1.82602937812206e-20
"C160TT5X.03",1.01958215974359e-13,3.17608624272693e-05,1.44964799053977e-06,2.80299111976591e-27,1.46805444458581e-09,2.35488395767156e-10,8.06728062018421e-25,0.00599859654215218,0.00147734778129364,0.992490843462492,4.83379757494823e-26,6.4218607358105e-23,1.45935905145856e-37
"C160V2J2.03",1.09406853828814e-29,1.20861620413388e-12,0.713723241178737,8.74602702858654e-49,1.47818614327676e-07,0.00605168284373285,1.93215639364018e-10,0.00155888992970175,2.75672212112037e-08,0.278666010467541,1.82850873492267e-14,9.86773952590512e-15,3.26957420588187e-20
"C160VT79.03",3.61400791497245e-96,7.49885091295121e-67,5.28398798607233e-18,2.49730060718288e-104,6.31042019690084e-31,2.24870455246795e-12,6.21314508972199e-08,2.86643120583444e-25,1.5340834966032e-37,1.41460343698432e-39,3.01428501679126e-20,0.9999999378663,5.26693886066476e-48
"C160VX7N.03",2.19987964303639e-35,3.97893473975726e-14,0.000184361190764245,1.63210329476747e-48,2.5516880082149e-09,1.47882944820147e-07,2.61266821550122e-16,1.93388837541844e-08,1.58861003409783e-09,0.999815467447069,1.63854860005897e-21,1.6011205360208e-17,3.48025592166514e-34
"C160W5XV.03",9.18975033910081e-16,0.000690471044073568,7.02464719479213e-07,1.54848134650804e-32,0.00186900679462699,4.69510071449606e-09,4.06310215148145e-18,2.06715128566567e-10,1.02299610445544e-05,0.997429584833718,3.83080584147519e-16,7.33569004860187e-25,2.55795698005307e-31
"C160WGZS.03",8.0985561970632e-40,8.81472220088054e-20,1.21028878982426e-06,2.00217657994068e-51,0.928616809390118,1.57670286521773e-08,7.74983394198877e-08,5.11359771271891e-16,1.11279931664171e-14,4.38573194764334e-12,0.0713818870512169,3.71873252324314e-19,1.10006130408918e-13
"C160WX6J.03",1.73107932659889e-27,4.53104654426624e-14,1.37709429022081e-13,4.0021007881005e-31,0.504922062555776,1.37717618663939e-16,2.07602834689195e-14,3.78670443373646e-23,2.20396714567174e-16,7.91667139591532e-16,0.495077937444019,1.19714553184982e-29,2.22733737672922e-30
"C160X7VQ.03",4.21652941899823e-41,1.23716059947207e-19,0.9902078100285,2.70163656630925e-59,2.14467837933105e-12,0.0025097667205103,1.81623565184788e-11,7.90167261207646e-05,1.64480693126063e-14,0.00720340064026059,1.31783113280658e-18,5.86428494211298e-09,1.94185688318348e-23
"D160RBPT.03",0.000416184542036094,2.50816630667829e-10,2.59142235616211e-35,0.99958381469334,9.16510645266229e-28,2.17917873090991e-31,7.34331127860344e-62,1.87724644087467e-19,5.13807054776015e-10,8.38322231159949e-25,7.17100302237828e-46,3.67211848255135e-54,3.33416800536411e-61
"D160RWCP.03",0.00322643710022656,4.66207529752196e-08,2.23781256405457e-32,0.996773441392135,2.66070930211442e-24,3.0217966372394e-27,2.56877761456818e-57,1.14081273274467e-16,7.48868855634042e-08,1.83906703226405e-21,9.07662575831434e-43,1.15476817781291e-48,1.90606138635131e-57
"D160RYDC.03",7.41757992380522e-10,0.99254967621032,7.33282729138746e-14,1.76450988860167e-22,0.00695821682501183,2.51398241105582e-17,4.24369169673524e-24,6.36877042689413e-17,0.000125402101421115,0.000366704121415638,1.50781221774279e-17,1.56604925426719e-34,6.69152002002638e-28
"D160S0S4.03",0.00492846713846974,2.17455875672027e-07,2.79853561346426e-25,0.984609458226926,1.79165338678108e-19,1.40391265485109e-20,1.58520515529364e-51,2.55025966476221e-11,0.0104618571532258,1.3053427735443e-18,1.0234191381105e-38,5.46113866479012e-43,1.37725092731361e-51
"D160S2JL.03",2.08185920542071e-12,0.000407512123849978,7.18467768881345e-12,8.4996523405816e-25,0.999451776944371,6.55795038413357e-15,1.51324012077649e-21,4.08333235028503e-14,0.000107581924562792,3.31289972982131e-05,6.03629287508467e-13,3.01421188245767e-32,3.2556479945115e-29
"D160S815.03",6.88755475606714e-28,1.12411972188957e-13,2.11359056729181e-08,2.6049852598689e-40,0.000713810614171748,1.40697225772716e-06,8.96413151459312e-15,4.61607897243689e-08,1.70889697297375e-06,2.08543050934215e-09,6.3587086252114e-11,2.04327903265237e-20,0.999283004070763
"D160T62Q.03",3.68954954097707e-08,0.999943369714477,5.71799284621847e-17,1.27694843780034e-19,2.54555816712064e-06,1.83028310511959e-18,4.64451782027759e-31,5.87766531293516e-19,5.02452300231064e-05,3.80260183691363e-06,4.68090734114546e-25,3.83174806327935e-39,3.98519415820903e-40
"D160TBGH.03",1.41492132100996e-60,3.91744899961758e-42,5.50239145837888e-07,2.70749634933014e-72,1.03600286517095e-16,0.999999423923866,1.57578030074626e-12,4.91212277802775e-11,2.77130272034185e-15,2.62163629729371e-21,1.16791899589416e-21,2.57862884139402e-08,3.98230091979754e-39
"D160TCFT.03",1.69696104167791e-51,3.3174658676386e-30,2.25459716940216e-10,7.70446645396593e-63,5.22051108669638e-15,0.999998300530623,1.92025987933288e-19,1.68621525868613e-06,1.22223598198871e-08,3.88418985495934e-16,3.77248043367967e-20,8.05543135737739e-10,7.49773089297253e-13
"D160THHV.03",2.35301016595084e-73,1.72914426525586e-50,2.9500321459539e-10,4.90408583973395e-89,7.11346028723273e-17,1.47881671212225e-07,0.99999968944346,5.97701404065944e-22,2.33653300070011e-29,2.72242936790938e-28,2.83590200044329e-11,1.62351506924382e-07,3.12570578311314e-34
"D160THWD.03",1.67809752566205e-39,2.05723118335788e-28,1.30287754505032e-13,1.63407104944867e-48,9.46653839502193e-22,0.998795182140161,4.95486595987532e-31,0.00120431318417425,5.04675486293005e-07,8.69180239152884e-20,1.84435149475729e-35,4.79770211426588e-14,6.37288152848695e-41
"D160V2JZ.03",2.70961926533907e-33,2.29950858133385e-13,0.00328632159754071,6.657946534553e-52,5.00328862274549e-11,7.12199220871671e-10,9.92326903735719e-14,2.47038299393985e-07,1.3667044183553e-13,0.996713430601462,6.34918055633707e-20,1.31682173901469e-16,5.33814172122478e-25
"D160VBV1.03",3.39777994684948e-53,3.29034966687862e-29,0.999974312429726,2.68376316868088e-76,1.39336902948259e-18,4.03469473685261e-09,1.48535340228232e-09,2.07534054896776e-06,1.20764757931285e-22,2.33490945010606e-05,2.65250929149645e-21,2.57615176120299e-07,1.17966118560994e-33
"D160VKLY.03",1.36518804358419e-55,4.49224909441543e-32,8.60713036671938e-17,5.67730125857264e-71,3.68564930282238e-20,7.0151682210269e-20,8.89376855978885e-27,5.4150397144306e-19,2.66247396907323e-25,1.27201042261388e-18,4.64610290273043e-26,6.77571660106042e-31,1
"D160VZLD.03",3.7821662632136e-35,1.05861016342622e-18,2.23387387730566e-07,4.17762234202285e-46,0.999998406343856,9.71782578366529e-07,1.42812765388576e-10,7.87344018137931e-14,4.71855304466755e-10,1.40242930114893e-10,3.97731187670089e-07,2.79437596842889e-20,1.5434570516384e-24
"D160WDS9.03",1.1387977036033e-56,3.28148387415948e-40,2.46274369099124e-09,1.09120452576099e-65,5.75013063333177e-09,7.57980520388664e-05,0.961880249649485,7.78362755463845e-20,1.09347522339699e-21,3.14885253776572e-26,0.0380437109347034,2.33150898054195e-07,2.33661088128682e-22
"D160WDW0.03",1.35674150548403e-38,1.41397096187269e-16,0.00277227483099158,2.39491076636537e-55,5.97094464693025e-12,7.31488828652128e-06,3.54475045326952e-16,4.26597684137072e-08,3.682403781895e-13,0.997220367614614,1.11772563984367e-21,1.86061969897509e-16,8.99297351122131e-36
"D160WN1K.03",9.34475941224107e-81,8.24685235311405e-54,7.1580198746281e-07,2.40708632414729e-97,2.55022226196415e-16,0.334602580174415,0.66067881389675,2.65796270743868e-19,1.25290960684324e-27,4.36008123253693e-29,1.7880972373654e-11,0.00471789010896624,1.12656765673324e-32
"D160X7ZS.03",1.20012233247402e-50,1.38165072122169e-26,0.999989178832873,1.72305511066328e-73,4.50313978121124e-13,3.24621046549414e-07,2.2091472624261e-08,1.31277651372831e-09,6.39036006325966e-19,1.04731352627887e-05,2.37601737865056e-18,6.11830725605426e-12,1.85010380352862e-28
"E160Q99F.03",1.85368765216791e-05,2.04397053840147e-13,1.56196521894063e-40,0.999981463123224,3.6931142417335e-31,8.45298204869632e-36,3.27557115057851e-65,6.71098075304435e-25,4.95102244337926e-14,2.37040520639041e-30,1.91082459719381e-49,1.86530950788237e-59,2.15922399601482e-67
"E160ST39.03",0.000392364025596888,2.43539624408023e-11,3.41393653491366e-38,0.999607635949701,1.72535697031884e-29,2.07656316259611e-34,1.3329112411659e-63,1.00143202729833e-23,3.48170278803963e-13,2.05326462711851e-28,1.12066095613582e-48,4.74955197606111e-59,2.73405533273173e-68
"E160SV7Z.03",5.89596548986264e-07,0.999700722148128,3.70059131831719e-15,6.69102054032105e-20,9.16797353837664e-09,1.55105796947357e-17,1.19085156298196e-31,1.41658355671404e-11,0.000161378570006115,0.000137300503174327,7.56410236774982e-28,2.00820076870676e-37,1.06499113477588e-31
"E160SWGC.03",0.000529862591692046,0.999469804710297,9.7862061634591e-20,3.3705587567734e-14,7.40431616538857e-12,1.10056492967461e-22,6.14666135532029e-37,4.62082136634099e-20,2.79874927732293e-07,5.28156456489703e-08,1.50887406027128e-28,3.39591304722163e-44,1.37401433927627e-46
"E160SYWX.03",3.08698208336469e-07,0.999995808193935,5.6130174448621e-19,8.1359800724522e-21,1.05041079967317e-09,4.030265543886e-23,1.55262889781536e-35,7.03795260327647e-21,4.91200026659283e-07,3.39085741975224e-06,2.350518432343e-28,4.73870496502259e-44,3.15411731716785e-42
"E160T0SC.03",1.27073772898712e-63,1.52015971277436e-36,2.56806364690837e-07,1.24878519909072e-76,1.51927148053543e-08,0.000377818089790315,3.51637215848346e-05,9.56856756333893e-14,9.10196810734956e-17,9.77753878218938e-22,1.75018540768932e-06,9.47075859594239e-11,0.999584995909334
"E160TJR0.03",2.31882347662944e-72,2.19063030289155e-41,0.000125787499463148,2.09779214560019e-88,1.78361576960593e-17,1.91268519732547e-12,0.999874117729159,2.57043737172786e-19,8.72466997338193e-38,1.18270475548736e-16,9.47064171810437e-08,6.30472422497016e-11,5.36335701003268e-16
"E160TQS7.03",2.36760980659784e-62,3.35772508604423e-40,5.09275960052449e-05,4.92556948110368e-74,6.15054024426072e-17,0.999932858049714,7.31400970471846e-12,1.00125791353704e-08,6.81835238386288e-15,3.22829998022878e-21,1.80927421004266e-23,1.62043343807566e-05,5.03366557011348e-36
"E160VFYX.03",1.20482718704134e-60,3.08564944647132e-32,2.74540048469323e-05,7.70071921956783e-74,5.1622555244587e-10,1.1082887581178e-06,0.99962666243551,2.6421327836163e-16,1.38099299402341e-26,1.24488629504625e-14,0.000344771482637734,3.27200890550242e-09,1.3244745567456e-18
"E160VJ7Z.03",6.04768660405278e-84,4.6612347172915e-60,6.46529601733764e-15,3.01024496130895e-96,6.85103574980447e-23,8.46141955218899e-10,0.999993692421708,8.34462521237188e-28,3.32634350586329e-36,1.37841387280652e-36,3.3653919639418e-11,6.3066984893597e-06,6.33243373908265e-36
"F160RV0F.03",4.17194687043617e-07,0.99999214532229,8.47595071937523e-21,3.00090743477915e-18,5.88207347133121e-09,4.1746039974315e-22,3.03641019502203e-38,1.76316290913626e-16,6.87124417850987e-06,5.60356770825628e-07,4.42017942341128e-29,2.23408280613893e-40,5.1864576767339e-37
"F160SPVZ.03",0.938741695777992,0.0612545007515154,3.80482374327216e-26,1.46169208544378e-06,1.3172193750895e-17,2.39804290671276e-25,5.04159771632941e-48,8.210178361751e-19,2.34177831444681e-06,9.23974749233862e-14,6.48113561537022e-39,3.02836198670025e-49,1.53654406559488e-49
"F160SR8K.03",0.209869299934879,0.790128799149702,1.26669692377834e-23,1.92216418266217e-09,1.29550312055829e-16,3.80068103242096e-25,8.41362833710815e-45,1.16717898058355e-19,1.89805346353342e-06,9.39791745239875e-10,1.03785773009271e-34,1.57802030786717e-48,1.41794502021443e-53
"F160STQ0.03",8.06759612192845e-37,7.44420971956977e-19,0.882686150777437,2.3092443892608e-56,0.00629476073810046,0.110352990954062,0.00066390265635438,1.48797021372064e-06,3.54732917756746e-09,5.09036882142228e-09,6.97797108327645e-07,4.69026624554538e-10,5.36938540974411e-21
"F160SX0V.03",1.31619204660216e-43,3.91079249093859e-25,0.00171366499983309,6.4377998398122e-54,1.16506916973674e-05,0.998269203793111,3.82213332404579e-06,1.40364324974811e-11,5.29546768468589e-08,6.04977694834587e-16,1.60541325367055e-06,6.7304833577522e-14,5.07956027244433e-26
"F160T16M.03",3.80456566964776e-09,1.68186384574651e-08,9.39939693691043e-18,1.5830451703842e-12,6.75036582930612e-17,1.06924207602087e-12,2.35711989087284e-40,1.1871104488547e-07,0.999999860663068,3.08911786483911e-14,8.60869444977559e-35,1.21080546028616e-31,1.34626197000038e-45
"F160T1V2.03",1.01844756227332e-56,4.40753553913606e-34,0.00331454935655862,9.48795576948026e-70,1.64878431717626e-12,0.00022670006337982,0.993907713270644,2.25758880077467e-12,1.7474163880578e-22,1.83484101963803e-19,1.98935730502141e-07,0.00255083836978049,3.61201469749042e-31
"F160T6JN.03",6.73904394763853e-40,5.1187985665862e-19,3.29301319513683e-06,5.54420564531406e-61,8.66317555540629e-20,1.24674859717496e-11,1.6071334045619e-25,5.92251026389621e-07,1.61944872979696e-15,0.999996114723309,1.01349629809988e-34,2.32990164138559e-20,3.27350131247906e-44
"F160V57Z.03",2.69218781836987e-61,6.71568663064419e-30,0.997499858556002,4.84836845148864e-83,7.97625948337078e-14,0.000548401651219382,5.39942357395679e-07,3.45354464844561e-08,1.90335945689523e-22,5.76418668548011e-07,2.80219577536689e-14,0.00195058889619801,4.35553040203897e-21
"F160V6YF.03",1.30571231746631e-78,2.9289165858815e-55,2.88988395095372e-13,9.01793263542849e-93,7.3264171126741e-21,5.79341526082668e-06,0.995670177704783,8.1632868795958e-24,8.93641812343587e-32,2.59813001216292e-31,7.63550312271489e-13,0.00432402887890314,1.67502280618709e-36
"F160VBPJ.03",2.79946310997835e-51,1.61727369269292e-37,4.03022750694308e-11,5.44797897000537e-54,6.56394403175821e-17,0.999997816637397,6.41009297181128e-16,4.14913433788489e-10,5.14526044795003e-11,1.24627830004603e-23,8.89336712425573e-23,2.18285593447505e-06,3.74353747666336e-31
"F160VH80.03",3.89743611568493e-36,8.10868897145942e-23,8.24176968210163e-12,1.4273061957623e-45,3.30353452271575e-05,1.42060930997964e-11,4.82820021209165e-09,3.9937717872472e-20,5.19282044151829e-15,2.95958109672596e-18,0.99996695980412,1.23438458917024e-21,2.59018338286918e-28
"F160WH81.03",5.00639417803579e-22,2.40295793652589e-14,2.92868059533756e-12,1.51621018202415e-35,1.72669637622311e-21,7.48674048820464e-08,2.42748494427959e-36,0.999997623348761,2.20752184176665e-06,9.42590394962927e-08,1.22226648688275e-37,9.83745807979737e-22,6.74349733651846e-39
"G160QC01.03",0.0118107766367477,3.27855249511779e-08,1.65938026466849e-28,0.988189190370432,1.14939764912052e-21,3.13877319558424e-26,9.95964118053505e-44,4.24052189658196e-21,2.07295362404114e-10,8.51412525274674e-22,3.42226478654484e-34,1.34009604122748e-43,1.29686796576358e-49
"G160RXJK.03",0.979909836914945,0.0174076510873909,1.08805581988544e-25,0.00266102650051583,5.18847396762681e-19,2.25583002643892e-26,3.39452919630583e-53,1.33468604750169e-16,2.14854971330846e-05,1.49091186455584e-14,1.12331969633698e-40,5.41171349017407e-49,2.47612173589276e-53
"G160RYHP.03",0.00139780845015314,0.990716424829892,3.59131192864426e-19,1.58312681021633e-06,1.75278079249123e-09,7.45592942139264e-20,3.84440415356172e-38,1.91668423934264e-17,0.00788418183059305,9.77078650263449e-12,9.6082976272625e-28,6.46512856710463e-41,1.16217407444815e-46
"G160S450.03",1.25060847931461e-06,0.00136115885564246,6.36359376910925e-19,9.93003031121574e-17,6.51824861489539e-12,1.65322905731022e-12,1.70052375321007e-40,4.35598455929686e-10,0.998637584452738,5.63937037196623e-09,1.28892694357658e-30,2.75712779626991e-37,1.4055952701189e-44
"G160S7QY.03",0.999774253261955,0.000225597179519595,8.50692921321734e-31,1.24207307426729e-07,2.54613722619993e-25,2.29601436054785e-29,3.36373589897117e-57,4.0395514519308e-17,2.53512173776057e-08,2.71005303269036e-16,7.87075832922454e-48,1.14456620643683e-53,1.42716137512089e-60
"G160SKJY.03",1.07742143856968e-09,0.00108405815311267,4.76353870536013e-18,1.03129864424664e-13,1.77886542445661e-09,3.2348522584208e-10,7.20479850294873e-34,6.61116665117767e-10,0.998915935278751,2.72714440179754e-09,7.01083323046793e-25,1.12294132435729e-30,5.14326839703656e-39
"G160SXKS.03",0.0215711591219092,0.978427979728834,2.50306948076898e-22,1.76554280661887e-10,7.75354649270925e-15,5.4691516662614e-24,5.30646945911386e-42,4.06605308612086e-20,8.57743589380886e-07,3.22910488997356e-09,4.47786506937683e-33,1.90019379104415e-46,3.55156022928276e-51
"G160T0LS.03",4.11785946904952e-06,0.999990254005921,9.52564217993188e-21,5.28283903050334e-22,5.31507788973138e-13,1.49223626693686e-23,5.10666416045978e-42,8.87975868865308e-18,5.09906473792077e-06,5.29069340309699e-07,4.0841609219594e-34,1.03500552694617e-45,2.71439998950353e-41
"G160T53V.03",1.04872548185304e-45,1.64334240812647e-24,2.56567018899989e-10,3.42841587511498e-56,0.00154918946879016,7.98209689732922e-08,6.04930034074865e-10,3.03470793676379e-15,5.52742436375762e-12,9.96737222604465e-19,2.28183038642681e-05,1.72994261631781e-16,0.998427911539349
"G160TC8J.03",3.38416345712347e-66,1.27567176462381e-36,2.50235757001198e-05,7.06559323977122e-77,1.86479896099061e-09,0.0126308846127993,0.0113809685120623,5.47820637202236e-14,3.94794567863918e-17,8.03891393174585e-20,2.0252433005525e-05,1.40963995392259e-06,0.975941459361625
"G160TJZK.03",1.96234210970696e-64,8.28381550851452e-42,0.000319675000617222,5.86594586694924e-78,8.91981963844315e-16,0.109874349932546,0.0062586401056121,4.57555310387014e-09,2.5332650266802e-21,7.51759239823728e-23,1.02291986333299e-12,0.883547330384648,8.15072381914578e-34
"G160TK9F.03",2.98408595995811e-14,5.75467404042549e-11,8.34771187314324e-14,2.42172630364376e-22,3.053971937131e-08,2.27317987954915e-11,4.89371969145615e-32,3.87665342438732e-07,0.999999581714345,2.01630313262136e-13,2.32784077995413e-23,1.91500414968685e-28,7.57967122610139e-30
"G160V8PF.03",3.30311023989332e-16,2.60018683488274e-13,2.6280855475577e-15,2.33235972237997e-22,4.3160503689947e-19,8.50285092371296e-07,5.64456843787424e-39,0.971108342796477,0.0288908069179414,2.2593057080326e-13,7.76840662325625e-33,9.37797485067115e-25,2.20763806975006e-28
"G160VVYB.03",2.48889637037594e-63,5.96448079385028e-34,0.0175883632738991,5.28795127063049e-80,1.29709422941911e-14,0.0159941326637875,0.000137074701723483,3.17859022466987e-10,8.97397030487763e-23,3.74820151982229e-13,2.22305800231244e-12,0.96628042904012,3.53768387725761e-29
"G160VYH7.03",8.62820204597707e-87,8.13698043587519e-54,2.69205752875002e-14,9.31567732928222e-100,1.80412593334632e-19,2.30128500248178e-13,0.999999846065934,1.27714731821156e-30,1.14548700904858e-40,1.21340232390831e-28,1.51956679325148e-07,1.97713000486345e-09,8.85264272880624e-33
"G160W0FY.03",8.51359436173142e-25,1.56078947870182e-13,3.12641083092134e-09,4.92289006706471e-37,1.180777342365e-20,8.18483209084983e-06,3.18783866863326e-32,0.999986397477053,2.00135032529748e-07,5.21442925713026e-06,3.68428733330201e-33,3.06074206362237e-18,4.63873934094831e-35
"G160WX57.03",3.7252371369051e-58,2.82389884365392e-32,5.0508548869715e-09,3.473258646221e-65,3.67462788302179e-06,0.999965777041918,1.68796982299707e-08,1.08365145582825e-13,5.34608809326795e-15,5.6807089962588e-17,1.1450843109827e-09,3.05252352134707e-05,1.92345612974199e-11
"H160S90K.03",0.000306679560142744,0.99957729840634,7.25041265000995e-19,1.23648493029086e-18,4.53197830617818e-15,4.77181318018205e-21,9.20946946117101e-43,6.66117591236003e-15,4.21907227521738e-06,0.000111802961230337,1.54550917968849e-35,5.14801832671812e-46,1.20457016301899e-49
