"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"D160TFQB.03",4.5659286512154e-05,0.996503311294436,2.15276487397617e-12,1.70800312144165e-18,6.20692882645447e-08,3.93709006530342e-14,1.16545556695872e-29,1.20149577076976e-10,0.00305758220951548,0.000393385017906649,9.50635320665797e-21,5.81613274624714e-35,3.18887947565346e-36
"D160VJ8Y.03",2.52601080136576e-66,5.57970796908129e-39,0.999658354575908,7.26149117474211e-80,5.69403858923828e-19,0.000126076943035001,8.74301071480534e-09,9.46060843919118e-09,7.75073638511593e-24,1.18064594202982e-15,3.0271189771231e-19,0.000215550277436836,2.47974081158718e-25
"D160VJGB.03",0.753240144299497,9.98278475510682e-05,1.35299649961172e-28,0.246659954534189,2.10451777870941e-19,1.20589814721822e-26,3.47164850450981e-48,2.36008743998699e-18,7.3318762307208e-08,1.92223802299558e-19,1.45351219812214e-37,3.96887979852143e-48,1.2412058201095e-54
"D160VNF3.03",5.45402900718757e-26,3.59042898252795e-10,7.64481905913556e-06,1.27974639307164e-43,2.59817996867206e-09,1.55260422029319e-11,2.80524592402727e-21,2.1180938452742e-09,3.32531190784434e-09,0.999992346764786,1.13416681622186e-20,1.05947519876784e-28,2.15726750635091e-29
"D160W024.03",1.40536072819598e-67,2.02042264419576e-41,0.0801366173792636,2.9565065843221e-86,2.60941820824138e-15,0.000184456204498544,0.108597088788884,1.78390947296044e-11,3.73008258874038e-24,4.78818175658709e-16,5.24945179898692e-14,0.81108183760946,4.44564840190856e-25
"D160W8D2.03",0.641715632547532,3.99464822886032e-09,2.22418524839626e-37,0.358284363380183,3.18599591317464e-29,4.33073944665174e-33,7.98198737623572e-63,1.02229242929569e-20,7.76364087863861e-11,7.05864771937393e-26,1.58859134094805e-49,1.01277698009295e-56,2.91821911697803e-65
"E160QT0M.03",0.818364810163063,0.181635165147988,8.78151463381135e-23,4.79379339694664e-10,5.71022274887523e-15,8.13764272499955e-26,2.67916432319537e-43,4.20009957688158e-19,2.42024905234146e-08,7.07354315585868e-12,5.12919428684512e-35,4.07192047010057e-47,3.84671972360371e-52
"E160QV4B.03",0.0347237585641644,0.965276150999262,1.04186666895539e-19,3.32087112390377e-12,1.2046957660909e-11,3.73402234550608e-24,4.50166878622947e-36,1.1108851108857e-18,8.91109654700284e-08,1.31024031490268e-09,3.36311866529446e-29,1.26795405860441e-43,9.08553159144076e-48
"E160R9VS.03",2.37332260655835e-16,0.000242698165552103,9.68214050657869e-09,8.01268522585251e-32,1.43357128787032e-07,5.34722917964472e-15,1.9934024201024e-23,6.33869300419766e-08,4.88500322915191e-06,0.999752200401079,2.97014076807381e-22,4.72826869369265e-29,3.93456483337729e-12
"E160SWNP.03",0.198635018373715,0.800403208045159,2.3842167554757e-17,1.56921907337552e-09,4.28969697604618e-10,5.47288786770314e-18,7.6895817747437e-37,9.04487070980556e-12,0.000961701000603827,7.05732877774844e-08,1.2963367677764e-25,5.71993479440732e-40,1.1976202630881e-41
"E160SYKG.03",6.16088830116532e-53,3.11326013419045e-29,0.99999995688256,2.43713405415779e-68,3.44968589531617e-13,1.04975932448097e-08,3.42015402191389e-10,3.14028284455281e-08,5.9183760983797e-19,8.71381637846868e-10,3.41860420226397e-15,2.07541650913153e-12,1.19738855359777e-12
"E160TCCG.03",0.994494982838867,0.000188098412106349,6.16668000255895e-30,0.00531691463807761,2.33422526500931e-24,4.17374373056405e-30,2.11541572580894e-57,2.84485168844065e-19,4.11094887426574e-09,3.21859105625898e-18,4.42162276143556e-46,7.2906385544804e-56,3.67975050457454e-61
"E160TJ7H.03",0.54525695603847,0.454720620585333,3.13696269072694e-22,6.03330273830551e-06,5.61501276689042e-16,2.36824328814305e-24,1.00152415964481e-46,4.45453698698628e-16,1.63899660390015e-05,1.07419012604495e-10,2.78319953626626e-37,3.94944645867807e-49,6.2842872129441e-40
"E160TZHX.03",3.74370889088589e-63,5.97634997855998e-39,3.2719474811427e-05,1.88640884418488e-80,7.40355150100844e-14,2.81765454558432e-08,0.999966394944933,1.52636009595874e-15,1.08692674322479e-26,1.5412442252413e-18,4.18163821271973e-09,8.5322199669377e-07,9.86051427567798e-29
"E160V3J5.03",0.0619226178357217,1.38074875204436e-08,1.71177205557219e-34,0.938077368299243,1.11520162556546e-24,1.99652288176393e-31,4.88583916772044e-55,3.12815147032174e-21,5.75479324017608e-11,9.8990522062931e-25,4.05444416441543e-43,1.52729901759894e-53,4.94478010165967e-61
"E160W921.03",4.55769792298169e-42,7.94657823913572e-25,0.999441503190462,1.67075823662041e-57,2.26129538246323e-10,0.000556718699530145,2.61009605161048e-10,1.77358130520601e-06,1.83765381905631e-12,4.03880991563881e-09,7.78283986859232e-13,1.38050921425191e-13,1.58221379364132e-28
"F160QPHJ.03",0.998516294104652,0.00147319840211463,4.74153254796274e-27,1.03743937842482e-05,9.24341018617734e-18,3.4773397334682e-26,1.60235609306631e-47,2.87721437816368e-19,1.3309944872723e-07,6.71307792697842e-16,4.33105194244696e-36,9.17006236809165e-48,4.42692688254231e-55
"F160SW9Y.03",0.000211951768550421,1.10102778471713e-11,3.73778938689764e-39,0.999788048215391,4.57770992473067e-30,3.54870595436469e-34,1.49887366382519e-63,1.30482412413753e-23,5.04878170008318e-12,1.7006911016127e-28,1.98543653844677e-48,1.55075468517621e-57,1.4089563172203e-66
"F160T19B.03",0.000874707248786147,2.2027270757304e-10,2.75795062230772e-36,0.999125292477552,7.02315954023835e-29,3.39608801883333e-33,1.32599159799624e-62,8.56267499135684e-21,5.33892353600498e-11,4.68409754624187e-26,2.96159755370874e-48,6.63593478488651e-57,1.22285906644039e-62
"F160T2W5.03",0.965504146826204,4.79013539306721e-06,1.29113776090062e-30,0.034491017171477,1.26234110416963e-24,6.17393409347535e-30,8.50461054251228e-57,5.78896714581051e-20,4.58669258002958e-08,1.07859454919337e-20,1.4118212781704e-44,2.47457484236786e-54,1.48554605957711e-60
"F160TB8S.03",3.70311118983124e-06,0.999996151352273,2.76961173069968e-18,9.52301038030253e-22,2.17475589444905e-09,2.22989741838897e-23,7.29089658622256e-37,1.36217877554585e-18,4.02481814241001e-09,1.39336963440581e-07,1.87658866306398e-27,9.75605821894255e-44,1.40183428448433e-48
"F160THLK.03",6.34888966955009e-49,3.24713331658977e-27,0.994802652422989,4.41466346633938e-65,3.27065856820694e-11,0.00518215989779105,2.40708061005012e-09,1.51840110182868e-05,9.75049979222557e-16,1.22541245242363e-09,1.83440094413261e-19,3.00084365957951e-12,9.05166434370792e-17
"F160TWTF.03",0.0458489552368041,0.952921761862642,1.20277851281206e-16,1.77286729718304e-13,5.75416040864108e-16,2.28138380059629e-19,1.70242072271666e-45,2.37159590226181e-08,0.00122811013426443,1.1490501526286e-06,2.56379230066959e-37,2.92702248715093e-42,1.20907634273359e-43
"F160V10K.03",0.994505086038686,0.00461053243430003,1.03741225314596e-24,1.15932778575111e-05,4.74626127235876e-20,1.276815665873e-23,8.88029615806505e-52,2.38722029853607e-13,0.000872788248705351,2.12782062328769e-13,2.85257268727329e-39,2.66473900119475e-46,2.67862965089938e-54
"F160VWNY.03",1.30815828267878e-23,1.19277757675528e-07,3.89208888373321e-06,6.86170558543747e-38,4.96237169464452e-07,4.17990576901664e-10,5.79672475304849e-19,1.13255618638494e-09,1.74921522663644e-07,0.999995315924119,2.60711951795935e-16,7.08100762857246e-27,2.94197197815496e-28
"F160W09B.03",2.58731919183874e-37,1.83591581097563e-17,0.999994598446584,4.92443133836677e-54,1.06791576929146e-10,2.79757809010944e-06,2.62784116130748e-08,2.42758002581346e-06,5.69255456585398e-15,1.44266630195187e-07,5.74346006409338e-09,6.64315041713442e-16,2.29356743507872e-28
"F160WZ96.03",7.35213431202678e-50,1.84237745653065e-26,0.999931093849455,1.16732835542482e-70,2.60028876960476e-18,1.13508745759161e-08,3.03003496414307e-16,6.88063232405784e-05,6.58064165648068e-20,8.84764296708019e-08,1.24342779274612e-21,1.74251926282186e-18,4.52478221535799e-32
"G160QC4B.03",0.0419267074636089,2.82893899186672e-10,9.81519901544416e-39,0.958073292247926,2.61233878309712e-30,2.39447758251906e-34,1.58154854734922e-64,6.27526481564829e-22,5.57153937466765e-12,2.15849558437211e-27,1.76896605962504e-50,3.88995110053233e-58,4.13941422577569e-66
"G160QKHJ.03",0.791591569811983,0.208408419145671,1.18172986068984e-24,2.3848713563728e-11,1.74879266289063e-14,7.08409806969466e-25,1.76337102772546e-43,5.96435489575741e-19,1.10171375109299e-08,1.34211078725988e-12,5.32982807821497e-32,6.83777551980394e-45,2.03151068840143e-53
"G160S7KJ.03",6.49337637959246e-05,1.35047003050919e-12,1.68178436939084e-38,0.999935066234308,6.06987133125157e-27,2.27852178701244e-34,2.2259869436049e-58,3.72818103344596e-24,5.45770089668133e-13,8.51211200271463e-30,3.23381282886349e-41,8.63606614932316e-57,2.43769677866628e-60
"G160SRKH.03",3.05360173759499e-45,7.5613076681832e-24,0.997126327120543,8.42277296049384e-67,1.46703248397084e-13,2.25393169627804e-06,1.17171596957814e-15,0.000311508736372848,2.0775634126287e-15,0.00255990800872368,1.06305342113999e-22,3.9828565873435e-15,2.20251063449613e-09
"G160T2M4.03",8.51091885984841e-45,1.60026297604178e-25,2.0034418904348e-05,1.73719443021159e-61,2.41601809442096e-25,2.49990076936169e-07,3.72427740203849e-28,0.99997930693856,2.09279819157874e-15,4.08652363196072e-07,3.25648633660407e-36,9.33178880721057e-14,5.12354031054885e-17
