Metacluster	N2158_19	N2158_7	N724D_19	N724D_7	N174C_19	N174C_7	N5436_1	N5436_7	CBFE6_1	CBFE6_19	CBFE6_7	C4FB5_1	C4FB5_19	C4FB5_7	CF2AC_1	CF2AC_19	CF2AC_7	C09B7_1	C09B7_19	C09B7_7	C266E_1	C266E_7	CE001_1	CE001_19	C29F5_1	C29F5_19	C29F5_7	C59E6_1	C59E6_7	C6F73_1	C6F73_7	C0C1C_1	C0C1C_19	C0C1C_7	C0E4F_1	C0E4F_19	C0E4F_7	CF4B8_1	CF4B8_7	CE240_1	CE240_19	CE240_7	C7049_1	CA3C7_1	CA3C7_7	C83E3_1	C83E3_19	C83E3_7	C9B72_1	C9B72_19	C9B72_7	C999D_1	C999D_7	C2ED8_1	C2ED8_7	C45F4_1	C45F4_19	C45F4_7	C7BA1_1	C7BA1_19	C7BA1_7	C3AED_19	C3AED_7	C1877_1	C84BC_1	C84BC_19	C84BC_7	CE2E7_1	CE2E7_7	CE068_1	CE068_19	CE068_7	C36B6_1	C36B6_19	C36B6_7	CA122_1	CA122_7	CEE43_1	CEE43_7	C5E1F_1	C5E1F_19	C5E1F_7	C572C_1	C572C_19	C572C_7	CB504_1	CB504_7	C79BB_1	C19E5_1	C19E5_19	C19E5_7	CEF3C_1	CEF3C_19	CF3A8_1	CF3A8_19	C6732_1	C6732_19	C4692_1	C4692_7	CFB76_1	C98F2_1	C98F2_7	C72BB_1	C72BB_7	CD34B_1	C1ED2_1	C1ED2_7	C94D1_1	C94D1_7	C7D88_1	C7D88_19	C7D88_7	C9D1D_1	C9D1D_19	CD47D_1	CD47D_7	CE827_1	CE827_19	CE827_7	C68E5_1	C68E5_7	CA3B4_1	CA3B4_19	CA3B4_7	CAF49_1	CAF49_7	CD4E3_1	CD4E3_19	CE93B_1	CE93B_7	C94DD_1	C94DD_19	C94DD_7	C01D8_1	C01D8_19	C01D8_7	C1497_1	C1497_19	C1497_7	C09C2_1	C09C2_19	C09C2_7	C0522_1	C0522_19	C0522_7	C4D1A_1	C4D1A_7	CE002_1	CE002_7	CCA49_1	CCA49_19	CCA49_7	CB127_1	C2CFE_1	C2CFE_7	C36AD_1	C36AD_19	C36AD_7	CDDA8_1	CDDA8_7	C4EAC_1	C4EAC_7	C7E1B_1	C7E1B_19	C7E1B_7	C99C0_1	C99C0_19	C99C0_7	C53CC_1	C53CC_19	C53CC_7	C5C91_1	CE935_1	CE935_7	CC909_1	CC909_7	C3AB2_1	C3AB2_19	C3AB2_7	CB1FF_1	CB1FF_19	CB1FF_7	C91A9_1	C91A9_7	CC7D5_1	CC7D5_19	CC7D5_7	CAEBF_1	CAEBF_19	CAEBF_7	CA55D_1	CA55D_7	C3D7C_1	C3D7C_19	C8226_1	C8226_7	CD406_1	CD406_7	CF47A_1	CF47A_19	CF47A_7	CD93C_19	CD93C_7	C94F1_1	C94F1_19	C94F1_7	CC5BA_1	CC5BA_19	CC5BA_7	CB641_1	CB641_7	C7308_7	C8AF1_1	C8AF1_7	C5E05_19	C5E05_7	CC034_19	CC034_7	CDF47_19	CDF47_7	C0427_19	C0427_7	C4DCC_19	C5BFA_1	C5BFA_7	C92BF_1	C43FE_7	C0D35_7	C3B77_19	C3B77_7	C86B4_1	C86B4_19	C86B4_7	C4324_1	C4324_7	CABA7_1	CABA7_7	C519E_1	C519E_19	C519E_7	C5658_19	CDD85_1	CDD85_7	C12E4_1	C12E4_7	C3C3E_1	C3C3E_19	C3C3E_7	C786E_19	C786E_7	CAC86_19	CAC86_7	CCE7E_1	CCE7E_7	CECCF_1	CECCF_7	CAEE0_1	CAEE0_7	CD044_1	CD044_7	CFE49_1	CFE49_7	CC798_1	CA0D9_1	CA0D9_7	CFF9E_1	CFF9E_7	CD99E_1	CD99E_19	CD99E_7	C789B_1	C789B_19	C8C33_7	CF966_19	CF966_7	C1BCD_1	C1BCD_7	C5BB5_1	C5BB5_7	C5E3F_19	C5E3F_7	C31F8_1	C31F8_19	C31F8_7	C121D_1	C121D_19	C121D_7	CA709_1	CA709_19	CA709_7	C8AE6_1	C8AE6_7	CEA09_1	CEA09_7	C8088_19	C8088_7	C1114_1	C1114_19	CF15A_1	CF15A_7	CEAF1_1	CEAF1_19	CEAF1_7	CFE6D_1	CFE6D_19	CFE6D_7	CFD47_1	CFD47_7	C2FEF_1	C2FEF_7	C121E_1	C121E_19	C121E_7	C7D1D_19	C7D1D_7	CFA20_19	CFA20_7	C1571_1	C1571_19	C1571_7	C911C_1	C911C_19	C911C_7	CB69C_1	CB69C_19	CB69C_7	C1E3F_1	C1E3F_7	CB655_1	CB655_19	CB655_7	C999A_1	C999A_7	C24F3_1	C24F3_19	C24F3_7	C63EE_19	C63EE_7	CF291_7	C6804_1	C6804_19	C6804_7	C5D9D_1	C5D9D_19	C5D9D_7	C4AF3_1	C4AF3_19	C4AF3_7	C04D3_1	C04D3_19	C04D3_7	CA132_1	CA132_19	CA132_7	CBE2E_1	CBE2E_19	CBE2E_7	CBA2E_1	CBA2E_19	CBA2E_7	C1CE4_1	C1CE4_19	C1CE4_7	CEEA5_1	CEEA5_19	CEEA5_7	C48B6_1	C48B6_7	CBC29_1	CBC29_19	CBC29_7	C659E_19	C659E_7	C16C6_1	C16C6_19	C16C6_7	CC9DC_1	CC9DC_19	CC9DC_7	C3C51_19	C3C51_7	C138B_19	C138B_7	C14DA_1	C14DA_19	C14DA_7	C9A7D_1	C9A7D_7	C1EE6_19	C1EE6_7	CCA69_1	CCA69_19	CCA69_7	C7ABD_1	C7ABD_7	CE529_7	C4C56_1	C4C56_19	C4C56_7	C8EC5_1	C8EC5_19	C8EC5_7	CEC03_1	C3300_1
ICS CD4 C4	0.000420059	8.00E-05	0.002660479	0.000780125	0.000340061	0.000780125	0.000120022	0.000880141	0.000300042	0.000820131	0.000120014	0.001820328	0.000300048	0.000160029	0.000160032	0.001480237	0	4.00E-05	0.000340054	0.000200044	0.000140028	0.000120019	0	0.00120024	6.00E-05	0.000580128	0.00110022	0.001420284	0.000420076	0.00020004	0.000140022	6.00E-05	0.000260042	4.00E-05	0.00010002	0.000460083	8.00E-05	0.000200032	0.000140031	4.00E-05	0.002740493	8.00E-05	0.001200288	0.000280039	0.000160026	0.000160032	0.000880141	0.000120022	6.00E-05	0.000540086	2.00E-05	0.001440288	0.000520104	0.000240038	0.00028005	6.00E-05	0.000660132	0.000120022	0.000100016	0.000740163	8.00E-05	0.001820364	6.00E-05	0.001740313	0.000340061	0.007060989	0.00010002	0.000200032	6.00E-05	4.00E-05	0.005460983	0.000100022	0.000660106	0.000980176	0.000300066	0.000200032	0.000220031	0.000180032	0.002140385	0	0.000520083	6.00E-05	0.000280045	0.000260047	4.00E-05	0.000420067	0.000280067	0.000280034	2.00E-05	0.002160302	0.000120024	4.00E-05	0.000860172	0.000220035	0.002400528	0.00028005	0.00450072	0	6.00E-05	0.000480086	0.000280056	0.000120019	0.000580116	0.000680122	0.00040008	0.00018004	0.000120014	0.000160026	0.000160019	4.00E-05	0.000320058	0.000140022	8.00E-05	0.000200036	0.00020004	0.000320051	0.000480086	0.001960353	0.000440088	0.000160035	0.000200036	0.000100014	0.000300042	0.000240043	0.000160032	0.000120024	0.000180025	0.000260036	4.00E-05	4.00E-05	0.000560112	0.000800176	0.000380068	8.00E-05	0.000180025	0	0.000160032	0.00072013	0	8.00E-05	0.001380248	4.00E-05	0	0.000640115	2.00E-05	0.000160035	2.00E-05	0.000120022	6.00E-05	0.000100018	0.000320064	2.00E-05	0.001280256	0.000200032	0.00050011	0.00122022	0.000420067	0.00040008	2.00E-05	2.00E-05	0.000120022	0	2.00E-05	0.002140428	0.000400088	0.001860298	0.00050011	0.000460092	0.000140022	0.001080216	6.00E-05	2.00E-05	6.00E-05	0	0.000300048	0.000100022	0.000180025	0.003120499	0.000240048	0.000120022	0.007781401	0	0.000120022	0	4.00E-05	0.000560101	2.00E-05	4.00E-05	0.001440288	6.00E-05	0	0.000220035	0.000140022	0.00350056	0.000100014	0.000160019	0.000120022	0.000100016	4.00E-05	0.000420067	0.000100024	0.000820164	8.00E-05	8.00E-05	0.001040208	2.00E-05	0	0.000740163	0.000120026	0.000480077	0.001820364	0.00070014	0.000280056	0.000220044	0.002220444	0.000180029	0.000460074	0.00014002	0.001100198	0.000680136	0.002520353	0.001320238	0.0035007	0.000140025	6.00E-05	0.002120297	0.000760182	0.000140022	0.000240034	6.00E-05	8.00E-05	0.001380304	0.000580104	0.000180043	0.000180025	0.000380084	0.001960314	0.00010002	0.00082023	0.000180029	0.000580104	0.000780156	0.00050008	0.000160032	0.001160186	8.00E-05	0.000900144	0.000840151	0.000760076	0.000140022	0.001080216	6.00E-05	0.000260042	0.001300182	0.000200028	0.000380053	0.000260042	0.000240048	0.000200032	0.000480077	0.00022004	0.000620099	0.000220031	0.002640422	0.000540097	0.000300042	0.000420076	8.00E-05	0.000520083	0.000180029	0.000240048	0	0.001020163	0.000380046	0.000160026	0.000260042	0.001420284	0.000540119	0.000240038	0.002060412	0.000420084	8.00E-05	0.000400072	0.000120019	8.00E-05	0.004060812	0.000280056	0.000340068	0.001880263	0.000640115	0.000180022	0.000220031	0.000140025	0.003140628	0.000700112	0.000360043	0.000120024	0.002360472	0.000140022	0.000460083	0	0.00094015	0.00080016	6.00E-05	0.001640262	0.00028005	0.000180025	0.000280045	0.00050007	0.000260052	0.000220035	0.000480096	0.000540086	0.000340054	0.000260047	0.000180032	0.000280062	6.00E-05	0.000680136	0.000180029	2.00E-05	0.00128023	0.000140022	0	0.000660119	0.00040008	0	0.001160162	0.000220035	0.000620124	0.00022004	0.000160032	0.000420084	2.00E-05	0.000260047	0.000240048	0.009361311	0	0.002180392	0.00022004	0.000160029	2.00E-05	0.00022004	0.001060212	0.00010002	2.00E-05	0.000180029	0.00056009	0.000460092	0.001560281	0.00022004	0.000380068	0.000460083	0.000140022	0.000160029	0.000220044	0.000240048	0.000240048	0.000520104	0.000280045	0.000120019	0.002260316	2.00E-05	8.00E-05	0.000700154	0.00042005	0.00022004	0.000480086	0.000220035	0.000520104	0.000420084	0.001280256	0.000100018	0.000620112	0.00094015	0.000280056	4.00E-05	0.000600072	0.000480086	0.001260202	0.000660119	0.005741148	0.000580104	0.000680122	0.000820164	0.00056009	8.00E-05	0.000440088	0.00100016	0.000620112	0.001120202	0.00858206	0.008601548	6.00E-05	0.000540086	0.000200036	8.00E-05	0.002220355	0.000680122	0.002360283	0.000160029	0.000640141	8.00E-05	2.00E-05
ICS CD4 C8	0.001800252	0.00068015	0.005601008	0.002380381	0.001020184	0.002420387	0.001240223	0.000680109	0.001340188	0.003680589	0.000880106	0.001060191	0.003600576	0.000320058	0.000260052	0.003240518	0.00014002	0.000160026	0.001080173	0.000120026	0.000180036	0.000300048	0.000220044	0.00430086	0.000420059	0.002240493	0.000960192	0.000780156	0.000520094	0.00030006	0.000320051	0.000300042	0.00106017	0.000360072	0.00060012	0.001360245	0.000380068	0.00050008	0.000380084	0.000200044	0.00472085	0.000220035	0.001440346	0.00036005	0.000360058	0.0005001	0.001040166	0.000340061	0.000280045	0.002280365	0.000160029	0.000480096	0.000380076	0.000220035	0.00028005	0.000220035	0.00160032	0.000460083	0.000760122	0.001940427	0.000540108	0.003540708	0.000280062	0.000860155	0.000420076	0.006800952	0.000240048	0.000200032	0.000320058	0.000300048	0.0094417	0.000200044	0.001900304	0.001760317	0.001240273	0.000600096	0.00036005	0.000520094	0.000940169	0.000280062	0.000720115	0.000120019	0.000540086	0.000880158	0.000300054	0.000620099	0.00046011	0.000660079	0.00014002	0.003280459	0.000180036	0.000540097	0.001920384	0.000360058	0.005301166	0.001400252	0.004460714	0.000320045	0.00014002	0.000700126	0.00030006	0.000180029	0.000540108	0.000380068	0.000780156	0.000540119	0.000320038	0.000400064	0.000380046	0.000200032	0.000560101	0.000160026	6.00E-05	0.000380068	0.001260252	0.00106017	0.000460083	0.003460623	0.000320064	0.000380084	0.000480086	0.000260036	0.000540076	0.000260047	0.00020004	0.000280056	0.000460064	0.000840118	0.000600108	0.000260042	0.00070014	0.001400308	0.000420076	0.000480086	0.00064009	0.000120019	0.000580116	0.002860515	0.000100018	0.000320064	0.002440439	0.000120022	0.000260057	0.00178032	0.000260036	0.000280062	0.000180025	0.000520094	0.000140025	0.000240043	0.001720344	8.00E-05	0.002040408	0.00100016	0.000640141	0.001260227	0.001260202	0.000480096	0.000300048	0.000280056	0.000180032	0.000460083	0.00070014	0.003640728	0.000580128	0.001260202	0.001860409	0.000660132	0.000580093	0.002380476	0.000260052	0.00032007	0.000420059	0.000120017	0.000400064	0.000220048	0.000180025	0.00356057	0.000160032	0.000440079	0.009241663	0.000240048	0.000320058	0.000140022	0.000320064	0.001400252	2.00E-05	0.000240053	0.002880576	0.000180036	0.000220035	4.00E-05	0.000600096	0.00406065	0.000240034	0	0.00078014	0.000180029	0.000240038	0.006801088	0.000260062	0.001640328	0.000220035	0.000220035	0.002140428	8.00E-05	0.000240043	0.002360519	0.000340075	0.002260362	0.001220244	0.000820164	0.000820164	0.0025005	0.00160032	0.000820131	0.001360218	0.00036005	0.00122022	0.002480496	0.007040986	0.004320778	0.0115023	0.000760137	0.000620136	0.00186026	0.002020485	0.000260042	0.000980137	0.000240038	0.000720144	0.002740603	0.001800324	0.000600144	0.000720101	0.000660145	0.00200032	0.000480096	0.00082023	0.001280205	0.00122022	0.001180236	0.002040326	0.000420084	0.001780285	0.000580128	0.002360378	0.002860515	0.001540154	0.000280045	0.001620324	0.000340061	0.00056009	0.001620227	0.000800112	0.000540076	0.000700112	0.000220044	0.000540086	0.000960154	0.000680122	0.000640102	0.000800112	0.001760282	0.000420076	0.000720101	0.000320058	0.000400072	0.001300208	0.000820131	0.001140228	0.000360058	0.001780285	0.000380046	0.000240038	0.000300048	0.000940188	0.000580128	0.00050008	0.003960792	0.001420284	0.000400072	0.001520274	0.000400064	0.000880141	0.006941388	0.001160232	0.000340068	0.002780389	0.001380248	0.000340041	0.000580081	0.00050009	0.001660332	0.001200192	0.000560067	0.000720144	0.003040608	0.000760122	0.000900162	0.00050009	0.002180349	0.001260252	0.000280039	0.002880461	0.00072013	0.000220031	0	0.000440062	0.000560112	0.000840134	0.002440488	0.001260202	0.001220195	0.000740133	0.001320238	0.000880194	0.000480077	0.002040408	0.000920147	0.000740133	0.00300054	0.000680109	0	0.001840331	0.001580316	0.000260047	0.002220311	0.000740118	0.00180036	0.000580104	0.001120224	0.001420284	0.00064009	0.001380248	0.000740148	0.009201288	0.000460064	0.005761037	0.000880158	0.000900162	0.000200036	0.000120022	0.001280256	0.000220044	0.00020004	0.000640102	0.00106017	0.000820164	0.001980356	0.000380068	0.002660479	0.001240223	0.001040166	0.000420076	0.00080016	0.000680136	0.000360072	0.000680136	0.000180029	0.000200032	0.002040286	0.000320064	0.00080016	0.001620356	0.001300156	0.000680122	0.001140205	0.000600096	0.001360272	0.000360072	0.002660532	0.000740133	0.000760137	0.001400224	0.000580116	0.000420059	0.001100132	0.000740133	0.002140342	0.000920166	0.007121424	0.001480266	0.000560101	0.001640328	0.001240198	0.000800144	0.000740148	0.001880301	0.001260227	0	0.007341762	0.00872157	0.000760137	0.001460234	0.000620112	0.0005001	0.002720435	0.001440259	0.002360283	0.001440259	0.002940647	0.000680095	0.000360058
ICS CD4 C6	0.047406637	0.013763028	0.066431958	0.021083373	0.011922146	0.005220835	0.033205977	0.015902544	0.009341308	0.030324852	0.016822019	0.05639015	0.028844615	0.013902502	0.032086417	0.030464874	0.041685836	0.015362458	0.021803489	0.01754386	0.013262653	0.014482317	0.017303461	0.03794759	0.012581761	0.028206205	0.011842368	0.027685537	0.032505851	0.055671134	0.018662986	0.035124917	0.023943831	0.015063013	0.024504901	0.033025945	0.020823748	0.03518563	0.037068155	0.060733361	0.067052069	0.045727316	0.013703289	0.016242274	0.018402944	0.049709942	0.031244999	0.027925027	0.0381261	0.037265963	0.020343662	0.016923385	0.020264053	0.008541367	0.010601908	0.060149624	0.033106621	0.037006661	0.044267083	0.025065514	0.024824965	0.056071214	0.027886135	0.009961793	0.021263827	0.042866001	0.031526305	0.011741879	0.010961973	0.016802688	0.043247785	0.027906139	0.016282605	0.021983957	0.01436316	0.020043207	0.01350189	0.013802484	0.009061631	0.019484287	0.031545047	0.017022724	0.017782845	0.026864836	0.04866876	0.022143543	0.021985276	0.030843701	0.020862921	0.038525394	0.020724145	0.031305635	0.026805361	0.036545847	0.04741043	0.026764818	0.037405985	0.07243014	0.02578361	0.017283111	0.004280856	0.003800608	0.009381876	0.013962513	0.014922985	0.029246434	0.026603192	0.101856297	0.043065168	0.022883661	0.021863936	0.029164666	0.025544598	0.02172391	0.025085017	0.028364538	0.015402772	0.020763737	0.016503301	0.030446698	0.030245444	0.020022803	0.027363831	0.013202376	0.014342869	0.024964993	0.028864041	0.023683316	0.027004861	0.033285326	0.017923585	0.036207966	0.009161649	0.031425657	0.024303402	0.034925588	0.021004201	0.028325099	0.011142006	0.000760152	0.000880158	0.000320058	0.054812059	0.043707867	0.032344528	0.037268199	0.029204089	0.016542978	0.0150027	0.028725171	0.079635927	0.018102896	0.033006601	0.026904305	0.019164216	0.015602809	0.040166427	0.014222845	0.015922548	0.019583917	0.015262747	0.009541718	0.022824565	0.034786957	0.019984397	0.023843815	0.028626298	0.023844769	0.033525364	0.069073815	0.057411482	0.023905259	0.067829496	0.044206189	0.020583293	0.008781932	0.024323405	0.03962634	0.017583517	0.020183633	0.037306715	0.012522505	0.027124882	0.018462954	0.016463293	0.025984677	0.013482157	0.037968353	0.043028606	0.024984997	0.034545527	0.019283085	0.033445351	0.03512562	0.034184786	0.012801536	0.019843572	0.015322452	0.035525684	0.020863338	0.01662399	0.016323265	0.009741559	0.026184189	0.041428286	0.007721544	0.010781941	0.027886135	0.008201804	0.009341495	0.016843369	0.026225245	0.013102621	0.008721744	0.021804361	0.018702992	0.043466955	0.033404677	0.025404573	0.025605121	0.070849919	0.043067752	0.10160032	0.037606769	0.019264238	0.024163383	0.017784268	0.028344535	0.030484268	0.030304849	0.06065213	0.051911421	0.028565142	0.023725694	0.014422019	0.042009242	0.026464234	0.04044809	0.021265954	0.01606257	0.055329959	0.042368474	0.022223556	0.04194839	0.015522484	0.029686531	0.030204833	0.023364206	0.034383438	0.046667467	0.043888778	0.044427997	0.019863178	0.02464345	0.018722621	0.015262137	0.020243239	0.020744149	0.054928789	0.018522964	0.026464764	0.010821731	0.036525114	0.015902544	0.010041808	0.046766547	0.011582085	0.04038727	0.028004481	0.028904625	6.00E-05	0.003360538	0.009961594	0.027343281	0.028324532	0.023963834	0.005721144	0.025625638	0.010321651	0.043208642	0.069813963	0.055449981	0.06561181	0.036285806	0.121059369	0.048209642	0.036187237	0.013442689	0.046206469	0.008361505	0.019362323	0.018102534	0.021003781	0.015003001	0.017982877	0.006440773	0.010262052	0.020964193	0.010281645	0.012622272	0.017063071	0.048667787	0.013382677	0.015882224	0.035365659	0.019243464	0.011441602	0.010881741	0.006400896	0.005001	0.02868459	0.034426885	0.017162746	0.032525204	0.017903223	0.020883759	0.020284463	0.03118499	0.047569514	0.037245959	0.035606409	0.044007921	0.04674748	0.019682362	0.040967374	0.010022004	0.05488988	0.015942232	0.040886542	0.055731146	0.029025225	0.041028206	0.038467694	0.048606805	0.039867176	0.032686537	0.056027844	0.032084492	0.02644476	0.031805725	0.030625513	0.034966294	0.029065232	0.04034807	0.015023005	0.04204841	0.035565691	0.021803489	0.019103821	0.03366606	0.007541357	0.044147947	0.024804465	0.013402144	0.018963413	0.024464893	0.016383277	0.019083817	0.037427485	0.016282605	0.000160026	0.001220171	0.000320064	0.030726145	0.048230611	0.03366404	0.041487468	0.038126863	0.024663946	0.032786557	0.013722745	0.046609322	0.022103979	0.036026485	0.037045927	0.014802961	0.040485668	0.038944673	0.018883399	0.012822052	0.009561721	0.019683937	0.012682283	0.021003781	0.039767954	0.024783965	0.017643176	0.010982196	0.058069291	0.033706067	0.031805725	0.027686645	0.024404393	0.036926647	0.04324692	0.030525495	0.055971194	0.040986558	0.0266648	0.025683082	0.021323838	0.021444718	0.038905447	0.035165627
ICS CD4 C5	0.006560919	0.000420092	0.002320418	0.001820291	0.000880158	0.000400064	0.006681203	0.000860138	0.001200168	0.003940631	0.00092011	0.00272049	0.002020323	0.000420076	0.000620124	0.014942391	0.001600224	0.000800128	0.002780445	0.001020224	0.000720144	0.00056009	0.001660332	0.011442288	0.000540076	0.001540339	0.00110022	0.0005001	0.000480086	0.00170034	0.001920307	0.001600224	0.003240518	0.00040008	0.001880376	0.001340241	0.001640295	0.002880461	0.00118026	0.000780172	0.006621192	0.000460074	0.002860687	0.002900406	0.00100016	0.008261652	0.002240358	0.001260227	0.000620099	0.000720115	0.000840151	0.000480096	0.001180236	0.00106017	0.001340241	0.001980317	0.005361072	0.001360245	0.003080493	0.004260937	0.001940388	0.005921184	0.000940207	0.003880699	0.001200216	0.004660652	0.00070014	0.001780285	0.001020184	0.001380221	0.012062171	0.000840185	0.00206033	0.001960353	0.001040229	0.000520083	0.000840118	0.000760137	0.00028005	0.000440097	0.002760442	0.000120019	0.001680269	0.002840511	0.002080374	0.000520083	0.000420101	0.001980238	0.001200168	0.008961255	0.001540308	0.003200576	0.008061612	0.002580413	0.00568125	0.002880518	0.00400064	0.001120157	0.000780109	0.002460443	0.000660132	0.000640102	0.002160432	0.000580104	0.001720344	0.003140691	0.00150018	0.001180189	0.000900108	0.000260042	0.001580284	0.000300048	0.000320058	0.003260587	0.005181036	0.004520723	0.001800324	0.003100558	0.000380076	0.000900198	0.001040187	0.001120157	0.000680095	0.00050009	0.000780156	0.001660332	0.00164023	0.002160302	0.003200576	0.001880301	0.003180636	0.005161135	0.000320058	0.0022204	0.001840258	0.000980157	0.003440688	0.000300054	0.000860155	0.001320264	0.00128023	0.00022004	0.001740383	0.003960713	0.001200168	0.00118026	0.00100014	0.002240403	0.001340241	0.001380248	0.003660732	0.000700112	0.014562913	0.002300368	0.001720378	0.00150027	0.004620739	0.000720144	0.001720275	0.002280456	0.002600468	0.000700126	0.003020604	0.006581316	0.001400308	0.000880141	0.001780392	0.001620324	0.003540566	0.013062613	0.00080016	0.002140471	0.000520073	0.00086012	0.001880301	0.001300286	0.001740244	0.01362218	0.001880376	0.0022204	0.013262387	0.00110022	0.002200396	0.000720115	0.001760352	0.005400972	0.000200032	0.000920202	0.003920784	0.001480296	0.001600256	0.00156025	0.002980477	0.0100016	0.001380193	4.00E-05	0.001320238	0.000460074	0.001220195	0.00106017	0.000340082	0.002180436	0.001460234	0.000860138	0.005161032	0.000720144	0.001100198	0.001960431	0.00050011	0.001700272	0.001940388	0.00130026	0.001420284	0.000820164	0.001140228	0.00100016	0.00856137	0.001300182	0.006081095	0.002560512	0.030944332	0.018283291	0.054570914	0.001120202	0.000380084	0.001160162	0.003480835	0.000860138	0.006480907	0.000660106	0.00360072	0.004220929	0.003880699	0.002180523	0.003280459	0.003100682	0.001780285	0.001240248	0.002220622	0.00094015	0.009861775	0.00680136	0.001240198	0.000760152	0.002460394	0.003280722	0.008581373	0.003460623	0.004080408	0.000520083	0.005341068	0.000820148	0.000980157	0.000980137	0.002260316	0.001240174	0.002080333	0.001040208	0.003180509	0.003220515	0.003260587	0.000820131	0.001440202	0.000580093	0.000180032	0.002320325	0.000600108	0.002820508	0.001660266	0.003160506	0.001980396	0.000360058	0.000860138	0.000380046	0.000420067	0.001380221	0.000640128	0.001520334	0.000280045	0.003620724	0.001280256	0.001980356	0.004380789	0.000640102	0.006321011	0.017223445	0.003740748	0.00140028	0.006600924	0.00078014	0.000680082	0.000820115	0.000240043	0.000620124	0.003600576	0.000540065	0.002440488	0.0075015	0.002200352	0.001680302	0.00050009	0.005380861	0.000580116	0.001880263	0.003520563	0.003880699	0.00114016	0	0.001520213	0.000620124	0.003600576	0.009261852	0.00356057	0.006641063	0.001320238	0.002760497	0.000520114	0.003380541	0.016463293	0.007801248	0.004080735	0.017503151	0.005940951	0.009121095	0.008041447	0.0010002	0.003580645	0.002680375	0.002660426	0.008541708	0.002460443	0.00370074	0.004980996	0.003840538	0.002820508	0.002940588	0.018102534	0.000220031	0.002180392	0.002380428	0.002460443	0.000380068	0.000460083	0.003640728	0.000220044	0.002520504	0.002080333	0.003160506	0.002340468	0.006521174	0.000660119	0.011402052	0.001240223	0.001980317	0.001180212	0.000680136	0.000980196	0.000740148	0.003540708	0.000460074	0.001100176	0.006200868	0.001020204	0.001680336	0.007801716	0.00142017	0.001640295	0.001680302	0.003640582	0.009881976	0.002080416	0.013862773	0.001480266	0.004940889	0.009041447	0.000820164	0.004040566	0.006900828	0.001800324	0.002280365	0.001040187	0.007561512	0.000980176	0.001200216	0.0040008	0.001620259	0.002040367	0.00120024	0.005300848	0.002920526	0.006801224	0.007101704	0.001680302	0.001600288	0.00206033	0.000640115	0.00370074	0.006761082	0.001600288	0.006200744	0.000920166	0.002780612	0.001300182	0.003120499
