Metacluster	N2158_19	N2158_7	N724D_19	N724D_7	N52A3_19	N52A3_7	N174C_19	N174C_7	N5436_1	N5436_7	NB0D2_1	NB0D2_7	CBFE6_1	CBFE6_19	CBFE6_7	C4FB5_1	C4FB5_7	CF2AC_1	CF2AC_19	CF2AC_7	C09B7_1	C09B7_19	C09B7_7	C266E_1	C266E_7	CE001_1	CE001_19	CE001_7	C29F5_1	C29F5_19	C29F5_7	C59E6_1	C59E6_7	CFE39_1	CFE39_19	CFE39_7	C6F73_1	C6F73_7	CB603_1	CB603_19	CB603_7	C0C1C_1	C0C1C_19	C0C1C_7	C0E4F_1	C0E4F_19	C0E4F_7	CF4B8_1	CF4B8_7	CE240_1	CE240_19	CE240_7	C7049_1	C7049_7	CA3C7_1	CA3C7_7	C83E3_1	C83E3_19	C83E3_7	C9B72_1	C9B72_19	C9B72_7	C999D_1	C999D_7	C2ED8_1	C2ED8_7	C45F4_1	C45F4_19	C45F4_7	C7BA1_1	C7BA1_19	C7BA1_7	C3AED_1	C3AED_19	C3AED_7	C1877_1	C1877_7	C84BC_1	C84BC_19	C84BC_7	CE2E7_1	CE2E7_7	CE068_1	CE068_19	CE068_7	C36B6_1	C36B6_19	C36B6_7	CA122_1	CA122_7	CEE43_1	CEE43_7	C5E1F_1	C5E1F_19	C5E1F_7	C572C_1	C572C_19	C572C_7	CB504_1	CB504_7	C79BB_1	C19E5_1	C19E5_19	C19E5_7	CEF3C_1	CEF3C_19	CEF3C_7	C6732_1	C6732_19	C6732_7	CFB76_1	C98F2_1	C98F2_7	C72BB_1	C72BB_7	CD34B_1	C1ED2_1	C1ED2_7	C94D1_1	C94D1_7	C7D88_1	C7D88_19	C7D88_7	CD47D_1	CD47D_7	CE827_1	CE827_19	CE827_7	C68E5_1	C68E5_7	CA3B4_1	CA3B4_19	CA3B4_7	CAF49_1	CAF49_7	C94DD_1	C94DD_19	C94DD_7	C01D8_1	C01D8_19	C01D8_7	C1497_1	C1497_19	C1497_7	C09C2_1	C09C2_19	C09C2_7	C0522_1	C0522_19	C0522_7	C4D1A_1	C4D1A_7	CE002_1	CE002_7	CCA49_1	CCA49_19	CCA49_7	CB127_1	C2CFE_1	C2CFE_7	C36AD_1	C36AD_19	C36AD_7	CDDA8_1	CDDA8_7	C4EAC_1	C4EAC_7	C7E1B_1	C7E1B_19	C7E1B_7	C99C0_1	C99C0_19	C99C0_7	C53CC_1	C53CC_19	C53CC_7	C5C91_1	CE935_1	CE935_7	CC909_1	CC909_7	C3AB2_1	C3AB2_19	C3AB2_7	CB1FF_1	CB1FF_19	CB1FF_7	C91A9_1	C91A9_7	CC7D5_1	CC7D5_19	CC7D5_7	CAEBF_1	CAEBF_19	CAEBF_7	CA55D_1	CA55D_19	CA55D_7	C3D7C_1	C3D7C_19	C8226_1	C8226_7	CD406_1	CD406_7	CF47A_1	CF47A_19	CF47A_7	CD93C_1	CD93C_19	CD93C_7	C94F1_1	C94F1_19	C94F1_7	CC5BA_1	CC5BA_19	CC5BA_7	CB641_1	CB641_7	C7308_7	C8AF1_1	C8AF1_7	C5E05_19	C5E05_7	CF510_19	CFBDE_19	CFBDE_7	CC034_19	CC034_7	CDF47_19	CDF47_7	C0427_19	C0427_7	C08F3_19	C08F3_7	C5BFA_1	C5BFA_7	C92BF_1	C43FE_7	C0D35_7	C3B77_19	C3B77_7	C4B0A_1	C4B0A_19	C4B0A_7	C86B4_1	C86B4_19	C86B4_7	C4324_1	C4324_7	CABA7_1	CABA7_7	C519E_1	C519E_19	C519E_7	C5658_19	C5658_7	CDD85_1	CDD85_7	C12E4_1	C12E4_7	C3C3E_1	C3C3E_19	C3C3E_7	C786E_19	C786E_7	CAC86_19	CAC86_7	CCE7E_1	CCE7E_7	CECCF_1	CECCF_7	CAEE0_1	CAEE0_7	CD044_1	CD044_7	CFE49_1	CFE49_7	CC798_1	CA0D9_1	CA0D9_7	CFF9E_1	CFF9E_7	CD99E_1	CD99E_19	CD99E_7	C789B_1	C789B_19	C8C33_7	C1BCD_1	C1BCD_7	C5BB5_1	C5BB5_7	C121D_1	C121D_19	C121D_7	CA709_1	CA709_19	CA709_7	C8AE6_1	C8AE6_7	CEA09_1	CEA09_7	C8088_19	C8088_7	C1114_1	C1114_19	CF15A_1	CF15A_19	CF15A_7	CEAF1_1	CEAF1_19	CEAF1_7	CFE6D_1	CFE6D_19	CFE6D_7	CFD47_1	CFD47_7	C2FEF_1	C2FEF_7	C121E_1	C121E_19	C121E_7	C7D1D_19	C7D1D_7	CFA20_19	CFA20_7	C1571_1	C1571_19	C1571_7	C911C_1	C911C_19	C911C_7	CB69C_1	CB69C_19	CB69C_7	C1E3F_1	C1E3F_7	CB655_1	CB655_19	CB655_7	C999A_1	C999A_19	C999A_7	C24F3_1	C24F3_19	C24F3_7	C63EE_19	C63EE_7	CF291_7	C6804_1	C6804_19	C6804_7	C5D9D_1	C5D9D_19	C5D9D_7	C4AF3_1	C4AF3_19	C4AF3_7	C04D3_1	C04D3_19	C04D3_7	CA132_1	CA132_19	CA132_7	CBE2E_1	CBE2E_19	CBE2E_7	CBA2E_1	CBA2E_19	CBA2E_7	C1CE4_1	C1CE4_19	C1CE4_7	CEEA5_1	CEEA5_19	CEEA5_7	C48B6_1	C48B6_7	CBC29_1	CBC29_19	CBC29_7	C659E_19	C659E_7	C16C6_1	C16C6_19	C16C6_7	CC9DC_1	CC9DC_19	CC9DC_7	C3C51_19	C3C51_7	C138B_19	C138B_7	C14DA_1	C14DA_19	C14DA_7	C9A7D_1	C9A7D_7	C1EE6_19	C1EE6_7	CCA69_1	CCA69_19	CCA69_7	C7ABD_1	C7ABD_7	CE529_7	C4C56_1	C4C56_19	C4C56_7	C8EC5_1	C8EC5_19	C8EC5_7	CEC03_1	C3300_1
TPHE CD8 C1	0.002820621	0.000360094	0.007561512	0.001240248	0.007881261	0.001020204	0.001680403	0.000240043	0.000740192	0.000720144	0.001020184	0.00020004	0.000400072	0.00150039	0.000180029	0	0	4.00E-05	0.009042351	0.000520094	0	0.001680302	0	8.00E-05	8.00E-05	8.00E-05	0.005181036	0.00100022	6.00E-05	0.007861887	0.000160042	0.000120019	0	0.00010002	0.002740548	0	0.000140031	4.00E-05	0.00020004	0.003160885	0.000160035	0.000260047	0.00250045	0	0.000120024	0.00480096	6.00E-05	0.000320077	0	0	0.007421781	6.00E-05	2.00E-05	0	0.00018004	6.00E-05	0.000340075	0.000940226	4.00E-05	0.000440114	0.004360959	0.000360086	2.00E-05	6.00E-05	0.001180212	0.000440088	0.000140028	0.008782459	0.000160032	0.000160035	0.002840682	0.000260073	0	0.011402737	0.000520104	0.014483186	0.008402016	0.009901782	0.003920863	0.001800324	0.000160019	0	0.00822148	0.04225014	0.001160255	0.000740148	0.000940263	0.00014002	0.000320083	4.00E-05	0.00070014	0.000160035	0.00050009	0.012482247	0.00032007	0.000700182	0.001260277	0.000460101	0.000140022	2.00E-05	2.00E-05	0.001520456	0.019504291	0.000580128	0	0.00410082	0.000100018	0.00032009	0.001580379	0	0.000140031	0.00022004	4.00E-05	0.00028005	6.00E-05	0.000260078	6.00E-05	0.000200036	4.00E-05	0.000300054	0.000100018	0.004060893	2.00E-05	0.000160029	0.000100022	0.000120022	0.004140911	0	0.001580284	0.001320317	8.00E-05	0.00400088	0	0.000160029	0.000100018	0	0.001140296	2.00E-05	0.00068015	0.008382515	0.000300066	6.00E-05	0.007182298	2.00E-05	0.00030006	0.001720413	4.00E-05	0.000440088	0.00200048	4.00E-05	0.000220053	6.00E-05	0.001080281	0.000720158	0.000300066	0.078197203	0.000100024	0.006361527	2.00E-05	0	8.00E-05	0.001580379	8.00E-05	2.00E-05	2.00E-05	8.00E-05	0.000120024	2.00E-05	0.001440346	6.00E-05	0.000160032	0.045410899	4.00E-05	0.000200032	0.015624062	8.00E-05	0.000180029	0.000520104	0.000240053	8.00E-05	4.00E-05	0.000600084	0.005681477	0.000440097	0.000120031	0.008882487	4.00E-05	0.000380076	4.00E-05	4.00E-05	0.000960192	8.00E-05	0.000220057	0.012362967	6.00E-05	0	0.001840294	0	0.004361047	0.002880864	0.00010003	0	0.000120022	2.00E-05	6.00E-05	0.003520634	0.00010002	0.013563255	0.009162199	0.001660432	0.000100016	0.005461201	6.00E-05	2.00E-05	0.003881087	6.00E-05	0	8.00E-05	0.000100022	0	0.000140022	0.00196051	0	0.021424713	0.018063974	0.00080016	0.011863084	0.000620112	0.018143992	0.00100026	0.003440757	6.00E-05	0.006981676	0.000900162	0	0.000700098	0.000100026	0.001360326	0.00080016	0.004240679	0.000800096	0.000540086	0.003060673	0.001060254	0.000780156	0.003760827	0.001580411	0.000220053	0.000180036	0.000120029	0.001060233	0.000120024	0.066833367	0.00010002	0.019705518	0.001460234	0.001280307	0.000260068	0.000460138	0.078075615	4.00E-05	0.002540508	0.001060212	0.005641015	0.004561186	0.001260328	0.001940466	6.00E-05	0.00018004	8.00E-05	8.00E-05	4.00E-05	2.00E-05	0.000240048	0.002220489	0.000260057	0.000580116	0.000740118	0	0.001100264	0.00054014	0.001400252	0.00010002	0.002640422	0.000360072	0.000440088	0.002560461	0.000940169	0.000160035	0.000280039	0.000180036	0.000700182	0.000300084	0.01412339	0.00082018	0	0.062373722	0.000780172	0.000260057	0.000320045	0.000400104	0.000800144	0.002280547	0.000540097	4.00E-05	0.002440537	0.000220048	0.008561712	0.001260302	0.001540277	0.001400308	0.000520125	4.00E-05	0.009502851	0.000520114	0.001460321	0.000600144	0.001060212	0.000480106	0.00020004	0.008861772	0.001200312	0.002520605	0.000820246	0.00096023	0.000300066	0.000660158	0.014502901	0.001160302	0.001800396	0.004381139	0.000720173	0.001700238	0.074179287	0.003780756	0.000300048	0.00068015	0.000400096	0.009021624	0.000200044	0.000200048	0.008261983	0.000120026	0.000420109	0.00808194	0.000180036	0.020624537	0.002560461	0.000440088	0.000180032	0.004881171	0.000160026	4.00E-05	0.001180283	2.00E-05	0.000240043	0.006221493	0.000660132	0.000320058	0.001720447	0.000680163	0.00080016	0.006221244	0.000780156	0.000320058	0.010562535	0.000540086	0.000520094	0.011042429	0.001620389	0.000620099	0.02154474	0.000220057	0.00022004	0.008642074	0.000120024	0.000900216	0.000740118	0.000120019	0.021786536	0.000240067	0.036528036	0.002380619	0.001480415	0.001640361	0.000380076	0.000520094	0.002740603	0.000460083	0.015403697	0.005981675	0.012882577	0.006921661	0.000620136	0.002260497	0.000720144	0.00120024	0.067994959	0.00804193	0.024745939	0.002700486	0.0069218	0.002640581	6.00E-05	0.00022004	0.00096023	0.000280056	0.008522216	0.001080259	0.000300072	0.002240583	0.000140025	0.004841065	0.00046011
TPHE CD8 C13	0.004561003	0.000260068	0.009721944	0.00060012	0.006621059	0.000620124	0.001160278	0.000460083	0.003080801	0.000640128	0.003800684	0.0010002	0	0.004341129	0.000180029	0.000160038	0.00040004	0.000240048	0.007241883	0	0.000720101	0.000420076	0.000740059	0.000140036	0.000100014	0.000220048	0.004060812	0.000580128	0.000420084	0.018184364	0.000280073	0.000420067	0.000140025	0.000260052	0.001140228	6.00E-05	0.001100242	8.00E-05	0.000640128	0.001640459	0.000160035	0.000860155	0.000620112	0.000180036	0.000180036	0.000120024	0	0.000280067	0.000160032	0.000160019	0.000160038	6.00E-05	0.00068015	0.000620124	0.000260057	2.00E-05	0.000100022	0.000560134	0.000140034	0.000320083	0.005121127	6.00E-05	2.00E-05	0	0.000660119	0.000340068	6.00E-05	0.001480415	0	0.000260057	0.000860206	0.000200056	0.000120014	0.010362487	4.00E-05	0.041169057	0.032867888	0.000420076	0.003360739	0	0	6.00E-05	0.000900162	0.019224614	0	0	0.000460129	0	0.000140036	8.00E-05	6.00E-05	0.000200044	4.00E-05	0.001260227	0.000100022	0.000520135	0.001100242	0.000300066	0.000180029	0.000180014	0.000240048	0.000260078	0.012662786	0.000220048	0.000240034	0.000860172	4.00E-05	0.000260073	0.000820197	0	0.00018004	0.00022004	0.000260068	4.00E-05	4.00E-05	0.00050015	0.000160035	6.00E-05	0.000140028	6.00E-05	0.000260047	0.00168037	0.000380076	0.000140025	0.000160035	0.000320058	0.001380304	0.00018004	0.000160029	0.000480115	0.00014002	0.001440317	6.00E-05	0.000460083	4.00E-05	0.000140022	0.000180047	2.00E-05	0.000100022	0.000580174	2.00E-05	0.000200044	0.000180058	0.000100018	0.000440088	0.000180043	4.00E-05	0.00040008	0.000240058	0.000160026	0.000360086	0.000240043	0.001780463	0.001640361	8.00E-05	0.006961532	0.000100024	0.021805233	0.00032007	6.00E-05	0.000120034	0.000100024	4.00E-05	0.000120031	0.00020004	0.000240038	0	0.000280056	0.000880211	0.000180032	6.00E-05	0.007801872	0.000240053	0.000300048	0.003400884	6.00E-05	0.000300048	0.000520104	0.000240053	0.000340061	0.000160035	0.000240034	0.001340348	8.00E-05	0.000360094	0.005481535	8.00E-05	0.00060012	0.00018004	0.000360072	0.000280056	8.00E-05	0.001920499	0.004781147	0.000520104	6.00E-05	0.001080173	4.00E-05	0.00400096	0.002020606	0.000360108	6.00E-05	0.000480086	0.000260052	0.000140025	0	4.00E-05	0.001760423	0.001280307	0.00050013	0.000300048	0.001280282	0.00018004	0.000320045	0.0025007	0.000180036	0.002340421	8.00E-05	0.000280062	0.00030003	0.001380221	0.010142637	0.000680122	0.016503631	0.021904819	0.000260052	0.005781503	0.000760137	0.017763908	0.000200052	0.00168037	0.001360326	0.003100744	0.000380068	0.00042005	0	0.000100026	0.000100024	4.00E-05	0.003820611	0.000800096	0.000340054	0.002880634	0.000280067	0.000260052	0.000100022	0.000340088	0.000140034	0.000220044	0.000160038	0.000460101	0.000120024	0.024164833	0.000140028	0.001880527	0	0.000280067	6.00E-05	0.000220066	0.035487097	0.000320064	0.000320064	0.000160032	0.00122022	0.000300078	0.000420109	0.000140034	0	6.00E-05	0.000100018	6.00E-05	0.00010002	0.00010002	0.001680336	0.000280062	0.00068015	0.000220044	0.000100016	6.00E-05	0.000200048	0.000800208	0.000320058	0.001540308	0.000280045	0.000360072	0.000720144	0.000840151	0.00022004	0.000240053	8.00E-05	0.000220044	0.000140036	0.000260073	0.000760182	2.00E-05	0.000200036	0.035527816	8.00E-05	0.000280062	0.000340048	0.000340088	0.000140025	0.000220053	0.000180032	0.000100026	0.001860409	0.000560123	0.000760152	0.000300072	0.001540277	0.000360079	0.000280067	6.00E-05	0.001060318	8.00E-05	2.00E-05	0.000340082	0.000740148	0.000160035	0.000420084	0.004120824	0.000480125	0.000860206	4.00E-05	0.000360086	0.000460101	0.000220053	0.005821164	0.00046012	0.00050011	0.00646168	0.00050012	0.003420479	0.026406866	0.000680136	0.000240038	0.00018004	0.001200288	0.003180573	0.000600132	0.000120029	0	0.000200044	0.000840218	0.001760423	0.000440088	0.030606733	0.002800504	0.000180036	0.000860155	0.007781868	0.000600096	0.000240062	0.000120029	0	0.000640115	0.00150036	0.000160032	0.000400072	0.00104027	0.000580139	0.00040008	0.007281456	0.0005001	0.000380068	0.017704249	0.000480077	0.000680122	0.007701694	0.001140274	0.002760442	0.010402289	0.00050013	0.000440079	0.005241258	6.00E-05	0.000380091	8.00E-05	0	0.008622587	0.000140039	0.01068235	0.000180047	0.00032009	0.000600132	0.000380076	0.000200036	0.000600132	0.000200036	0.00200048	0.00100028	0.0020004	0.001960471	0.000560123	0.000300066	6.00E-05	0.006041208	0.155934306	0.007981916	0.057893895	0.000440079	0.001020265	2.00E-05	0.000200032	0.000160029	0.000200048	0.000520104	0.003380879	0.000380091	0.00050012	0.000660172	0.000320058	0.004581008	0.001100264
TPHE CD8 C17	0.001900418	0.000160042	0.003280656	0.000160032	0.004320691	0.000220044	0.000400096	2.00E-05	0.000120031	0.000320064	0	0	0	0.000320083	0	0	0	0	0.002700702	0.001140205	0	0.002100378	0.000740059	6.00E-05	4.00E-05	2.00E-05	0.002680536	0.000120026	2.00E-05	0.004060975	0	0	0	0	0.001240248	0	2.00E-05	8.00E-05	0	0.002240627	0	0.000200036	0.002060371	0	0	0.001740348	6.00E-05	2.00E-05	0	8.00E-05	0.005121229	6.00E-05	8.00E-05	0	2.00E-05	0	0.000240053	0.001100264	0.000140034	8.00E-05	0.001020224	0.001160278	6.00E-05	2.00E-05	0.000120022	2.00E-05	0	0.003761053	0.000160032	0	0.000860206	0	0	0.004661119	0.004980996	0.011662566	0.011382732	0.025044508	0.001280282	0.008201476	0	0	0.012802304	0.016043851	0.003300726	0.00420084	0.008582403	0.002460344	8.00E-05	8.00E-05	0.000120024	0.000120026	0.001900342	0.013142366	0.00200044	0.000520135	0.001740383	0.002340515	0	0	0	0.001780534	0.007921743	0.001160255	0.000760106	0.001160232	0.000140025	6.00E-05	0.000700168	0	4.00E-05	8.00E-05	8.00E-05	2.00E-05	4.00E-05	4.00E-05	0	0	0	4.00E-05	0	0.002540559	8.00E-05	0	0	0	0.002760607	6.00E-05	8.00E-05	0.000100024	0	0.001120246	0	8.00E-05	0	0	0.000400104	0	6.00E-05	0.006021807	2.00E-05	0	0.002180698	0	6.00E-05	0.001360326	4.00E-05	8.00E-05	0.000940226	0	0	0.000100018	0.000420109	4.00E-05	0.000100022	0.045349977	0	0.008702089	0	0	2.00E-05	0.000840202	0	2.00E-05	0	0	0	0	0.007261743	0	0	0.014683524	0	2.00E-05	0.006141597	2.00E-05	0	4.00E-05	2.00E-05	0	0	0	0.00150039	0	0	0.005761613	0	2.00E-05	2.00E-05	0	0.000880176	0	8.00E-05	0.003080739	0	0	0.000580093	0	0.001340322	0.00410123	2.00E-05	6.00E-05	0	2.00E-05	6.00E-05	0.005561001	0	0.005301272	0.00354085	0.000260068	2.00E-05	0.001740383	2.00E-05	2.00E-05	0.00118033	0	0	0	0	0	0	0.000520135	0	0.002780612	0.007941747	0.000260052	0.012023126	0.000140025	0.003600792	0.000120031	0.000520114	0	0.002520605	0.000260047	0	0	2.00E-05	0	0	0.001260202	0.001620194	4.00E-05	0.001220268	0.000140034	0.000740148	0.003100682	0.000100026	0	0	0	0.000100022	0	0.033066613	0.00010002	0.001640459	0.000480077	0.004301032	0	0.00010003	0.011962392	0	0.001440288	0.000120024	0.001400252	0.000620161	0.000820213	0.000260062	6.00E-05	0	0	0	0	6.00E-05	0	6.00E-05	2.00E-05	0	0.000100016	0	0.000100024	0	2.00E-05	0.00010002	0.002340374	0.000120024	0	0.00128023	4.00E-05	0	8.00E-05	4.00E-05	2.00E-05	4.00E-05	0.006201488	2.00E-05	0.000100018	0.048070576	0.000140031	2.00E-05	4.00E-05	0	0.000200036	0.000740178	2.00E-05	0	0.004320951	0	0.00190038	2.00E-05	0	0.002440537	0	0	0.002980894	6.00E-05	0.00032007	0.000260062	0.000120024	0.000100022	0	0.002780556	4.00E-05	0.002560615	0.000160048	0.000280067	0.000220048	0.000300072	0.005341068	6.00E-05	0	0.002600676	2.00E-05	0	0.021065477	0	0	8.00E-05	2.00E-05	0.004160749	2.00E-05	2.00E-05	0.006741618	0	6.00E-05	0.005161239	2.00E-05	0.006281382	0	6.00E-05	0.000180032	0.004281027	0	0	0.000520125	0	4.00E-05	0.001740418	6.00E-05	0.000240043	0.004541181	0.000380091	2.00E-05	0.001160232	0	0	0.010862607	6.00E-05	0	0.007221589	0.000920221	0.000120019	0.013582988	0	0	0.011182684	2.00E-05	0	0	0	0.017145144	0	0.019084199	8.00E-05	0.001140319	0.0018204	0	6.00E-05	0.001460321	0	0.003480835	0.000380106	0.004020804	0.000640154	0.000120026	0.000220048	8.00E-05	0.000120024	0.020204445	0.00404097	0.007681844	0.001120202	0.003300858	0	0	4.00E-05	0.000160038	0	0.004261108	4.00E-05	0	0.001620421	2.00E-05	0.000240053	8.00E-05
TPHE CD8 C16	0.002960651	8.00E-05	0.001320264	0	0.004780765	0.00010002	0.000100024	0	0	0.000120024	0	0	0	0.000660172	0	0	0	0	0.001340348	0	0	0	0	0	0	0	0.001480296	2.00E-05	0	0.001120269	0	0	0	0	0	0	0.000220048	0.000100024	0	0.000300084	0	4.00E-05	0.002740493	0	0	0.000480096	0	0	0	0	0.017724254	0	0	0	0	0	0.000920202	0.001420341	0	0.000600156	0.000580128	0.000600144	0	0	8.00E-05	0	0	0.002180611	0	0	0.000640154	0	0	0.00054013	0	0.018464062	0.013983356	0	0.003440757	0	8.00E-05	0	0	0.01408338	0	0	0.000700196	0	0.000140036	8.00E-05	0.000180036	0.000160035	0	0.001380248	0	0	0.006741483	0	0	0	0	2.00E-05	0.002060453	0	0	0.000660132	0	6.00E-05	0.000560134	0	0	0.000320058	8.00E-05	0	0	0	0	0	0	0	0	0.001860409	0	2.00E-05	2.00E-05	0	0.000880194	0	0.000160029	0.000280067	0	0.00050011	2.00E-05	0	0	2.00E-05	0.000140036	0	0.00032007	0.003521056	8.00E-05	0	0.001520487	0	0	0.001300312	0	0	0.000780187	0	0	0	8.00E-05	0	2.00E-05	0.013602993	2.00E-05	0.006201488	0	0	4.00E-05	0.000520125	0	0	0	0	0	0	0.001840442	0	0	0.003640874	0	6.00E-05	0.003580931	0	6.00E-05	0	0	4.00E-05	0	0	0.000520135	0	0	0.008242308	0	0	2.00E-05	0	0.000280056	0	0	0.002320557	0	4.00E-05	0.000240038	0	0.00050012	0.006461939	0	0	4.00E-05	0	0	0.005180933	0	0.007061695	0.003900936	0.00046012	0.000100016	0.002400528	0	0	0.000560157	0	0	0	0	0	0	0.000160042	0	0.000840185	0.000260057	0	0.006201612	0	0.000620136	2.00E-05	0.001140251	0	0.001220293	0	0	0	0	0	2.00E-05	0.000840134	0	0	0.000520114	0	0.001180236	0.001260277	6.00E-05	2.00E-05	6.00E-05	0	0	0	0.00710142	0	0.001120314	0	0.00858206	0	0	0.002040408	0	8.00E-05	0	0.000660119	8.00E-05	0.000180047	4.00E-05	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	2.00E-05	0	0.000280045	0	0	0.000420076	0	0	4.00E-05	0	0.000100026	0	0.003840922	0	0	0.028326232	4.00E-05	0	0	0	2.00E-05	0.000720173	0	0	0.015463402	0	0.001080216	2.00E-05	0	0.000100022	0	0	0.000840252	2.00E-05	0.000440097	0.000160038	0	0	0	0.001840368	2.00E-05	0.002620629	0.000280084	0.000200048	6.00E-05	0	0.001420284	0	2.00E-05	0.002180567	2.00E-05	0	0.019545082	0	0	0	0.000100024	0.002320418	0	0.000160038	0.009762343	2.00E-05	0	0.004661119	0	0.005741263	0	6.00E-05	0.000300054	0.001780427	0	0	0.000980235	0	0	0.001480355	0	0	0.002060536	0	0	0.001280256	0	0	0.008382012	0	0	0.005301166	0.000220053	0	0.002720599	0	0	0.009842362	2.00E-05	0	0	0	0.007902371	0	0.015263358	0	0.000480134	0.004360959	0	0	0.003480766	6.00E-05	0.001860447	0	0.002280456	0.000180043	0	0.000280062	0	0	0.002140471	0.004321037	0.025526126	0.000440079	0.003060796	2.00E-05	0	2.00E-05	8.00E-05	0	0.005441415	0	0.000100024	0.001100286	0	0	0
TPHE CD8 C22	0.012262698	8.00E-05	0.020944189	0.000360072	0.038006081	0.000140028	0.00350084	0.000200036	0.000240062	0.000280056	0.000580104	0.000120024	0	0.079080561	0.000180029	8.00E-05	0	8.00E-05	0.110028607	0	0	0	0	6.00E-05	2.00E-05	0.000100022	0.031886377	0.000100022	0	0.022905497	4.00E-05	8.00E-05	0	0	0.000560112	0	0.00032007	2.00E-05	0	0.002700756	0	0.000120022	0.002620472	0	0	0.00240048	0	2.00E-05	0	0.000240029	0.027446587	0	8.00E-05	6.00E-05	0.000120026	0	0.002460541	0.002920701	0.000100024	0.001160302	0.008461862	0.001400336	0	0	0.001940349	0.001040208	0	0.027407674	0	0	0.003920941	6.00E-05	0	0.004601104	0	0.108983976	0.09562295	0	0.142651383	0	0.000240029	0.000300066	0.000900162	0.157037689	0.000580128	0	0.000460129	0	0.000100026	0.000160026	0.002140428	0.001700374	0	0.002340421	0	8.00E-05	0.077236992	0.000360079	2.00E-05	0	0	2.00E-05	0.013342935	0	0	0.005341068	0.000100018	0.00032009	0.003400816	0.00010001	8.00E-05	0.000320058	0.000200052	0	0	0.000120036	0	0	0	0	0	0.010282262	0	0	0	0	0.006561444	0	0.003600648	0.006621589	0	0.013442957	0	4.00E-05	0	2.00E-05	0.000740192	0	0.000120026	0.00360108	6.00E-05	0	0.005401729	0.000100018	0	0.002480595	4.00E-05	0.000140028	0.001600384	4.00E-05	0	0	0.001520395	0.00200044	6.00E-05	0.027346016	0.000100024	0.01154277	0	0	0.000100028	0.001880451	0	0	0.000120024	0	0.000120024	2.00E-05	0.001220293	0	0	0.012162919	8.00E-05	6.00E-05	0.020365295	0	0	4.00E-05	0	8.00E-05	0	0.000120017	0.003840999	0	4.00E-05	0.079982395	0	6.00E-05	0	2.00E-05	0.00160032	0	0.000200052	0.021005041	6.00E-05	0	0.001080173	0	0.002360567	0.011043313	2.00E-05	0	4.00E-05	0	8.00E-05	0.005741033	4.00E-05	0.065455709	0.056733616	0.008042091	6.00E-05	0.003720819	0.000140031	2.00E-05	0.012503501	0	0.000660119	0	0.000280062	0	0.000140022	0.035829316	0	0.051871412	0.006841505	0	0.01338348	0.000380068	0.010342275	0.000100026	0.016323591	0.000440106	0.009342242	0	0	0	2.00E-05	0.000100024	0	0.004240679	0	4.00E-05	0.022644982	0.000140034	0.000560112	0.002800616	2.00E-05	0	0	8.00E-05	0.000100022	2.00E-05	0.032346469	0	0.00832233	0	0.006841642	0	4.00E-05	0.047429486	0	0.00390078	8.00E-05	0.008441519	0.000340088	0.000560146	6.00E-05	0.00018004	6.00E-05	0	0	2.00E-05	2.00E-05	0	6.00E-05	6.00E-05	0.000140028	0	6.00E-05	0	0	8.00E-05	0	0.001160186	0.000240048	6.00E-05	0.001920346	0.000160029	2.00E-05	0	0	6.00E-05	4.00E-05	0.017864287	2.00E-05	0	0.066034528	0	0	0	0.000120031	6.00E-05	0.003140754	0	2.00E-05	0.066394607	2.00E-05	0.00710142	2.00E-05	0	0.002020444	2.00E-05	0	0.005061518	0	0.002140471	0.001560374	6.00E-05	2.00E-05	8.00E-05	0.014822965	4.00E-05	0.002900696	0.000220066	0.001960471	0	0.000140034	0.012982597	0.000360094	0.003540779	0.017984676	0.001260302	0.002280319	0.128173325	0.001020204	0	4.00E-05	6.00E-05	0.014802664	6.00E-05	0.000680163	0.009002161	0.00032007	6.00E-05	0.033468032	0	0.160035208	0	0.001360272	0.000360065	0.005281268	0	0	0.001780427	0	2.00E-05	0.02016484	0	0.000160029	0.001880489	0.000280067	0	0.016783357	0	0	0.030767384	6.00E-05	4.00E-05	0.015743464	0	6.00E-05	0.009061994	0	0	0.012763063	4.00E-05	0.000440106	0	2.00E-05	0.014284285	0	0.05041109	0.000280073	0.001140319	0.018404049	0.000380076	0.000200036	0.010782372	0.000120022	0.014063375	0.00100028	0.011942388	0.000920221	0	0.001400308	6.00E-05	0.000120024	0.025665646	0.121809234	0.227114507	0.004280771	0.005661472	0.000140031	2.00E-05	0	0.00054013	0	0.104287115	2.00E-05	0.000920221	0.007942065	0	0.00018004	0
