"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,TPHE_2,-0.759333496717095,0.0220044682461597,0.0483566961258632
"2",TPHE_IST_Birth,voiTPHE_5,TPHE_5,-0.791355979050869,0.0657989342928816,0.0747715162419109
"3",TPHE_IST_Disch,voiTPHE_2,TPHE_2,-1.3054294752085,0.00309717023432962,0.0258097519527468
"4",TPHE_IST_Disch,voiTPHE_3,TPHE_1,-0.436383836982427,0.129713900328345,0.135118646175359
"5",TPHE_IST_Disch,voiTPHE_4,TPHE_3,-1.24923080722884,0.00623697616858884,0.0311848808429442
"6",TPHE_IST_Disch,voiTPHE_5,TPHE_5,-0.507420087570484,0.153940387199539,0.153940387199539
"7",Birth_CD4_C11,voi,voi,0.231585466977718,0.0451544038814286,0.0564430048517858
"8",Birth_CD8_C4,voi,voi,0.246492331264305,0.0109013915288534,0.0389335411744763
"9",Birth_CD8_C9,voi,voi,-0.282717154029072,0.015052600332332,0.0470393760385376
"10",Birth_CD8_C12,voi,voi,0.2312161453106,0.0503863190836368,0.0599837131948057
"11",Discharge_CD4_C3,voi,voi,0.258048604874956,0.0266630478085511,0.0483566961258632
"12",Discharge_CD4_C14,voi,voi,-0.238220155164181,0.0305717598259555,0.0497182364298079
"13",Discharge_CD4_C18,voi,voi,0.25519430183832,0.00757697912786536,0.0315707463661057
"14",Discharge_CD8_C4,voi,voi,0.324696675714464,4.26505781015458e-05,0.00106626445253865
"15",OneYear_CD4_C3,voi,voi,0.260650982784117,0.0270797498304834,0.0483566961258632
"16",OneYear_CD4_C18,voi,voi,0.204982636987148,0.025396888072643,0.0483566961258632
"17",Birth_TPHE_C20,voi,voi,0.225245415851591,0.0428354663868793,0.0564430048517858
"18",Birth_TPHE_C26,voi,voi,0.286113666556656,0.0338084007722694,0.0497182364298079
"19",Discharge_TPHE_C14,voi,voi,0.261915702953075,0.00480910277309544,0.0300568923318465
"20",Discharge_TPHE_C26,voi,voi,0.252316324120641,0.024519558893762,0.0483566961258632
"21",OneYear_TPHE_C8,voi,voi,-0.275646203141589,0.0689343708452775,0.0749286639622582
"22",OneYear_TPHE_C14,voi,voi,0.226368308085813,0.0443569590362278,0.0564430048517858
"23",Birth_TPHE_CD8_C5,voi,voi,-0.357264174159851,0.0240609085228518,0.0483566961258632
"24",Discharge_TPHE_CD8_C1,voi,voi,0.227136198239273,0.0337608965639347,0.0497182364298079
"25",OneYear_TPHE_CD8_C4,voi,voi,0.221606968780961,0.00028426713172657,0.00355333914658213
