"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_CD4_C2,voi,voi,-0.348312184222737,0.0717265800296824,0.0862556241370309
"2",Birth_CD4_C3,voi,voi,-0.428453865249455,0.0512762027258644,0.0713887465973915
"3",Birth_CD4_C4,voi,voi,-0.613104003385823,0.0840963183155169,0.0976602406244712
"4",Birth_CD4_C8,voi,voi,-0.549611849076971,0.0216188788861627,0.0547687752506987
"5",Birth_CD4_C11,voi,voi,0.413903713837655,0.004490356459593,0.0285921821162005
"6",Birth_CD4_C16,voi,voi,0.308233112728837,0.021140521734749,0.0547687752506987
"7",Birth_CD8_C1,voi,voi,-0.505382752000371,0.120868244744385,0.124321623165654
"8",Birth_CD8_C12,voi,voi,0.308012698447509,0.0499440893293881,0.0713887465973915
"9",Discharge_CD4_C11,voi,voi,0.26851707217766,0.036799918929492,0.0602180491573506
"10",Discharge_CD4_C16,voi,voi,0.317141866687046,0.00419740955767075,0.0285921821162005
"11",Discharge_CD8_C1,voi,voi,-0.560866840800259,0.117992348344845,0.124321623165654
"12",OneYear_CD4_C12,voi,voi,0.285860657821777,0.0284301362603539,0.0553759975110402
"13",OneYear_CD4_C18,voi,voi,0.319049090579773,0.00211211929125753,0.0285921821162005
"14",OneYear_CD8_C10,voi,voi,-0.356210510714445,0.0718796867808591,0.0862556241370309
"15",Birth_TPHE_C1,voi,voi,-0.637760638321985,0.13266537926417,0.13266537926417
"16",Birth_TPHE_C9,voi,voi,-0.730678315075554,0.119636579386495,0.124321623165654
"17",Birth_TPHE_C22,voi,voi,-0.520409540273176,0.0323026652147734,0.0553759975110402
"18",Birth_TPHE_C23,voi,voi,0.350517476344773,0.00137168778819413,0.0285921821162005
"19",Discharge_TPHE_C1,voi,voi,-0.873994018602261,0.109228193112789,0.122881717251888
"20",Discharge_TPHE_C3,voi,voi,-0.506817134655748,0.0308618622566671,0.0553759975110402
"21",Discharge_TPHE_C4,voi,voi,-0.506097413534131,0.0550253830353369,0.0733671773804492
"22",Discharge_TPHE_C8,voi,voi,-0.826668274081403,0.00476536368603342,0.0285921821162005
"23",Discharge_TPHE_C9,voi,voi,-1.23025401971282,0.0515585392092272,0.0713887465973915
"24",Discharge_TPHE_C11,voi,voi,-0.595558632599517,0.0386562726865589,0.0605054702920052
"25",Discharge_TPHE_C17,voi,voi,0.359839974133956,0.0305660490455184,0.0553759975110402
"26",OneYear_TPHE_C8,voi,voi,-0.520718465711072,0.0193476916780623,0.0547687752506987
"27",OneYear_TPHE_C14,voi,voi,0.338100594728193,0.0205299008298441,0.0547687752506987
"28",OneYear_TPHE_C17,voi,voi,0.404565274552752,0.00786298165060567,0.040438191345972
"29",Discharge_TPHE_CD8_C5,voi,voi,-2.08835815594216,0.0648035344912507,0.0833188300601794
"30",OneYear_TPHE_CD8_C1,voi,voi,0.300749182875208,0.0145553271480622,0.0523991777330238
"31",OneYear_TPHE_CD8_C16,voi,voi,0.253204328583053,0.0243416778891994,0.0547687752506987
"32",OneYear_TPHE_CD8_C17,voi,voi,0.308017607203966,0.00293512628659583,0.0285921821162005
"33",OneYear_TPHE_CD8_C18,voi,voi,0.275836508821951,0.02293083163772,0.0547687752506987
"34",OneYear_TPHE_CD8_C19,voi,voi,0.233572580786527,0.0271298278791159,0.0553759975110402
"35",OneYear_TPHE_CD8_C20,voi,voi,0.284239918429451,0.00921913755907353,0.0414861190158309
"36",OneYear_TPHE_CD8_C24,voi,voi,-0.350651689825719,0.0105288087245366,0.0421152348981466
