"","var_names","model_pvals","adj_model_pvals"
"1",TPHE_IST_Birth,0.433694692581866,0.963710673140754
"2",TPHE_IST_Disch,0.650977733212198,0.963710673140754
"3",TPHE_IST_1YR,0.986496693486635,0.997053702066806
"4",ICS_IST_Birth,0.384336293318067,0.963710673140754
"5",ICS_IST_Disch,0.770978515928769,0.975769684222349
"6",ICS_IST_1YR,0.120319231808079,0.963710673140754
"7",Birth_CD4_C1,0.0867506632783365,0.963710673140754
"8",Birth_CD4_C2,0.516132046652489,0.963710673140754
"9",Birth_CD4_C3,0.62548292831665,0.963710673140754
"10",Birth_CD4_C4,0.823194113397111,0.995204823659194
"11",Birth_CD4_C5,0.803421490747631,0.990665125511777
"12",Birth_CD4_C6,0.413119951403818,0.963710673140754
"13",Birth_CD4_C7,0.320602631023428,0.963710673140754
"14",Birth_CD4_C8,0.370166693260469,0.963710673140754
"15",Birth_CD4_C9,0.592422682051841,0.963710673140754
"16",Birth_CD4_C10,0.660635999007775,0.963710673140754
"17",Birth_CD4_C11,0.646561842955918,0.963710673140754
"18",Birth_CD4_C12,0.481415048614998,0.963710673140754
"19",Birth_CD4_C13,0.498078817714901,0.963710673140754
"20",Birth_CD4_C14,0.451789124386592,0.963710673140754
"21",Birth_CD4_C15,0.515805550571777,0.963710673140754
"22",Birth_CD4_C16,0.286096351729159,0.963710673140754
"23",Birth_CD4_C17,0.300775621222371,0.963710673140754
"24",Birth_CD4_C18,0.963731179299925,0.997053702066806
"25",Birth_CD8_C1,0.470055864122133,0.963710673140754
"26",Birth_CD8_C2,0.35841379355265,0.963710673140754
"27",Birth_CD8_C3,0.92198494459896,0.997053702066806
"28",Birth_CD8_C4,0.76117877757258,0.975769684222349
"29",Birth_CD8_C5,0.923467301850431,0.997053702066806
"30",Birth_CD8_C6,0.214617063031381,0.963710673140754
"31",Birth_CD8_C7,0.404480326897763,0.963710673140754
"32",Birth_CD8_C8,0.359637523268651,0.963710673140754
"33",Birth_CD8_C9,0.743244423487115,0.96860058597904
"34",Birth_CD8_C10,0.659138053174973,0.963710673140754
"35",Birth_CD8_C11,0.260211811961515,0.963710673140754
"36",Birth_CD8_C12,0.650195866932348,0.963710673140754
"37",Discharge_CD4_C1,0.644421225306791,0.963710673140754
"38",Discharge_CD4_C2,0.898415712838736,0.997053702066806
"39",Discharge_CD4_C3,0.572062830138661,0.963710673140754
"40",Discharge_CD4_C4,0.706966906540199,0.963710673140754
"41",Discharge_CD4_C5,0.449673894117561,0.963710673140754
"42",Discharge_CD4_C6,0.674986281418439,0.963710673140754
"43",Discharge_CD4_C7,0.738881182018222,0.96860058597904
"44",Discharge_CD4_C8,0.361081067939919,0.963710673140754
"45",Discharge_CD4_C9,0.925878239920528,0.997053702066806
"46",Discharge_CD4_C10,0.0695407901955442,0.963710673140754
"47",Discharge_CD4_C11,0.233646613642802,0.963710673140754
"48",Discharge_CD4_C12,0.49148821547287,0.963710673140754
"49",Discharge_CD4_C13,0.173620635624309,0.963710673140754
"50",Discharge_CD4_C14,0.263001014378146,0.963710673140754
"51",Discharge_CD4_C15,0.508986097264126,0.963710673140754
"52",Discharge_CD4_C16,0.05223029051231,0.963710673140754
"53",Discharge_CD4_C17,0.205973171626785,0.963710673140754
"54",Discharge_CD4_C18,0.837694085811839,0.997053702066806
"55",Discharge_CD8_C1,0.99295060041221,0.997053702066806
"56",Discharge_CD8_C2,0.736362424057166,0.96860058597904
"57",Discharge_CD8_C3,0.992766366761982,0.997053702066806
"58",Discharge_CD8_C4,0.882063944147767,0.997053702066806
"59",Discharge_CD8_C5,0.634204521062664,0.963710673140754
"60",Discharge_CD8_C6,0.791050023395222,0.980740590229791
"61",Discharge_CD8_C7,0.592692315993593,0.963710673140754
"62",Discharge_CD8_C8,0.324931487596337,0.963710673140754
"63",Discharge_CD8_C9,0.942948507406954,0.997053702066806
"64",Discharge_CD8_C10,0.722637569087654,0.963710673140754
"65",Discharge_CD8_C11,0.363723566858124,0.963710673140754
"66",Discharge_CD8_C12,0.769741338658847,0.975769684222349
"67",OneYear_CD4_C1,0.753378805319594,0.973782179216284
"68",OneYear_CD4_C2,0.99160230844425,0.997053702066806
"69",OneYear_CD4_C3,0.232043748645058,0.963710673140754
"70",OneYear_CD4_C4,0.999807823987126,0.999807823987126
"71",OneYear_CD4_C5,0.984797397006096,0.997053702066806
"72",OneYear_CD4_C6,0.721035976543438,0.963710673140754
"73",OneYear_CD4_C7,0.476692155236807,0.963710673140754
"74",OneYear_CD4_C8,0.315703255643524,0.963710673140754
"75",OneYear_CD4_C9,0.209459615485219,0.963710673140754
"76",OneYear_CD4_C10,0.528548587462498,0.963710673140754
"77",OneYear_CD4_C11,0.316125075805394,0.963710673140754
"78",OneYear_CD4_C12,0.2235024668065,0.963710673140754
"79",OneYear_CD4_C13,0.719354787819854,0.963710673140754
"80",OneYear_CD4_C14,0.397419211101802,0.963710673140754
"81",OneYear_CD4_C15,0.414188552704694,0.963710673140754
"82",OneYear_CD4_C16,0.263161277132621,0.963710673140754
"83",OneYear_CD4_C17,0.624489445971643,0.963710673140754
"84",OneYear_CD4_C18,0.878225085011536,0.997053702066806
"85",OneYear_CD8_C1,0.331920723119048,0.963710673140754
"86",OneYear_CD8_C2,0.38015715280377,0.963710673140754
"87",OneYear_CD8_C3,0.243353530720433,0.963710673140754
"88",OneYear_CD8_C4,0.444880585852027,0.963710673140754
"89",OneYear_CD8_C5,0.220263210339114,0.963710673140754
"90",OneYear_CD8_C6,0.474687564128361,0.963710673140754
