"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Discharge_CD4_C1,voi,voi,0.288653835188432,0.000645076567139863,0.0121261087122035
"2",Discharge_CD4_C4,voi,voi,0.170320091876175,0.0217173515423418,0.0337825468436427
"3",Discharge_CD4_C5,voi,voi,0.224902029872753,0.00229191604944253,0.0128347298768782
"4",Discharge_CD4_C8,voi,voi,0.25175153058112,0.00467552067175537,0.0187020826870215
"5",Discharge_CD4_C14,voi,voi,-0.35550903311292,0.0544749885296165,0.0562118338991063
"6",Discharge_CD4_C17,voi,voi,0.316175298101141,0.0395476902914117,0.046138972006647
"7",Discharge_CD8_C2,voi,voi,0.174776708129616,0.00697988640645831,0.0217152021534259
"8",Discharge_CD8_C3,voi,voi,0.168971240744863,0.0321444236205967,0.0391323417989872
"9",Discharge_CD8_C4,voi,voi,0.481405969145832,0.00173230124460049,0.0121261087122035
"10",Discharge_CD8_C5,voi,voi,0.209891993480123,0.0313378466445553,0.0391323417989872
"11",OneYear_CD4_C1,voi,voi,0.280693980087057,0.00114667247356258,0.0121261087122035
"12",OneYear_CD4_C5,voi,voi,0.255950389207447,0.00321329485463984,0.0149953759883193
"13",OneYear_CD4_C6,voi,voi,0.313849946198987,0.0289506339749905,0.0391323417989872
"14",OneYear_CD4_C8,voi,voi,0.291401769134448,0.0180829420003769,0.0316451485006596
"15",OneYear_CD8_C1,voi,voi,0.239810974779695,0.00160517577779844,0.0121261087122035
"16",OneYear_CD8_C2,voi,voi,0.258250973845243,0.0203555867509428,0.0335268487662587
"17",OneYear_CD8_C7,voi,voi,0.268524120911766,0.0126745786077856,0.0282771033091111
"18",Birth_TPHE_C6,voi,voi,0.374741998359271,0.0488513786182455,0.0527798905835145
"19",Discharge_TPHE_C24,voi,voi,0.469796414816234,0.0159111890429429,0.0297008862134934
"20",Discharge_TPHE_C25,voi,voi,-0.371913338929697,0.0131286551078016,0.0282771033091111
"21",Discharge_TPHE_C26,voi,voi,0.384564790992768,0.0098486783536279,0.0275762993901581
"22",OneYear_TPHE_C24,voi,voi,0.374963239129887,0.0288900344705524,0.0391323417989872
"23",Birth_TPHE_CD8_C12,voi,voi,0.394405474977176,0.0311636270371078,0.0391323417989872
"24",Discharge_TPHE_CD8_C3,voi,voi,-1.1042963883172,0.00621481570855903,0.0217152021534259
"25",Discharge_TPHE_CD8_C7,voi,voi,0.378924281812739,0.0130783001797458,0.0282771033091111
"26",Discharge_TPHE_CD8_C14,voi,voi,-0.612850862042476,0.0152433051537085,0.0297008862134934
"27",Discharge_TPHE_CD8_C18,voi,voi,-0.599309344851561,0.0562118338991063,0.0562118338991063
"28",OneYear_TPHE_CD8_C18,voi,voi,-0.55480463492917,0.0490098983989777,0.0527798905835145
