"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,TPHE_2,0.496455026964817,0.416999726851809,0.416999726851809
"2",TPHE_IST_Birth,voiTPHE_5,TPHE_5,1.55310301101975,0.00803004458306314,0.0204401134841607
"3",Birth_CD4_C6,voi,voi,-0.686912769490309,0.00674503531881092,0.0188860988926706
"4",Birth_CD4_C7,voi,voi,0.272696697487865,6.98900293292366e-05,0.00180569327034704
"5",Birth_CD4_C8,voi,voi,0.421358252678188,0.00158689664578337,0.00634758658313347
"6",Birth_CD4_C10,voi,voi,-0.976475181792585,0.000522777872892285,0.00487926014699466
"7",Birth_CD4_C12,voi,voi,-0.456249057071884,0.0692692958648499,0.0718348253413258
"8",Birth_CD4_C15,voi,voi,-0.583991619688253,0.0266950276388793,0.0439682808169776
"9",Discharge_CD4_C7,voi,voi,0.245833433150325,0.000991644683428015,0.00555321022719688
"10",Discharge_CD4_C10,voi,voi,-0.444549807708985,0.0308453112630472,0.0461108851080484
"11",Birth_TPHE_C4,voi,voi,0.383900530734502,0.00158466582119892,0.00634758658313347
"12",Birth_TPHE_C6,voi,voi,-0.591548825990899,0.036704582442392,0.0468403196737137
"13",Birth_TPHE_C8,voi,voi,0.468521729885607,0.000128978090739074,0.00180569327034704
"14",Birth_TPHE_C9,voi,voi,0.309639311984904,0.0194379850054495,0.0340164737595365
"15",Birth_TPHE_C12,voi,voi,-0.665413250338916,0.0150124470673033,0.0300248941346066
"16",Birth_TPHE_C13,voi,voi,-0.390611426302687,0.0416619231040596,0.0468403196737137
"17",Birth_TPHE_C15,voi,voi,-0.828066360667639,0.0392804533032774,0.0468403196737137
"18",Birth_TPHE_C20,voi,voi,-0.614621751506201,0.0167346379783494,0.0312379908929188
"19",Birth_TPHE_C21,voi,voi,-0.887893829884292,0.0369530252701757,0.0468403196737137
"20",Birth_TPHE_C22,voi,voi,0.53584762730977,0.0048971297897531,0.0152355149014541
"21",Discharge_TPHE_C4,voi,voi,0.293811257958436,0.0380576277658791,0.0468403196737137
"22",Discharge_TPHE_C8,voi,voi,0.431623516303409,0.000941548520473181,0.00555321022719688
"23",Discharge_TPHE_C12,voi,voi,-0.449898090190193,0.0647214442014609,0.0697000168323424
"24",Discharge_TPHE_C17,voi,voi,-0.857407164924112,0.0109689002392184,0.0255941005581763
"25",Discharge_TPHE_C21,voi,voi,-0.552247722059598,0.0312895291804614,0.0461108851080484
"26",OneYear_TPHE_C17,voi,voi,-0.416405231056937,0.0418217139943873,0.0468403196737137
"27",Birth_TPHE_CD8_C5,voi,voi,0.389564457199116,0.00270598412517965,0.00947094443812878
"28",Discharge_TPHE_CD8_C21,voi,voi,0.30749980115556,0.0128028543203838,0.0275753785362113
