"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",TPHE_IST_1YR,voiTPHE_7,TPHE_6,-0.833037034809712,0.024766548530295,0.0456778011622352
"2",Birth_CD8_C6,voi,voi,-0.45216484956061,0.0462684189213321,0.0668321606641464
"3",Discharge_CD8_C6,voi,voi,-0.610684617671576,0.00666331066689051,0.0216557596673942
"4",Discharge_CD8_C7,voi,voi,-0.4679561500528,0.0619655504883414,0.0732320142134943
"5",OneYear_CD4_C6,voi,voi,0.34251283613947,0.0247217094812643,0.0456778011622352
"6",OneYear_CD8_C5,voi,voi,0.348884764458724,0.0149802537036726,0.0354078723904989
"7",Birth_TPHE_C1,voi,voi,-0.638644083886382,0.128540595941558,0.13368221977922
"8",Birth_TPHE_C9,voi,voi,-0.570568097161176,0.135985947513495,0.135985947513495
"9",Birth_TPHE_C20,voi,voi,-0.460359317490942,0.0584449669686403,0.0723604352945071
"10",Discharge_TPHE_C9,voi,voi,-0.963818536381505,0.0578017943262248,0.0723604352945071
"11",OneYear_TPHE_C12,voi,voi,0.289094070375977,0.028109416099837,0.0456778011622352
"12",OneYear_TPHE_C15,voi,voi,0.438458280043486,0.00293516582450489,0.0152628622874254
"13",OneYear_TPHE_C17,voi,voi,0.411954998056937,0.0110246468245316,0.0318489797153134
"14",OneYear_TPHE_C21,voi,voi,0.414002397917975,0.00154583466719601,0.010047925336774
"15",Birth_TPHE_CD8_C19,voi,voi,-6.18390312470464,0.0931417476135807,0.100903559914712
"16",Discharge_TPHE_CD8_C17,voi,voi,-2.28458492119794,0.0784848254448793,0.0887219765898636
"17",Discharge_TPHE_CD8_C19,voi,voi,-0.472909196885109,0.0538700209595495,0.0723604352945071
"18",OneYear_TPHE_CD8_C1,voi,voi,0.454127054417959,0.000687528593351702,0.00595858114238142
"19",OneYear_TPHE_CD8_C7,voi,voi,0.294678871295966,0.00496875192887081,0.0215312583584402
"20",OneYear_TPHE_CD8_C11,voi,voi,0.270822479702751,0.0172078632751401,0.0372837037628036
"21",OneYear_TPHE_CD8_C13,voi,voi,0.31383519006632,0.0272576705774573,0.0456778011622352
"22",OneYear_TPHE_CD8_C16,voi,voi,0.436109272872834,0.000436070905334088,0.00566892176934315
"23",OneYear_TPHE_CD8_C17,voi,voi,0.459094349124141,0.00015035360066756,0.00390919361735656
"24",OneYear_TPHE_CD8_C19,voi,voi,0.306173433173302,0.013349959111019,0.0347098936886495
"25",OneYear_TPHE_CD8_C20,voi,voi,0.260803192142267,0.0323979991990727,0.0495498811279936
"26",OneYear_TPHE_CD8_C24,voi,voi,-0.376845806570175,0.00591896796138512,0.0216557596673942
