"","var_names","model_pvals","adj_model_pvals"
"1",TPHE_IST_Birth,0.200758533614139,0.646914799072318
"2",TPHE_IST_Disch,0.154367112129087,0.632322079156494
"3",TPHE_IST_1YR,0.503149745839969,0.796748807188251
"4",ICS_IST_Birth,0.856198339358828,0.926141124230753
"5",ICS_IST_Disch,0.102718078066622,0.608792511468031
"6",ICS_IST_1YR,0.321387057092055,0.721350626011765
"7",Birth_CD4_C1,0.221925606199498,0.671931901190666
"8",Birth_CD4_C2,0.741364869320239,0.909094871628591
"9",Birth_CD4_C3,0.417855970797107,0.787124038013155
"10",Birth_CD4_C4,0.163935353855387,0.632322079156494
"11",Birth_CD4_C5,0.78317394281267,0.909094871628591
"12",Birth_CD4_C6,0.82823275882404,0.910681268752225
"13",Birth_CD4_C7,0.206826882775993,0.652713409280083
"14",Birth_CD4_C8,0.094870325444,0.608792511468031
"15",Birth_CD4_C9,0.25689535462475,0.681876376166967
"16",Birth_CD4_C10,0.744167522583528,0.909094871628591
"17",Birth_CD4_C11,0.9391238129777,0.954841366332976
"18",Birth_CD4_C12,0.864792124038267,0.927423269270024
"19",Birth_CD4_C13,0.534341684980196,0.796748807188251
"20",Birth_CD4_C14,0.604612739488889,0.819375384661871
"21",Birth_CD4_C15,0.578294093870526,0.803002656060216
"22",Birth_CD4_C16,0.527515889592363,0.796748807188251
"23",Birth_CD4_C17,0.837115732256564,0.916302355578131
"24",Birth_CD4_C18,0.36725750844802,0.746441263297656
"25",Birth_CD8_C1,0.134674825693352,0.632322079156494
"26",Birth_CD8_C2,0.741306020608941,0.909094871628591
"27",Birth_CD8_C3,0.446000394370917,0.791967428186956
"28",Birth_CD8_C4,0.40751057616037,0.782631971827795
"29",Birth_CD8_C5,0.768766535077359,0.909094871628591
"30",Birth_CD8_C6,0.785301454936921,0.909094871628591
"31",Birth_CD8_C7,0.353290090470652,0.746441263297656
"32",Birth_CD8_C8,0.559346789559942,0.796748807188251
"33",Birth_CD8_C9,0.782995336133254,0.909094871628591
"34",Birth_CD8_C10,0.59126849779915,0.807181151489851
"35",Birth_CD8_C11,0.233543195032685,0.681876376166967
"36",Birth_CD8_C12,0.897174992353378,0.939713461818409
"37",Discharge_CD4_C1,0.544256983184971,0.796748807188251
"38",Discharge_CD4_C2,0.716067884724836,0.909094871628591
"39",Discharge_CD4_C3,0.701575020471914,0.909094871628591
"40",Discharge_CD4_C4,0.800438898177248,0.910681268752225
"41",Discharge_CD4_C5,0.585988453441136,0.804492622520882
"42",Discharge_CD4_C6,0.554927953935321,0.796748807188251
"43",Discharge_CD4_C7,0.137165368415779,0.632322079156494
"44",Discharge_CD4_C8,0.50876740617745,0.796748807188251
"45",Discharge_CD4_C9,0.26902837154453,0.687047927034144
"46",Discharge_CD4_C10,0.788055127807146,0.909094871628591
"47",Discharge_CD4_C11,0.548679199066891,0.796748807188251
