"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Discharge_CD4_C2,voi,voi,0.326686052647723,0.0282819293353266,0.0377092391137688
"2",Discharge_CD4_C11,voi,voi,-0.598866611648189,0.0253110091001329,0.0376149319058663
"3",Discharge_CD4_C12,voi,voi,-0.7251165627971,0.00226753821528252,0.0113376910764126
"4",Discharge_CD4_C13,voi,voi,-0.472572764620753,0.0212996680758299,0.0376149319058663
"5",Discharge_CD4_C14,voi,voi,0.431066756733323,0.013598981651473,0.0339974541286825
"6",Discharge_CD4_C16,voi,voi,-0.728630275973729,0.00916482659179412,0.0305494219726471
"7",Discharge_CD4_C18,voi,voi,-0.776869362401878,0.00220585644327869,0.0113376910764126
"8",Discharge_CD8_C4,voi,voi,-0.595833924286482,0.0313459840885151,0.0391824801106439
"9",Discharge_CD8_C7,voi,voi,-0.47177895883195,0.0667758291839098,0.0667758291839098
"10",Discharge_CD8_C11,voi,voi,-0.596268648453651,0.0335138081531194,0.0394280095919051
"11",Discharge_TPHE_C4,voi,voi,0.329021909434631,0.0157986702058961,0.0351081560131025
"12",Discharge_TPHE_C5,voi,voi,-0.746666730103258,0.0020877142219581,0.0113376910764126
"13",Discharge_TPHE_C8,voi,voi,0.459018404682392,0.00154651640798234,0.0113376910764126
"14",Discharge_TPHE_C13,voi,voi,-0.450593369838228,0.0128709840010016,0.0339974541286825
"15",Discharge_TPHE_C17,voi,voi,-0.939265889365835,0.0379179629547891,0.0421310699497656
"16",OneYear_TPHE_C8,voi,voi,0.416303694202383,0.00554824955081536,0.0221929982032615
"17",OneYear_TPHE_C9,voi,voi,0.294498153826676,0.0231994484704001,0.0376149319058663
"18",OneYear_TPHE_C14,voi,voi,-0.437749175090113,0.0540658168897561,0.0569113861997432
"19",Discharge_TPHE_CD8_C11,voi,voi,-0.597632019735573,0.0263304523341064,0.0376149319058663
"20",OneYear_TPHE_CD8_C15,voi,voi,-0.476983238626272,0.0223061846254669,0.0376149319058663
