"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,TPHE_2,1.4811200494394,0.00603725844802587,0.0249483745052632
"2",TPHE_IST_Birth,voiTPHE_5,TPHE_5,-16.0802851587026,0.992315512622598,0.992315512622598
"3",TPHE_IST_Disch,voiTPHE_2,TPHE_2,1.59023381837742,0.00819780671043553,0.0249483745052632
"4",TPHE_IST_Disch,voiTPHE_3,TPHE_1,0.631381572341628,0.27304986277998,0.290115479203729
"5",TPHE_IST_Disch,voiTPHE_4,TPHE_3,1.79155064836139,0.00658757277858971,0.0249483745052632
"6",TPHE_IST_Disch,voiTPHE_5,TPHE_5,-16.6542045750199,0.990574649613881,0.992315512622598
"7",TPHE_IST_1YR,voiTPHE_7,TPHE_6,1.56127262290547,0.0534395036821637,0.0698824278920602
"8",Birth_CD8_C6,voi,voi,0.350669954456735,0.0248884470711223,0.0423103600209079
"9",Discharge_CD4_C9,voi,voi,0.350027240512351,0.030854416126218,0.04917422570116
"10",OneYear_CD4_C10,voi,voi,0.292788358228974,0.0372509493573665,0.0542799547778768
"11",OneYear_CD4_C11,voi,voi,0.340876291355381,0.0221682629211177,0.0389855658267933
"12",OneYear_CD4_C15,voi,voi,0.342815557428213,0.00590999516559948,0.0249483745052632
"13",OneYear_CD8_C11,voi,voi,0.464923897902293,0.00761146450140554,0.0249483745052632
"14",Birth_TPHE_C1,voi,voi,-3.99926241224798,0.398634994801674,0.414905810916028
"15",Birth_TPHE_C4,voi,voi,-0.794246579918844,0.0529911387798927,0.0698824278920602
"16",Birth_TPHE_C8,voi,voi,-1.49453879003802,0.0205423402224599,0.0389855658267933
"17",Birth_TPHE_C9,voi,voi,-4.52839979390244,0.0642300033719115,0.0779935755230354
"18",Birth_TPHE_C10,voi,voi,-3.86063027713314,0.113769517335188,0.128938786313213
"19",Birth_TPHE_C13,voi,voi,0.582309059158093,0.00186878986907685,0.0190616566645839
"20",Birth_TPHE_C25,voi,voi,0.582765253727738,0.016469716192493,0.0365198054703105
"21",Birth_TPHE_C26,voi,voi,-0.547274956111919,0.0136390465889554,0.0323590248832129
"22",Discharge_TPHE_C1,voi,voi,-6.37375225560135,0.101255572851416,0.120093818963307
"23",Discharge_TPHE_C2,voi,voi,0.458668462453235,0.0139275915073008,0.0323590248832129
"24",Discharge_TPHE_C4,voi,voi,-1.01950630570341,0.00770712582027638,0.0249483745052632
"25",Discharge_TPHE_C5,voi,voi,0.364847080729226,0.0361988256699038,0.0542799547778768
"26",Discharge_TPHE_C8,voi,voi,-0.851698932280095,0.00880530864891644,0.0249483745052632
"27",Discharge_TPHE_C9,voi,voi,-3.80035837807892,0.0606478984314626,0.0754400687805998
"28",Discharge_TPHE_C10,voi,voi,-4.61052425082071,0.0195770117107005,0.0389855658267933
"29",Discharge_TPHE_C13,voi,voi,0.574528259176111,0.000932468098042136,0.0118889682500372
"30",Discharge_TPHE_C22,voi,voi,0.331263758544984,0.0477548285988362,0.0658242232038013
"31",Discharge_TPHE_C24,voi,voi,-0.511240183332981,0.0207261282883555,0.0389855658267933
"32",Discharge_TPHE_C25,voi,voi,0.946532868857228,9.3508222497584e-05,0.00238445967368839
"33",Discharge_TPHE_C26,voi,voi,-0.803879702833302,6.36962639295302e-05,0.00238445967368839
"34",OneYear_TPHE_C5,voi,voi,0.354344296890643,0.0217319247689806,0.0389855658267933
"35",OneYear_TPHE_C8,voi,voi,-0.64689931682144,0.0203803937964538,0.0389855658267933
"36",OneYear_TPHE_C22,voi,voi,0.501786957905007,0.00257237526086232,0.0218651897173298
"37",OneYear_TPHE_C24,voi,voi,-0.53449471543568,0.0129880823594089,0.0323590248832129
"38",OneYear_TPHE_C25,voi,voi,0.683136492740841,0.00840709210283025,0.0249483745052632
"39",OneYear_TPHE_C26,voi,voi,-0.649529947809492,0.0060485798654073,0.0249483745052632
"40",OneYear_TPHE_C27,voi,voi,-0.623657545878817,0.0139587950476604,0.0323590248832129
"41",Discharge_TPHE_CD8_C4,voi,voi,-4.75260845304313,0.266807104964175,0.2895140926207
"42",Discharge_TPHE_CD8_C5,voi,voi,-3.11031222144064,0.0277673886670202,0.0456818329683236
"43",Discharge_TPHE_CD8_C11,voi,voi,0.295943463853073,0.0403372979106396,0.0571445053734062
"44",Discharge_TPHE_CD8_C15,voi,voi,0.433574580829034,0.00345718064830963,0.0249483745052632
"45",Discharge_TPHE_CD8_C17,voi,voi,-2.59179720601409,0.104235405276814,0.120818310661762
"46",Discharge_TPHE_CD8_C18,voi,voi,0.297464567341088,0.00530942094115017,0.0249483745052632
"47",OneYear_TPHE_CD8_C1,voi,voi,-0.967340426560788,0.0600248934795127,0.0754400687805998
"48",OneYear_TPHE_CD8_C5,voi,voi,-1.53299690386138,0.035137190560203,0.0542799547778768
"49",OneYear_TPHE_CD8_C10,voi,voi,-0.796354075196367,0.00529948990310173,0.0249483745052632
"50",OneYear_TPHE_CD8_C15,voi,voi,0.610344185973189,0.000190754382112785,0.00324282449591734
"51",OneYear_TPHE_CD8_C19,voi,voi,-0.652930537386466,0.139411841647725,0.154565302696391
