"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_CD4_C5,voi,voi,-0.518292810216035,0.0160011306455684,0.0571468951627443
"2",Birth_CD4_C8,voi,voi,-0.463469978170072,0.00981600164994189,0.0571468951627443
"3",Birth_CD8_C2,voi,voi,-0.548228493966676,0.184560938478775,0.200609715737799
"4",Birth_CD8_C3,voi,voi,-0.492608215969291,0.103620262209494,0.11978607240958
"5",Discharge_CD4_C2,voi,voi,-0.274226988213296,0.055641169729628,0.0772794024022611
"6",Discharge_CD4_C17,voi,voi,-0.321555211584896,0.02240204360934,0.0578914447463441
"7",Discharge_CD8_C2,voi,voi,-0.96586645935603,0.21319810510417,0.222081359483511
"8",Discharge_CD8_C8,voi,voi,-0.297264837613875,0.0356050319961181,0.0635804142787823
"9",Discharge_CD8_C10,voi,voi,-0.403554589835227,0.0148090723768957,0.0571468951627443
"10",OneYear_CD8_C7,voi,voi,-0.313306416153922,0.0528876390276457,0.0772794024022611
"11",Discharge_TPHE_C1,voi,voi,-0.436552131029093,0.10541174372043,0.11978607240958
"12",Discharge_TPHE_C4,voi,voi,-0.349182803982671,0.0317880114945938,0.0635804142787823
"13",Discharge_TPHE_C8,voi,voi,-0.332835468770648,0.0324096938885695,0.0635804142787823
"14",Discharge_TPHE_C25,voi,voi,0.281711138116002,0.0505643687585522,0.0772794024022611
"15",OneYear_TPHE_C4,voi,voi,-0.536788588027344,0.0231565778985376,0.0578914447463441
"16",OneYear_TPHE_C8,voi,voi,-0.405105398813676,0.0188345943525355,0.0578914447463441
"17",OneYear_TPHE_C9,voi,voi,-0.384745445155946,0.0911688173521149,0.113961021690144
"18",OneYear_TPHE_C10,voi,voi,-0.490002709000855,0.0766145157307682,0.100808573329958
"19",OneYear_TPHE_C17,voi,voi,0.30784232348396,0.01175901659035,0.0571468951627443
"20",Birth_TPHE_CD8_C19,voi,voi,-1.51520839883243,0.269945722368002,0.269945722368002
"21",Discharge_TPHE_CD8_C7,voi,voi,-0.444573838591431,0.014480088655788,0.0571468951627443
"22",OneYear_TPHE_CD8_C3,voi,voi,0.228272447326835,0.0426135289224529,0.0710225482040882
"23",OneYear_TPHE_CD8_C8,voi,voi,0.222802128464025,0.0344835528045251,0.0635804142787823
"24",OneYear_TPHE_CD8_C9,voi,voi,0.259301991155447,0.0145353925685189,0.0571468951627443
"25",OneYear_TPHE_CD8_C14,voi,voi,0.277011516134921,0.0138497680994462,0.0571468951627443
