"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_CD4_C5,voi,voi,0.205971736726234,0.0114110553332481,0.0273865327997954
"2",Birth_CD8_C5,voi,voi,0.219165874431241,0.00660198226314743,0.0264079290525897
"3",OneYear_CD8_C6,voi,voi,-0.294739099848914,0.0268726801061451,0.0403090201592176
"4",OneYear_TPHE_C14,voi,voi,-0.259646673501266,0.0409584441053916,0.0446819390240635
"5",OneYear_TPHE_C20,voi,voi,0.211103003134294,0.037033464963362,0.0444401579560344
"6",OneYear_TPHE_C22,voi,voi,-0.247084580486821,0.0310631494980135,0.041417532664018
"7",Birth_TPHE_CD8_C3,voi,voi,0.308944327891837,0.000713666090363026,0.00428199654217816
"8",Birth_TPHE_CD8_C7,voi,voi,0.140732712001303,0.0201529200993669,0.034547863027486
"9",Birth_TPHE_CD8_C13,voi,voi,0.144160622070058,0.0196814021677771,0.034547863027486
"10",Birth_TPHE_CD8_C24,voi,voi,-0.254819326491998,0.011395687685638,0.0273865327997954
"11",Discharge_TPHE_CD8_C3,voi,voi,0.266611658615518,0.000254771196523931,0.00305725435828717
"12",OneYear_TPHE_CD8_C15,voi,voi,-0.234351764293828,0.0470486474072721,0.0470486474072721
