"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_TPHE_CD8_C3,voi,voi,-0.477925023544324,0.0504870441737637,0.0589862309121731
"2",Birth_TPHE_CD8_C18,voi,voi,-0.473120432056412,0.0295807310057564,0.0493012183429274
"3",Birth_TPHE_CD8_C24,voi,voi,0.42219884668347,0.0347433964586874,0.0496334235124105
"4",Discharge_TPHE_CD8_C2,voi,voi,-0.4479532883833,0.0530876078209557,0.0589862309121731
"5",Discharge_TPHE_CD8_C3,voi,voi,-0.759890853934188,0.00752151315221173,0.023322343151631
"6",Discharge_TPHE_CD8_C8,voi,voi,-0.617262265943106,0.00983851677590166,0.023322343151631
"7",Discharge_TPHE_CD8_C10,voi,voi,-0.415681360465975,0.0609090780266815,0.0609090780266815
"8",Discharge_TPHE_CD8_C15,voi,voi,-0.491834656088773,0.0116611715758155,0.023322343151631
"9",Discharge_TPHE_CD8_C23,voi,voi,-3.61569758913515,0.00612762569850422,0.023322343151631
"10",Discharge_TPHE_CD8_C24,voi,voi,0.992775834358103,0.000230304219166905,0.00230304219166905
